status,candidate_count,pair_count,same_theta_numerical_equivalent_pair_count,nearest_candidate_count,cross_theta_pair_count,cross_theta_numerical_equivalent_pair_count,numerical_tolerance,noise_resolution_threshold,cross_theta_scope,source_formal_experiment_hash,runtime_s
completed,87,3741,0,87,62,0,1e-10,NaN,same_theta_nearest_pairs_only,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1,0.980804
