stage_name,split,grid_id,frequency_count,scenario_count,snr_db,method_id,source_formal_experiment_hash,source_formal_source_tree_hash,source_formal_data_provenance_hash,source_formal_candidate_library_hash,source_formal_configuration_hash,source_formal_template_cache_hash,independent35_experiment_hash,parameter_calibration_hash,final_reserved_status,use_parallel,num_workers,status
Stage 4A.7.2-R.2.1,independent35,A_stage4a1_quick61,61,35,20,margin,cc0d037fd639c261650f040155105afc1c739b33dc5f431de41c801405e8ebd1,9316fbcd8ce45df4bd9acb84830cf2fb5027b3b8b6e91a06b9ac755435527ddd,27f59375b489154db5f46e51842ccf996be83ebf5aeaa584c4bf02b78a40f95c,13c62d03d47b73a54513ffac92365f6afa059d3d871bb59d3daa2a93f6957d5d,584182459f0ab97010103c8cf6fa5c439c6d9ed85b5eed7daf788cf7c66dcc31,0ed1f39f8c0de5d8c6899d39ea8383cec11caeeae7e0759c7eb216214af9019b,14a3a9e76aea3a659d22d8c4865f62bc2621eb4bc6d6f1ce86defe282843eaba,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,manifest_only_not_materialized,0,1,completed
