run_id,mode,initial_compute_runtime_s,resume_check_runtime_s,total_compute_runtime_s,case_count,attempted,completed,resumed,failed,pending,retry_count,hash_mismatch,solver,workers,scientific_hash,source_tree_hash
pilot_ffd55beb5cedc854,pilot,34.838921,0.918724,35.757645,28,0,0,28,0,0,0,0,auto,1,ffd55beb5cedc854cdaea6890c9ef09579675bc24ad90ce28663eeae21fa6c11,39f41ff3f5bf272fa281c580663055b2581201a26da711242d133880e1f445da
