stage,artifact,metric,canonical_value,reproduced_value,absolute_error,tolerance,match,notes
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.prior_error_rate,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.distance,0.0501322527422356,0.0501322527422356,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.margin,0.0799727935128731,0.0799727935128731,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.confidence,0.647675050343405,0.647675050343405,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_5.entropy,0.641397313706518,0.641397313706518,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.sample,wrong_open_rate_00_r06,wrong_open_rate_00_r06,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.error_type,wrong_open,wrong_open,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.prior_error_rate,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.distance,0.0598716059019796,0.0598716059019796,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.margin,0.0698754320267959,0.0698754320267959,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.confidence,0.591785276289912,0.591785276289912,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_6.entropy,0.702490296554737,0.702490296554737,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.sample,wrong_open_rate_00_r07,wrong_open_rate_00_r07,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.error_type,wrong_open,wrong_open,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.prior_error_rate,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.distance,0.0928767068712014,0.0928767068712014,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.margin,0.0540796001903851,0.0540796001903851,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.confidence,0.46796427313426,0.46796427313426,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_7.entropy,0.818987389253514,0.818987389253514,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.sample,wrong_open_rate_00_r08,wrong_open_rate_00_r08,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.error_type,wrong_open,wrong_open,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.prior_error_rate,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.distance,0.0317005661099637,0.0317005661099637,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.margin,0.093031611943745,0.093031611943745,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.confidence,0.724227257241435,0.724227257241435,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_8.entropy,0.542895070171557,0.542895070171557,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.sample,wrong_open_rate_00_r09,wrong_open_rate_00_r09,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.error_type,wrong_open,wrong_open,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.prior_error_rate,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.distance,0.0774555549325316,0.0774555549325316,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.margin,0.0640441933211194,0.0640441933211194,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.confidence,0.530456319035914,0.530456319035914,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_9.entropy,0.764520980435436,0.764520980435436,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.sample,wrong_open_rate_00_r10,wrong_open_rate_00_r10,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.error_type,wrong_open,wrong_open,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.prior_error_rate,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.distance,0.0316862010639734,0.0316862010639734,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.margin,0.0901508241636833,0.0901508241636833,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.confidence,0.710927915854372,0.710927915854372,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_10.entropy,0.559880280673695,0.559880280673695,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.sample,wrong_open_rate_00_r11,wrong_open_rate_00_r11,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.error_type,wrong_open,wrong_open,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.prior_error_rate,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.distance,0.0734623733581517,0.0734623733581517,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.margin,0.0708787502259372,0.0708787502259372,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.confidence,0.568446464450303,0.568446464450303,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_11.entropy,0.727768052807333,0.727768052807333,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_12.sample,wrong_open_rate_00_r12,wrong_open_rate_00_r12,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_12.error_type,wrong_open,wrong_open,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_12.prior_error_rate,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_12.prior_error_applied,0,0,0,0,true,ordered row and column comparison
