stage_name,status,legacy_candidate_count,engineering_candidate_count,forward_compatible_legacy_count,scored_legacy_count,topk_candidate_count,exact_vs_topk_key_match,topology_calibration_count,topology_calibration_per_candidate,pilot_scenario_count,parameter_calibration_count,candidate_set_status,minimum_attainable_p,conditional_false_unique_denominator,scientific_hash,source_tree_hash,runtime_s,final_reserved_status,stage4b_started
Stage 4A.7.1,completed_controlled_pilot_not_final,7,4,7,7,4,1,140,20,33,0,calibrated,0.0476190476190476,4,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb,76cd43be057d65b27321d1ec6621c23960af2ec9f96a56dfb5191b50f6ff012a,5.141843,manifest_only_not_materialized,0
