candidate_id,canonical_key,generation_route,forward_model_compatible,compatibility_reason,scored_library_included
G001,"TX=TX|RX=RX|P=4|1:0,2:0,3:0",legacy_restricted_grammar,1,stable_single_path_first_level_branch,1
G002,"TX=TX|RX=RX|P=4|1:0,2:0,3:1",legacy_restricted_grammar,1,stable_single_path_first_level_branch,1
G003,"TX=TX|RX=RX|P=4|1:0,2:1,3:0",legacy_restricted_grammar,1,stable_single_path_first_level_branch,1
G004,"TX=TX|RX=RX|P=4|1:0,2:1,3:1",legacy_restricted_grammar,1,stable_single_path_first_level_branch,1
G005,"TX=TX|RX=RX|P=4|1:1,2:0,3:0",legacy_restricted_grammar,1,stable_single_path_first_level_branch,1
G006,"TX=TX|RX=RX|P=4|1:1,2:0,3:1",legacy_restricted_grammar,1,stable_single_path_first_level_branch,1
G007,"TX=TX|RX=RX|P=4|1:1,2:1,3:0",legacy_restricted_grammar,1,stable_single_path_first_level_branch,1
