stage_name,mode,grid_id,frequency_count,scientific_hash,source_tree_hash,candidate_generation_hash,m3_calibration_hash,candidate_set_calibration_hash,calibration_seed,pilot_seed,final_reserved_seed,calibration_count_per_candidate,minimum_attainable_p,cache_file,use_parallel,num_workers,matlab_version,final_reserved_status,full_final_run,stage4b_started
Stage 4A.7.1,pilot,A_stage4a1_quick61,61,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb,76cd43be057d65b27321d1ec6621c23960af2ec9f96a56dfb5191b50f6ff012a,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb,11e7be32aeffcf55df2bd00cad81a4f7b0c0890194fd4fe2a2071893993a8acb,1d8de81603fc81f4cf48ebfb3a2161bf33b55076f5aaff190ecd727acc803365,20261711,20261721,20261731,20,0.0476190476190476,results/data/stage4a7_1/candidate_cache_76cd43be057d.mat,0,1,24.1.0.2537033 (R2024a),manifest_only_not_materialized,0,0
