scheme,flow,truth_id,candidate_id,rank,distance,in_candidate_set,state
H50,B,T5,T3,1,0.932017545666499,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T4_NEAR_T3,3,0.932017736320913,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T5,2,0.932017545666501,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T3,1,0.932017545666499,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T4_NEAR_T3,3,0.932017736320913,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T5,2,0.932017545666501,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T3,2,1.03731638167058,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T4_NEAR_T3,3,1.03731645092905,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T5,1,1.03731638167058,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T3,1,1.0856600502761,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T4_NEAR_T3,3,1.08566018282329,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T5,1,1.0856600502761,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T3,1,1.0856600502761,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T4_NEAR_T3,3,1.08566018282329,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T5,1,1.0856600502761,1,MULTIPLE_AMBIGUOUS
Zin50,A,T3,T3,2,1.04572628295516,1,MULTIPLE_AMBIGUOUS
Zin50,A,T3,T4_NEAR_T3,1,1.04572104392144,1,MULTIPLE_AMBIGUOUS
Zin50,A,T3,T5,3,280.721865347342,1,MULTIPLE_AMBIGUOUS
Zin50,B,T3,T3,2,1.08088381719942,1,MULTIPLE_AMBIGUOUS
Zin50,B,T3,T4_NEAR_T3,1,1.08087853329121,1,MULTIPLE_AMBIGUOUS
Zin50,B,T3,T5,3,295.904547682064,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T3,T3,2,1.08088381719942,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T3,T4_NEAR_T3,1,1.08087853329121,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T3,T5,3,295.904547682064,1,MULTIPLE_AMBIGUOUS
Zin50,A,T3,T3,1,1.04567432027553,1,MULTIPLE_AMBIGUOUS
Zin50,A,T3,T4_NEAR_T3,2,1.04568571186018,1,MULTIPLE_AMBIGUOUS
Zin50,A,T3,T5,3,283.4995758773,1,MULTIPLE_AMBIGUOUS
Zin50,B,T3,T3,1,1.08931742980703,1,MULTIPLE_AMBIGUOUS
Zin50,B,T3,T4_NEAR_T3,2,1.08933716012631,1,MULTIPLE_AMBIGUOUS
Zin50,B,T3,T5,3,292.676334108592,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T3,T3,1,1.08931742980703,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T3,T4_NEAR_T3,2,1.08933716012631,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T3,T5,3,292.676334108592,1,MULTIPLE_AMBIGUOUS
Zin50,A,T3,T3,1,1.04311978368014,1,MULTIPLE_AMBIGUOUS
Zin50,A,T3,T4_NEAR_T3,2,1.04312974796486,1,MULTIPLE_AMBIGUOUS
Zin50,A,T3,T5,3,281.849344420578,1,MULTIPLE_AMBIGUOUS
Zin50,B,T3,T3,1,1.0601428307251,1,MULTIPLE_AMBIGUOUS
Zin50,B,T3,T4_NEAR_T3,2,1.06015533432873,1,MULTIPLE_AMBIGUOUS
Zin50,B,T3,T5,3,296.515942515744,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T3,T3,1,1.0601428307251,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T3,T4_NEAR_T3,2,1.06015533432873,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T3,T5,3,296.515942515744,1,MULTIPLE_AMBIGUOUS
Zin50,A,T4_NEAR_T3,T3,2,1.04065063265076,1,MULTIPLE_AMBIGUOUS
Zin50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.0406502820139,1,MULTIPLE_AMBIGUOUS
Zin50,A,T4_NEAR_T3,T5,3,286.056813671596,1,MULTIPLE_AMBIGUOUS
Zin50,B,T4_NEAR_T3,T3,2,1.04418728151402,1,MULTIPLE_AMBIGUOUS
Zin50,B,T4_NEAR_T3,T4_NEAR_T3,1,1.04417363817234,1,MULTIPLE_AMBIGUOUS
Zin50,B,T4_NEAR_T3,T5,3,295.451982236572,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T4_NEAR_T3,T3,2,1.04418728151402,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,1.04417363817234,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T4_NEAR_T3,T5,3,295.451982236572,1,MULTIPLE_AMBIGUOUS
Zin50,A,T4_NEAR_T3,T3,1,0.906893207299331,1,MULTIPLE_AMBIGUOUS
Zin50,A,T4_NEAR_T3,T4_NEAR_T3,2,0.906912976188185,1,MULTIPLE_AMBIGUOUS
Zin50,A,T4_NEAR_T3,T5,3,280.830662585851,1,MULTIPLE_AMBIGUOUS
Zin50,B,T4_NEAR_T3,T3,1,0.92630213565936,1,MULTIPLE_AMBIGUOUS
Zin50,B,T4_NEAR_T3,T4_NEAR_T3,2,0.926313668324715,1,MULTIPLE_AMBIGUOUS
Zin50,B,T4_NEAR_T3,T5,3,296.123846054927,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T4_NEAR_T3,T3,1,0.92630213565936,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T4_NEAR_T3,T4_NEAR_T3,2,0.926313668324715,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T4_NEAR_T3,T5,3,296.123846054927,1,MULTIPLE_AMBIGUOUS
Zin50,A,T4_NEAR_T3,T3,1,0.978886211219582,1,MULTIPLE_AMBIGUOUS
Zin50,A,T4_NEAR_T3,T4_NEAR_T3,2,0.978908119828145,1,MULTIPLE_AMBIGUOUS
Zin50,A,T4_NEAR_T3,T5,3,284.218696150104,1,MULTIPLE_AMBIGUOUS
Zin50,B,T4_NEAR_T3,T3,1,0.995142711162964,1,MULTIPLE_AMBIGUOUS
Zin50,B,T4_NEAR_T3,T4_NEAR_T3,2,0.995162713175951,1,MULTIPLE_AMBIGUOUS
Zin50,B,T4_NEAR_T3,T5,3,296.914378669368,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T4_NEAR_T3,T3,1,0.995142711162964,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T4_NEAR_T3,T4_NEAR_T3,2,0.995162713175951,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T4_NEAR_T3,T5,3,296.914378669368,1,MULTIPLE_AMBIGUOUS
Zin50,A,T5,T3,2,287.867883910123,1,MULTIPLE_AMBIGUOUS
Zin50,A,T5,T4_NEAR_T3,3,287.867884682271,1,MULTIPLE_AMBIGUOUS
Zin50,A,T5,T5,1,0.97023741568703,1,MULTIPLE_AMBIGUOUS
Zin50,B,T5,T3,3,306.023140416077,1,MULTIPLE_AMBIGUOUS
Zin50,B,T5,T4_NEAR_T3,2,306.023106421954,1,MULTIPLE_AMBIGUOUS
Zin50,B,T5,T5,1,0.939864412795007,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T5,T3,3,306.023140416077,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T5,T4_NEAR_T3,2,306.023106421954,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T5,T5,1,0.939864412795007,1,MULTIPLE_AMBIGUOUS
Zin50,A,T5,T3,3,284.322851956331,1,MULTIPLE_AMBIGUOUS
Zin50,A,T5,T4_NEAR_T3,2,284.32280503661,1,MULTIPLE_AMBIGUOUS
Zin50,A,T5,T5,1,1.00750228235953,1,MULTIPLE_AMBIGUOUS
Zin50,B,T5,T3,3,286.661462477372,1,MULTIPLE_AMBIGUOUS
Zin50,B,T5,T4_NEAR_T3,2,286.661455820821,1,MULTIPLE_AMBIGUOUS
Zin50,B,T5,T5,1,1.00011202385371,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T5,T3,3,286.661462477372,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T5,T4_NEAR_T3,2,286.661455820821,1,MULTIPLE_AMBIGUOUS
