library,method,candidate_count,candidate_order,library_hash,search_hash,calibration_identity,set_hash,evidence_hash,development_seed_base,set_seed_base,evidence_seed_base,risk_seed_base,test_seed_base,development_rows,set_rows,evidence_rows,risk_rows,evidence_reference_count,evidence_status,domain_threshold,risk_certified,risk_upper_95
scale_small,M2_class_conditional,3,"G001,G002,G003",6652f1f19afac909e934de6c1cc3120e53d3c1a1afbf66816ab06d99d2d9d815,1887d079142abba4bf22670a958c25002454efb4d0b3a49f5e8b2b6ce99e0e7c,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,439424f365b9cc20cd439dae0c4e2075815a73e90223fce6336206bbb023ae8d,insufficient_reference,510000000,520000000,530000000,540000000,550000000,6,12,12,12,0,insufficient_independent_reference,0.417429625612515,0,1
scale_small,M3_pooled_empirical,3,"G001,G002,G003",6652f1f19afac909e934de6c1cc3120e53d3c1a1afbf66816ab06d99d2d9d815,1887d079142abba4bf22670a958c25002454efb4d0b3a49f5e8b2b6ce99e0e7c,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,b83e5f89c02d933c6fb4ed71df3afbc0a60cb99e48caf340bb76506ff2eeeb59,insufficient_reference,510000000,520000000,530000000,540000000,550000000,6,12,12,12,0,insufficient_independent_reference,0.417429625612515,0,1
scale_medium,M2_class_conditional,7,"G001,G002,G003,G004,G005,G006,G007",645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,6d48f578297dacc6b1250d338e16af63f169c1aac452f0867e187400a95ff608,8eff635beea00a93d49571dac0442feb1b29adf5a79798175c24e3581069825c,07af3d99da32b9398cca78ce468bef31d788c90a52d5de1bac27c45469d92e6e,insufficient_reference,510000000,520000000,530000000,540000000,550000000,14,28,28,28,0,insufficient_independent_reference,0.422493426402365,0,1
scale_medium,M3_pooled_empirical,7,"G001,G002,G003,G004,G005,G006,G007",645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,6d48f578297dacc6b1250d338e16af63f169c1aac452f0867e187400a95ff608,8eff635beea00a93d49571dac0442feb1b29adf5a79798175c24e3581069825c,c95653048a4022ce4f7f59a567398a30c5ad2c6897714451dc80464f11fa8be0,6c93af622b5172c3fca240ad726e56bee45693cb9c55d1f88f2f7ea7816655f7,510000000,520000000,530000000,540000000,550000000,14,28,28,28,4,calibrated,0.422493426402365,0,0.631596850135961
scale_large,M2_class_conditional,23,"G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023",15e0b0a8f633caaa3e4e294ba83a2bfe5fdbfd5683ad5c62ac7a6a73c0435cc8,7c2ea4ee98fedceaca91b60fb2e5d2ae9f01d9d666437fc17417d2785d1977c4,ab438a18f9420cd44993217771222f60c4a11837b9200dc2251a0e6aa54ca128,73a02aec5b738d3cf1bc00c25b686e4a966d22c7bfcc022a74a1097afb6459f7,insufficient_reference,510000000,520000000,530000000,540000000,550000000,46,92,92,92,0,insufficient_independent_reference,0.413603331956039,0,1
scale_large,M3_pooled_empirical,23,"G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023",15e0b0a8f633caaa3e4e294ba83a2bfe5fdbfd5683ad5c62ac7a6a73c0435cc8,7c2ea4ee98fedceaca91b60fb2e5d2ae9f01d9d666437fc17417d2785d1977c4,ab438a18f9420cd44993217771222f60c4a11837b9200dc2251a0e6aa54ca128,6f273da23701862771131497f20a0b83435c3b535679fd9c5aa788b7b215a17a,32896e7bb9444e546c88d553126172b57f4c9240382732dca4814b9f44a54c15,510000000,520000000,530000000,540000000,550000000,46,92,92,92,4,calibrated,0.413603331956039,0,0.776393202250021
