stage_name,mode,frozen_topology_experiment_hash,frozen_topology_calibration_hash,domain_calibration_hash,experiment_hash,source_formal_dir,noise_snr_db,worker_count,use_parallel,final_reserved_status,stage4b_started
Stage 4A.7.3,smoke,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,6a33b14885b042a944b41d8f6c913e318c83d45e81fd09b184aacb348f13f5c2,bbabe25db5d63cd8453eced26b88e902623713af1350e8e0221ed266c63e788a,stage4a7_2_r2_1_1/final_source_v3/formal,20,1,0,manifest_only_not_materialized,0
