stage_name,mode,status,candidate_count,development_count,calibration_count,pilot_count,nonunique_row_count,worker_count,use_parallel,runtime_s,experiment_hash,frozen_candidate_experiment_hash,domain_calibration_hash,final_reserved_status,stage4b_started
Stage 4A.7.3,smoke,formal_completed,87,261,435,783,12,1,0,110.162494,bbabe25db5d63cd8453eced26b88e902623713af1350e8e0221ed266c63e788a,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,6a33b14885b042a944b41d8f6c913e318c83d45e81fd09b184aacb348f13f5c2,manifest_only_not_materialized,0
