method_id,sample_count,threshold,near_boundary_threshold,quantile,domain_calibration_hash,experiment_hash,status
profile_relative_distance,435,0.112097109026398,0.104313992703433,0.95,6a33b14885b042a944b41d8f6c913e318c83d45e81fd09b184aacb348f13f5c2,bbabe25db5d63cd8453eced26b88e902623713af1350e8e0221ed266c63e788a,calibrated
