mode,snr_db,pilot_spacing,input_mode,measurement_kind,observation_mode,feature,trials,strict_accuracy,strict_accuracy_std,strict_accuracy_ci95,strict_unique_rate,strict_unique_rate_std,strict_unique_ci95,equivalence_class_rate,ambiguity_rate,false_unique_rate,physically_ambiguous_class_rate,cfr_nmse,cfr_nmse_std,cfr_nmse_ci95,amplitude_rmse_db,weighted_phase_rmse_deg,circular_delay_error_s,mean_margin,view_count,frequency_count,edge_precision,edge_recall,edge_f1,runtime_s
audit,10,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.965,0.18424093903932,0.0255344914039086,0.965,0.18424093903932,0.0255344914039086,0.965,0,0,0,0.0412485276118479,0.000700554149560455,9.70918515895443e-05,2.40607481692551,19.3998431934028,0,0.0290133007650376,2,1793,0.994166666666667,0.992833333333333,0.993363636363636,109.028220695
audit,10,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.0412485276118479,0.000700554149560455,9.70918515895443e-05,2.40607481692551,19.3998431934028,0,0.0030124501799692,2,1793,1,1,1,109.03800711
audit,10,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.0412485276118479,0.000700554149560455,9.70918515895443e-05,2.40607481692551,19.3998431934028,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,109.03999024
audit,10,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.0411853112530793,0.000550748118403737,7.63297949328067e-05,2.32064727609883,16.4568451666268,0,0.00304732664156228,3,1793,1,1,1,116.284603395
audit,10,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.995,0.0707106781186548,0.0098,0.995,0.0707106781186548,0.0098,0.995,0,0,0,0.0411853112530793,0.000550748118403737,7.63297949328067e-05,2.32064727609883,16.4568451666268,0,0.0503241806534566,3,1793,0.999,0.998333333333333,0.998636363636364,116.29392058
audit,10,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.0411853112530793,0.000550748118403737,7.63297949328067e-05,2.32064727609883,16.4568451666268,0,0.00318367455173106,3,1793,1,1,1,116.30766469
audit,10,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.0411853112530793,0.000550748118403737,7.63297949328067e-05,2.32064727609883,16.4568451666268,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,116.31023573
audit,10,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.775,0.418630214248096,0.0580191876076636,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0154485424802239,0.000515150396643496,7.1396202404321e-05,1.38440484495625,7.57376809969838,0,0.00207398109474908,1,1793,0.955,0.955,0.955,122.153499985
audit,10,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0154485424802239,0.000515150396643496,7.1396202404321e-05,1.38440484495625,7.57376809969838,0,0.0328179635975666,1,1793,0.947,0.947,0.947,122.15706633
audit,10,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,cir,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0154485424802239,0.000515150396643496,7.1396202404321e-05,1.38440484495625,7.57376809969838,0,0.00226110207013787,1,1793,0.947,0.947,0.947,122.162210155
audit,10,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.0154485424802239,0.000515150396643496,7.1396202404321e-05,1.38440484495625,7.57376809969838,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,122.1635096
audit,10,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.775,0.418630214248096,0.0580191876076636,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0155002774550246,0.000378549815903143,5.24643278010381e-05,1.37998406722901,7.70234222273366,0,0.0020668861239793,2,1793,0.954999999999999,0.954999999999999,0.954999999999999,126.634030015
audit,10,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.795,0.40471467708652,0.056090592552266,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0155002774550246,0.000378549815903143,5.24643278010381e-05,1.37998406722901,7.70234222273366,0,0.032822279736491,2,1793,0.959,0.959,0.959,126.64026298
audit,10,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.725,0.447634766770981,0.0620390134994094,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0155002774550246,0.000378549815903143,5.24643278010381e-05,1.37998406722901,7.70234222273366,0,0.00225710419105469,2,1793,0.945,0.945,0.945,126.64953817
audit,10,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.0155002774550246,0.000378549815903143,5.24643278010381e-05,1.37998406722901,7.70234222273366,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,126.651444685
audit,10,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.0154103280667711,0.00038618588576088,5.35226330895301e-05,1.54924965550744,12.3291967008327,0,0.00382831630955851,2,1793,1,1,1,132.338422465
audit,10,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.985,0.121857483279263,0.0168885855419582,0.985,0.121857483279263,0.0168885855419582,0.985,0,0,0,0.0154103280667711,0.00038618588576088,5.35226330895301e-05,1.54924965550744,12.3291967008327,0,0.0366694811950709,2,1793,0.997,0.997,0.997,132.344671915
audit,10,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.0154103280667711,0.00038618588576088,5.35226330895301e-05,1.54924965550744,12.3291967008327,0,0.00371319150058243,2,1793,1,1,1,132.35396307
audit,10,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.0154103280667711,0.00038618588576088,5.35226330895301e-05,1.54924965550744,12.3291967008327,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,132.355891295
audit,10,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.0154091147704275,0.000307980419986721,4.26839085152771e-05,1.49229193034078,10.8984321506182,0,0.00379235448000098,3,1793,1,1,1,139.29548474
audit,10,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.0154091147704275,0.000307980419986721,4.26839085152771e-05,1.49229193034078,10.8984321506182,0,0.0608079113308446,3,1793,1,1,1,139.304380085
audit,10,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.0154091147704275,0.000307980419986721,4.26839085152771e-05,1.49229193034078,10.8984321506182,0,0.00390319209022006,3,1793,1,1,1,139.317713855
audit,10,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.0154091147704275,0.000307980419986721,4.26839085152771e-05,1.49229193034078,10.8984321506182,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,139.320276165
audit,10,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.76,0.428154858567053,0.0593392359625831,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00889532975116355,0.000444601119451838,6.16185714315548e-05,1.06848228540782,5.81120687478996,0,0.00225450083005035,1,1793,0.952,0.952,0.952,144.944025415
audit,10,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.75,0.434099310129925,0.0601630949166493,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00889532975116355,0.000444601119451838,6.16185714315548e-05,1.06848228540782,5.81120687478996,0,0.03539237173826,1,1793,0.95,0.95,0.95,144.947423535
audit,10,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,cir,200,0.705,0.457187161349171,0.0633629078440396,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00889532975116355,0.000444601119451838,6.16185714315548e-05,1.06848228540782,5.81120687478996,0,0.00242578579067687,1,1793,0.941,0.941,0.941,144.952337685
audit,10,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00889532975116355,0.000444601119451838,6.16185714315548e-05,1.06848228540782,5.81120687478996,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,144.95360079
audit,10,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.765,0.425062809429147,0.0589106998156007,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00885808590399508,0.000284443310783152,3.94218316079122e-05,1.06039376532309,5.8490887064024,0,0.00225689372879865,2,1793,0.953,0.953,0.953,149.28921
audit,10,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.73,0.44507353579078,0.0616840449957294,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00885808590399508,0.000284443310783152,3.94218316079122e-05,1.06039376532309,5.8490887064024,0,0.0353023665536065,2,1793,0.946,0.946,0.946,149.295313225
audit,10,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.745,0.436954972784618,0.0605588695685206,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00885808590399508,0.000284443310783152,3.94218316079122e-05,1.06039376532309,5.8490887064024,0,0.00242530443813689,2,1793,0.949,0.949,0.949,149.30438999
audit,10,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00885808590399508,0.000284443310783152,3.94218316079122e-05,1.06039376532309,5.8490887064024,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,149.306295825
audit,10,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00886756597552809,0.000304048389907868,4.21389569492901e-05,1.19633810313654,9.70040926830716,0,0.0041615972445939,2,1793,1,1,1,154.89185845
audit,10,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00886756597552809,0.000304048389907868,4.21389569492901e-05,1.19633810313654,9.70040926830716,0,0.0420377510069198,2,1793,1,1,1,154.89792754
audit,10,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00886756597552809,0.000304048389907868,4.21389569492901e-05,1.19633810313654,9.70040926830716,0,0.00402810054484584,2,1793,1,1,1,154.90706475
audit,10,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00886756597552809,0.000304048389907868,4.21389569492901e-05,1.19633810313654,9.70040926830716,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,154.90898889
audit,10,4,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00889463805756164,0.000261133681580691,3.61912818202154e-05,1.15683576439309,8.25848699497198,0,0.00412717917924222,3,1793,1,1,1,161.77257482
audit,10,4,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00889463805756164,0.000261133681580691,3.61912818202154e-05,1.15683576439309,8.25848699497198,0,0.0668646855507501,3,1793,1,1,1,161.781426665
audit,10,4,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00889463805756164,0.000261133681580691,3.61912818202154e-05,1.15683576439309,8.25848699497198,0,0.00422711803525122,3,1793,1,1,1,161.794834805
audit,10,4,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00889463805756164,0.000261133681580691,3.61912818202154e-05,1.15683576439309,8.25848699497198,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,161.7974877
audit,10,8,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.78,0.415285819114726,0.05755567809002,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00428026943470328,0.000311791979563586,4.32121637215219e-05,0.730045871854297,3.88424198740904,0,0.00242426164494702,1,1793,0.955999999999999,0.955999999999999,0.955999999999999,167.45045678
audit,10,8,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.775,0.418630214248096,0.0580191876076636,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00428026943470328,0.000311791979563586,4.32121637215219e-05,0.730045871854297,3.88424198740904,0,0.0384668039019722,1,1793,0.955,0.955,0.955,167.453888565
audit,10,8,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,cir,200,0.79,0.408330342176171,0.0565916981677307,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00428026943470328,0.000311791979563586,4.32121637215219e-05,0.730045871854297,3.88424198740904,0,0.00257380273212826,1,1793,0.958,0.958,0.958,167.45884512
audit,10,8,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00428026943470328,0.000311791979563586,4.32121637215219e-05,0.730045871854297,3.88424198740904,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,167.46011922
audit,10,8,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.745,0.436954972784618,0.0605588695685205,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00430925138776556,0.000219473851156585,3.04175238954058e-05,0.726731775240568,3.97455536956612,0,0.00242506559251622,2,1793,0.948999999999999,0.948999999999999,0.948999999999999,171.77512676
audit,10,8,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.715,0.45254722955165,0.0627198461053388,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00430925138776556,0.000219473851156585,3.04175238954058e-05,0.726731775240568,3.97455536956612,0,0.0381547254768082,2,1793,0.943,0.943,0.943,171.781131945
audit,10,8,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.74,0.439734959004688,0.0609441560016526,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00430925138776556,0.000219473851156585,3.04175238954058e-05,0.726731775240568,3.97455536956612,0,0.00257818161153071,2,1793,0.948,0.948,0.948,171.790075925
audit,10,8,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00430925138776556,0.000219473851156585,3.04175238954058e-05,0.726731775240568,3.97455536956612,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,171.791975295
audit,10,8,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00462948868696767,0.000240684032988364,3.33571051224821e-05,0.830628901543295,6.50751078334805,0,0.00448554025383476,2,1793,1,1,1,177.31119717
audit,10,8,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00462948868696767,0.000240684032988364,3.33571051224821e-05,0.830628901543295,6.50751078334805,0,0.0491375105926767,2,1793,1,1,1,177.317278525
audit,10,8,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00462948868696767,0.000240684032988364,3.33571051224821e-05,0.830628901543295,6.50751078334805,0,0.0043368985935562,2,1793,1,1,1,177.3262978
audit,10,8,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00462948868696767,0.000240684032988364,3.33571051224821e-05,0.830628901543295,6.50751078334805,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,177.32822372
audit,10,8,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00451273271012769,0.000210867010718014,2.92246766686198e-05,0.799327475527235,5.74401894729483,0,0.00445161666205967,3,1793,1,1,1,184.05581968
audit,10,8,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00451273271012769,0.000210867010718014,2.92246766686198e-05,0.799327475527235,5.74401894729483,0,0.0731535135800277,3,1793,1,1,1,184.064345325
audit,10,8,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00451273271012769,0.000210867010718014,2.92246766686198e-05,0.799327475527235,5.74401894729483,0,0.00454593194527078,3,1793,1,1,1,184.07726363
audit,10,8,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00451273271012769,0.000210867010718014,2.92246766686198e-05,0.799327475527235,5.74401894729483,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,184.07981805
audit,15,1,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0130254885177437,0.000330796990814651,4.58461238986242e-05,1.28111157077194,6.70417606847949,0,0.00213506435026634,1,1793,0.947,0.947,0.947,189.61397127
audit,15,1,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.755,0.431166467403328,0.0597566236525438,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0130254885177437,0.000330796990814651,4.58461238986242e-05,1.28111157077194,6.70417606847949,0,0.034186720122788,1,1793,0.951,0.951,0.951,189.617549205
audit,15,1,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,200,0.78,0.415285819114726,0.05755567809002,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0130254885177437,0.000330796990814651,4.58461238986242e-05,1.28111157077194,6.70417606847949,0,0.0023170539585252,1,1793,0.956,0.956,0.956,189.6226742
audit,15,1,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.0130254885177437,0.000330796990814651,4.58461238986242e-05,1.28111157077194,6.70417606847949,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,189.62396893
audit,15,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.785,0.41185326947578,0.0570799509812342,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0130338974892899,0.000229973866671329,3.18727518013216e-05,1.28697433190655,6.81775955563716,0,0.00213747509769508,2,1793,0.957,0.957,0.957,194.157812705
audit,15,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.76,0.428154858567053,0.0593392359625831,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0130338974892899,0.000229973866671329,3.18727518013216e-05,1.28697433190655,6.81775955563716,0,0.0338705916553015,2,1793,0.952,0.952,0.952,194.164148745
audit,15,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.715,0.45254722955165,0.0627198461053388,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0130338974892899,0.000229973866671329,3.18727518013216e-05,1.28697433190655,6.81775955563716,0,0.00231716953298369,2,1793,0.943,0.943,0.943,194.173486875
audit,15,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.0130338974892899,0.000229973866671329,3.18727518013216e-05,1.28697433190655,6.81775955563716,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,194.17539421
audit,15,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.0130188697030477,0.00021736851564566,3.01257392801821e-05,1.44185842593728,10.5112341998638,0,0.00394411788074135,2,1793,1,1,1,199.951476445
audit,15,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.0130188697030477,0.00021736851564566,3.01257392801821e-05,1.44185842593728,10.5112341998638,0,0.0411665060431881,2,1793,1,1,1,199.95782832
audit,15,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.0130188697030477,0.00021736851564566,3.01257392801821e-05,1.44185842593728,10.5112341998638,0,0.003818186302572,2,1793,1,1,1,199.96726367
audit,15,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.0130188697030477,0.00021736851564566,3.01257392801821e-05,1.44185842593728,10.5112341998638,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,199.96920233
audit,15,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.0130307771083541,0.000184088685188703,2.55133900967829e-05,1.385070032815,9.20085792359578,0,0.00390499381039563,3,1793,1,1,1,207.05010462
audit,15,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.0130307771083541,0.000184088685188703,2.55133900967829e-05,1.385070032815,9.20085792359578,0,0.0647482708368493,3,1793,1,1,1,207.0591969
audit,15,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.0130307771083541,0.000184088685188703,2.55133900967829e-05,1.385070032815,9.20085792359578,0,0.00401689444504273,3,1793,1,1,1,207.072799225
audit,15,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.0130307771083541,0.000184088685188703,2.55133900967829e-05,1.385070032815,9.20085792359578,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,207.0753827
audit,15,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.755,0.431166467403328,0.0597566236525438,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00490036408301208,0.000179102348410706,2.48223190771786e-05,0.803265711623297,4.33463358007966,0,0.00243817650617718,1,1793,0.951,0.951,0.951,212.836881115
audit,15,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.76,0.428154858567053,0.0593392359625831,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00490036408301208,0.000179102348410706,2.48223190771786e-05,0.803265711623297,4.33463358007966,0,0.0380087978018965,1,1793,0.952,0.952,0.952,212.840356305
audit,15,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,cir,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00490036408301208,0.000179102348410706,2.48223190771786e-05,0.803265711623297,4.33463358007966,0,0.0025894828206085,1,1793,0.947,0.947,0.947,212.84539995
audit,15,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00490036408301208,0.000179102348410706,2.48223190771786e-05,0.803265711623297,4.33463358007966,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,212.846683085
audit,15,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00487331801402503,0.000115927795432842,1.60667727345996e-05,0.804402942445304,4.25258984525885,0,0.00243948354933669,2,1793,0.947,0.947,0.947,217.28729114
audit,15,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.8,0.401003765693668,0.0555762864726535,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00487331801402503,0.000115927795432842,1.60667727345996e-05,0.804402942445304,4.25258984525885,0,0.0379660683779586,2,1793,0.96,0.96,0.96,217.29347828
audit,15,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.705,0.457187161349171,0.0633629078440396,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00487331801402503,0.000115927795432842,1.60667727345996e-05,0.804402942445304,4.25258984525885,0,0.00258952985220036,2,1793,0.941,0.941,0.941,217.302741675
audit,15,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00487331801402503,0.000115927795432842,1.60667727345996e-05,0.804402942445304,4.25258984525885,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,217.304670705
audit,15,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00489383170236882,0.000119392355180254,1.65469362180789e-05,0.913338683442927,7.04651516328318,0,0.00448749312536469,2,1793,1,1,1,222.97979786
