method_id,grid_id,scenario_id,category,sample_count,truth_coverage_rate,truth_coverage_num,truth_coverage_den,truth_coverage_ci_low,truth_coverage_ci_high,unique_accuracy_given_covered,unique_accuracy_num,unique_accuracy_den,unique_accuracy_ci_low,unique_accuracy_ci_high,set_accuracy_given_covered,set_accuracy_num,set_accuracy_den,set_accuracy_ci_low,set_accuracy_ci_high,nearest_topology_hit_rate,nearest_topology_hit_num,nearest_topology_hit_den,nearest_topology_hit_ci_low,nearest_topology_hit_ci_high,nearest_class_hit_rate,nearest_class_hit_num,nearest_class_hit_den,nearest_class_hit_ci_low,nearest_class_hit_ci_high,in_library_rejection_rate,in_library_rejection_num,in_library_rejection_den,in_library_rejection_ci_low,in_library_rejection_ci_high,false_unique_rate_given_nonunique,false_unique_num,false_unique_den,false_unique_ci_low,false_unique_ci_high,unique_output_precision,unique_output_precision_num,unique_output_precision_den,unique_output_precision_ci_low,unique_output_precision_ci_high,unique_given_prior_rate,unique_given_prior_num,unique_given_prior_den,unique_given_prior_ci_low,unique_given_prior_ci_high,unique_given_prior_accuracy,unique_given_prior_accuracy_num,unique_given_prior_accuracy_den,unique_given_prior_accuracy_ci_low,unique_given_prior_accuracy_ci_high,structure_out_false_accept_rate,structure_out_false_accept_num,structure_out_false_accept_den,structure_out_false_accept_ci_low,structure_out_false_accept_ci_high,parameter_out_false_accept_rate,parameter_out_false_accept_num,parameter_out_false_accept_den,parameter_out_false_accept_ci_low,parameter_out_false_accept_ci_high,excluded_by_prior_false_accept_rate,excluded_by_prior_false_accept_num,excluded_by_prior_false_accept_den,excluded_by_prior_false_accept_ci_low,excluded_by_prior_false_accept_ci_high,reject_model_mismatch_rate,reject_model_mismatch_num,reject_model_mismatch_den,reject_model_mismatch_ci_low,reject_model_mismatch_ci_high,reject_low_margin_rate,reject_low_margin_num,reject_low_margin_den,reject_low_margin_ci_low,reject_low_margin_ci_high,reject_no_feasible_candidate_rate,reject_no_feasible_candidate_num,reject_no_feasible_candidate_den,reject_no_feasible_candidate_ci_low,reject_no_feasible_candidate_ci_high,accepted_rate,accepted_num,accepted_den,accepted_ci_low,accepted_ci_high,mean_best_distance,mean_margin,mean_rho,mean_accepted_set_size,mean_candidate_count_after_prior,stage4a5_source_hash
joint_abs_margin_ratio,A_stage4a1_quick61,P0_no_prior,structure_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,8,0,0.324407564883879,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,0.4,8,20,0.218806532372817,0.613418499237746,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,20,0,0.161125158052819,0.6,12,20,0.386581500762254,0.781193467627183,0,0,20,0,0.161125158052819,0.4,8,20,0.218806532372817,0.613418499237746,0.0931435719097037,0.00943830252885661,0.89214513677729,0.4,7,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
joint_abs_margin_ratio,A_stage4a1_quick61,P0_no_prior,parameter_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,11,0,0.258832966968031,1,3,3,0.438502968244955,1,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.4,8,20,0.218806532372817,0.613418499237746,NaN,0,0,NaN,NaN,0.4,8,20,0.218806532372817,0.613418499237746,0.2,4,20,0.0806576625797981,0.416017432251893,0,0,20,0,0.161125158052819,0.4,8,20,0.218806532372817,0.613418499237746,0.167730401217514,0.0180718719020291,0.857387989728041,0.65,7,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
class_conditioned,A_stage4a1_quick61,P0_no_prior,in_library_continuous,42,1,42,42,0.916201209134296,1,0.285714285714286,12,42,0.171670246260491,0.435672092681953,0.738095238095238,31,42,0.589312692942281,0.84697359712167,0.69047619047619,29,42,0.53974006063911,0.809288971412051,1,42,42,0.916201209134296,1,0.261904761904762,11,42,0.15302640287833,0.410687307057719,0,0,24,0,0.13797620467498,1,12,12,0.75750599334476,1,0,0,42,0,0.0837987908657036,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.0714285714285714,3,42,0.024590409873306,0.190094268011583,0.19047619047619,8,42,0.0998200828164775,0.333007740100387,0,0,42,0,0.0837987908657036,0.738095238095238,31,42,0.589312692942281,0.84697359712167,0.105251816872609,0.0277705223550136,0.750918392806766,1.19047619047619,7,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
class_conditioned,A_stage4a1_quick61,P0_no_prior,in_library_grid,14,1,14,14,0.784689197262365,1,0.428571428571429,6,14,0.213807989044742,0.674093554203492,1,14,14,0.784689197262365,1,1,14,14,0.784689197262365,1,1,14,14,0.784689197262365,1,0,0,14,0,0.215310802737635,0,0,8,0,0.324407564883879,1,6,6,0.609665712097836,1,0,0,14,0,0.215310802737635,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,1,14,14,0.784689197262365,1,0,0.0882953437770115,0,1.57142857142857,7,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
class_conditioned,A_stage4a1_quick61,P0_no_prior,structure_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,15,0,0.203883301035848,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,0.8,16,20,0.583982567748107,0.919342337420202,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,20,0,0.161125158052819,0.2,4,20,0.0806576625797981,0.416017432251893,0,0,20,0,0.161125158052819,0.8,16,20,0.583982567748107,0.919342337420202,0.0931435719097037,0.00943830252885661,0.89214513677729,0.85,7,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
class_conditioned,A_stage4a1_quick61,P0_no_prior,parameter_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,11,0,0.258832966968031,1,4,4,0.510109163545404,1,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.55,11,20,0.342085342450343,0.741802141744375,NaN,0,0,NaN,NaN,0.4,8,20,0.218806532372817,0.613418499237746,0.05,1,20,0.00888144880079543,0.236131193446741,0,0,20,0,0.161125158052819,0.55,11,20,0.342085342450343,0.741802141744375,0.167730401217514,0.0180718719020291,0.857387989728041,0.9,7,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
baseline_abs_margin,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_continuous,42,0.571428571428571,24,42,0.422062398781046,0.708823488238139,0.875,21,24,0.689961187295,0.956556659198766,0.875,21,24,0.689961187295,0.956556659198766,1,24,24,0.86202379532502,1,0.5,12,24,0.314274258195734,0.685725741804266,0.125,3,24,0.0434433408012345,0.310038812705,0,0,24,0,0.13797620467498,0.552631578947368,21,38,0.397062971219925,0.698535990019487,0.69047619047619,29,42,0.53974006063911,0.809288971412051,0.413793103448276,12,29,0.255131773413224,0.592621640121214,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.944444444444444,17,18,0.742426992181275,0.990124809021697,0.0714285714285714,3,42,0.024590409873306,0.190094268011583,0.0238095238095238,1,42,0.00421540413443251,0.123212015737666,0,0,42,0,0.0837987908657036,0.904761904761905,38,42,0.77934894191429,0.962337751194426,0.106701076975069,0.042692335422179,0.661388862324966,0.904761904761905,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
baseline_abs_margin,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_grid,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,0.5,4,8,0.215216062213878,0.784783937786122,0,0,8,0,0.324407564883879,0,0,8,0,0.324407564883879,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.714285714285714,10,14,0.453509156701069,0.882786213554231,0.4,4,10,0.168180329706236,0.687326230266341,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,1,6,6,0.609665712097836,1,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,1,14,14,0.784689197262365,1,0.00632614957867163,0.103414344756307,0.0687601603047107,1,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
baseline_abs_margin,A_stage4a1_quick61,P1_partial_consistent_prior,structure_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,9,0,0.299145048419543,0.3,6,20,0.145477244867604,0.518972818353523,0,0,6,0,0.390334287902164,0.45,9,20,0.258197858255625,0.657914657549657,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,20,0,0.161125158052819,0.55,11,20,0.342085342450343,0.741802141744375,0,0,20,0,0.161125158052819,0.45,9,20,0.258197858255625,0.657914657549657,0.0977516667352786,0.00966744418217558,0.911670873577597,0.45,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
baseline_abs_margin,A_stage4a1_quick61,P1_partial_consistent_prior,parameter_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,11,0,0.258832966968031,0.363636363636364,4,11,0.151664710953676,0.646198825492151,0.4,8,20,0.218806532372817,0.613418499237746,0.125,1,8,0.0224174914500568,0.470888182212853,NaN,0,0,NaN,NaN,0.55,11,20,0.342085342450343,0.741802141744375,NaN,0,0,NaN,NaN,0.4,8,20,0.218806532372817,0.613418499237746,0.05,1,20,0.00888144880079543,0.236131193446741,0,0,20,0,0.161125158052819,0.55,11,20,0.342085342450343,0.741802141744375,0.168138434506396,0.040280372964678,0.758062437739215,0.55,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
absolute_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_continuous,42,0.571428571428571,24,42,0.422062398781046,0.708823488238139,0.875,21,24,0.689961187295,0.956556659198766,0.875,21,24,0.689961187295,0.956556659198766,1,24,24,0.86202379532502,1,0.5,12,24,0.314274258195734,0.685725741804266,0.125,3,24,0.0434433408012345,0.310038812705,0,0,24,0,0.13797620467498,0.552631578947368,21,38,0.397062971219925,0.698535990019487,0.69047619047619,29,42,0.53974006063911,0.809288971412051,0.413793103448276,12,29,0.255131773413224,0.592621640121214,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.944444444444444,17,18,0.742426992181275,0.990124809021697,0.0714285714285714,3,42,0.024590409873306,0.190094268011583,0.0238095238095238,1,42,0.00421540413443251,0.123212015737666,0,0,42,0,0.0837987908657036,0.904761904761905,38,42,0.77934894191429,0.962337751194426,0.106701076975069,0.042692335422179,0.661388862324966,0.904761904761905,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
absolute_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_grid,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,0.5,4,8,0.215216062213878,0.784783937786122,0,0,8,0,0.324407564883879,0,0,8,0,0.324407564883879,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.714285714285714,10,14,0.453509156701069,0.882786213554231,0.4,4,10,0.168180329706236,0.687326230266341,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,1,6,6,0.609665712097836,1,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,1,14,14,0.784689197262365,1,0.00632614957867163,0.103414344756307,0.0687601603047107,1,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
absolute_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,structure_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,12,0,0.24249400665524,0.4,8,20,0.218806532372817,0.613418499237746,0,0,8,0,0.324407564883879,0.6,12,20,0.386581500762254,0.781193467627183,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,20,0,0.161125158052819,0.4,8,20,0.218806532372817,0.613418499237746,0,0,20,0,0.161125158052819,0.6,12,20,0.386581500762254,0.781193467627183,0.0977516667352786,0.00966744418217558,0.911670873577597,0.6,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
absolute_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,parameter_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,11,0,0.258832966968031,0.363636363636364,4,11,0.151664710953676,0.646198825492151,0.4,8,20,0.218806532372817,0.613418499237746,0.125,1,8,0.0224174914500568,0.470888182212853,NaN,0,0,NaN,NaN,0.55,11,20,0.342085342450343,0.741802141744375,NaN,0,0,NaN,NaN,0.4,8,20,0.218806532372817,0.613418499237746,0.05,1,20,0.00888144880079543,0.236131193446741,0,0,20,0,0.161125158052819,0.55,11,20,0.342085342450343,0.741802141744375,0.168138434506396,0.040280372964678,0.758062437739215,0.55,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
joint_abs_margin_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_continuous,42,0.571428571428571,24,42,0.422062398781046,0.708823488238139,0.875,21,24,0.689961187295,0.956556659198766,0.875,21,24,0.689961187295,0.956556659198766,1,24,24,0.86202379532502,1,0.5,12,24,0.314274258195734,0.685725741804266,0.125,3,24,0.0434433408012345,0.310038812705,0,0,24,0,0.13797620467498,0.552631578947368,21,38,0.397062971219925,0.698535990019487,0.69047619047619,29,42,0.53974006063911,0.809288971412051,0.413793103448276,12,29,0.255131773413224,0.592621640121214,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.944444444444444,17,18,0.742426992181275,0.990124809021697,0.0714285714285714,3,42,0.024590409873306,0.190094268011583,0.0238095238095238,1,42,0.00421540413443251,0.123212015737666,0,0,42,0,0.0837987908657036,0.904761904761905,38,42,0.77934894191429,0.962337751194426,0.106701076975069,0.042692335422179,0.661388862324966,0.904761904761905,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
joint_abs_margin_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_grid,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,0.5,4,8,0.215216062213878,0.784783937786122,0,0,8,0,0.324407564883879,0,0,8,0,0.324407564883879,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.714285714285714,10,14,0.453509156701069,0.882786213554231,0.4,4,10,0.168180329706236,0.687326230266341,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,1,6,6,0.609665712097836,1,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,1,14,14,0.784689197262365,1,0.00632614957867163,0.103414344756307,0.0687601603047107,1,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
joint_abs_margin_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,structure_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,9,0,0.299145048419543,0.3,6,20,0.145477244867604,0.518972818353523,0,0,6,0,0.390334287902164,0.45,9,20,0.258197858255625,0.657914657549657,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,20,0,0.161125158052819,0.55,11,20,0.342085342450343,0.741802141744375,0,0,20,0,0.161125158052819,0.45,9,20,0.258197858255625,0.657914657549657,0.0977516667352786,0.00966744418217558,0.911670873577597,0.45,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
joint_abs_margin_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,parameter_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,11,0,0.258832966968031,0.363636363636364,4,11,0.151664710953676,0.646198825492151,0.4,8,20,0.218806532372817,0.613418499237746,0.125,1,8,0.0224174914500568,0.470888182212853,NaN,0,0,NaN,NaN,0.55,11,20,0.342085342450343,0.741802141744375,NaN,0,0,NaN,NaN,0.4,8,20,0.218806532372817,0.613418499237746,0.05,1,20,0.00888144880079543,0.236131193446741,0,0,20,0,0.161125158052819,0.55,11,20,0.342085342450343,0.741802141744375,0.168138434506396,0.040280372964678,0.758062437739215,0.55,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
class_conditioned,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_continuous,42,0.571428571428571,24,42,0.422062398781046,0.708823488238139,0.791666666666667,19,24,0.595295467468114,0.907551746471481,0.791666666666667,19,24,0.595295467468114,0.907551746471481,1,24,24,0.86202379532502,1,0.5,12,24,0.314274258195734,0.685725741804266,0.208333333333333,5,24,0.0924482535285187,0.404704532531886,0,0,24,0,0.13797620467498,0.612903225806452,19,31,0.438241086196608,0.762668985796197,0.547619047619048,23,42,0.399491190347335,0.687766067665455,0.478260869565217,11,23,0.292371574166467,0.670372626635726,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.666666666666667,12,18,0.437494672959451,0.837212252491663,0.0714285714285714,3,42,0.024590409873306,0.190094268011583,0.19047619047619,8,42,0.0998200828164775,0.333007740100387,0,0,42,0,0.0837987908657036,0.738095238095238,31,42,0.589312692942281,0.84697359712167,0.106701076975069,0.042692335422179,0.661388862324966,0.738095238095238,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
class_conditioned,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_grid,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,0.5,4,8,0.215216062213878,0.784783937786122,0,0,8,0,0.324407564883879,0,0,8,0,0.324407564883879,0.666666666666667,8,12,0.3906220888728,0.861879908908787,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.5,4,8,0.215216062213878,0.784783937786122,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.666666666666667,4,6,0.299993315138393,0.903228588894219,0,0,14,0,0.215310802737635,0.142857142857143,2,14,0.040093921271465,0.399413794969703,0,0,14,0,0.215310802737635,0.857142857142857,12,14,0.600586205030297,0.959906078728535,0.00632614957867163,0.103414344756307,0.0687601603047107,0.857142857142857,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
class_conditioned,A_stage4a1_quick61,P1_partial_consistent_prior,structure_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,16,0,0.193607680534436,0.55,11,20,0.342085342450343,0.741802141744375,0,0,11,0,0.258832966968031,0.8,16,20,0.583982567748107,0.919342337420202,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,20,0,0.161125158052819,0.2,4,20,0.0806576625797981,0.416017432251893,0,0,20,0,0.161125158052819,0.8,16,20,0.583982567748107,0.919342337420202,0.0977516667352786,0.00966744418217558,0.911670873577597,0.8,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
class_conditioned,A_stage4a1_quick61,P1_partial_consistent_prior,parameter_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,11,0,0.258832966968031,0.363636363636364,4,11,0.151664710953676,0.646198825492151,0.4,8,20,0.218806532372817,0.613418499237746,0.125,1,8,0.0224174914500568,0.470888182212853,NaN,0,0,NaN,NaN,0.55,11,20,0.342085342450343,0.741802141744375,NaN,0,0,NaN,NaN,0.4,8,20,0.218806532372817,0.613418499237746,0.05,1,20,0.00888144880079543,0.236131193446741,0,0,20,0,0.161125158052819,0.55,11,20,0.342085342450343,0.741802141744375,0.168138434506396,0.040280372964678,0.758062437739215,0.55,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
baseline_abs_margin,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,in_library_continuous,42,0.571428571428571,24,42,0.422062398781046,0.708823488238139,0.375,9,24,0.211593675595488,0.572900375573257,0.833333333333333,20,24,0.64146929350301,0.93321323671367,0.75,18,24,0.55100555994846,0.88000633771405,1,24,24,0.86202379532502,1,0.166666666666667,4,24,0.0667867632863296,0.35853070649699,0.5,12,24,0.314274258195734,0.685725741804266,0.428571428571429,9,21,0.24469968925376,0.634534456306933,0,0,42,0,0.0837987908657036,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.888888888888889,16,18,0.672002348698213,0.968980477354388,0.0714285714285714,3,42,0.024590409873306,0.190094268011583,0.0714285714285714,3,42,0.024590409873306,0.190094268011583,0,0,42,0,0.0837987908657036,0.857142857142857,36,42,0.721589105255553,0.932840329840373,0.116957362227734,0.0337785511575614,0.73501576874488,1.21428571428571,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
baseline_abs_margin,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,in_library_grid,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.5,4,8,0.215216062213878,0.784783937786122,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,0,0,8,0,0.324407564883879,0.5,4,8,0.215216062213878,0.784783937786122,0.5,4,8,0.215216062213878,0.784783937786122,0,0,14,0,0.215310802737635,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,1,6,6,0.609665712097836,1,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,1,14,14,0.784689197262365,1,0.0297164859441735,0.0814143872345122,0.262909706391348,1.42857142857143,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
baseline_abs_margin,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,structure_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.352941176470588,6,17,0.173097203972438,0.586996365147813,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,0.85,17,20,0.639581135259244,0.947631254103783,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,20,0,0.161125158052819,0.15,3,20,0.0523687458962167,0.360418864740756,0,0,20,0,0.161125158052819,0.85,17,20,0.639581135259244,0.947631254103783,0.105895577902423,0.0137528525496423,0.876703310500583,0.85,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
baseline_abs_margin,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,parameter_out,20,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.272727272727273,3,11,0.0974605929002491,0.565645301176129,0.4,2,5,0.117620774232648,0.769275718723987,0,0,20,0,0.161125158052819,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.4,8,20,0.218806532372817,0.613418499237746,NaN,0,0,NaN,NaN,0.45,9,20,0.258197858255625,0.657914657549657,0.15,3,20,0.0523687458962167,0.360418864740756,0,0,20,0,0.161125158052819,0.4,8,20,0.218806532372817,0.613418499237746,0.175129113712728,0.0345909512379351,0.801727330014219,0.55,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
absolute_ratio,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,in_library_continuous,42,0.571428571428571,24,42,0.422062398781046,0.708823488238139,0.375,9,24,0.211593675595488,0.572900375573257,0.833333333333333,20,24,0.64146929350301,0.93321323671367,0.75,18,24,0.55100555994846,0.88000633771405,1,24,24,0.86202379532502,1,0.166666666666667,4,24,0.0667867632863296,0.35853070649699,0.5,12,24,0.314274258195734,0.685725741804266,0.428571428571429,9,21,0.24469968925376,0.634534456306933,0,0,42,0,0.0837987908657036,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.888888888888889,16,18,0.672002348698213,0.968980477354388,0.0714285714285714,3,42,0.024590409873306,0.190094268011583,0.0714285714285714,3,42,0.024590409873306,0.190094268011583,0,0,42,0,0.0837987908657036,0.857142857142857,36,42,0.721589105255553,0.932840329840373,0.116957362227734,0.0337785511575614,0.73501576874488,1.21428571428571,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
absolute_ratio,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,in_library_grid,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.5,4,8,0.215216062213878,0.784783937786122,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,1,8,8,0.675592435116121,1,0,0,8,0,0.324407564883879,0.5,4,8,0.215216062213878,0.784783937786122,0.5,4,8,0.215216062213878,0.784783937786122,0,0,14,0,0.215310802737635,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,1,6,6,0.609665712097836,1,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,1,14,14,0.784689197262365,1,0.0297164859441735,0.0814143872345122,0.262909706391348,1.42857142857143,4,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
