split,category,sample_count,main_min,main_max,main_mean,branch_min,branch_max,branch_mean,load_min,load_max,load_mean,Zs_min,Zs_max,Zs_mean,Zr_min,Zr_max,Zr_mean,calibration_seed,test_seed
calibration,in_library_continuous,56,0.951003200603424,1.04732975415495,0.994585999216089,0.953553175949282,1.04958618881833,1.00403981582867,0.822075528997211,1.18499918639217,1.02628335031631,45.2094542500443,54.9887482194428,49.4701495532745,45.2132096457002,54.9208874386763,50.0031429433253,0,0
test,in_library_continuous,84,0.950998459529577,1.04891625033184,1.00659854556614,0.951283871643715,1.04977434358535,0.998366608322408,0.800713965712031,1.19670492384799,0.984154212268567,45.0028218726576,54.8135482198213,49.8171576648642,45.207104071813,54.8826722436506,49.9176174829916,0,0
test,structure_out,20,0.956075530961638,1.04481052798789,1.00192224928852,0.952863777054857,1.04578173451089,1.0124176324497,0.807874363959372,1.188120310433,1.00757643280751,45.0241327046383,54.3971618751499,50.7121732305944,45.5205382899141,54.2438184381018,50.8197560401159,0,0
test,parameter_out,20,0.950801249127651,1.122,1.03780011974366,0.876,1.0364056877365,0.951757703185018,0.804132560939285,1.45,1.10084439179192,45.8414520816365,66,54.615923113709,33,54.76506813983,45.0900389575725,0,0
