experiment,noise_mode,view_kind,snr_db,method,sample_count,trial_count,accuracy_mean,accuracy_std,accuracy_ci_low,accuracy_ci_high,group_accuracy_mean,group_accuracy_std,group_accuracy_ci_low,group_accuracy_ci_high,edge_precision,edge_recall,edge_f1,nmse,amplitude_rmse_db,weighted_phase_rmse_deg,intra_distance,inter_distance,intra_inter_ratio,length_rmse_m,main_length_rmse_m,branch_length_rmse_m,load_relative_rmse,Zs_rmse_ohm,Zr_rmse_ohm
noise_only,fixed_received_snr,three_view_complete,20,joint,80,20,1,0,1,1,1,0,1,1,1,1,1,0.010007181915308708,1.2271558135972005,8.2874142308037584,0.033347726641036537,0.1010685816689442,0.32995146553326421,0,0,0,0.12041594578792293,0,0
noise_only,fixed_received_snr,three_view_complete,20,single_feature,80,20,1,0,1,1,1,0,1,1,1,1,1,0.010007181915308708,1.2271558135972005,8.2874142308037584,0.0016547756524437456,0.0057258022519029788,0.28900328366977368,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,three_view_complete,10,oracle,80,20,0.98750000000000004,0.055901699437494734,0.96300000000000008,1,0.98750000000000004,0.055901699437494734,0.96300000000000008,1,0.99761336515513122,0.99523809523809526,0.99642431466030978,0.09983501746668301,3.3017806833377632,27.280382960089753,0.12088905309603459,0.15597314146303168,0.77506327026622968,0,0,0,0,0,0
noise_only,fixed_received_snr,three_view_complete,10,joint,80,20,0.9375,0.1375299010550452,0.87722486329121141,0.99777513670878859,0.9375,0.1375299010550452,0.87722486329121141,0.99777513670878859,0.99054373522458627,0.99761904761904763,0.99406880189798341,0.09983501746668301,3.3017806833377632,27.280382960089753,0.11468564857821797,0.14875692561666015,0.77096006187811172,0.26349019589603984,0.25000000000000022,0.27810744326608761,0.14317821063276351,0.55901699437494745,0.55901699437494745
noise_only,fixed_received_snr,three_view_complete,10,single_feature,80,20,1,0,1,1,1,0,1,1,1,1,1,0.09983501746668301,3.3017806833377632,27.280382960089753,0.0049400040873377711,0.0072428005051474011,0.68205717993018711,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,three_view_complete,0,oracle,80,20,0.59999999999999998,0.32847334266589318,0.4560402102924862,0.74395978970751375,0.65000000000000002,0.28562028528873973,0.52482139076293299,0.77517860923706705,0.92417061611374407,0.9285714285714286,0.92636579572446553,1.0076772699290713,6.7493216606269471,72.354282289077815,0.29758926907627026,0.30167834788979431,0.98644556746572409,0,0,0,0,0,0
noise_only,fixed_received_snr,three_view_complete,0,joint,80,20,0.61250000000000004,0.26251566369306528,0.49744743764147126,0.72755256235852883,0.67500000000000004,0.23084512921915967,0.57382766136308228,0.77617233863691781,0.93006993006993011,0.94999999999999996,0.93992932862190814,1.0076772699290713,6.7493216606269471,72.354282289077815,0.28231267860043674,0.28756597301992864,0.98173186359873033,0.5259911279353171,0.57008771254956947,0.35575623676894297,0.11180339887498945,0,0
noise_only,fixed_received_snr,three_view_complete,0,single_feature,80,20,0.75,0,0.75,0.75,0.75,0,0.75,0.75,1,0.95238095238095233,0.97560975609756095,1.0076772699290713,6.7493216606269471,72.354282289077815,0.011176390884033207,0.011678804462906445,0.95698073544522688,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_noise_power,three_view_complete,30,oracle,80,20,1,0,1,1,1,0,1,1,1,1,1,0.0013495124000719237,0.50140544224573824,2.9739637549321527,0.0129030363851667,0.096430777425767791,0.13380620513092337,0,0,0,0,0,0
noise_only,fixed_noise_power,three_view_complete,30,joint,80,20,1,0,1,1,1,0,1,1,1,1,1,0.0013495124000719237,0.50140544224573824,2.9739637549321527,0.012197391826826842,0.094259664990823139,0.12940202819535107,0,0,0,0.059160797830996148,0,0
noise_only,fixed_noise_power,three_view_complete,30,single_feature,80,20,1,0,1,1,1,0,1,1,1,1,1,0.0013495124000719237,0.50140544224573824,2.9739637549321527,0.00060865037573530482,0.0055323554716392494,0.11001649819059084,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_noise_power,three_view_complete,20,oracle,80,20,1,0,1,1,1,0,1,1,1,1,1,0.01346017923710909,1.4403624792564813,9.9412475469893202,0.044180590152802256,0.10757498672725127,0.41069575276657017,0,0,0,0,0,0
noise_only,fixed_noise_power,three_view_complete,20,joint,80,20,1,0,1,1,1,0,1,1,1,1,1,0.01346017923710909,1.4403624792564813,9.9412475469893202,0.041247239347726151,0.10533387256243425,0.39158571069603265,0.048412291827592747,0,0.083852549156242184,0.13964240043768941,0,0
noise_only,fixed_noise_power,three_view_complete,20,single_feature,80,20,1,0,1,1,1,0,1,1,1,1,1,0.01346017923710909,1.4403624792564813,9.9412475469893202,0.0019031395247310116,0.0058010338300817938,0.32806902708653529,NaN,NaN,NaN,NaN,NaN,NaN
