sample_index,h_sampled_real,h_sampled_imag
425,0.000147431419675474,2.99578517295156e-05
426,0.000191416654402673,-5.04952870082187e-05
427,0.000166357822005083,0.000103876381483977
428,0.000150336711877714,1.40806536781431e-05
429,0.000160283131992304,0.000161537968675572
430,8.72356129882556e-05,7.6079289215091e-05
431,0.000130319220428189,0.000194638336749643
432,1.16184384041496e-05,0.00012642955643109
433,8.08316414519641e-05,0.000198537366975694
434,-6.54602291646216e-05,0.000157508381978955
435,1.91899688414366e-05,0.00017247046969985
436,-0.00013229038327847,0.000164307802340354
437,-4.4833133488181e-05,0.000120336158350179
438,-0.000178495238440995,0.000146050671267816
439,-0.000101330203780883,5.04304113346938e-05
440,-0.000197245633738527,0.000105962686694026
441,-0.000141927055107275,-2.63882140638516e-05
442,-0.000186068730324407,5.03737066134402e-05
443,-0.000160762203190111,-9.84703429495031e-05
444,-0.000146991438606638,-1.22231580047233e-05
445,-0.000155250299742908,-0.000155048753296029
446,-8.61619911995844e-05,-7.23893205425864e-05
447,-0.000126436733198422,-0.000187788903868029
448,-1.28960736218296e-05,-0.0001211208263685
449,-7.88223208809213e-05,-0.000191975585383677
450,6.17211396728675e-05,-0.000151150096247001
451,-1.97183665650543e-05,-0.000167144673826593
452,0.000126407102341232,-0.00015800933709932
453,4.17350655542834e-05,-0.000117189499045716
454,0.000171289819576581,-0.000140887049046781
455,9.60661720699435e-05,-5.00284443221616e-05
456,0.000189741301202785,-0.000102875115950998
457,0.000135319699771454,2.38156990197901e-05
458,0.00017948094241487,-4.99866668959412e-05
459,0.000153962457849195,9.32296340663339e-05
460,0.000142439691873409,9.82640427170948e-06
461,0.00014941775005587,0.000147948116596376
462,8.44123606911266e-05,6.76131562251564e-05
463,0.000122541052336949,0.000179937674765643
464,1.42729172149259e-05,0.00011474235632213
465,7.75388803845393e-05,0.000184605185976203
466,-5.7346052462737e-05,0.000144230914824069
467,2.13245914351669e-05,0.000161491286436862
468,-0.000119662995567874,0.000151807299412339
469,-3.75488510465767e-05,0.000114327937883298
470,-0.000163381123956558,0.000136551815065105
471,-9.0210924596549e-05,5.04621802666571e-05
472,-0.000182114486407312,0.000101019145392751
473,-0.000128872416823283,-2.02939307582906e-05
474,-0.00017338600606209,5.07520088017845e-05
475,-0.000147989181797517,-8.72963473290789e-05
476,-0.000138843004554409,-6.71382484432356e-06
477,-0.000144847146086346,-0.000140684667266991
478,-8.37900316713535e-05,-6.28129986918611e-05
479,-0.000119962313033357,-0.000172584093105369
480,-1.65658726442344e-05,-0.000109083449556497
481,-7.72028707467266e-05,-0.000178307744230119
482,5.26275425429079e-05,-0.000138588149545474
483,-2.31613091563378e-05,-0.000157172859983092
484,0.000113347558759145,-0.000147011852917746
485,3.39267559615749e-05,-0.000112577278089949
486,0.000156523704511669,-0.000133267508097804
487,8.54523674899248e-05,-5.14297000889948e-05
488,0.000175815541580682,-9.96112392214632e-05
489,0.000123729702992404,1.6936340635505e-05
490,0.000168537804001487,-5.12578676199106e-05
491,0.000143130322332157,8.22028311423172e-05
492,0.0001360096772467,4.43999498021002e-06
493,0.000140875629838426,0.000134626069390011
494,8.3281771899626e-05,5.90875405698935e-05
495,0.000117406588546964,0.000166433348135219
496,1.83754534246638e-05,0.000104432535962926
497,7.63914050992778e-05,0.000172922086696591
498,-4.88199277291819e-05,0.000133644561620671
499,2.42105928983916e-05,0.000153273091514421
500,-0.000108103682392236,0.000142465270351171
501,-3.11499798336996e-05,0.000110690123070695
502,-0.000150603926166409,0.000129778699109026
503,-8.13448642619467e-05,5.18009454827793e-05
504,-0.00017007799304153,9.76902309195797e-05
505,-0.000118886350471562,-1.43928750270532e-05
506,-0.000163796924930114,5.11838867318982e-05
507,-0.000138242520448011,-7.78776368478574e-05
508,-0.000132917583921333,-2.63636083931751e-06
509,-0.000136649942955474,-0.000129128573757062
510,-8.22792338416219e-05,-5.5620396208053e-05
511,-0.000114511778992121,-0.000160529019374838
512,-1.96552344557135e-05,-9.97976460984424e-05
513,-7.53261968939951e-05,-0.000167496318158879
514,4.54190074763535e-05,-0.000128578526363081
515,-2.5155277833622e-05,-0.0001491689743173
516,0.000103092275741451,-0.000137774399024764
517,2.8340510362975e-05,-0.000108548135713438
518,0.000144747513116437,-0.000126215739524374
519,7.712617310583e-05,-5.19678026308545e-05
520,0.000164295394491467,-9.5822550283936e-05
521,0.000113950261883432,1.19447920775292e-05
522,0.000158997594818631,-5.12862852158322e-05
523,0.000133381513762003,7.35457869939689e-05
524,0.000129844678470881,6.10090782842624e-07
525,0.000132627723456458,0.000123602351109373
526,8.14000032090924e-05,5.20169242785803e-05
527,0.000111951622267427,0.000154679203505124
528,2.10956843025906e-05,9.52119389262805e-05
529,7.46125874533623e-05,0.000162249697068392
530,-4.19056041764881e-05,0.000123766411622988
