sample_id,replicate_id,grid_id,topology_id,parameter_names,sensitivity_norms,singular_values,condition_number,effective_rank,low_sensitivity,experiment_scientific_hash
final03_test_out_receiver_impedance_ohm_near,final03,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[33.929384 7.2373577 1.2853515 0.66879799 1.5119041],[34.17229 5.9867776 1.9085336 0.84238882 0.16942002],201.701603446768,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final03_test_out_joint_parameter_set_medium,final03,B_ofdm_active_subcarriers,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[34.42909 3.8606592 0.70973039 0.63863914 1.9615161],[34.445053 3.7169297 2.0737878 0.65111852 0.15587674],220.976216987401,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final03_test_out_joint_parameter_set_medium,final03,B_ofdm_active_subcarriers,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[34.320394 3.8369033 0.7043528 0.62727189 1.9768487],[34.336469 3.6917632 2.0824287 0.64553546 0.1826596],187.980638220921,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_01,final04,B_ofdm_active_subcarriers,G001,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[56.561141 0 0 1.1033455 2.5720886],[56.561145 2.7912307 0.20369327 2.4694331e-18 4.606472e-19],Inf,3,[false true true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_02,final04,B_ofdm_active_subcarriers,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[39.366628 5.139702 0.87499425 0.71328795 2.0681721],[39.449203 4.4623771 2.2177733 0.77086873 0.18575415],212.373197768683,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_02,final04,B_ofdm_active_subcarriers,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[39.888814 5.1745152 0.88613141 0.80078643 1.9009157],[39.970643 4.4996459 2.094253 0.77911279 0.20257736],197.310514299866,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_03,final04,B_ofdm_active_subcarriers,G003,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[36.480857 4.6035343 0.81733946 0.61480266 2.2338715],[36.520958 4.274111 2.3399042 0.72508548 0.17991866],202.985936862109,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_04,final04,B_ofdm_active_subcarriers,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[32.527504 6.1827694 1.0939055 0.58642271 1.6115209],[32.746903 4.8893676 1.8814622 0.76156022 0.13129445],249.415734937838,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_04,final04,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[32.450288 6.16661 1.0933374 0.57374016 1.6302616],[32.668308 4.8816483 1.8905417 0.76221957 0.16320375],200.16885586813,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_05,final04,B_ofdm_active_subcarriers,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[37.374876 5.1141643 0.88043693 0.7671216 1.9146499],[37.4159 4.8051612 2.0932248 0.78302801 0.17818428],209.984295654155,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_05,final04,B_ofdm_active_subcarriers,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[37.14375 5.0916662 0.87176811 0.70106943 2.0426602],[37.185067 4.7809497 2.1868736 0.77291535 0.20174362],184.318430673152,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_06,final04,B_ofdm_active_subcarriers,G006,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[34.67878 7.0420592 1.2169512 0.54180213 1.7152782],[34.965619 5.4420552 1.998805 0.83897495 0.12447134],280.913013656355,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_07,final04,B_ofdm_active_subcarriers,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[33.26021 7.2720983 1.30601 0.61704718 1.635703],[33.513171 5.999418 2.0022089 0.85672923 0.13594654],246.517268883434,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_in_07,final04,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[33.061685 7.1353513 1.2811103 0.59583332 1.6497818],[33.301972 5.9133425 1.9944181 0.84404398 0.16500008],201.830032405761,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_main_length_scale_near,final04,B_ofdm_active_subcarriers,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[30.505946 6.0205035 1.0915537 0.54483218 1.6263394],[30.67354 5.0984385 1.8822148 0.7576832 0.1246748],246.028390874962,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_main_length_scale_near,final04,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[30.483203 6.0210948 1.09177 0.53596941 1.6370451],[30.652406 5.0902216 1.8879562 0.75502816 0.15345706],199.745816836539,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_branch_length_scale_medium,final04,B_ofdm_active_subcarriers,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[40.145352 5.4707704 0.92684822 0.87271169 1.7547362],[40.194139 5.100206 1.9951619 0.82737756 0.17954436],223.867451509705,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_branch_length_scale_medium,final04,B_ofdm_active_subcarriers,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[40.084999 5.5390355 0.93977712 0.86254124 1.7777352],[40.136996 5.1489222 2.0112912 0.83415608 0.21116064],190.078022854034,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_branch_load_scale_far,final04,B_ofdm_active_subcarriers,G006,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[36.698919 8.3927929 1.476005 0.67315666 1.6331668],[37.148327 6.1034512 2.0935001 0.94844534 0.12647498],293.720752345209,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_source_impedance_ohm_near,final04,B_ofdm_active_subcarriers,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[25.627699 4.525608 0.82902434 0.44640261 1.6163184],[25.702718 4.0780482 1.7568348 0.63212742 0.11344035],226.574746052551,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_source_impedance_ohm_near,final04,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[27.525896 6.6716637 1.2258461 0.54010656 1.8100204],[27.807224 5.380048 2.0880096 0.8263507 0.16544139],168.07900210021,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_receiver_impedance_ohm_medium,final04,B_ofdm_active_subcarriers,G001,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[61.021845 0 0 1.1078477 2.6513774],[61.02185 2.8657113 0.21014901 2.057368e-18 1.1784258e-18],Inf,3,[false true true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_joint_parameter_set_far,final04,B_ofdm_active_subcarriers,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[24.986776 5.0937541 0.93150959 0.51156005 1.5811617],[25.1158 4.4146118 1.7773095 0.67094723 0.11651767],215.553569525124,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final04_test_out_joint_parameter_set_far,final04,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[25.613693 5.3393299 0.96998002 0.46485489 1.6905546],[25.752483 4.6245221 1.8733111 0.69194852 0.14132656],182.219698601325,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_01,final05,B_ofdm_active_subcarriers,G001,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[55.019021 0 0 1.0030898 2.7737925],[55.019028 2.9403806 0.23122136 8.8230112e-18 1.0464465e-18],Inf,3,[false true true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_02,final05,B_ofdm_active_subcarriers,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[37.641131 4.7692196 0.82367039 0.79636162 1.8519466],[37.671832 4.5215191 2.0376382 0.73970816 0.17976006],209.56730829164,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_02,final05,B_ofdm_active_subcarriers,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[37.582215 4.753362 0.82210606 0.78915218 1.8625935],[37.612469 4.5090103 2.0426673 0.73679253 0.20214603],186.065834121276,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_03,final05,B_ofdm_active_subcarriers,G003,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[42.46668 4.4947152 0.8057592 0.71573506 2.0231495],[42.491028 4.2589372 2.165158 0.72964652 0.17258631],246.201612492526,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_04,final05,B_ofdm_active_subcarriers,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[34.071944 6.2582302 1.1073782 0.60830461 1.5411081],[34.267232 5.081443 1.8317945 0.77292259 0.1303983],262.788955172875,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_04,final05,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[34.042654 6.2555308 1.1076175 0.59540502 1.5612344],[34.237909 5.0794694 1.8415922 0.7740337 0.16328346],209.683876344978,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_05,final05,B_ofdm_active_subcarriers,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[38.784673 5.2429045 0.90539074 0.80787817 1.8816528],[38.841387 4.8055131 2.0818592 0.79872998 0.18303092],212.212163195898,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_05,final05,B_ofdm_active_subcarriers,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[38.768033 5.2582162 0.90795104 0.79580443 1.9022881],[38.823935 4.829059 2.0948621 0.79855199 0.20433918],189.997504295616,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_06,final05,B_ofdm_active_subcarriers,G006,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[35.882388 7.0771137 1.2163269 0.61436449 1.564301],[36.185644 5.3138876 1.8951113 0.83101963 0.12242617],295.571148036714,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_07,final05,B_ofdm_active_subcarriers,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[31.058992 5.9672851 1.0890401 0.61360828 1.4766416],[31.262416 4.7902292 1.7715045 0.75712225 0.12673202],246.681263793972,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_in_07,final05,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[30.690123 6.3913699 1.1540856 0.54941503 1.6641632],[30.907358 5.2411886 1.9376802 0.78832928 0.16004031],193.122332540297,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_out_main_length_scale_medium,final05,B_ofdm_active_subcarriers,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[27.643652 4.9440537 0.90607747 0.56197778 1.459999],[27.762645 4.225036 1.6813229 0.6542473 0.11539265],240.592830604256,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_out_main_length_scale_medium,final05,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[28.826599 5.1636791 0.94513322 0.57308822 1.4493785],[28.9513 4.411235 1.6867691 0.67532661 0.14409713],200.915168853505,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_out_branch_length_scale_far,final05,B_ofdm_active_subcarriers,G006,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[30.066778 6.7717334 1.1918272 0.56579479 1.5887254],[30.299416 5.6403887 1.8885904 0.82643522 0.1174848],257.900726744398,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_out_branch_load_scale_near,final05,B_ofdm_active_subcarriers,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[34.407462 7.1180685 1.278596 0.6998732 1.4224051],[34.6291 5.9470559 1.8522035 0.83531452 0.13332892],259.726845315158,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_out_branch_load_scale_near,final05,B_ofdm_active_subcarriers,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[30.133995 6.3525271 1.1498335 0.59413409 1.5797756],[30.339339 5.285707 1.879319 0.78156516 0.1618092],187.500699705152,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_out_source_impedance_ohm_medium,final05,B_ofdm_active_subcarriers,G001,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[61.185302 0 0 1.0682648 2.7692685],[61.185307 2.9593477 0.22727905 7.8438913e-18 2.1617832e-19],Inf,3,[false true true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_out_receiver_impedance_ohm_far,final05,B_ofdm_active_subcarriers,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[44.130127 6.6264116 1.1131751 0.81914925 1.9984455],[44.207991 6.0861394 2.2189797 0.96401486 0.20159582],219.290221315951,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_out_receiver_impedance_ohm_far,final05,B_ofdm_active_subcarriers,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[44.007685 7.1165621 1.1913917 0.80833776 2.0676894],[44.11763 6.4006954 2.2951784 1.0081439 0.22717552],194.200633510214,5,[false false true true true],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
final05_test_out_joint_parameter_set_near,final05,B_ofdm_active_subcarriers,G003,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[37.762671 4.427306 0.78766199 0.71263206 1.9589669],[37.780541 4.2732071 2.1018067 0.71520047 0.16587962],227.758792937497,5,[false false true true false],421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
