mode,scenario,input_mode,measurement_kind,observation_mode,feature,noise_kind,snr_db,pilot_spacing,trials,strict_accuracy,strict_unique_rate,equivalence_class_rate,ambiguity_rate,false_unique_rate,physically_ambiguous_class_rate,cfr_nmse,amplitude_rmse_db,weighted_phase_rmse_deg,circular_delay_error_s,mean_margin,view_count,frequency_count,edge_precision,edge_recall,edge_f1,runtime_s
smoke,ideal_true_cfr,ideal_true_cfr,siso_forward,ordinary_ofdm_cfr,amplitude,none,Inf,1,4,1,0.5,1,0.5,0,0.5,0,0,0,0,0.00298240493292674,1,1793,1,1,1,0.174298
smoke,ideal_true_cfr,ideal_true_cfr,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,none,Inf,1,4,1,0.5,1,0.5,0,0.5,0,0,0,0,0.0460113880016019,1,1793,1,1,1,0.185336
smoke,ideal_true_cfr,ideal_true_cfr,siso_forward,ordinary_ofdm_cfr,cir,none,Inf,1,4,1,0.5,1,0.5,0,0.5,0,0,0,0,0.00309070820407334,1,1793,1,1,1,0.1950695
smoke,ideal_true_cfr,ideal_true_cfr,siso_forward,ordinary_ofdm_cfr,toa,none,Inf,1,4,0.25,0,0.25,1,0,0,0,0,0,0,0,1,1793,0.85,0.80952380952381,0.829268292682927,0.20192725
smoke,ideal_true_cfr,ideal_true_cfr,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,none,Inf,1,4,1,0.5,1,0.5,0,0.5,0,0,0,0,0.00298240493292674,2,1793,1,1,1,0.3676835
smoke,ideal_true_cfr,ideal_true_cfr,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,none,Inf,1,4,1,0.5,1,0.5,0,0.5,0,0,0,0,0.046011388001602,2,1793,1,1,1,0.374389
smoke,ideal_true_cfr,ideal_true_cfr,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,none,Inf,1,4,1,0.5,1,0.5,0,0.5,0,0,0,0,0.00309070820407334,2,1793,1,1,1,0.3837325
smoke,ideal_true_cfr,ideal_true_cfr,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,none,Inf,1,4,0.25,0,0.25,1,0,0,0,0,0,0,0,2,1793,0.85,0.80952380952381,0.829268292682927,0.38819175
smoke,ideal_true_cfr,ideal_true_cfr,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,none,Inf,1,4,1,1,1,0,0,0,0,0,0,0,0.00553833940328507,2,1793,1,1,1,0.50560925
smoke,ideal_true_cfr,ideal_true_cfr,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,none,Inf,1,4,1,1,1,0,0,0,0,0,0,0,0.0710284206043076,2,1793,1,1,1,0.512271
smoke,ideal_true_cfr,ideal_true_cfr,dual_receiver_complete,ordinary_ofdm_cfr,cir,none,Inf,1,4,1,1,1,0,0,0,0,0,0,0,0.00531258675688293,2,1793,1,1,1,0.521452
smoke,ideal_true_cfr,ideal_true_cfr,dual_receiver_complete,ordinary_ofdm_cfr,toa,none,Inf,1,4,0.5,0.25,0.5,0.75,0,0,0,0,0,0,1.93349510480697e-08,2,1793,0.904761904761905,0.904761904761905,0.904761904761905,0.52394625
smoke,ideal_true_cfr,ideal_true_cfr,three_view_complete,ordinary_ofdm_cfr,amplitude,none,Inf,1,4,1,1,1,0,0,0,0,0,0,0,0.00550167105755834,3,1793,1,1,1,0.659899
smoke,ideal_true_cfr,ideal_true_cfr,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,none,Inf,1,4,1,1,1,0,0,0,0,0,0,0,0.0950134069906409,3,1793,1,1,1,0.66879925
smoke,ideal_true_cfr,ideal_true_cfr,three_view_complete,ordinary_ofdm_cfr,cir,none,Inf,1,4,1,1,1,0,0,0,0,0,0,0,0.00552403408085727,3,1793,1,1,1,0.681679
smoke,ideal_true_cfr,ideal_true_cfr,three_view_complete,ordinary_ofdm_cfr,toa,none,Inf,1,4,0.5,0.25,0.5,0.75,0,0,0,0,0,0,1.57869214231538e-08,3,1793,0.904761904761905,0.904761904761905,0.904761904761905,0.684484
smoke,white_dense_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,white_awgn,20,1,4,0.75,0.5,1,0.5,0,0.5,0.00419689064631292,0.739486597323759,4.02811471406903,0,0.00246054243647149,1,1793,0.952380952380952,0.952380952380952,0.952380952380952,0.8304165
smoke,white_dense_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,white_awgn,20,1,4,0.75,0.5,1,0.5,0,0.5,0.00419689064631292,0.739486597323759,4.02811471406903,0,0.0382597838616913,1,1793,0.952380952380952,0.952380952380952,0.952380952380952,0.83430275
smoke,white_dense_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,white_awgn,20,1,4,0.75,0.5,1,0.5,0,0.5,0.00419689064631292,0.739486597323759,4.02811471406903,0,0.00261403367891547,1,1793,0.952380952380952,0.952380952380952,0.952380952380952,0.84013925
smoke,white_dense_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,white_awgn,20,1,4,0.25,0,0.25,1,0,0,0.00419689064631292,0.739486597323759,4.02811471406903,0,0,1,1793,0.85,0.80952380952381,0.829268292682927,0.84273425
smoke,white_dense_20,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,white_awgn,20,1,4,0.5,0.5,1,0.5,0,0.5,0.00416685574004488,0.750568961806592,4.46035658664743,0,0.00247371889928701,2,1793,0.904761904761905,0.904761904761905,0.904761904761905,0.97229925
smoke,white_dense_20,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,white_awgn,20,1,4,0.5,0.5,1,0.5,0,0.5,0.00416685574004488,0.750568961806592,4.46035658664743,0,0.0384800138437527,2,1793,0.904761904761905,0.904761904761905,0.904761904761905,0.97858825
smoke,white_dense_20,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,white_awgn,20,1,4,0.5,0.5,1,0.5,0,0.5,0.00416685574004488,0.750568961806592,4.46035658664743,0,0.00263061477292021,2,1793,0.904761904761905,0.904761904761905,0.904761904761905,0.98740975
smoke,white_dense_20,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,white_awgn,20,1,4,0.25,0,0.25,1,0,0,0.00416685574004488,0.750568961806592,4.46035658664743,0,0,2,1793,0.85,0.80952380952381,0.829268292682927,0.989483
smoke,white_dense_20,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,white_awgn,20,1,4,1,1,1,0,0,0,0.00415331711861174,0.851623731017989,5.96342157469059,0,0.00456090343540676,2,1793,1,1,1,1.119468
smoke,white_dense_20,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,white_awgn,20,1,4,1,1,1,0,0,0,0.00415331711861174,0.851623731017989,5.96342157469059,0,0.0520390804160243,2,1793,1,1,1,1.1257315
smoke,white_dense_20,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,cir,white_awgn,20,1,4,1,1,1,0,0,0,0.00415331711861174,0.851623731017989,5.96342157469059,0,0.00439716479414975,2,1793,1,1,1,1.1347825
smoke,white_dense_20,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,toa,white_awgn,20,1,4,0.5,0.25,0.5,0.75,0,0,0.00415331711861174,0.851623731017989,5.96342157469059,0,1.93349510480697e-08,2,1793,0.904761904761905,0.904761904761905,0.904761904761905,1.13694275
smoke,white_dense_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,white_awgn,20,1,4,1,1,1,0,0,0,0.0040729352994079,0.799943370279117,5.00390250148333,0,0.00452361689599815,3,1793,1,1,1,1.29453225
smoke,white_dense_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,white_awgn,20,1,4,1,1,1,0,0,0,0.0040729352994079,0.799943370279117,5.00390250148333,0,0.0751302823796767,3,1793,1,1,1,1.30334175
smoke,white_dense_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,white_awgn,20,1,4,1,1,1,0,0,0,0.0040729352994079,0.799943370279117,5.00390250148333,0,0.00461034399461619,3,1793,1,1,1,1.316517
smoke,white_dense_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,white_awgn,20,1,4,0.5,0.25,0.5,0.75,0,0,0.0040729352994079,0.799943370279117,5.00390250148333,0,1.57869214231538e-08,3,1793,0.904761904761905,0.904761904761905,0.904761904761905,1.31927025
smoke,white_sparse_20,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amplitude,white_awgn,20,4,4,0.75,0.5,1,0.5,0,0.5,0.000922585840927182,0.341013510985441,1.62155708494214,0,0.00272250405025182,1,1793,0.952380952380952,0.952380952380952,0.952380952380952,1.446651
smoke,white_sparse_20,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,white_awgn,20,4,4,0.75,0.5,1,0.5,0,0.5,0.000922585840927182,0.341013510985441,1.62155708494214,0,0.0427365540882974,1,1793,0.952380952380952,0.952380952380952,0.952380952380952,1.45031875
smoke,white_sparse_20,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,cir,white_awgn,20,4,4,0.75,0.5,1,0.5,0,0.5,0.000922585840927182,0.341013510985441,1.62155708494214,0,0.00285929928761157,1,1793,0.952380952380952,0.952380952380952,0.952380952380952,1.455381
smoke,white_sparse_20,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,toa,white_awgn,20,4,4,0.25,0,0.25,1,0,0,0.000922585840927182,0.341013510985441,1.62155708494214,0,0,1,1793,0.85,0.80952380952381,0.829268292682927,1.4568375
smoke,white_sparse_20,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,white_awgn,20,4,4,0.75,0.5,1,0.5,0,0.5,0.00091109307652201,0.35395885122539,1.87793543074631,0,0.00271811102751832,2,1793,0.952380952380952,0.952380952380952,0.952380952380952,1.56993725
