passed,ool_id_collision_count,ool_key_collision_count,A_M3_inlibrary_set_accuracy,B_M3_inlibrary_set_accuracy,A_positive_seed_improvements,A_seed_count,B_positive_seed_improvements,B_seed_count,A_mean_structure_far_improvement,B_mean_structure_far_improvement
1,0,0,0.879464285714286,0.879464285714286,8,8,8,8,0.339285714285714,0.410714285714286
