true_or_pred,T1,T2,T3,T4,T5,T6
T1,50,0,0,0,0,0
T2,50,0,0,0,0,0
T3,50,0,0,0,0,0
T4,50,0,0,0,0,0
T5,49,0,1,0,0,0
T6,50,0,0,0,0,0
