mode,scenario,input_mode,measurement_kind,observation_mode,feature,pilot_spacing,snr_db,noise_kind,trial,true_id,predicted_id,true_class,predicted_class,strict_correct,class_correct,strict_unique_correct,unique_identification,physically_ambiguous_class,ambiguous,false_unique,best_distance,second_best_distance,distance_margin,cfr_nmse,amplitude_rmse_db,weighted_phase_rmse_deg,circular_delay_error_s,true_circular_delay_s,hat_circular_delay_s,view_count,frequency_count,edge_precision,edge_recall,edge_f1,seed,runtime_s
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T5,T3,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.145126277855368,0.145126277855368,8.32667268468867e-17,0.0041048768759294,0.550916239115649,3.53230138492044,0,3.125e-07,3.125e-07,1,1793,0.8,0.8,0.8,21162222,3.683143
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T5,T5,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.0102445429801526,0.0102445429801526,3.46944695195361e-18,0.0041048768759294,0.550916239115649,3.53230138492044,0,3.125e-07,3.125e-07,1,1793,1,1,1,21162222,3.687873
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T5,T2,"{T3,T5}","{T2}",0,0,0,0,0,1,0,4.30133918527574e-23,4.30133918527574e-23,0,0.0041048768759294,0.550916239115649,3.53230138492044,0,3.125e-07,3.125e-07,1,1793,0.8,0.8,0.8,21162222,3.689224
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00483451993662235,0.00811898537489755,0.0032844654382752,0.004119463622269,0.6140600878494,4.24143218627196,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21162922,3.715845
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.134734207731806,0.139995078535338,0.00526087080353199,0.004119463622269,0.6140600878494,4.24143218627196,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21162922,3.724644
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0100113625516258,0.010929624271599,0.000918261719973159,0.004119463622269,0.6140600878494,4.24143218627196,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21162922,3.738033
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,3.5120287381881e-23,3.5120287381881e-23,0,0.004119463622269,0.6140600878494,4.24143218627196,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21162922,3.740821
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.00452897177523331,0.00768847765706251,0.00315950588182919,0.00423872289400245,0.650672592972201,4.7091517006284,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21163022,3.766233
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.13200670584033,0.143287429687689,0.0112807238473592,0.00423872289400245,0.650672592972201,4.7091517006284,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21163022,3.77444
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.00997340726228072,0.0113585376882875,0.00138513042600682,0.00423872289400245,0.650672592972201,4.7091517006284,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21163022,3.786333
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T3,T2,"{T3}","{T2}",0,0,0,0,0,1,0,3.5120287381881e-23,3.5120287381881e-23,0,0.00423872289400245,0.650672592972201,4.7091517006284,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,0.8,0.8,0.8,21163022,3.788988
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.00474052374193889,0.00629524536718641,0.00155472162524752,0.00419349474858901,1.27234962859215,5.18569254565078,0,3.07291666666667e-07,3.07291666666667e-07,3,1793,1,1,1,21163122,3.816353
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.147576311885786,0.15608371144152,0.00850739955573396,0.00419349474858901,1.27234962859215,5.18569254565078,0,3.07291666666667e-07,3.07291666666667e-07,3,1793,1,1,1,21163122,3.824952
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.0105408827129125,0.01109315616818,0.000552273455267475,0.00419349474858901,1.27234962859215,5.18569254565078,0,3.07291666666667e-07,3.07291666666667e-07,3,1793,1,1,1,21163122,3.836793
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,2.48337933649484e-23,6.31476856926153e-08,6.31476856926153e-08,0.00419349474858901,1.27234962859215,5.18569254565078,0,3.07291666666667e-07,3.07291666666667e-07,3,1793,1,1,1,21163122,3.839363
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.00456507229577033,0.00597693182425878,0.00141185952848845,0.004132757297785,0.705540589338303,4.73770640989906,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21163222,3.863334
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.148925558798339,0.165222954750645,0.0162973959523062,0.004132757297785,0.705540589338303,4.73770640989906,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21163222,3.871399
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.0100497833634838,0.0110210951392863,0.000971311775802529,0.004132757297785,0.705540589338303,4.73770640989906,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,1,1,1,21163222,3.883471
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T5,T2,"{T5}","{T2}",0,0,0,0,0,1,0,3.5120287381881e-23,3.5120287381881e-23,0,0.004132757297785,0.705540589338303,4.73770640989906,0,2.60416666666667e-07,2.60416666666667e-07,3,1793,0.8,0.8,0.8,21163222,3.886187
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00105395345771862,0.00721660148541642,0.0061626480276978,1.97078349712094,0.599495041629148,104.458726945684,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,1,1,1,21261922,3.898804
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T2,T3,"{T2}","{T3,T5}",0,0,0,0,1,1,0,0.392397163005747,0.392397163005747,0,1.97078349712094,0.599495041629148,104.458726945684,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.8,0.8,21261922,3.902478
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0219316747556701,0.0219599716402783,2.82968846082275e-05,1.97078349712094,0.599495041629148,104.458726945684,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,1,1,1,21261922,3.907526
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,1.5625e-08,1.5625e-08,0,1.97078349712094,0.599495041629148,104.458726945684,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,1,1,1,21261922,3.908898
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T3,T3,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.00104825241567075,0.00104825241567075,0,2.16561670511482,0.568317092744463,106.333227758887,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,1,1,1,21262022,3.922498
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T3,T5,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.417717026607915,0.417717026607915,1.11022302462516e-16,2.16561670511482,0.568317092744463,106.333227758887,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.8,0.8,21262022,3.925764
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T3,T2,"{T3,T5}","{T2}",0,0,0,1,0,0,1,0.0229246591947387,0.0229820867680897,5.74275733510148e-05,2.16561670511482,0.568317092744463,106.333227758887,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.8,0.8,21262022,3.930355
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T3,T2,"{T3,T5}","{T2}",0,0,0,0,0,1,0,1.5625e-08,1.5625e-08,0,2.16561670511482,0.568317092744463,106.333227758887,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.8,0.8,21262022,3.931689
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.00107848058816864,0.00485438083646692,0.00377590024829828,2.24589600076243,1.25408518745883,106.159175972013,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,1,1,1,21262122,3.945286
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T4,T3,"{T4}","{T3,T5}",0,0,0,0,1,1,0,0.369767218557145,0.369767218557145,5.55111512312578e-17,2.24589600076243,1.25408518745883,106.159175972013,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,1,0.833333333333333,0.909090909090909,21262122,3.948891
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T4,T2,"{T4}","{T2}",0,0,0,1,0,0,0,0.0228012459312652,0.0228758478274989,7.46018962336989e-05,2.24589600076243,1.25408518745883,106.159175972013,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.666666666666667,0.727272727272727,21262122,3.953832
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T4,T2,"{T4}","{T2}",0,0,0,0,0,1,0,1.5625e-08,1.5625e-08,0,2.24589600076243,1.25408518745883,106.159175972013,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.666666666666667,0.727272727272727,21262122,3.955248
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T5,T3,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.00106422636562768,0.00106422636562768,0,2.16821607838623,0.569774777693942,106.762220311116,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.8,0.8,21262222,3.966109
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T5,T3,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.419402285984311,0.419402285984311,1.11022302462516e-16,2.16821607838623,0.569774777693942,106.762220311116,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.8,0.8,21262222,3.969465
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T5,T2,"{T3,T5}","{T2}",0,0,0,1,0,0,1,0.0229386406996144,0.0229829525015335,4.43118019191127e-05,2.16821607838623,0.569774777693942,106.762220311116,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.8,0.8,21262222,3.974149
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T5,T2,"{T3,T5}","{T2}",0,0,0,0,0,1,0,1.5625e-08,1.5625e-08,0,2.16821607838623,0.569774777693942,106.762220311116,-1.5625e-08,3.28125e-07,2.96875e-07,1,1793,0.8,0.8,0.8,21262222,3.975515
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00107199303793351,0.00726449636721807,0.00619250332928456,2.01860920199872,0.615672641341704,105.680241739202,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,1,1,1,21262922,4.002165
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T2,T5,"{T2}","{T5}",0,0,0,1,0,0,0,0.406484841652566,0.407357900789468,0.000873059136902055,2.01860920199872,0.615672641341704,105.680241739202,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,0.8,0.8,0.8,21262922,4.010465
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T2,T5,"{T2}","{T5}",0,0,0,1,0,0,0,0.0219591505320774,0.0221211149405583,0.000161964408480975,2.01860920199872,0.615672641341704,105.680241739202,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,0.8,0.8,0.8,21262922,4.023347
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,1.5625e-08,1.5625e-08,0,2.01860920199872,0.615672641341704,105.680241739202,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,1,1,1,21262922,4.026152
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0010581668463072,0.00651998374559436,0.00546181689928716,2.16858654560129,0.634753300770016,107.01419374856,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,1,1,1,21263022,4.052539
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T3,T5,"{T3}","{T5}",0,0,0,1,0,0,0,0.418394539855024,0.420401702446882,0.00200716259185757,2.16858654560129,0.634753300770016,107.01419374856,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,0.8,0.8,0.8,21263022,4.061114
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T3,T5,"{T3}","{T5}",0,0,0,1,0,0,0,0.0227380681931796,0.0228884710273505,0.000150402834170851,2.16858654560129,0.634753300770016,107.01419374856,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,0.8,0.8,0.8,21263022,4.073372
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T3,T2,"{T3}","{T2}",0,0,0,0,0,1,0,1.5625e-08,1.5625e-08,0,2.16858654560129,0.634753300770016,107.01419374856,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,0.8,0.8,0.8,21263022,4.076169
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.00105777445892461,0.00427044765503794,0.00321267319611333,2.29260947890621,1.2796639103476,107.669463869728,-1.5625e-08,3.125e-07,2.8125e-07,3,1793,1,1,1,21263122,4.105235
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T4,T5,"{T4}","{T5}",0,0,0,1,0,0,0,0.405327234359375,0.406097025973237,0.000769791613862425,2.29260947890621,1.2796639103476,107.669463869728,-1.5625e-08,3.125e-07,2.8125e-07,3,1793,1,0.833333333333333,0.909090909090909,21263122,4.113854
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T4,T3,"{T4}","{T3}",0,0,0,1,0,0,0,0.0230114376420626,0.0230564920483891,4.50544063265029e-05,2.29260947890621,1.2796639103476,107.669463869728,-1.5625e-08,3.125e-07,2.8125e-07,3,1793,1,0.833333333333333,0.909090909090909,21263122,4.126773
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,1.5625e-08,4.6875e-08,3.125e-08,2.29260947890621,1.2796639103476,107.669463869728,-1.5625e-08,3.125e-07,2.8125e-07,3,1793,1,1,1,21263122,4.1295
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.00107277966248942,0.00433986878805062,0.0032670891255612,2.21652848941921,0.703612273454965,107.192430097451,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,1,1,1,21263222,4.153587
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T5,T3,"{T5}","{T3}",0,0,0,1,0,0,0,0.418868646060461,0.421159952276895,0.00229130621643314,2.21652848941921,0.703612273454965,107.192430097451,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,0.8,0.8,0.8,21263222,4.161887
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T5,T3,"{T5}","{T3}",0,0,0,1,0,0,0,0.022929700250571,0.0230925618552378,0.000162861604666758,2.21652848941921,0.703612273454965,107.192430097451,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,0.8,0.8,0.8,21263222,4.174288
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T5,T2,"{T5}","{T2}",0,0,0,0,0,1,0,1.5625e-08,1.5625e-08,0,2.21652848941921,0.703612273454965,107.192430097451,-1.5625e-08,2.70833333333333e-07,2.39583333333333e-07,3,1793,0.8,0.8,0.8,21263222,4.177088
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00266337627558392,0.00794459573602822,0.00528121946044429,0.0353437884252503,1.90189317549147,7.74694661093843,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21361922,4.188089
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.030491097052147,0.100046794762502,0.069555697710355,0.0353437884252503,1.90189317549147,7.74694661093843,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21361922,4.191439
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00270577508741153,0.00719679678275531,0.00449102169534379,0.0353437884252503,1.90189317549147,7.74694661093843,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21361922,4.196046
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0353437884252503,1.90189317549147,7.74694661093843,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21361922,4.197323
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T3,T3,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.00261218997790546,0.00261218997790546,0,0.0369288346710653,1.85129347654927,7.70880767225445,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21362022,4.207228
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T3,T3,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.0303393355655389,0.030339335565539,7.63278329429795e-17,0.0369288346710653,1.85129347654927,7.70880767225445,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21362022,4.210532
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T3,T3,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.00275067763886712,0.00275067763886712,0,0.0369288346710653,1.85129347654927,7.70880767225445,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21362022,4.215493
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T3,T2,"{T3,T5}","{T2}",0,0,0,0,0,1,0,0,0,0,0.0369288346710653,1.85129347654927,7.70880767225445,0,3.28125e-07,3.28125e-07,1,1793,0.8,0.8,0.8,21362022,4.216907
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.00242859875088044,0.00563895251356092,0.00321035376268048,0.0350024187761919,2.1508663265689,5.05973041917912,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21362122,4.230243
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.0199505445994901,0.0942465890746647,0.0742960444751747,0.0350024187761919,2.1508663265689,5.05973041917912,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21362122,4.233846
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.00270811171800077,0.00648449444344377,0.003776382725443,0.0350024187761919,2.1508663265689,5.05973041917912,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21362122,4.238858
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T4,T2,"{T4}","{T2}",0,0,0,0,0,1,0,0,0,0,0.0350024187761919,2.1508663265689,5.05973041917912,0,3.28125e-07,3.28125e-07,1,1793,0.8,0.666666666666667,0.727272727272727,21362122,4.240189
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T5,T3,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.00259573813486627,0.00259573813486627,0,0.0370908830544597,1.86176433358797,5.52185128919488,0,3.28125e-07,3.28125e-07,1,1793,0.8,0.8,0.8,21362222,4.251236
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T5,T3,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.0217693961370179,0.0217693961370179,6.59194920871187e-17,0.0370908830544597,1.86176433358797,5.52185128919488,0,3.28125e-07,3.28125e-07,1,1793,0.8,0.8,0.8,21362222,4.255078
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T5,T5,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.00275146525666185,0.00275146525666185,8.67361737988404e-19,0.0370908830544597,1.86176433358797,5.52185128919488,0,3.28125e-07,3.28125e-07,1,1793,1,1,1,21362222,4.260064
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T5,T2,"{T3,T5}","{T2}",0,0,0,0,0,1,0,0,0,0,0.0370908830544597,1.86176433358797,5.52185128919488,0,3.28125e-07,3.28125e-07,1,1793,0.8,0.8,0.8,21362222,4.261434
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00268354723381221,0.00784973965615686,0.00516619242234465,0.0365576481573558,1.89968643576836,9.44700376451731,0,2.70833333333333e-07,2.70833333333333e-07,3,1793,1,1,1,21362922,4.286791
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0385334172152541,0.120787357898818,0.0822539406835642,0.0365576481573558,1.89968643576836,9.44700376451731,0,2.70833333333333e-07,2.70833333333333e-07,3,1793,1,1,1,21362922,4.294882
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00273363667423033,0.00696096095508809,0.00422732428085776,0.0365576481573558,1.89968643576836,9.44700376451731,0,2.70833333333333e-07,2.70833333333333e-07,3,1793,1,1,1,21362922,4.306954
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,1,20,white_awgn,1,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0365576481573558,1.89968643576836,9.44700376451731,0,2.70833333333333e-07,2.70833333333333e-07,3,1793,1,1,1,21362922,4.309526
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,1,20,white_awgn,1,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.00261779236373867,0.0069720206635013,0.00435422829976263,0.0373404108065551,1.91185391535219,7.69065423916688,0,2.70833333333333e-07,2.70833333333333e-07,3,1793,1,1,1,21363022,4.335247
