split,lambda,trials,strict_accuracy,equivalence_class_rate,ambiguity_rate,false_unique_rate,mean_objective,selected,selected_lambda
calibration,0,600,0.953333333333333,1,0.0933333333333333,0.0433333333333333,0.0213315520250962,1,0
calibration,0.001,600,0.951666666666667,1,0.206666666666667,0.0333333333333333,0.0214079304860334,0,0
calibration,0.01,600,0.953333333333333,1,0.471666666666667,0,0.0219208310360313,0,0
calibration,0.05,600,0.953333333333333,1,0.718333333333333,0,0.0232466555303385,0,0
