mode,scenario,measurement_kind,observation_mode,method,feature,snr_db,trials,strict_accuracy,strict_accuracy_std,strict_accuracy_ci95,strict_unique_rate,strict_unique_rate_std,strict_unique_ci95,equivalence_class_rate,ambiguity_rate,false_unique_rate,physically_ambiguous_class_rate,cfr_nmse,cfr_nmse_std,cfr_nmse_ci95,theta_estimation_rmse,theta_boundary_rate,edge_precision,edge_recall,edge_f1,mean_margin,grid_size,view_count,frequency_count,runtime_s
parameter_aware,coupler_error,siso_forward,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,80,0.75,0.435744670330595,0.0954867609618597,0.5,0.503154605426628,0.11025861429075,1,0.5,0,0.5,0.00413365775280219,9.18158526662546e-05,2.01200358214374e-05,0.0258447858936571,0,0.95,0.95,0.95,0.0386320138390719,27,1,1793,58.3621090125
parameter_aware,coupler_error,siso_forward,ordinary_ofdm_cfr,topology_only,amplitude,20,80,0.725,0.44933143021295,0.0984640909935692,0.5,0.503154605426628,0.11025861429075,1,0.5,0,0.5,0.00413365775280219,9.18158526662546e-05,2.01200358214374e-05,0.0258447858936571,0,0.945,0.945,0.945,0.00248060944500454,27,1,1793,58.3626369
parameter_aware,coupler_error,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,80,0.75,0.435744670330595,0.0954867609618597,0.2375,0.428236004966148,0.0938413521166901,1,0.7625,0,0.5,0.00413365775280219,9.18158526662546e-05,2.01200358214374e-05,0.0289089277587303,0.2375,0.95,0.95,0.95,0.000339457871270344,27,1,1793,58.3631101875
parameter_aware,coupler_error,dual_receiver_complete,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,80,1,0,0,1,0,0,1,0,0,0,0.0041221448902824,7.27737111923776e-05,1.59472425897072e-05,0.0258447858936571,0,1,1,1,0.050810878253076,27,2,1793,60.6619741625
parameter_aware,coupler_error,dual_receiver_complete,ordinary_ofdm_cfr,topology_only,amplitude,20,80,1,0,0,1,0,0,1,0,0,0,0.0041221448902824,7.27737111923776e-05,1.59472425897072e-05,0.0258447858936571,0,1,1,1,0.00456085288805225,27,2,1793,60.6625521875
parameter_aware,coupler_error,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,80,1,0,0,0.4875,0.502997345036655,0.11022415308838,1,0.5125,0,0,0.0041221448902824,7.27737111923776e-05,1.59472425897072e-05,0.0319810324322949,0.475,1,1,1,0.000867376506639831,27,2,1793,60.6630584125
parameter_aware,coupler_error,dual_receiver_highz_complete,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,80,1,0,0,1,0,0,1,0,0,0,0.00413145781523612,6.34497746835181e-05,1.39040449162404e-05,0.0258447858936571,0,1,1,1,0.0653771721834284,27,2,1793,63.431450525
parameter_aware,coupler_error,dual_receiver_highz_complete,ordinary_ofdm_cfr,topology_only,amplitude,20,80,1,0,0,1,0,0,1,0,0,0,0.00413145781523612,6.34497746835181e-05,1.39040449162404e-05,0.0258447858936571,0,1,1,1,0.00533364715566397,27,2,1793,63.43197385
parameter_aware,coupler_error,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,80,1,0,0,0.05,0.219320007803175,0.048060615734821,1,0.95,0,0,0.00413145781523612,6.34497746835181e-05,1.39040449162404e-05,0.0264898683915672,0.05,1,1,1,5.26076018256074e-06,27,2,1793,63.4324479125
parameter_aware,coupler_error,three_view_complete,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,80,1,0,0,1,0,0,1,0,0,0,0.00411884448179272,6.60988259397022e-05,1.44845438673419e-05,0.0258447858936571,0,1,1,1,0.0768370004532526,27,3,1793,66.95683235
parameter_aware,coupler_error,three_view_complete,ordinary_ofdm_cfr,topology_only,amplitude,20,80,1,0,0,1,0,0,1,0,0,0,0.00411884448179272,6.60988259397022e-05,1.44845438673419e-05,0.0258447858936571,0,1,1,1,0.00453118623038473,27,3,1793,66.9573936125
parameter_aware,coupler_error,three_view_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,80,1,0,0,0.375,0.487177351846223,0.106757444230996,1,0.625,0,0,0.00411884448179272,6.60988259397022e-05,1.44845438673419e-05,0.0306829046279832,0.375,1,1,1,0.000360771261996304,27,3,1793,66.9578959125
parameter_aware,joint_bounded,siso_forward,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,80,0.6875,0.466436802942521,0.102212471061541,0.45,0.500632511321833,0.109705936052081,0.9,0.5,0.05,0.5,0.00412197322828149,8.78101321334279e-05,1.92422436072312e-05,0.0241413019606231,0,0.938333333333333,0.9425,0.940227272727273,0.0189401698603876,27,1,1793,69.9168508875
parameter_aware,joint_bounded,siso_forward,ordinary_ofdm_cfr,topology_only,amplitude,20,80,0.7125,0.455452202608308,0.09980536438235,0.5,0.503154605426628,0.11025861429075,1,0.5,0,0.5,0.00412197322828149,8.78101321334279e-05,1.92422436072312e-05,0.0241413019606231,0,0.9425,0.9425,0.9425,0.00173679281117716,27,1,1793,69.9174051
parameter_aware,joint_bounded,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,80,0.8,0.402523684341302,0.0882068914326003,0.5,0.503154605426628,0.11025861429075,1,0.5,0,0.5,0.00412197322828149,8.78101321334279e-05,1.92422436072312e-05,0.0251860974713645,0.5,0.96,0.96,0.96,0.00915931422035141,27,1,1793,69.91791655
parameter_aware,joint_bounded,dual_receiver_complete,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,80,0.875,0.332805489243922,0.0729292183289794,0.875,0.332805489243922,0.0729292183289794,0.875,0,0,0,0.00412297845799273,6.54966600649883e-05,1.43525884520419e-05,0.0241413019606231,0,0.975,0.973333333333333,0.974090909090909,0.0265330849284452,27,2,1793,72.15011705
parameter_aware,joint_bounded,dual_receiver_complete,ordinary_ofdm_cfr,topology_only,amplitude,20,80,1,0,0,1,0,0,1,0,0,0,0.00412297845799273,6.54966600649883e-05,1.43525884520419e-05,0.0241413019606231,0,1,1,1,0.00324205660413765,27,2,1793,72.15062575
parameter_aware,joint_bounded,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,80,1,0,0,0.9,0.301892763255977,0.0661551685744502,1,0.1,0,0,0.00412297845799273,6.54966600649883e-05,1.43525884520419e-05,0.0246488887592473,0.4875,1,1,1,0.0111534754421522,27,2,1793,72.15108435
