grid_id,scenario_id,cache_file,candidate_count,candidate_count_before_prior,parameter_template_count,composite_template_count,frequency_count,estimated_memory_bytes,cache_file_bytes,cache_build_time_s,raw_match_time_s,training_count,calibration_count,validation_count,test_count,configuration_hash
A_stage4a1_quick61,P0_no_prior,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a4_cache/stage4a4_cache_A_stage4a1_quick61_P0_no_prior.mat,7,7,243,1701,61,1660176,16528254,2.690261,1.627532,14,14,25,25,45ae7e8eba4b5eb22bcea7a30225b2886beb5bc1023c7967763ae61abf6eb35e
A_stage4a1_quick61,P1_partial_consistent_prior,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a4_cache/stage4a4_cache_A_stage4a1_quick61_P1_partial_consistent_prior.mat,4,7,243,972,61,948672,9470346,1.367403,0.898139,14,14,25,25,1382a7bbeffdb14f381bd896ff6d24e5e9717b5fe33515c5bf69f5b28732b179
A_stage4a1_quick61,P2_stale_or_inconsistent_prior,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a4_cache/stage4a4_cache_A_stage4a1_quick61_P2_stale_or_inconsistent_prior.mat,4,7,243,972,61,948672,9475143,1.056868,0.761329,14,14,25,25,8aa442c18e9e2ba6dc33e8659e3d41cc38ed12b05bb8c307f03134e72bacfe33
