grid_id,selected_eta,selection_source,experiment_scientific_hash
A_stage4a1_quick61,0.5,frozen from Stage 4A.6 development run,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
