frequency_hz,branch_kG1_HV_mag_dB,branch_kG1_HV_phase_deg,branch_kG1_Hport_mag_dB,branch_kG1_Hport_phase_deg,baseline_kG1_HV_mag_dB,baseline_kG1_HV_phase_deg,baseline_kG1_Hport_mag_dB,baseline_kG1_Hport_phase_deg,branch_kG5_HV_mag_dB,branch_kG5_HV_phase_deg,branch_kG5_Hport_mag_dB,branch_kG5_Hport_phase_deg,baseline_kG5_HV_mag_dB,baseline_kG5_HV_phase_deg,baseline_kG5_Hport_mag_dB,baseline_kG5_Hport_phase_deg
13531021.006350758,-20.361661023712752,-800.47265533679229,-14.341061110433129,-800.47265533679229,-14.872930272374818,-796.80086302329369,-8.8523303590951947,-796.80086302329369,-23.908054283459848,-790.8377098515009,-17.887454370180226,-790.8377098515009,-18.511050672371539,-791.63939340492789,-12.490450759091914,-791.63939340492789
13544699.560332194,-20.424797660481609,-800.90611182369435,-14.404197747201987,-800.90611182369435,-14.914350302101408,-797.25940410184933,-8.8937503888217826,-797.25940410184933,-23.94234117700719,-791.48090717957245,-17.921741263727565,-791.48090717957245,-18.534042241094937,-792.31747016511747,-12.513442327815312,-792.31747016511747
13558378.11431363,-20.486597732785992,-801.33401763024358,-14.465997819506368,-801.33401763024358,-14.9544673472756,-797.71391268976026,-8.9338674339959745,-797.71391268976026,-23.976127405309956,-792.12020303571455,-17.955527492030331,-792.12020303571455,-18.556523732710762,-792.99315974130354,-12.535923819431138,-792.99315974130354
13572056.668295067,-20.547067487920199,-801.75656794907445,-14.526467574640575,-801.75656794907445,-14.993283943088134,-798.16456144285917,-8.9726840298085087,-798.16456144285917,-24.009405225123746,-792.75569050905494,-17.988805311844121,-792.75569050905494,-18.578489431999717,-793.66655403914103,-12.557889518720092,-793.66655403914103
13585735.222276501,-20.606213323603924,-802.17395205817741,-14.585613410324301,-802.17395205817741,-15.030802699300956,-798.61151888656843,-9.010202786021333,-798.61151888656843,-24.042167253095972,-793.38746219507584,-18.021567339816347,-793.38746219507584,-18.599933946556309,-794.33774481177977,-12.579334033276686,-794.33774481177977
13599413.776257938,-20.66404176383999,-802.58635353685952,-14.643441850560366,-802.58635353685952,-15.067026282268735,-799.05494960325518,-9.0464263689891116,-799.05494960325518,-24.074406454699893,-794.01561016213589,-18.053806541420268,-794.01561016213589,-18.620852199380241,-795.00682363569695,-12.600252286100616,-795.00682363569695
13613092.330239374,-20.720559436617268,-802.99395047549649,-14.699959523337643,-802.99395047549649,-15.101957398363311,-799.49501441461803,-9.0813574850836858,-799.49501441461803,-24.106116133396117,-794.64022592125809,-18.085516220116496,-794.64022592125809,-18.641239421696746,-795.67388188899258,-12.620639508417122,-795.67388188899258
13626770.884220811,-20.7757730533311,-803.3969156791137,-14.755173140051479,-803.3969156791137,-15.135598778701787,-799.93187055921976,-9.1149988654221623,-799.93187055921976,-24.137289920029712,-795.26140039900827,-18.116690006750087,-795.26140039900827,-18.661091146012808,-796.33901073200116,-12.640491232733185,-796.33901073200116
13640449.438202247,-20.829689389802635,-803.79541686485095,-14.809089476523013,-803.79541686485095,-15.167953165086059,-800.36567186528862,-9.1473532518064342,-800.36567186528862,-24.167921762469543,-795.87922391329914,-18.147321849189922,-795.87922391329914,-18.680403199415309,-797.00230109007634,-12.659803286135688,-797.00230109007634
13654127.992183683,-20.882315268785376,-804.18961685339252,-14.861715355505751,-804.18961685339252,-15.199023297068239,-800.79656891893001,-9.1784233837886156,-800.79656891893001,-24.198005915495923,-796.49378615196531,-18.177406002216301,-796.49378615196531,-18.699171697116142,-797.66384363841223,-12.678571783836519,-797.66384363841223
13667806.54616512,-20.933657543855524,-804.57967375445241,-14.913057630575903,-804.57967375445241,-15.228811900062894,-801.22470922789319,-9.2082119867832688,-801.22470922789319,-24.227536930940449,-797.10517615394531,-18.206937017660824,-797.10517615394531,-18.717393036248385,-798.32372878876379,-12.696793122968762,-798.32372878876379
13681485.100146556,-20.983723084589123,-804.9657411464259,-14.963123171309496,-804.9657411464259,-15.257321674432909,-801.6502373810514,-9.2367217611532855,-801.6502373810514,-24.256509648082197,-797.71348229293505,-18.235909734802572,-797.71348229293505,-18.73506388991715,-798.98204667794209,-12.714463976637527,-798.98204667794209
13695163.654127993,-21.03251876293541,-805.34796825032652,-15.011918849655787,-805.34796825032652,-15.284555285481192,-802.07329520375606,-9.2639553722015666,-802.07329520375606,-24.28491918430236,-798.31879226335775,-18.264319271022735,-798.31879226335775,-18.752181201507522,-799.63888715795338,-12.731581288227897,-799.63888715795338
13708842.208109429,-21.080051440702221,-805.72650009813253,-15.059451527422599,-805.72650009813253,-15.310515354285672,-802.49402190923365,-9.2899154410060483,-802.49402190923365,-24.31276092599937,-798.92119306852146,-18.292161012719745,-798.92119306852146,-18.76874217925187,-800.29433978766485,-12.748142265972247,-800.29433978766485
13722520.762090866,-21.126327958074661,-806.10147769568607,-15.10572804479504,-806.10147769568607,-15.335204449319981,-802.91255424619442,-9.314604536040358,-802.91255424619442,-24.340030519765321,-799.52077101083023,-18.3194306064857,-799.52077101083023,-18.784744291057869,-800.94849382587552,-12.764144377778246,-800.94849382587552
13736199.3160723,-21.171355123093768,-806.47303818028013,-15.150755209814147,-806.47303818028013,-15.358625078806531,-803.3290266428279,-9.3380251655269078,-803.3290266428279,-24.366723863824028,-800.1176116839215,-18.346123950544403,-800.1176116839215,-18.800185259598116,-801.60143822568159,-12.779585346318491,-801.60143822568159
13749877.870053736,-21.215139702026946,-806.84131497308294,-15.194539788747321,-806.84131497308294,-15.380779683753175,-803.74357134735953,-9.3601797704735503,-803.74357134735953,-24.392837099730468,-800.71179996661226,-18.372237186450842,-800.71179996661226,-18.815063057661824,-802.25326163002524,-12.794463144382197,-802.25326163002524
13763556.424035173,-21.257688410566335,-807.20643792654766,-15.23708849728671,-807.20643792654766,-15.401670631628459,-804.15631856534674,-9.3810707183488358,-804.15631856534674,-24.418366604330526,-801.30342001853592,-18.397766691050901,-801.30342001853592,-18.829375903768511,-802.90405236831975,-12.808775990488888,-802.90405236831975
13777234.978016609,-21.299007905796081,-807.56853346696141,-15.278407992516456,-807.56853346696141,-15.421300210634239,-804.56739659388927,-9.4007002973546143,-804.56739659388927,-24.443308981979669,-801.8925552773602,-18.422709068700048,-801.8925552773602,-18.843122258043298,-803.55389845404716,-12.822522344763676,-803.55389845404716
13790913.531998046,-21.339104778873022,-807.92772473228126,-15.318504865593399,-807.92772473228126,-15.439670624538014,-804.97693195293061,-9.4190707112583887,-804.97693195293061,-24.467661057018915,-802.47928845748379,-18.44706114373929,-802.47928845748379,-18.856300818353034,-804.20288758323068,-12.835700905073409,-804.20288758323068
13804592.085979482,-21.377985548369939,-808.2841317054166,-15.357385635090314,-808.2841317054166,-15.456783988030525,-805.38504951383015,-9.4361840747509014,-805.38504951383015,-24.491419866505435,-803.06370155010598,-18.470819953225813,-803.06370155010598,-18.868910516702037,-804.85110713368442,-12.848310603422412,-804.85110713368442
13818270.639960919,-21.415656654232862,-808.63787134310485,-15.395056740953237,-808.63787134310485,-15.472642322577316,-805.79187262537801,-9.4520424092976931,-805.79187262537801,-24.514582653195539,-803.64587582457966,-18.493982739915914,-803.64587582457966,-18.880950515886198,-805.4986441649429,-12.860350602606573,-805.4986441649429
13831949.193942355,-21.452124452308791,-808.98905770053648,-15.431524539029169,-808.98905770053648,-15.487247552735946,-806.19752323742875,-9.4666476394563226,-806.19752323742875,-24.537146858776943,-804.22589183095295,-18.516546945497321,-804.22589183095295,-18.892420206403653,-806.14558541878682,-12.87182029312403,-806.14558541878682
13845627.747923791,-21.487395209401754,-809.33780205187725,-15.466795296122131,-809.33780205187725,-15.500601502913085,-806.60212202232788,-9.48000158963346,-806.60212202232788,-24.559110117347082,-804.80382940361255,-18.538510204067457,-804.80382940361255,-18.903319203620093,-806.79201732026718,-12.88271929034047,-806.79201732026718
13859306.301905228,-21.521475098819401,-809.68421300683849,-15.500875185539778,-809.68421300683849,-15.512705894538698,-807.00578849430246,-9.4921059812590745,-807.00578849430246,-24.580470249134272,-805.37976766595034,-18.559870335854647,-805.37976766595034,-18.913647345186682,-807.43802597914987,-12.893047431907059,-807.43802597914987
13872984.855886664,-21.554370196373959,-810.02839662344161,-15.533770283094334,-810.02839662344161,-15.523562343636691,-807.40864112698512,-9.5029624303570657,-807.40864112698512,-24.601225254457823,-805.95378503596953,-18.580625341178198,-805.95378503596953,-18.923404688708118,-808.0836971916915,-12.902804775428493,-808.0836971916915
13886663.409868099,-21.586086476804617,-810.37045651711753,-15.565486563524992,-810.37045651711753,-15.533172358773779,-807.81079746924343,-9.512572445494154,-807.81079746924343,-24.621373307923502,-806.52595923276033,-18.600773394643877,-806.52595923276033,-18.932591509658348,-808.7291164426656,-12.911991596378723,-808.7291164426656
13900341.963849535,-21.616629810590574,-810.71049396628973,-15.596029897310949,-810.71049396628973,-15.54153733937104,-808.21237425947947,-9.5209374260914146,-808.21237425947947,-24.640912752850504,-807.09636728377359,-18.620312839570882,-807.09636728377359,-18.941208299541305,-809.37436890756373,-12.920608386261684,-809.37436890756373
13914020.517830972,-21.646005961125955,-811.04860801457232,-15.625406047846329,-811.04860801457232,-15.548658574364021,-808.61348753856407,-9.5280586610843958,-808.61348753856407,-24.659842095925654,-807.6650855328221,-18.639242182646029,-807.6650855328221,-18.949255764293692,-810.01953945488424,-12.928655851014071,-810.01953945488424
13927699.071812408,-21.674220582230312,-811.3848955697232,-15.653620668950685,-811.3848955697232,-15.554537241200034,-809.01425276157465,-9.5339373279204125,-809.01425276157465,-24.678160002080858,-808.23218964875127,-18.657560088801233,-808.23218964875127,-18.956734822926833,-810.66471264844188,-12.93613490964721,-810.66471264844188
13941377.625793844,-21.701279215969883,-811.71945149948419,-15.680679302690258,-811.71945149948419,-15.559174405163017,-809.41478490849352,-9.5385744918833932,-809.41478490849352,-24.69586528958984,-808.79775463471424,-18.675265376310215,-808.79775463471424,-18.963646606404502,-811.30997274961487,-12.943046693124881,-811.30997274961487
13955056.179775281,-21.727187290767105,-812.05236872443652,-15.706587377487482,-812.05236872443652,-15.562571019018137,-809.8151985940317,-9.5419711057385133,-809.8151985940317,-24.712956925379604,-809.36185483799818,-18.692357012099979,-809.36185483799818,-18.969992456753339,-811.95540371946356,-12.949392543473712,-811.95540371946356
13968734.733756717,-21.751950119776868,-812.38373830799844,-15.731350206497245,-812.38373830799844,-15.564727922970631,-810.2156081767356,-9.5441280096910077,-810.2156081767356,-24.729434020552546,-809.92456396034322,-18.708834107272921,-809.92456396034322,-18.975773926402368,-812.60108922063807,-12.955174013122743,-812.60108922063807
13982413.287738154,-21.775572899510504,-812.71364954368914,-15.754972986230879,-812.71364954368914,-15.565645844934703,-810.61612786753642,-9.5450459316550784,-810.61612786753642,-24.745295826115054,-810.4859550687064,-18.724695912835429,-810.4859550687064,-18.980992777748188,-813.24711261901257,-12.960392864468563,-813.24711261901257
13996091.84171959,-21.798060708688865,-813.04219003977732,-15.777460795409242,-813.04219003977732,-15.565325401110657,-811.01687183789784,-9.5447254878310339,-811.01687183789784,-24.760541728908201,-811.04610060641937,-18.73994181562858,-811.04610060641937,-18.985650982941916,-813.89355698496865,-12.965051069662294,-813.89355698496865
14009770.395701027,-21.819418507308299,-813.36944580143029,-15.798818594028674,-813.36944580143029,-15.56376709686997,-811.41795432771733,-9.5431671835903469,-811.41795432771733,-24.775171247736502,-811.60507240469633,-18.75457133445688,-811.60507240469633,-18.98975072389408,-814.54050509426145,-12.969150810614456,-814.54050509426145
14023448.949682463,-21.839651135903786,-813.69550131048027,-15.819051222624161,-813.69550131048027,-15.560971327949709,-811.81948975313844,-9.5403714146700835,-811.81948975313844,-24.789184029690169,-812.16294169444427,-18.768584116410544,-812.16294169444427,-18.993294392493407,-815.18803942839395,-12.972694479213782,-815.18803942839395
14037127.503663898,-21.858763314995304,-814.02043960291439,-15.838163401715679,-814.02043960291439,-15.556938381959959,-812.22159281442475,-9.5363384686803361,-812.22159281442475,-24.802579846657331,-812.71977911833926,-18.781979933377706,-812.71977911833926,-18.99628459103528,-815.83624217443628,-12.975684677755657,-815.83624217443628
14050806.057645334,-21.876759644703981,-814.34434234419609,-15.856159731424359,-814.34434234419609,-15.551668440209108,-812.62437860404782,-9.5310685269294844,-812.62437860404782,-24.8153585920215,-813.27565474312371,-18.794758678741875,-813.27565474312371,-18.998724132855461,-816.485195224216,-12.978124219575838,-816.485195224216
14064484.61162677,-21.8936446045265,-814.66728990252557,-15.873044691246875,-814.66728990252557,-15.545161579854305,-813.02796271514342,-9.5245616665746802,-813.02796271514342,-24.827520277540618,-813.8306380720918,-18.806920364260996,-813.8306380720918,-19.000616043164474,-817.13498017281256,-12.98001612988485,-817.13498017281256
14078163.165608207,-21.909422553256302,-814.98936142013497,-15.888822639976677,-814.98936142013497,-15.537417776385718,-813.43246135048412,-9.5168178631060947,-813.43246135048412,-24.83906503040361,-814.38479805772704,-18.818465117123989,-814.38479805772704,-19.0019635600779,-817.78567831628777,-12.981363646798275,-817.78567831628777
14091841.719589643,-21.924097729041826,-815.31063488272002,-15.903497815762202,-815.31063488272002,-15.528436906455561,-813.83799143211866,-9.5078369931759372,-813.83799143211866,-24.849993090460551,-814.93820311445234,-18.829393177180929,-814.93820311445234,-19.002770135837565,-818.43737064858033,-12.982170222557938,-818.43737064858033
14105520.27357108,-21.937674249572261,-815.63118718710211,-15.917074336292638,-815.63118718710211,-15.518218751064436,-814.24467071182607,-9.4976188377848132,-814.24467071182607,-24.860304807622512,-815.49092113147049,-18.839704894342891,-815.49092113147049,-19.003039438218231,-819.09013785750142,-12.982439524938608,-819.09013785750142
14119198.827552516,-21.950156112382771,-815.95109420721451,-15.929556199103148,-815.95109420721451,-15.506762999119822,-814.65261788253531,-9.4861630858401984,-814.65261788253531,-24.870000639427637,-816.04301948565649,-18.849400726148012,-816.04301948565649,-19.00277535211454,-819.74406031975775,-12.982175438834915,-819.74406031975775
14132877.381533952,-21.961547195271223,-816.27043085850107,-15.940947281991599,-816.27043085850107,-15.494069251383397,-815.06195269085242,-9.473469338103774,-815.06195269085242,-24.87908114876933,-816.59456505447406,-18.858481235489709,-816.59456505447406,-19.001981981302119,-820.39921809493364,-12.981382068022496,-820.39921809493364
14146555.935515389,-21.971851256819818,-816.58927116081452,-15.951251343540193,-816.58927116081452,-15.480137024826227,-815.472796050846,-9.459537111546604,-815.472796050846,-24.887547001783446,-817.14562422889287,-18.866947088503824,-817.14562422889287,-19.000663650366935,-821.05569091836583,-12.98006373708731,-821.05569091836583
14160234.489496825,-21.981071937015283,-816.90768829990373,-15.960472023735658,-816.90768829990373,-15.46496575741279,-815.88527015923,-9.4443658441331664,-815.88527015923,-24.895398965890713,-817.69626292627413,-18.874799052611088,-817.69626292627413,-18.99882490679639,-821.71355819283895,-12.978224993516765,-821.71355819283895
14173913.043478262,-21.98921275796209,-817.22575468756418,-15.968612844682465,-817.22575468756418,-15.448554813337509,-816.29949861209309,-9.4279549000578839,-816.29949861209309,-24.902637907990929,-818.24654660320311,-18.882037994711304,-818.24654660320311,-18.996470523225408,-822.37289897903213,-12.975870609945783,-822.37289897903213
14187591.597459696,-21.996277124683917,-817.54354202054151,-15.975677211404292,-817.54354202054151,-15.430903488739567,-816.71560652331038,-9.4103035754599418,-816.71560652331038,-24.909264792805942,-818.79654026824198,-18.888664879526321,-818.79654026824198,-18.993605499830299,-823.03379198464791,-12.973005586550673,-823.03379198464791
14201270.151441133,-22.002268326008831,-817.86112133825657,-15.981668412729206,-817.86112133825657,-15.412011017924534,-817.13372064478017,-9.3914111046449111,-817.13372064478017,-24.915280681367811,-819.34630849458097,-18.894680768088186,-819.34630849458097,-18.990235066862844,-823.69631555215256,-12.969635153583219,-823.69631555215256
14214948.705422569,-22.00718953553465,-818.17856307943714,-15.986589622255025,-818.17856307943714,-15.391876580123892,-817.55396948862244,-9.3712766668442669,-817.55396948862244,-24.920686729649269,-819.89591543256529,-18.900086816369647,-819.89591543256529,-18.986364687316581,-824.36054764505889,-12.965764774036955,-824.36054764505889
14228627.259404005,-22.011043812670977,-818.49593713772185,-15.990443899391359,-818.49593713772185,-15.370499306826526,-817.97648345147309,-9.3498993935469006,-817.97648345147309,-24.925484187333318,-820.44542482207362,-18.904884274053696,-820.44542482207362,-18.982000059716835,-825.02656583267537,-12.961400146437212,-825.02656583267537
14242305.813385442,-22.01383410375567,-818.81331291631545,-15.993234190476052,-818.81331291631545,-15.347878289719048,-818.40139494100492,-9.3272783764394251,-818.40139494100492,-24.929674396718994,-820.99490000473213,-18.909074483439372,-820.99490000473213,-18.977147121025357,-825.69444727326129,-12.956547207745732,-825.69444727326129
14255984.367366878,-22.015563243242894,-819.13075938175882,-15.994963329963269,-819.13075938175882,-15.32401258927516,-818.82883850480539,-9.3034126759955367,-818.82883850480539,-24.933258791760554,-821.54440393593643,-18.912658878480929,-821.54440393593643,-18.971812049650282,-826.36426869550405,-12.951212136370657,-826.36426869550405
14269662.921348315,-22.016233954961663,-819.4483451168885,-15.995634041682036,-819.4483451168885,-15.298901244037408,-819.25895096173133,-9.2783013307577846,-819.25895096173133,-24.936238897237011,-822.09399919667044,-18.915638983957386,-822.09399919667044,-18.966001268551004,-827.03610637826091,-12.945401355271379,-827.03610637826091
14283341.475329751,-22.015848853443131,-819.76613837304785,-15.995248940163506,-819.76613837304785,-15.272543280638381,-819.69187153586029,-9.2519433673587574,-819.69187153586029,-24.93861632804958,-822.64374800509324,-18.918016414769955,-822.64374800509324,-18.959721448427509,-827.71003612848267,-12.939121535147883,-827.71003612848267
14297020.029311188,-22.014410445316095,-820.08420712161694,-15.993810532036472,-820.08420712161694,-15.24493772461204,-820.12774199314913,-9.2243378113324148,-820.12774199314913,-24.940392788644253,-823.19371222788391,-18.919792875364628,-823.19371222788391,-18.952979510982672,-828.38613325725896,-12.932379597703047,-828.38613325725896
14310698.583292624,-22.011921130770151,-820.40261910492382,-15.991321217490526,-820.40261910492382,-15.216083612049783,-820.56670678090734,-9.1954836987701576,-820.56670678090734,-24.94157007255691,-823.74395339131934,-18.920970159277289,-823.74395339131934,-18.945782632245511,-829.06447255390981,-12.925182718965885,-829.06447255390981
14324377.13727406,-22.008383205086677,-820.7214418866007,-15.987783291807052,-820.7214418866007,-15.18598000216029,-821.00891317017556,-9.1653800888806654,-821.00891317017556,-24.942150062078461,-824.29453269206931,-18.921550148798843,-824.29453269206931,-18.938138245942696,-829.74512825805346,-12.917538332663073,-829.74512825805346
14338055.691255495,-22.003798860237957,-821.04074290144365,-15.98319894695833,-821.04074290144365,-15.154625990796138,-821.45451140110208,-9.1340260775165127,-821.45451140110208,-24.942134728037711,-824.84551100769261,-18.921534814758086,-824.84551100769261,-18.930054046904754,-830.42817402958872,-12.909454133625129,-830.42817402958872
14351734.245236931,-21.998170186555505,-821.36058950483755,-15.97757027327588,-821.36058950483755,-15.122020725015595,-821.90365483138726,-9.1014208117359701,-821.90365483138726,-24.941526129699337,-825.39694890681108,-18.920926216419712,-825.39694890681108,-18.921537994492727,-831.11368291651684,-12.900938081213106,-831.11368291651684
14365412.799218368,-21.991499174468739,-821.68104902180312,-15.970899261189114,-821.68104902180312,-15.088163418752218,-822.35650008785785,-9.0675635054725952,-822.35650008785785,-24.940326414774848,-825.94890665895036,-18.919726501495223,-825.94890665895036,-18.912598316030198,-831.80172732054336,-12.891998402750575,-831.80172732054336
14379091.353199804,-21.983787716315661,-822.00218879572219,-15.963187803036035,-822.00218879572219,-15.053053369670781,-822.81320722122007,-9.0324534563911563,-822.81320722122007,-24.938537819544166,-826.50144424402538,-18.917937906264541,-826.50144424402538,-18.90324351022468,-832.49237896039369,-12.882643596945053,-832.49237896039369
14392769.907181241,-21.975037608227872,-822.32407623680024,-15.954437694948249,-822.32407623680024,-15.01668997729325,-823.27393986401626,-8.9960900640136252,-823.27393986401626,-24.936162669085526,-827.05462136145275,-18.915562755805901,-827.05462136145275,-18.89348235056157,-833.18570883277835,-12.872882437281945,-833.18570883277835
14406448.461162677,-21.965250552092186,-822.64677887031723,-15.944650638812563,-822.64677887031723,-14.979072762484682,-823.73886539179546,-8.9584728492050587,-823.73886539179546,-24.933203377611676,-827.60849743887729,-18.912603464332054,-827.60849743887729,-18.883323888652864,-833.88178717095479,-12.862723975373239,-833.88178717095479
14420127.015144113,-21.954428157591785,-822.97036438472173,-15.93382824431216,-822.97036438472173,-14.940201388394883,-824.20815508748035,-8.9196014751152575,-824.20815508748035,-24.92966244891003,-828.1631316404887,-18.909062535630412,-828.1631316404887,-18.872777457521948,-834.58068340082286,-12.852177544242325,-834.58068340082286
14433805.56912555,-21.942571944330481,-823.29490067962377,-15.921972031050856,-823.29490067962377,-14.900075682958525,-824.68198430889106,-8.8794757696788995,-824.68198430889106,-24.925542476884747,-828.71858287491409,-18.904942563605122,-828.71858287491409,-18.861852674804815,-835.28246609450332,-12.84125276152519,-835.28246609450332
14447484.123106986,-21.929683344043518,-823.62045591373203,-15.909083430763895,-823.62045591373203,-14.858695663062978,-825.16053265935068,-8.8380957497833528,-825.16053265935068,-24.920846146198571,-829.27490980267009,-18.900246232918946,-829.27490980267009,-18.850559445846869,-835.98720292135067,-12.829959532567244,-835.98720292135067
14461162.677088423,-21.915763702899355,-823.94709855279552,-15.89516378961973,-823.94709855279552,-14.81606156050076,-825.64398416126846,-8.7954616472211367,-825.64398416126846,-24.915576233012402,-829.83217084315186,-18.894976319732777,-829.83217084315186,-18.838907966673787,-836.69496059635469,-12.81830805339416,-836.69496059635469
14474841.231069859,-21.900814283896921,-824.27489741758677,-15.880214370617296,-824.27489741758677,-14.772173849830894,-826.13252743254861,-8.751573936551269,-826.13252743254861,-24.909735605820387,-830.39042418114502,-18.889135692540766,-830.39042418114502,-18.826908726813574,-837.40580482588825,-12.806308813533949,-837.40580482588825
14488519.785051294,-21.884836269363376,-824.60392173199034,-15.864236356083751,-824.60392173199034,-14.727033278281151,-826.62635586564215,-8.7064333650015264,-826.62635586564215,-24.903327226378519,-830.94972777283863,-18.882727313098894,-830.94972777283863,-18.814572511945986,-838.11980025076969,-12.793972598666363,-838.11980025076969
14502198.33903273,-21.867830763558061,-824.93424117123118,-15.847230850278438,-824.93424117123118,-14.680640897832218,-827.12566780899022,-8.6600409845525945,-827.12566780899022,-24.896354150724616,-831.51013935132346,-18.875754237444994,-831.51013935132346,-18.801910406354587,-838.83701038660763,-12.78131049307496,-838.83701038660763
14515876.893014167,-21.849798795388434,-825.26592591029987,-15.829198882108811,-825.26592591029987,-14.632998099632498,-827.63066675056893,-8.6123981863528734,-827.63066675056893,-24.88881953028757,-832.07171643155482,-18.868219617007945,-832.07171643155482,-18.788933795155263,-839.55749756140904,-12.768333881875638,-839.55749756140904
14529555.446995603,-21.830741321244691,-825.59904667261537,-15.810141407965066,-825.59904667261537,-14.58410665090196,-828.14156150316649,-8.5635067376223351,-828.14156150316649,-24.880726613083695,-832.63451631475937,-18.86012669980407,-832.63451631475937,-18.775654366274534,-840.28132285043023,-12.755054452994912,-840.28132285043023
14543234.000977039,-21.810659227959906,-825.93367477897289,-15.790059314680281,-825.93367477897289,-14.533968734492131,-828.6585663909608,-8.5133688212125076,-828.6585663909608,-24.872078744998017,-833.19859609226808,-18.851478831718392,-833.19859609226808,-18.762084112149292,-841.0085460082712,-12.741484198869671,-841.0085460082712
14556912.554958476,-21.789553335903264,-826.2698821968221,-15.768953422623637,-826.2698821968221,-14.482586991278975,-829.18190143688071,-8.4619870779993498,-829.18190143688071,-24.862879371148281,-833.76401264875665,-18.842279457868663,-833.76401264875665,-18.748235331119119,-841.73922539820842,-12.727635417839496,-841.73922539820842
14570591.108939912,-21.767424402214512,-826.60774158991626,-15.746824488934889,-826.60774158991626,-14.42996456557511,-829.71179255014044,-8.409364652295487,-829.71179255014044,-24.853132037329356,-834.33082266486667,-18.832532124049731,-834.33082266486667,-18.734120628481001,-842.47341791878046,-12.713520715201376,-842.47341791878046
14584269.662921349,-21.744273124188183,-826.94732636837728,-15.723673210908562,-826.94732636837728,-14.37610515375717,-830.24847171324109,-8.3555052404775445,-830.24847171324109,-24.842840391535784,-834.8990826191939,-18.822240478256159,-834.8990826191939,-18.719752917175512,-843.21117892764801,-12.699153003895891,-843.21117892764801
14597948.216902785,-21.720100142816875,-827.28871073921778,-15.699500229537254,-827.28871073921778,-14.321013056314229,-830.792177167614,-8.3004131430346035,-830.792177167614,-24.832008185560071,-835.46884878961794,-18.811408272280449,-835.46884878961794,-18.705145418072362,-843.95256216276107,-12.684545504792739,-843.95256216276107
14611626.770884221,-21.694906046503434,-827.6319697573598,-15.674306133223809,-827.6319697573598,-14.264693233532649,-831.34315359695438,-8.2440933202530235,-831.34315359695438,-24.820639276664096,-836.04017725395261,-18.800039363384471,-836.04017725395261,-18.690311659822662,-844.6976196608764,-12.669711746543035,-844.6976196608764
14625305.324865658,-21.668691374952431,-827.97717937718733,-15.648091461672809,-827.97717937718733,-14.207151365042304,-831.90165230715456,-8.1865514517626785,-831.90165230715456,-24.808737629321257,-836.61312388989404,-18.788137716041632,-836.61312388989404,-18.675265478244196,-845.44640167348791,-12.654665564964571,-845.44640167348791
14638983.878847092,-21.641456623252342,-828.32441650467536,-15.620856709972719,-828.32441650467536,-14.148393913458044,-832.46793140158536,-8.1277940001784206,-832.46793140158536,-24.796307317026532,-837.18774437424668,-18.775707403746907,-837.18774437424668,-18.660021015205437,-846.19895658023449,-12.639421101925812,-846.19895658023449
14652662.432828529,-21.613202246160004,-828.67375905012568,-15.592602332880379,-828.67375905012568,-14.088428192358728,-833.04225595030596,-8.0678282790791034,-833.04225595030596,-24.783352524171743,-837.76409418139974,-18.762752610892118,-837.76409418139974,-18.644592716973413,-846.95533079987865,-12.623992803693788,-846.95533079987865
14666340.986809965,-21.583928662600208,-829.02528598154856,-15.563328749320583,-829.02528598154856,-14.027262438854597,-833.62489815157778,-8.0066625255749742,-833.62489815157778,-24.769877547983114,-838.34222858103431,-18.749277634703489,-838.34222858103431,-18.628995331989966,-847.7155686989538,-12.608395418710341,-847.7155686989538
14680019.540791402,-21.553636260393681,-829.37907737872001,-15.533036347114058,-829.37907737872001,-13.964905890999219,-834.21613748386051,-7.9443059777195941,-834.21613748386051,-24.755886800517981,-838.92220263503623,-18.73528688723836,-838.92220263503623,-18.613243908040651,-848.47971249819727,-12.59264399476103,-848.47971249819727
14693698.094772838,-21.522325401227782,-829.7352144879485,-15.501725487948157,-829.7352144879485,-13.901368870308559,-834.81626084622144,-7.8807689570289341,-834.81626084622144,-24.741384810717648,-839.50407119358806,-18.720784897438023,-839.50407119358806,-18.597353788780264,-849.24780217691045,-12.576753875500641,-849.24780217691045
14707376.648754274,-21.489996425884698,-830.09377977757651,-15.469396512605073,-830.09377977757651,-13.836662869653292,-835.42556268483406,-7.8160629563736688,-835.42556268483406,-24.726376226512766,-840.08788889042023,-18.705776313233141,-840.08788889042023,-18.58134060957881,-850.01987537539173,-12.560740696299186,-850.01987537539173
14721055.202735711,-21.456649659743565,-830.45485699424751,-15.43604974646394,-830.45485699424751,-13.770800646791061,-836.04434510296335,-7.7502007335114387,-836.04434510296335,-24.710865816978043,-840.67371013719196,-18.690265903698421,-840.67371013719196,-18.565220292652072,-850.79596729562138,-12.544620379372446,-850.79596729562138
14734733.756717147,-21.422285418572848,-830.81853121995675,-15.401685505293221,-830.81853121995675,-13.703796323805463,-836.67291795152062,-7.6831964105258397,-836.67291795152062,-24.694858474532268,-841.26158911697837,-18.674258561252646,-841.26158911697837,-18.549009041440911,-851.5761106003855,-12.528409128161286,-851.5761106003855
