mode,snr_db,pilot_spacing,input_mode,measurement_kind,observation_mode,feature,trial,true_id,predicted_id,true_class,predicted_class,strict_correct,class_correct,strict_unique_correct,unique_identification,physically_ambiguous_class,ambiguous,false_unique,best_distance,second_best_distance,distance_margin,cfr_nmse,amplitude_rmse_db,weighted_phase_rmse_deg,circular_delay_error_s,view_count,frequency_count,edge_precision,edge_recall,edge_f1,seed,runtime_s
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,23,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00312738664479277,0.00716213862358249,0.00403475197878972,0.0409887415178853,1.91586589344358,11.3821182056724,0,2,1793,1,1,1,38270844,100.484989
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,23,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0409887415178853,1.91586589344358,11.3821182056724,0,2,1793,1,1,1,38270844,100.486953
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,24,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00331780492971114,0.00780765315125657,0.00448984822154543,0.0418981623731529,2.05655643605554,10.7240756852553,0,2,1793,1,1,1,38270845,100.498412
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,24,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0421936811216048,0.100030559342149,0.0578368782205439,0.0418981623731529,2.05655643605554,10.7240756852553,0,2,1793,1,1,1,38270845,100.504992
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,24,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00314630620851342,0.00725026606564619,0.00410395985713277,0.0418981623731529,2.05655643605554,10.7240756852553,0,2,1793,1,1,1,38270845,100.514969
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,24,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0418981623731529,2.05655643605554,10.7240756852553,0,2,1793,1,1,1,38270845,100.517053
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,25,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00334008684885648,0.00780362248056576,0.00446353563170928,0.0419172872493046,1.98270255356786,11.5417683953994,0,2,1793,1,1,1,38270846,100.529
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,25,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0454885358917434,0.102255074864029,0.0567665389722852,0.0419172872493046,1.98270255356786,11.5417683953994,0,2,1793,1,1,1,38270846,100.535713
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,25,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00314649500957023,0.0072654765499058,0.00411898154033558,0.0419172872493046,1.98270255356786,11.5417683953994,0,2,1793,1,1,1,38270846,100.545455
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,25,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0419172872493046,1.98270255356786,11.5417683953994,0,2,1793,1,1,1,38270846,100.547385
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,26,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00331272828621784,0.00786645224315489,0.00455372395693705,0.0421434129638158,2.18329642101749,11.8885004200796,0,2,1793,1,1,1,38270847,100.559061
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,26,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0470435406610431,0.102885058661891,0.0558415180008481,0.0421434129638158,2.18329642101749,11.8885004200796,0,2,1793,1,1,1,38270847,100.56548
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,26,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00314960970990004,0.00726347311780341,0.00411386340790338,0.0421434129638158,2.18329642101749,11.8885004200796,0,2,1793,1,1,1,38270847,100.575457
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,26,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0421434129638158,2.18329642101749,11.8885004200796,0,2,1793,1,1,1,38270847,100.577509
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,27,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00329973126875655,0.00773509739998378,0.00443536613122723,0.0413094929137281,2.09073275236809,11.880206837149,0,2,1793,1,1,1,38270848,100.589718
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,27,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0467735676683099,0.103054395093131,0.0562808274248214,0.0413094929137281,2.09073275236809,11.880206837149,0,2,1793,1,1,1,38270848,100.596403
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,27,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00311858640969392,0.00714435019460947,0.00402576378491555,0.0413094929137281,2.09073275236809,11.880206837149,0,2,1793,1,1,1,38270848,100.605713
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,27,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0413094929137281,2.09073275236809,11.880206837149,0,2,1793,1,1,1,38270848,100.607529
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,28,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00320679964617716,0.00776217757835429,0.00455537793217713,0.0394415424207533,1.99144764850031,11.5251471752069,0,2,1793,1,1,1,38270849,100.619432
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,28,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0453332377824032,0.102214521631863,0.0568812838494603,0.0394415424207533,1.99144764850031,11.5251471752069,0,2,1793,1,1,1,38270849,100.626404
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,28,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00305949456628246,0.00718134976983329,0.00412185520355083,0.0394415424207533,1.99144764850031,11.5251471752069,0,2,1793,1,1,1,38270849,100.636025
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,28,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0394415424207533,1.99144764850031,11.5251471752069,0,2,1793,1,1,1,38270849,100.637979
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,29,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00332857525435796,0.00776655688282073,0.00443798162846277,0.0423768842288542,2.05641014622548,12.5612243813325,0,2,1793,1,1,1,38270850,100.65002
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,29,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0499266235517024,0.105319070320207,0.0553924467685049,0.0423768842288542,2.05641014622548,12.5612243813325,0,2,1793,1,1,1,38270850,100.656565
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,29,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00316306098728991,0.00719378902606373,0.00403072803877381,0.0423768842288542,2.05641014622548,12.5612243813325,0,2,1793,1,1,1,38270850,100.666184
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,29,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0423768842288542,2.05641014622548,12.5612243813325,0,2,1793,1,1,1,38270850,100.668162
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,30,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00331642541103709,0.00771958858877623,0.00440316317773914,0.0410757229947079,2.01303362935889,13.4508817237987,0,2,1793,1,1,1,38270851,100.679951
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,30,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0529112624046317,0.104713253970916,0.0518019915662844,0.0410757229947079,2.01303362935889,13.4508817237987,0,2,1793,1,1,1,38270851,100.686782
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,30,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00313029965348642,0.00715266156269563,0.00402236190920921,0.0410757229947079,2.01303362935889,13.4508817237987,0,2,1793,1,1,1,38270851,100.696467
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,30,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0410757229947079,2.01303362935889,13.4508817237987,0,2,1793,1,1,1,38270851,100.698434
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,31,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00327009890556325,0.00774287652779806,0.00447277762223481,0.0405614671878702,2.11429077854764,16.3480693985126,0,2,1793,1,1,1,38270852,100.710082
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,31,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0643814255899578,0.111802893450383,0.0474214678604247,0.0405614671878702,2.11429077854764,16.3480693985126,0,2,1793,1,1,1,38270852,100.716597
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,31,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00309448166063406,0.00716107624592136,0.0040665945852873,0.0405614671878702,2.11429077854764,16.3480693985126,0,2,1793,1,1,1,38270852,100.726158
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,31,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0405614671878702,2.11429077854764,16.3480693985126,0,2,1793,1,1,1,38270852,100.72804
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,32,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00333568088304504,0.00768764606555859,0.00435196518251355,0.041370033576156,2.06283608048318,12.8184370874164,0,2,1793,1,1,1,38270853,100.739554
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,32,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0507211499215338,0.105528675219544,0.0548075252980102,0.041370033576156,2.06283608048318,12.8184370874164,0,2,1793,1,1,1,38270853,100.74622
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,32,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0031214047478711,0.00718468274196006,0.00406327799408896,0.041370033576156,2.06283608048318,12.8184370874164,0,2,1793,1,1,1,38270853,100.755757
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,32,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.041370033576156,2.06283608048318,12.8184370874164,0,2,1793,1,1,1,38270853,100.757673
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,33,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0032180857925814,0.00768296289678424,0.00446487710420283,0.0412035529576751,2.09584610290445,12.7505191231741,0,2,1793,1,1,1,38270854,100.769557
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,33,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0506040788224468,0.104913732732779,0.0543096539103324,0.0412035529576751,2.09584610290445,12.7505191231741,0,2,1793,1,1,1,38270854,100.776278
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,33,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00312021430861342,0.00716806282541927,0.00404784851680585,0.0412035529576751,2.09584610290445,12.7505191231741,0,2,1793,1,1,1,38270854,100.786095
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,33,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0412035529576751,2.09584610290445,12.7505191231741,0,2,1793,1,1,1,38270854,100.788071
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,34,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00329723401755768,0.00778226534811138,0.0044850313305537,0.0406007044704828,2.05749525982672,10.8377066096151,0,2,1793,1,1,1,38270855,100.800404
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,34,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0426783429503139,0.100884771804643,0.0582064288543286,0.0406007044704828,2.05749525982672,10.8377066096151,0,2,1793,1,1,1,38270855,100.806936
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,34,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00309709199521173,0.00720815638596978,0.00411106439075805,0.0406007044704828,2.05749525982672,10.8377066096151,0,2,1793,1,1,1,38270855,100.816597
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,34,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0406007044704828,2.05749525982672,10.8377066096151,0,2,1793,1,1,1,38270855,100.818591
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,35,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00327311998621769,0.00773197166358928,0.00445885167737159,0.0407375926204574,1.94781559372026,11.2587653306596,0,2,1793,1,1,1,38270856,100.830665
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,35,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0443740500721119,0.101806322352278,0.0574322722801665,0.0407375926204574,1.94781559372026,11.2587653306596,0,2,1793,1,1,1,38270856,100.837206
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,35,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00310321423651629,0.00719944061439512,0.00409622637787883,0.0407375926204574,1.94781559372026,11.2587653306596,0,2,1793,1,1,1,38270856,100.846842
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,35,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0407375926204574,1.94781559372026,11.2587653306596,0,2,1793,1,1,1,38270856,100.848789
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,36,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0032641315896718,0.00785721118089753,0.00459307959122573,0.0415716254169001,2.07377446590206,15.5661001355469,0,2,1793,1,1,1,38270857,100.860506
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,36,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0628223336368009,0.11120232136014,0.0483799877233387,0.0415716254169001,2.07377446590206,15.5661001355469,0,2,1793,1,1,1,38270857,100.86725
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,36,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00312260436410675,0.00728265726809818,0.00416005290399143,0.0415716254169001,2.07377446590206,15.5661001355469,0,2,1793,1,1,1,38270857,100.876876
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,36,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0415716254169001,2.07377446590206,15.5661001355469,0,2,1793,1,1,1,38270857,100.879004
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,37,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00326252650353601,0.00777381190657989,0.00451128540304388,0.0402901746433996,2.01430887108352,12.007473076637,0,2,1793,1,1,1,38270858,100.891782
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,37,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0476319963248132,0.104369303375804,0.0567373070509911,0.0402901746433996,2.01430887108352,12.007473076637,0,2,1793,1,1,1,38270858,100.898729
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,37,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00308302295173735,0.00720613785678457,0.00412311490504723,0.0402901746433996,2.01430887108352,12.007473076637,0,2,1793,1,1,1,38270858,100.909076
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,37,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0402901746433996,2.01430887108352,12.007473076637,0,2,1793,1,1,1,38270858,100.911254
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,38,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00333227195334603,0.00779996216922756,0.00446769021588153,0.0420263401442004,2.06296239412959,10.7145641105781,0,2,1793,1,1,1,38270859,100.924095
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,38,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0421733940202963,0.10033116321982,0.0581577691995239,0.0420263401442004,2.06296239412959,10.7145641105781,0,2,1793,1,1,1,38270859,100.931296
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,38,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00316245046625503,0.00719084124827298,0.00402839078201796,0.0420263401442004,2.06296239412959,10.7145641105781,0,2,1793,1,1,1,38270859,100.941395
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,38,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0420263401442004,2.06296239412959,10.7145641105781,0,2,1793,1,1,1,38270859,100.943507
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,39,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00323358776010499,0.00773516293063982,0.00450157517053483,0.0409137526567196,2.10439019478212,10.9129544308478,0,2,1793,1,1,1,38270860,100.95586
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,39,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0429319343666669,0.102319614142664,0.0593876797759976,0.0409137526567196,2.10439019478212,10.9129544308478,0,2,1793,1,1,1,38270860,100.962502
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,39,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00311881722732429,0.00724262290730391,0.00412380567997962,0.0409137526567196,2.10439019478212,10.9129544308478,0,2,1793,1,1,1,38270860,100.97204
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,39,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0409137526567196,2.10439019478212,10.9129544308478,0,2,1793,1,1,1,38270860,100.973923
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,40,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00327975882550585,0.00777822160262005,0.00449846277711421,0.0398807409722149,1.96546395001632,10.9468361208861,0,2,1793,1,1,1,38270861,100.985684
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,40,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.043132895627566,0.101446564970114,0.0583136693425482,0.0398807409722149,1.96546395001632,10.9468361208861,0,2,1793,1,1,1,38270861,100.992149
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,40,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00308080009672075,0.00721426952714129,0.00413346943042054,0.0398807409722149,1.96546395001632,10.9468361208861,0,2,1793,1,1,1,38270861,101.00187
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,40,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0398807409722149,1.96546395001632,10.9468361208861,0,2,1793,1,1,1,38270861,101.003833
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,41,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00331909823190776,0.00775438574136653,0.00443528750945877,0.0418051175727779,1.96841087502083,12.7330532516943,0,2,1793,1,1,1,38270862,101.015646
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,41,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0500757572144685,0.104356224876133,0.0542804676616641,0.0418051175727779,1.96841087502083,12.7330532516943,0,2,1793,1,1,1,38270862,101.022474
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,41,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00314369483067199,0.00722247317716,0.00407877834648801,0.0418051175727779,1.96841087502083,12.7330532516943,0,2,1793,1,1,1,38270862,101.031836
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,41,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0418051175727779,1.96841087502083,12.7330532516943,0,2,1793,1,1,1,38270862,101.033754
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,42,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00329172891952351,0.00787184120261146,0.00458011228308794,0.0418524145258553,1.99003157552674,13.9857097648424,0,2,1793,1,1,1,38270863,101.045422
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,42,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0554370832399343,0.107055750860594,0.0516186676206593,0.0418524145258553,1.99003157552674,13.9857097648424,0,2,1793,1,1,1,38270863,101.052005
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,42,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0031417181873316,0.00724801902985509,0.00410630084252348,0.0418524145258553,1.99003157552674,13.9857097648424,0,2,1793,1,1,1,38270863,101.061357
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,42,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0418524145258553,1.99003157552674,13.9857097648424,0,2,1793,1,1,1,38270863,101.063248
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,43,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00338784784591622,0.00780798987260519,0.00442014202668897,0.0430353423404071,2.20615636310081,10.9140256687916,0,2,1793,1,1,1,38270864,101.074726
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,43,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0429412181363389,0.101248819585202,0.0583076014488632,0.0430353423404071,2.20615636310081,10.9140256687916,0,2,1793,1,1,1,38270864,101.081359
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,43,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00319909290674479,0.00722316555672423,0.00402407264997944,0.0430353423404071,2.20615636310081,10.9140256687916,0,2,1793,1,1,1,38270864,101.091469
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,43,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0430353423404071,2.20615636310081,10.9140256687916,0,2,1793,1,1,1,38270864,101.093573
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,44,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00333349827606657,0.00778962459785708,0.00445612632179051,0.0416457735714432,2.02129090295097,11.8029071897707,0,2,1793,1,1,1,38270865,101.105758
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,44,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0464261533614283,0.102092188456397,0.0556660350949687,0.0416457735714432,2.02129090295097,11.8029071897707,0,2,1793,1,1,1,38270865,101.112519
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,44,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00314533866772913,0.00721284253472597,0.00406750386699684,0.0416457735714432,2.02129090295097,11.8029071897707,0,2,1793,1,1,1,38270865,101.122083
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,44,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0,0,0,0.0416457735714432,2.02129090295097,11.8029071897707,0,2,1793,1,1,1,38270865,101.124022
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,45,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00323370296535535,0.00771379784288975,0.0044800948775344,0.0408526166009335,1.97764949968644,12.7728709667841,0,2,1793,1,1,1,38270866,101.135643
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,45,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0507775087828194,0.10470213759297,0.0539246288101502,0.0408526166009335,1.97764949968644,12.7728709667841,0,2,1793,1,1,1,38270866,101.142066
audit,10,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,45,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00312540081006289,0.00719605926231022,0.00407065845224733,0.0408526166009335,1.97764949968644,12.7728709667841,0,2,1793,1,1,1,38270866,101.151674
