grid_id,sample_count,candidate_count,parameter_template_count,cache_templates,elapsed_s,experiment_scientific_hash
A_stage4a1_quick61,135,7,243,1701,34.939776,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
