measurement_kind,condition,snr_db,trial,true_id,predicted_id,method,feature,true_class,predicted_class,strict_correct,class_correct,unique_strict_correct,ambiguous,false_unique,best_distance,second_best_distance,distance_margin,class_intra_distance,nearest_class_inter_distance,intra_inter_ratio,nmse,amplitude_rmse_db,raw_phase_rmse_deg,weighted_phase_rmse_deg,valid_phase_fraction,view_count,runtime_s
bidirectional_endpoint_fixed,noise_only,30,1,T3,T3,nominal_nearest,complex,{T3},{T3},1,1,1,0,0,0.00073581640068136,0.00128216436588056,0.000546347965199196,0.00073581640068136,0.00128216436588056,0.573886172679601,0.000971532921169266,0.27363175944699,1.76318617286325,1.49302061140167,1,2,0.005391
bidirectional_endpoint_fixed,noise_only,30,1,T3,T3,nominal_nearest,amp_phase_joint_weighted,{T3},{T3},1,1,1,0,0,0.00587685828457133,0.0127362862461829,0.00685942796161153,0.00587685828457133,0.0127362862461829,0.461426366444352,0.000971532921169266,0.27363175944699,1.76318617286325,1.49302061140167,1,2,0.005503
bidirectional_endpoint_fixed,noise_only,30,1,T4,T4,nominal_nearest,amplitude,{T4},{T4},1,1,1,0,0,0.000523138949581111,0.0044334527929519,0.00391031384337079,0.000523138949581111,0.0044334527929519,0.117998087272469,0.00101384387452257,0.584149420667456,3.87979154217256,2.30149661658239,1,2,0.005925
bidirectional_endpoint_fixed,noise_only,30,1,T4,T4,nominal_nearest,amplitude_raw_db,{T4},{T4},1,1,1,0,0,0.584535190589879,4.99916800879955,4.41463281820967,0.584535190589879,4.99916800879955,0.116926494480877,0.00101384387452257,0.584149420667456,3.87979154217256,2.30149661658239,1,2,0.005524
bidirectional_endpoint_fixed,noise_only,30,1,T4,T4,nominal_nearest,amplitude_db_standardized,{T4},{T4},1,1,1,0,0,0.0890797425394683,0.36146044109981,0.272380698560342,0.0890797425394683,0.36146044109981,0.246443960142434,0.00101384387452257,0.584149420667456,3.87979154217256,2.30149661658239,1,2,0.005471
bidirectional_endpoint_fixed,noise_only,30,1,T4,T4,nominal_nearest,phase_weighted,{T4},{T4},1,1,1,0,0,0.0128577220965002,0.124823501223524,0.111965779127024,0.0128577220965002,0.124823501223524,0.103007221961156,0.00101384387452257,0.584149420667456,3.87979154217256,2.30149661658239,1,2,0.005401
bidirectional_endpoint_fixed,noise_only,30,1,T4,T4,nominal_nearest,complex,{T4},{T4},1,1,1,0,0,0.00075191584194238,0.00842095044874113,0.00766903460679875,0.00075191584194238,0.00842095044874113,0.0892910897076691,0.00101384387452257,0.584149420667456,3.87979154217256,2.30149661658239,1,2,0.005422
bidirectional_endpoint_fixed,noise_only,30,1,T4,T4,nominal_nearest,amp_phase_joint_weighted,{T4},{T4},1,1,1,0,0,0.00909930469517856,0.0884496013970324,0.0793502967018538,0.00909930469517856,0.0884496013970324,0.102875587356619,0.00101384387452257,0.584149420667456,3.87979154217256,2.30149661658239,1,2,0.005372
bidirectional_endpoint_fixed,noise_only,30,1,T5,T5,nominal_nearest,amplitude,{T5},{T5},1,1,1,0,0,0.000531477868266183,0.000930751810402736,0.000399273942136553,0.000531477868266183,0.000930751810402736,0.571019967220061,0.00100833599162084,0.277649863966218,2.3342262865152,2.09051149582283,1,2,0.005608
bidirectional_endpoint_fixed,noise_only,30,1,T5,T5,nominal_nearest,amplitude_raw_db,{T5},{T5},1,1,1,0,0,0.277675518066306,0.430821438956774,0.153145920890468,0.277675518066306,0.430821438956774,0.644525766263379,0.00100833599162084,0.277649863966218,2.3342262865152,2.09051149582283,1,2,0.005514
