method_id,grid_id,scenario_id,category,sample_count,truth_coverage_rate,truth_coverage_num,truth_coverage_den,truth_coverage_ci_low,truth_coverage_ci_high,unique_accuracy_given_covered,unique_accuracy_num,unique_accuracy_den,unique_accuracy_ci_low,unique_accuracy_ci_high,set_accuracy_given_covered,set_accuracy_num,set_accuracy_den,set_accuracy_ci_low,set_accuracy_ci_high,nearest_topology_hit_rate,nearest_topology_hit_num,nearest_topology_hit_den,nearest_topology_hit_ci_low,nearest_topology_hit_ci_high,nearest_class_hit_rate,nearest_class_hit_num,nearest_class_hit_den,nearest_class_hit_ci_low,nearest_class_hit_ci_high,in_library_rejection_rate,in_library_rejection_num,in_library_rejection_den,in_library_rejection_ci_low,in_library_rejection_ci_high,false_unique_rate_given_nonunique,false_unique_num,false_unique_den,false_unique_ci_low,false_unique_ci_high,unique_output_precision,unique_output_precision_num,unique_output_precision_den,unique_output_precision_ci_low,unique_output_precision_ci_high,unique_given_prior_rate,unique_given_prior_num,unique_given_prior_den,unique_given_prior_ci_low,unique_given_prior_ci_high,unique_given_prior_accuracy,unique_given_prior_accuracy_num,unique_given_prior_accuracy_den,unique_given_prior_accuracy_ci_low,unique_given_prior_accuracy_ci_high,structure_out_false_accept_rate,structure_out_false_accept_num,structure_out_false_accept_den,structure_out_false_accept_ci_low,structure_out_false_accept_ci_high,parameter_out_false_accept_rate,parameter_out_false_accept_num,parameter_out_false_accept_den,parameter_out_false_accept_ci_low,parameter_out_false_accept_ci_high,excluded_by_prior_false_accept_rate,excluded_by_prior_false_accept_num,excluded_by_prior_false_accept_den,excluded_by_prior_false_accept_ci_low,excluded_by_prior_false_accept_ci_high,reject_model_mismatch_rate,reject_model_mismatch_num,reject_model_mismatch_den,reject_model_mismatch_ci_low,reject_model_mismatch_ci_high,reject_low_margin_rate,reject_low_margin_num,reject_low_margin_den,reject_low_margin_ci_low,reject_low_margin_ci_high,reject_no_feasible_candidate_rate,reject_no_feasible_candidate_num,reject_no_feasible_candidate_den,reject_no_feasible_candidate_ci_low,reject_no_feasible_candidate_ci_high,accepted_rate,accepted_num,accepted_den,accepted_ci_low,accepted_ci_high,mean_best_distance,mean_margin,mean_rho,mean_accepted_set_size,mean_candidate_count_after_prior
absolute_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_continuous,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.5,4,8,0.215216062213878,0.784783937786122,0.5,4,8,0.215216062213878,0.784783937786122,1,8,8,0.675592435116121,1,0.5,4,8,0.215216062213878,0.784783937786122,0.5,4,8,0.215216062213878,0.784783937786122,0,0,8,0,0.324407564883879,0.444444444444444,4,9,0.188778521097665,0.733348706504507,0.642857142857143,9,14,0.387644231039074,0.836552682464458,0.444444444444444,4,9,0.188778521097665,0.733348706504507,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.833333333333333,5,6,0.436497177813531,0.969946630251693,0.357142857142857,5,14,0.163447317535542,0.612355768960926,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,0.642857142857143,9,14,0.387644231039074,0.836552682464458,0.12607170200272,0.0345479092273808,0.74886904186261,0.642857142857143,4
absolute_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_grid,7,0.571428571428571,4,7,0.250458364527658,0.84178014474853,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,0.5,2,4,0.15003898915215,0.84996101084785,0,0,4,0,0.489890836454596,0,0,4,0,0.489890836454596,0.571428571428571,4,7,0.250458364527658,0.84178014474853,0.714285714285714,5,7,0.35893445183262,0.917781075995943,0.4,2,5,0.117620774232648,0.769275718723987,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,1,3,3,0.438502968244955,1,0,0,7,0,0.354330435066686,0,0,7,0,0.354330435066686,0,0,7,0,0.354330435066686,1,7,7,0.645669564933314,1,0.00632614957867163,0.103414344756307,0.0687601603047107,1,4
absolute_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,structure_out,2,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,1,0,0.793450685622762,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,2,0,0.657619772493346,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,2,0,0.657619772493346,0.5,1,2,0.0945312057342311,0.905468794265769,0.0905070264554304,0.0111759203012814,0.901514057605882,0.5,4
absolute_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,parameter_out,2,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,1,0,0.793450685622762,0,0,1,0,0.793450685622762,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,1,0,0.793450685622762,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,2,0,0.657619772493346,0,0,2,0,0.657619772493346,0.5,1,2,0.0945312057342311,0.905468794265769,0.237861114388563,0.0393164187763419,0.758082970708876,0.5,4
joint_abs_margin_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_continuous,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.375,3,8,0.136844285823598,0.694257605397372,0.375,3,8,0.136844285823598,0.694257605397372,1,8,8,0.675592435116121,1,0.5,4,8,0.215216062213878,0.784783937786122,0.625,5,8,0.305742394602628,0.863155714176402,0,0,8,0,0.324407564883879,0.375,3,8,0.136844285823598,0.694257605397372,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.375,3,8,0.136844285823598,0.694257605397372,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.833333333333333,5,6,0.436497177813531,0.969946630251693,0.357142857142857,5,14,0.163447317535542,0.612355768960926,0.0714285714285714,1,14,0.012722215247891,0.314687044241511,0,0,14,0,0.215310802737635,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.12607170200272,0.0345479092273808,0.74886904186261,0.571428571428571,4
joint_abs_margin_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_grid,7,0.571428571428571,4,7,0.250458364527658,0.84178014474853,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,0.5,2,4,0.15003898915215,0.84996101084785,0,0,4,0,0.489890836454596,0,0,4,0,0.489890836454596,0.571428571428571,4,7,0.250458364527658,0.84178014474853,0.714285714285714,5,7,0.35893445183262,0.917781075995943,0.4,2,5,0.117620774232648,0.769275718723987,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,1,3,3,0.438502968244955,1,0,0,7,0,0.354330435066686,0,0,7,0,0.354330435066686,0,0,7,0,0.354330435066686,1,7,7,0.645669564933314,1,0.00632614957867163,0.103414344756307,0.0687601603047107,1,4
joint_abs_margin_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,structure_out,2,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,1,0,0.793450685622762,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,2,0,0.657619772493346,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,2,0,0.657619772493346,0.5,1,2,0.0945312057342311,0.905468794265769,0.0905070264554304,0.0111759203012814,0.901514057605882,0.5,4
joint_abs_margin_ratio,A_stage4a1_quick61,P1_partial_consistent_prior,parameter_out,2,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,1,0,0.793450685622762,0,0,1,0,0.793450685622762,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,1,0,0.793450685622762,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,2,0,0.657619772493346,0,0,2,0,0.657619772493346,0.5,1,2,0.0945312057342311,0.905468794265769,0.237861114388563,0.0393164187763419,0.758082970708876,0.5,4
class_conditioned,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_continuous,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.5,4,8,0.215216062213878,0.784783937786122,0.5,4,8,0.215216062213878,0.784783937786122,1,8,8,0.675592435116121,1,0.5,4,8,0.215216062213878,0.784783937786122,0.5,4,8,0.215216062213878,0.784783937786122,0,0,8,0,0.324407564883879,0.5,4,8,0.215216062213878,0.784783937786122,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.5,4,8,0.215216062213878,0.784783937786122,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.666666666666667,4,6,0.299993315138393,0.903228588894219,0.357142857142857,5,14,0.163447317535542,0.612355768960926,0.0714285714285714,1,14,0.012722215247891,0.314687044241511,0,0,14,0,0.215310802737635,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.12607170200272,0.0345479092273808,0.74886904186261,0.571428571428571,4
class_conditioned,A_stage4a1_quick61,P1_partial_consistent_prior,in_library_grid,7,0.571428571428571,4,7,0.250458364527658,0.84178014474853,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,0.5,2,4,0.15003898915215,0.84996101084785,0,0,4,0,0.489890836454596,0,0,4,0,0.489890836454596,0.571428571428571,4,7,0.250458364527658,0.84178014474853,0.714285714285714,5,7,0.35893445183262,0.917781075995943,0.4,2,5,0.117620774232648,0.769275718723987,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,1,3,3,0.438502968244955,1,0,0,7,0,0.354330435066686,0,0,7,0,0.354330435066686,0,0,7,0,0.354330435066686,1,7,7,0.645669564933314,1,0.00632614957867163,0.103414344756307,0.0687601603047107,1,4
class_conditioned,A_stage4a1_quick61,P1_partial_consistent_prior,structure_out,2,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,2,0,0.657619772493346,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,1,0,0.793450685622762,1,2,2,0.342380227506654,1,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,2,0,0.657619772493346,0,0,2,0,0.657619772493346,0,0,2,0,0.657619772493346,1,2,2,0.342380227506654,1,0.0905070264554304,0.0111759203012814,0.901514057605882,1,4
class_conditioned,A_stage4a1_quick61,P1_partial_consistent_prior,parameter_out,2,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,1,0,0.793450685622762,0,0,1,0,0.793450685622762,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,1,0,0.793450685622762,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,2,0,0.657619772493346,0,0,2,0,0.657619772493346,0.5,1,2,0.0945312057342311,0.905468794265769,0.237861114388563,0.0393164187763419,0.758082970708876,0.5,4
baseline_abs_margin,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,in_library_continuous,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.25,2,8,0.0714792127521092,0.59072456968983,0.5,4,8,0.215216062213878,0.784783937786122,0.75,6,8,0.40927543031017,0.928520787247891,1,8,8,0.675592435116121,1,0.5,4,8,0.215216062213878,0.784783937786122,0.5,4,8,0.215216062213878,0.784783937786122,0.333333333333333,2,6,0.0967714111057806,0.700006684861607,0,0,14,0,0.215310802737635,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.666666666666667,4,6,0.299993315138393,0.903228588894219,0.357142857142857,5,14,0.163447317535542,0.612355768960926,0.0714285714285714,1,14,0.012722215247891,0.314687044241511,0,0,14,0,0.215310802737635,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.131896625074745,0.0295797309531542,0.783598095160232,0.714285714285714,4
baseline_abs_margin,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,in_library_grid,7,0.571428571428571,4,7,0.250458364527658,0.84178014474853,0.5,2,4,0.15003898915215,0.84996101084785,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,0,0,4,0,0.489890836454596,0.5,2,4,0.15003898915215,0.84996101084785,0.5,2,4,0.15003898915215,0.84996101084785,0,0,7,0,0.354330435066686,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.666666666666667,2,3,0.207659600802048,0.938508055279603,0,0,7,0,0.354330435066686,0.142857142857143,1,7,0.0256796243447437,0.513127829274318,0,0,7,0,0.354330435066686,0.857142857142857,6,7,0.486872170725682,0.974320375655256,0.0297164859441735,0.0814143872345122,0.262909706391348,1.14285714285714,4
baseline_abs_margin,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,structure_out,2,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,2,0,0.657619772493346,0,0,2,0,0.657619772493346,0.110422195085385,0.00690671694594098,0.940528980685026,0,4
baseline_abs_margin,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,parameter_out,2,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,1,0,0.793450685622762,NaN,0,0,NaN,NaN,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,2,0,0.657619772493346,0,0,2,0,0.657619772493346,0.5,1,2,0.0945312057342311,0.905468794265769,0.238637570420405,0.0378763720145426,0.763158064615384,1,4
absolute_ratio,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,in_library_continuous,14,0.571428571428571,8,14,0.325906445796508,0.786192010955258,0.25,2,8,0.0714792127521092,0.59072456968983,0.625,5,8,0.305742394602628,0.863155714176402,0.75,6,8,0.40927543031017,0.928520787247891,1,8,8,0.675592435116121,1,0.375,3,8,0.136844285823598,0.694257605397372,0.5,4,8,0.215216062213878,0.784783937786122,0.333333333333333,2,6,0.0967714111057806,0.700006684861607,0,0,14,0,0.215310802737635,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.666666666666667,4,6,0.299993315138393,0.903228588894219,0.357142857142857,5,14,0.163447317535542,0.612355768960926,0,0,14,0,0.215310802737635,0,0,14,0,0.215310802737635,0.642857142857143,9,14,0.387644231039074,0.836552682464458,0.131896625074745,0.0295797309531542,0.783598095160232,0.857142857142857,4
absolute_ratio,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,in_library_grid,7,0.571428571428571,4,7,0.250458364527658,0.84178014474853,0.5,2,4,0.15003898915215,0.84996101084785,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,1,4,4,0.510109163545404,1,0,0,4,0,0.489890836454596,0.5,2,4,0.15003898915215,0.84996101084785,0.5,2,4,0.15003898915215,0.84996101084785,0,0,7,0,0.354330435066686,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,1,3,3,0.438502968244955,1,0,0,7,0,0.354330435066686,0,0,7,0,0.354330435066686,0,0,7,0,0.354330435066686,1,7,7,0.645669564933314,1,0.0297164859441735,0.0814143872345122,0.262909706391348,1.42857142857143,4
absolute_ratio,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,structure_out,2,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,0,0,2,0,0.657619772493346,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0.5,1,2,0.0945312057342311,0.905468794265769,0.5,1,2,0.0945312057342311,0.905468794265769,0,0,2,0,0.657619772493346,0,0,2,0,0.657619772493346,0.110422195085385,0.00690671694594098,0.940528980685026,0,4
