sample_id,replicate_id,split,grid_id,scenario_id,best_topology_id,best_equivalence_class,best_distance,margin,rho,best_subband_distance,best_amplitude_distance,best_phase_distance,topology_best_distances,topK_neighborhood_scores,topK_neighborhood_std,stability_value,block_repetitions,uses_topK_cache,distance_evaluations,configuration_hash
final01_final_replication_test_cont_G001_01,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,G001,"{G001}",0.182168865239383,0.0378603309318986,0.827930422000659,[0.0938349 0.138174 0.155174 0.192928 0.199767 0.211234 0.215743 0.214392],0.0498923927254612,0.570086678023775,[0.182169 0.220405 0.228296 0.271432 0.220029 0.274093 0.271432],[0.182169 0.182169 0.182312;0.220419 0.220597 0.222031;0.228417 0.228775 0.229586;0.271867 0.272224 0.273677;0.220561 0.220771 0.221956;0.274539 0.274982 0.276394;0.27188 0.272361 0.273689],[0 0 0.000429623;1.30261e-05 0.000220065 0.0016791;0.000110293 0.000457998 0.000965594;0.000385529 0.000579785 0.00159469;0.000376262 0.000404284 0.00144535;0.00031861 0.000602956 0.00160272;0.000317635 0.000639441 0.00150222],1,30,1,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85
final01_final_replication_test_cont_G001_01,final01,final_replication_test,A_stage4a1_quick61,P1_partial_consistent_prior,G001,"{G001}",0.182168865239383,0.0378603309318986,0.827930422000659,[0.0938349 0.138174 0.155174 0.192928 0.199767 0.211234 0.215743 0.214392],0.0498923927254612,0.570086678023775,[0.182169 0.228296 0.220029 0.271432],[0.182169 0.182169 0.182312;0.228417 0.228775 0.229586;0.220561 0.220771 0.221956;0.27188 0.272361 0.273689],[0 0 0.000429623;0.000110293 0.000457998 0.000965594;0.000376262 0.000404284 0.00144535;0.000317635 0.000639441 0.00150222],1,30,1,972,45730c6484f397830c411e04b050555c36fd02843e0f955e1b442cd1d927df0c
final01_final_replication_test_cont_G001_01,final01,final_replication_test,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,G001,"{G001}",0.182168865239383,0.0378603309318986,0.827930422000659,[0.0938349 0.138174 0.155174 0.192928 0.199767 0.211234 0.215743 0.214392],0.0498923927254612,0.570086678023775,[0.182169 0.220405 0.220029 0.274093],[0.182169 0.182169 0.182312;0.220419 0.220597 0.222031;0.220561 0.220771 0.221956;0.274539 0.274982 0.276394],[0 0 0.000429623;1.30261e-05 0.000220065 0.0016791;0.000376262 0.000404284 0.00144535;0.00031861 0.000602956 0.00160272],1,30,1,972,b17052d94dcd7df8157639d4abbec353befae316da88ce43e32c5fe1f8bad4a0
final01_final_replication_test_cont_G001_01,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,G001,"{G001}",0.183138333619021,0.0372457851638048,0.830996056474745,[0.0948853 0.133739 0.16085 0.18533 0.20676 0.212725 0.214065 0.217668],0.0503824905249896,0.570741140979334,[0.183138 0.220592 0.224749 0.269138 0.220384 0.271763 0.269138],[0.183138 0.183138 0.183277;0.220732 0.220902 0.222497;0.225001 0.225391 0.226226;0.269621 0.270034 0.271643;0.220749 0.221094 0.222431;0.27228 0.272762 0.274332;0.269656 0.270187 0.271664],[0 0 0.000414867;9.86926e-05 0.00030667 0.00177075;0.000178577 0.000501166 0.00106163;0.000426822 0.000655273 0.00177064;0.00027917 0.000480235 0.00152715;0.000374778 0.000668497 0.00178766;0.000366792 0.000711232 0.00167668],1,30,1,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641
final01_final_replication_test_cont_G001_01,final01,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,G001,"{G001}",0.183138333619021,0.0372457851638048,0.830996056474745,[0.0948853 0.133739 0.16085 0.18533 0.20676 0.212725 0.214065 0.217668],0.0503824905249896,0.570741140979334,[0.183138 0.224749 0.220384 0.269138],[0.183138 0.183138 0.183277;0.225001 0.225391 0.226226;0.220749 0.221094 0.222431;0.269656 0.270187 0.271664],[0 0 0.000414867;0.000178577 0.000501166 0.00106163;0.00027917 0.000480235 0.00152715;0.000366792 0.000711232 0.00167668],1,30,1,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470
final01_final_replication_test_cont_G001_01,final01,final_replication_test,B_ofdm_active_subcarriers,P2_stale_or_inconsistent_prior,G001,"{G001}",0.183138333619021,0.0372457851638048,0.830996056474745,[0.0948853 0.133739 0.16085 0.18533 0.20676 0.212725 0.214065 0.217668],0.0503824905249896,0.570741140979334,[0.183138 0.220592 0.220384 0.271763],[0.183138 0.183138 0.183277;0.220732 0.220902 0.222497;0.220749 0.221094 0.222431;0.27228 0.272762 0.274332],[0 0 0.000414867;9.86926e-05 0.00030667 0.00177075;0.00027917 0.000480235 0.00152715;0.000374778 0.000668497 0.00178766],1,30,1,972,ea7b1f1038fa0e7f944dafa07d86a670bf5d0c86ee37902f05ee261e1b70cb02
final01_final_replication_test_cont_G001_02,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,G001,"{G001}",0.256893699432517,0.0182563741801526,0.933649393796689,[0.143673 0.189419 0.232158 0.275862 0.274274 0.278686 0.302042 0.312825],0.082280962723323,0.805306891014574,[0.256894 0.275476 0.282893 0.31407 0.27515 0.317573 0.31407],[0.256894 0.256894 0.256992;0.27553 0.27566 0.276089;0.28304 0.283355 0.284041;0.314379 0.314649 0.315541;0.275616 0.275758 0.276174;0.317838 0.318153 0.319005;0.314386 0.314746 0.315574],[0 0 0.000293529;4.17797e-05 0.000164145 0.000453107;0.000162184 0.000406397 0.000782885;0.000266161 0.000424718 0.000957552;0.000330968 0.000313123 0.000501322;0.000189476 0.000413896 0.000943756;0.000225496 0.000474903 0.000917438],0.966666666666667,30,1,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85
final01_final_replication_test_cont_G001_02,final01,final_replication_test,A_stage4a1_quick61,P1_partial_consistent_prior,G001,"{G001}",0.256893699432517,0.0182563741801526,0.933649393796689,[0.143673 0.189419 0.232158 0.275862 0.274274 0.278686 0.302042 0.312825],0.082280962723323,0.805306891014574,[0.256894 0.282893 0.27515 0.31407],[0.256894 0.256894 0.256992;0.28304 0.283355 0.284041;0.275616 0.275758 0.276174;0.314386 0.314746 0.315574],[0 0 0.000293529;0.000162184 0.000406397 0.000782885;0.000330968 0.000313123 0.000501322;0.000225496 0.000474903 0.000917438],0.966666666666667,30,1,972,45730c6484f397830c411e04b050555c36fd02843e0f955e1b442cd1d927df0c
final01_final_replication_test_cont_G001_02,final01,final_replication_test,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,G001,"{G001}",0.256893699432517,0.0182563741801526,0.933649393796689,[0.143673 0.189419 0.232158 0.275862 0.274274 0.278686 0.302042 0.312825],0.082280962723323,0.805306891014574,[0.256894 0.275476 0.27515 0.317573],[0.256894 0.256894 0.256992;0.27553 0.27566 0.276089;0.275616 0.275758 0.276174;0.317838 0.318153 0.319005],[0 0 0.000293529;4.17797e-05 0.000164145 0.000453107;0.000330968 0.000313123 0.000501322;0.000189476 0.000413896 0.000943756],1,30,1,972,b17052d94dcd7df8157639d4abbec353befae316da88ce43e32c5fe1f8bad4a0
final01_final_replication_test_cont_G001_02,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,G001,"{G001}",0.257059850790306,0.019125779324792,0.930750273583197,[0.144392 0.190444 0.237893 0.274482 0.273152 0.281314 0.299173 0.310307],0.0816760343490449,0.801640168346707,[0.25706 0.276474 0.279783 0.312753 0.276186 0.316397 0.312753],[0.25706 0.25706 0.257164;0.276556 0.276669 0.277099;0.279942 0.280291 0.280956;0.31315 0.313473 0.314348;0.276567 0.276745 0.277167;0.316746 0.317113 0.318049;0.313157 0.313581 0.314384],[0 0 0.000311807;8.58086e-05 0.000183788 0.000464037;0.000144395 0.000444956 0.00083096;0.000341141 0.000515402 0.000958969;0.000276411 0.000306426 0.000488632;0.000246415 0.000491776 0.00103529;0.000285963 0.000565383 0.000909568],0.933333333333333,30,1,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641
final01_final_replication_test_cont_G001_02,final01,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,G001,"{G001}",0.257059850790306,0.019125779324792,0.930750273583197,[0.144392 0.190444 0.237893 0.274482 0.273152 0.281314 0.299173 0.310307],0.0816760343490449,0.801640168346707,[0.25706 0.279783 0.276186 0.312753],[0.25706 0.25706 0.257164;0.279942 0.280291 0.280956;0.276567 0.276745 0.277167;0.313157 0.313581 0.314384],[0 0 0.000311807;0.000144395 0.000444956 0.00083096;0.000276411 0.000306426 0.000488632;0.000285963 0.000565383 0.000909568],0.933333333333333,30,1,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470
final01_final_replication_test_cont_G001_02,final01,final_replication_test,B_ofdm_active_subcarriers,P2_stale_or_inconsistent_prior,G001,"{G001}",0.257059850790306,0.019125779324792,0.930750273583197,[0.144392 0.190444 0.237893 0.274482 0.273152 0.281314 0.299173 0.310307],0.0816760343490449,0.801640168346707,[0.25706 0.276474 0.276186 0.316397],[0.25706 0.25706 0.257164;0.276556 0.276669 0.277099;0.276567 0.276745 0.277167;0.316746 0.317113 0.318049],[0 0 0.000311807;8.58086e-05 0.000183788 0.000464037;0.000276411 0.000306426 0.000488632;0.000246415 0.000491776 0.00103529],1,30,1,972,ea7b1f1038fa0e7f944dafa07d86a670bf5d0c86ee37902f05ee261e1b70cb02
final01_final_replication_test_cont_G001_03,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,G001,"{G001}",0.183345489366849,0.0583421277123507,0.75860522595996,[0.0862965 0.123635 0.181464 0.170754 0.212874 0.202304 0.213875 0.2298],0.0549923798734755,0.52536596163259,[0.183345 0.241688 0.241854 0.30399 0.241688 0.306868 0.30399],[0.183345 0.183345 0.183364;0.242303 0.24287 0.244347;0.243199 0.244128 0.245419;0.304534 0.30504 0.306194;0.242303 0.243028 0.244544;0.30786 0.308461 0.309547;0.304624 0.30516 0.306339],[0 0 5.65571e-05;0.000717802 0.000892408 0.00162346;0.00098987 0.0013733 0.00168777;0.000624277 0.000798246 0.00129436;0.000717802 0.00104852 0.00171041;0.000702335 0.000956786 0.00135224;0.000750173 0.000877101 0.00134026],1,30,1,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85
final01_final_replication_test_cont_G001_03,final01,final_replication_test,A_stage4a1_quick61,P1_partial_consistent_prior,G001,"{G001}",0.183345489366849,0.0583421277123507,0.75860522595996,[0.0862965 0.123635 0.181464 0.170754 0.212874 0.202304 0.213875 0.2298],0.0549923798734755,0.52536596163259,[0.183345 0.241854 0.241688 0.30399],[0.183345 0.183345 0.183364;0.243199 0.244128 0.245419;0.242303 0.243028 0.244544;0.304624 0.30516 0.306339],[0 0 5.65571e-05;0.00098987 0.0013733 0.00168777;0.000717802 0.00104852 0.00171041;0.000750173 0.000877101 0.00134026],1,30,1,972,45730c6484f397830c411e04b050555c36fd02843e0f955e1b442cd1d927df0c
final01_final_replication_test_cont_G001_03,final01,final_replication_test,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,G001,"{G001}",0.183345489366849,0.0583421277123507,0.75860522595996,[0.0862965 0.123635 0.181464 0.170754 0.212874 0.202304 0.213875 0.2298],0.0549923798734755,0.52536596163259,[0.183345 0.241688 0.241688 0.306868],[0.183345 0.183345 0.183364;0.242303 0.24287 0.244347;0.242303 0.243028 0.244544;0.30786 0.308461 0.309547],[0 0 5.65571e-05;0.000717802 0.000892408 0.00162346;0.000717802 0.00104852 0.00171041;0.000702335 0.000956786 0.00135224],1,30,1,972,b17052d94dcd7df8157639d4abbec353befae316da88ce43e32c5fe1f8bad4a0
final01_final_replication_test_cont_G001_03,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,G001,"{G001}",0.183909226457571,0.0555625578419142,0.767978686903693,[0.0931033 0.141722 0.169387 0.174634 0.207462 0.207625 0.21052 0.228443],0.0550293500130633,0.523695314683481,[0.183909 0.242309 0.239472 0.301886 0.242309 0.30572 0.301886],[0.183909 0.183909 0.183919;0.242754 0.243391 0.24489;0.24078 0.241758 0.24301;0.302672 0.303195 0.304367;0.242754 0.243548 0.245076;0.306891 0.307493 0.308662;0.302782 0.303336 0.30454],[0 0 2.92894e-05;0.000518639 0.000878373 0.0016606;0.000929082 0.00139762 0.00166434;0.00059041 0.000797593 0.00134654;0.000518639 0.00105344 0.00173749;0.000836461 0.00104398 0.00147742;0.000716048 0.000911813 0.00140375],1,30,1,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641
final01_final_replication_test_cont_G001_03,final01,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,G001,"{G001}",0.183909226457571,0.0555625578419142,0.767978686903693,[0.0931033 0.141722 0.169387 0.174634 0.207462 0.207625 0.21052 0.228443],0.0550293500130633,0.523695314683481,[0.183909 0.239472 0.242309 0.301886],[0.183909 0.183909 0.183919;0.24078 0.241758 0.24301;0.242754 0.243548 0.245076;0.302782 0.303336 0.30454],[0 0 2.92894e-05;0.000929082 0.00139762 0.00166434;0.000518639 0.00105344 0.00173749;0.000716048 0.000911813 0.00140375],1,30,1,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470
final01_final_replication_test_cont_G001_03,final01,final_replication_test,B_ofdm_active_subcarriers,P2_stale_or_inconsistent_prior,G001,"{G001}",0.183909226457571,0.0584002147960011,0.758984980136843,[0.0931033 0.141722 0.169387 0.174634 0.207462 0.207625 0.21052 0.228443],0.0550293500130633,0.523695314683481,[0.183909 0.242309 0.242309 0.30572],[0.183909 0.183909 0.183919;0.242754 0.243391 0.24489;0.242754 0.243548 0.245076;0.306891 0.307493 0.308662],[0 0 2.92894e-05;0.000518639 0.000878373 0.0016606;0.000518639 0.00105344 0.00173749;0.000836461 0.00104398 0.00147742],1,30,1,972,ea7b1f1038fa0e7f944dafa07d86a670bf5d0c86ee37902f05ee261e1b70cb02
final01_final_replication_test_cont_G001_04,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,G001,"{G001}",0.0873639900391097,0.106515910123356,0.450608804550914,[0.0394981 0.0550232 0.0847714 0.0820641 0.102216 0.0950922 0.103819 0.111588],0.0208737978812701,0.250591060132126,[0.087364 0.194686 0.19388 0.271351 0.194686 0.274719 0.271351],[0.087364 0.087364 0.0874143;0.195419 0.196356 0.198291;0.194867 0.195576 0.197381;0.272402 0.273006 0.274393;0.195419 0.196538 0.198522;0.275653 0.276618 0.277983;0.272478 0.273131 0.274594],[0 0 0.000150975;0.000576561 0.00125764 0.002221;0.000981322 0.00115685 0.00199227;0.000752178 0.00101792 0.00164967;0.000576561 0.00146067 0.00231379;0.000751151 0.00135936 0.00173209;0.000824284 0.00111593 0.00174404],1,30,1,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85
final01_final_replication_test_cont_G001_04,final01,final_replication_test,A_stage4a1_quick61,P1_partial_consistent_prior,G001,"{G001}",0.0873639900391097,0.106515910123356,0.450608804550914,[0.0394981 0.0550232 0.0847714 0.0820641 0.102216 0.0950922 0.103819 0.111588],0.0208737978812701,0.250591060132126,[0.087364 0.19388 0.194686 0.271351],[0.087364 0.087364 0.0874143;0.194867 0.195576 0.197381;0.195419 0.196538 0.198522;0.272478 0.273131 0.274594],[0 0 0.000150975;0.000981322 0.00115685 0.00199227;0.000576561 0.00146067 0.00231379;0.000824284 0.00111593 0.00174404],1,30,1,972,45730c6484f397830c411e04b050555c36fd02843e0f955e1b442cd1d927df0c
final01_final_replication_test_cont_G001_04,final01,final_replication_test,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,G001,"{G001}",0.0873639900391097,0.107322183926139,0.448742652132324,[0.0394981 0.0550232 0.0847714 0.0820641 0.102216 0.0950922 0.103819 0.111588],0.0208737978812701,0.250591060132126,[0.087364 0.194686 0.194686 0.274719],[0.087364 0.087364 0.0874143;0.195419 0.196356 0.198291;0.195419 0.196538 0.198522;0.275653 0.276618 0.277983],[0 0 0.000150975;0.000576561 0.00125764 0.002221;0.000576561 0.00146067 0.00231379;0.000751151 0.00135936 0.00173209],1,30,1,972,b17052d94dcd7df8157639d4abbec353befae316da88ce43e32c5fe1f8bad4a0
final01_final_replication_test_cont_G001_04,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,G001,"{G001}",0.0876713345673718,0.103336408090238,0.458993616421444,[0.0390505 0.0670428 0.0770651 0.083011 0.100603 0.0977314 0.102654 0.111508],0.0210955256098105,0.250217822861374,[0.0876713 0.19513 0.191008 0.26936 0.19513 0.273547 0.26936],[0.0876713 0.0876713 0.0877307;0.19585 0.196737 0.198685;0.191939 0.192654 0.194493;0.270263 0.270948 0.272382;0.19585 0.196921 0.198957;0.274464 0.275453 0.27688;0.270395 0.271102 0.272581],[0 0 0.000178183;0.00071038 0.00122681 0.00219039;0.00101744 0.00118523 0.00204008;0.000697601 0.00100051 0.00165403;0.00071038 0.00142858 0.00233872;0.000786778 0.0014149 0.00179877;0.000856059 0.00110467 0.00170546],1,30,1,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641
final01_final_replication_test_cont_G001_04,final01,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,G001,"{G001}",0.0876713345673718,0.103336408090238,0.458993616421444,[0.0390505 0.0670428 0.0770651 0.083011 0.100603 0.0977314 0.102654 0.111508],0.0210955256098105,0.250217822861374,[0.0876713 0.191008 0.19513 0.26936],[0.0876713 0.0876713 0.0877307;0.191939 0.192654 0.194493;0.19585 0.196921 0.198957;0.270395 0.271102 0.272581],[0 0 0.000178183;0.00101744 0.00118523 0.00204008;0.00071038 0.00142858 0.00233872;0.000856059 0.00110467 0.00170546],1,30,1,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470
final01_final_replication_test_cont_G001_04,final01,final_replication_test,B_ofdm_active_subcarriers,P2_stale_or_inconsistent_prior,G001,"{G001}",0.0876713345673718,0.107458911510198,0.44929648954612,[0.0390505 0.0670428 0.0770651 0.083011 0.100603 0.0977314 0.102654 0.111508],0.0210955256098105,0.250217822861374,[0.0876713 0.19513 0.19513 0.273547],[0.0876713 0.0876713 0.0877307;0.19585 0.196737 0.198685;0.19585 0.196921 0.198957;0.274464 0.275453 0.27688],[0 0 0.000178183;0.00071038 0.00122681 0.00219039;0.00071038 0.00142858 0.00233872;0.000786778 0.0014149 0.00179877],1,30,1,972,ea7b1f1038fa0e7f944dafa07d86a670bf5d0c86ee37902f05ee261e1b70cb02
final01_final_replication_test_cont_G001_05,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,G001,"{G001}",0.209353439965011,0.0369961909797463,0.849822421739725,[0.118698 0.162847 0.180759 0.223555 0.227706 0.238488 0.245078 0.243825],0.0705702576937129,0.621456724149406,[0.209353 0.24635 0.25466 0.298958 0.24635 0.301461 0.298958],[0.209353 0.209353 0.209362;0.246822 0.247405 0.249118;0.254929 0.255192 0.256361;0.299758 0.30037 0.301998;0.246936 0.24758 0.249193;0.302312 0.302961 0.304598;0.299813 0.3005 0.302052],[0 0 2.65357e-05;0.000445101 0.000861979 0.0018342;0.000198231 0.000356205 0.00131541;0.000680438 0.000974874 0.00180122;0.000424089 0.000870767 0.00173354;0.000653465 0.000971095 0.00181807;0.000633436 0.000989602 0.00173609],1,30,1,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85
final01_final_replication_test_cont_G001_05,final01,final_replication_test,A_stage4a1_quick61,P1_partial_consistent_prior,G001,"{G001}",0.209353439965011,0.0369961909797463,0.849822421739725,[0.118698 0.162847 0.180759 0.223555 0.227706 0.238488 0.245078 0.243825],0.0705702576937129,0.621456724149406,[0.209353 0.25466 0.24635 0.298958],[0.209353 0.209353 0.209362;0.254929 0.255192 0.256361;0.246936 0.24758 0.249193;0.299813 0.3005 0.302052],[0 0 2.65357e-05;0.000198231 0.000356205 0.00131541;0.000424089 0.000870767 0.00173354;0.000633436 0.000989602 0.00173609],1,30,1,972,45730c6484f397830c411e04b050555c36fd02843e0f955e1b442cd1d927df0c
final01_final_replication_test_cont_G001_05,final01,final_replication_test,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,G001,"{G001}",0.209353439965011,0.0369961909797463,0.849822421739725,[0.118698 0.162847 0.180759 0.223555 0.227706 0.238488 0.245078 0.243825],0.0705702576937129,0.621456724149406,[0.209353 0.24635 0.24635 0.301461],[0.209353 0.209353 0.209362;0.246822 0.247405 0.249118;0.246936 0.24758 0.249193;0.302312 0.302961 0.304598],[0 0 2.65357e-05;0.000445101 0.000861979 0.0018342;0.000424089 0.000870767 0.00173354;0.000653465 0.000971095 0.00181807],1,30,1,972,b17052d94dcd7df8157639d4abbec353befae316da88ce43e32c5fe1f8bad4a0
final01_final_replication_test_cont_G001_05,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,G001,"{G001}",0.210413117609598,0.0364107217481901,0.852482961760178,[0.120061 0.158465 0.187294 0.214371 0.235887 0.240948 0.242688 0.247034],0.0710874874354998,0.622015385876178,[0.210413 0.246824 0.251568 0.296847 0.246824 0.299281 0.296847],[0.210413 0.210413 0.21042;0.2475 0.248171 0.249839;0.251734 0.252071 0.253342;0.297699 0.298365 0.300108;0.24759 0.248351 0.249973;0.300202 0.300891 0.302634;0.297772 0.298508 0.300191],[2.77556e-17 0 2.03655e-05;0.000612384 0.00103043 0.00182776;0.000156164 0.000430776 0.00139267;0.00072549 0.00104957 0.00191776;0.000558402 0.00104695 0.00179039;0.000713076 0.00104054 0.00192934;0.000686238 0.00106357 0.00187923],1,30,1,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641
final01_final_replication_test_cont_G001_05,final01,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,G001,"{G001}",0.210413117609598,0.0364107217481901,0.852482961760178,[0.120061 0.158465 0.187294 0.214371 0.235887 0.240948 0.242688 0.247034],0.0710874874354998,0.622015385876178,[0.210413 0.251568 0.246824 0.296847],[0.210413 0.210413 0.21042;0.251734 0.252071 0.253342;0.24759 0.248351 0.249973;0.297772 0.298508 0.300191],[2.77556e-17 0 2.03655e-05;0.000156164 0.000430776 0.00139267;0.000558402 0.00104695 0.00179039;0.000686238 0.00106357 0.00187923],1,30,1,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470
final01_final_replication_test_cont_G001_05,final01,final_replication_test,B_ofdm_active_subcarriers,P2_stale_or_inconsistent_prior,G001,"{G001}",0.210413117609598,0.0364107217481901,0.852482961760178,[0.120061 0.158465 0.187294 0.214371 0.235887 0.240948 0.242688 0.247034],0.0710874874354998,0.622015385876178,[0.210413 0.246824 0.246824 0.299281],[0.210413 0.210413 0.21042;0.2475 0.248171 0.249839;0.24759 0.248351 0.249973;0.300202 0.300891 0.302634],[2.77556e-17 0 2.03655e-05;0.000612384 0.00103043 0.00182776;0.000558402 0.00104695 0.00179039;0.000713076 0.00104054 0.00192934],1,30,1,972,ea7b1f1038fa0e7f944dafa07d86a670bf5d0c86ee37902f05ee261e1b70cb02
final01_final_replication_test_cont_G001_06,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,G001,"{G001}",0.185603229608208,0.0286933457144019,0.866104506466928,[0.0865834 0.134224 0.172091 0.195643 0.198557 0.203206 0.221667 0.229639],0.0481498217985561,0.613609801320249,[0.185603 0.214672 0.221157 0.259515 0.214297 0.263082 0.259319],[0.185603 0.185603 0.18583;0.214755 0.214901 0.215157;0.221742 0.22201 0.222773;0.259554 0.259671 0.260328;0.2145 0.214701 0.215143;0.263311 0.263494 0.264044;0.259562 0.259799 0.260359],[0 0 0.000681278;0.000103159 0.000207963 0.000306171;0.00045077 0.000480012 0.000928628;3.97308e-05 0.000179317 0.000691765;0.000154856 0.000276329 0.000511052;0.000178737 0.000271009 0.00064762;0.000208627 0.000344384 0.000663218],0.933333333333333,30,1,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85
final01_final_replication_test_cont_G001_06,final01,final_replication_test,A_stage4a1_quick61,P1_partial_consistent_prior,G001,"{G001}",0.185603229608208,0.0286933457144019,0.866104506466928,[0.0865834 0.134224 0.172091 0.195643 0.198557 0.203206 0.221667 0.229639],0.0481498217985561,0.613609801320249,[0.185603 0.221157 0.214297 0.259319],[0.185603 0.185603 0.18583;0.221742 0.22201 0.222773;0.2145 0.214701 0.215143;0.259562 0.259799 0.260359],[0 0 0.000681278;0.00045077 0.000480012 0.000928628;0.000154856 0.000276329 0.000511052;0.000208627 0.000344384 0.000663218],0.933333333333333,30,1,972,45730c6484f397830c411e04b050555c36fd02843e0f955e1b442cd1d927df0c
final01_final_replication_test_cont_G001_06,final01,final_replication_test,A_stage4a1_quick61,P2_stale_or_inconsistent_prior,G001,"{G001}",0.185603229608208,0.0286933457144019,0.866104506466928,[0.0865834 0.134224 0.172091 0.195643 0.198557 0.203206 0.221667 0.229639],0.0481498217985561,0.613609801320249,[0.185603 0.214672 0.214297 0.263082],[0.185603 0.185603 0.18583;0.214755 0.214901 0.215157;0.2145 0.214701 0.215143;0.263311 0.263494 0.264044],[0 0 0.000681278;0.000103159 0.000207963 0.000306171;0.000154856 0.000276329 0.000511052;0.000178737 0.000271009 0.00064762],0.966666666666667,30,1,972,b17052d94dcd7df8157639d4abbec353befae316da88ce43e32c5fe1f8bad4a0
final01_final_replication_test_cont_G001_06,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,G001,"{G001}",0.186079218581062,0.0296458969703519,0.862575588867171,[0.0933677 0.133695 0.174353 0.197464 0.195677 0.204441 0.220526 0.228658],0.0480332922023061,0.611812122380371,[0.186079 0.21611 0.21813 0.258863 0.215725 0.26273 0.258793],[0.186079 0.186079 0.186309;0.216228 0.21637 0.216605;0.218675 0.21889 0.219714;0.258964 0.25913 0.259701;0.216039 0.216177 0.216626;0.262881 0.263114 0.263687;0.258973 0.259271 0.259759],[0 0 0.00068881;0.00010414 0.000192554 0.000283646;0.000394373 0.000403815 0.000936999;0.000109024 0.000258105 0.000601477;0.000222095 0.000264064 0.000517819;0.000152887 0.00031229 0.000649424;0.000206304 0.000407093 0.000595168],1,30,1,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641
final01_final_replication_test_cont_G001_06,final01,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,G001,"{G001}",0.186079218581062,0.0296458969703519,0.862575588867171,[0.0933677 0.133695 0.174353 0.197464 0.195677 0.204441 0.220526 0.228658],0.0480332922023061,0.611812122380371,[0.186079 0.21813 0.215725 0.258793],[0.186079 0.186079 0.186309;0.218675 0.21889 0.219714;0.216039 0.216177 0.216626;0.258973 0.259271 0.259759],[0 0 0.00068881;0.000394373 0.000403815 0.000936999;0.000222095 0.000264064 0.000517819;0.000206304 0.000407093 0.000595168],1,30,1,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470
