sample_id,replicate_id,split,grid_id,scenario_id,method_id,method_family,decision,decision_reason,best_template_id,best_topology_id,best_equivalence_class,accepted_topology_set,baseline_P0_equivalence_class,baseline_P0_equivalence_class_size,prior_conditioned_equivalence_class_size,best_distance,second_distance,margin,rho,subband_max_stat,subband_quantile_stat,neighborhood_score,neighborhood_margin,stability_value,stability_threshold,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,configuration_hash,calibration_hash
final04_final_replication_test_cont_G005_06,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G002_P041,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.0195103735560122,0.087917058115514,0.0684066845595018,0.221917952829537,-0.372373011937942,-0.559629338110477,0.0206933777840464,0.0682785710279602,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G005_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G005_P122,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0,0.0966310350221523,0.0966310350221523,0,-0.712287949130148,-0.856672554624785,0.00776225642592836,0.0926550143965826,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G005_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G005_P122,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0,0.0966310350221523,0.0966310350221523,0,-0.712287949130148,-0.856672554624785,0.00776225642592836,0.0926550143965826,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G006_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P005,G006,"{G006}","G006","{G006}",1,1,0.101520440297662,0.109879754885945,0.0083593145882831,0.923923068468036,0.917119010279789,0.469056557830598,0.102361400225505,0.00799783255828859,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G006_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_low_margin,class margin below calibration threshold,G006_P025,G006,"{G006}","","{G006}",1,1,0.122080547014269,0.126736120258985,0.00465557324471592,0.963265616493818,1.58609457706188,0.846431076116861,0.123052654520849,0.00492656294041484,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G006_03,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P035,G006,"{G006}","G006","{G006}",1,1,0.112907609641933,0.120642551024713,0.00773494138277918,0.935885462318095,1.08643345606616,0.710084708384635,0.113503017795361,0.00750259017908662,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G006_04,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P008,G006,"{G006}","G006","{G006}",1,1,0.129152605843744,0.135587082393272,0.0064344765495275,0.95254358721418,1.49117403915658,1.09199372520722,0.130068778060891,0.00624597065212099,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G006_05,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P077,G006,"{G006}","G006","{G006}",1,1,0.00835620767008955,0.0392227657439215,0.030866558073832,0.213044835349774,-0.602393512939039,-0.737503747851967,0.0104078229274977,0.0301453216169567,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G006_06,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P007,G006,"{G006}","G006","{G006}",1,1,0.105652419131355,0.114667609934467,0.00901519080311231,0.921379796708191,1.24033760082985,0.63353272097508,0.106550818579921,0.00877103945234467,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G006_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P122,G006,"{G006}","G006","{G006}",1,1,0,0.0442154783648124,0.0442154783648124,0,-0.712287949130148,-0.856672554624785,0.00708826663246869,0.0376092557324906,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G006_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P122,G006,"{G006}","G006","{G006}",1,1,0,0.0442154783648124,0.0442154783648124,0,-0.712287949130148,-0.856672554624785,0.00708826663246869,0.0376092557324906,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G007_P115,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0595479535234335,0.0755308913879074,0.0159829378644739,0.788392039712891,0.245048348642789,-0.00129302651590753,0.0601994028581179,0.0155171783673954,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G007_P008,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.126174459146054,0.133739301373567,0.00756484222751261,0.943435907390262,1.37511190181529,0.960781135917854,0.12655507852556,0.00757701703834193,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_03,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G007_P034,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0166215197424378,0.0468406188721435,0.0302190991297057,0.354852692861578,-0.460616074776369,-0.619894827672466,0.0180547980616509,0.0295459236630837,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_04,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G007_P061,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.108708953985009,0.116590740655283,0.00788178667027421,0.932397833422208,1.28720986966298,0.785749493074062,0.109306988609866,0.00799168040369191,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_05,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G007_P007,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.127274553311658,0.134498631933425,0.00722407862176663,0.946288831946716,1.65896498035502,0.898364891174762,0.128298039109125,0.00699895032355161,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_06,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G004_P021,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0851998313202871,0.0922308673716842,0.00703103605139704,0.923766996313867,0.652712306317333,0.310144378839379,0.0859995976596717,0.00764736345137944,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G007_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G007_P122,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0,0.0437102876113933,0.0437102876113933,0,-0.712287949130148,-0.856672554624785,0.00696206392269661,0.0373601826510218,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G007_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G007_P122,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0,0.0437102876113933,0.0437102876113933,0,-0.712287949130148,-0.856672554624785,0.00696206392269661,0.0373601826510218,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_low_margin,class margin below calibration threshold,G006_P021,G006,"{G006}","","{G006}",1,1,0.133716050608575,0.137166680281315,0.00345062967273943,0.974843528569494,1.94234490155186,1.09794738898077,0.1343514008706,0.00332057222913543,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G003_P011,G003,"{G003}","","{G003}",1,1,0.142395137184598,0.145250333397487,0.00285519621288904,0.980342928328736,3.43200098304126,1.48405006945171,0.1432950396764,0.00255297945081254,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_03,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P155,G006,"{G006}","G006","{G006}",1,1,0.056879797150695,0.0665728758664517,0.00969307871575668,0.854398978706345,2.06130698958914,0.0858203790349223,0.0575101291360079,0.0096221060605555,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_04,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_low_margin,class margin below calibration threshold,G006_P075,G006,"{G006}","","{G006}",1,1,0.0834916489048947,0.0894018249284425,0.00591017602354781,0.933891997962992,1.32233420883456,0.425685182979461,0.084233403045145,0.00598328498189696,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_05,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P071,G007,"{G004,G007}","","{G004,G007}",2,2,0.148910274639352,0.15219821405297,0.00328793941361738,0.97839699082506,5.52679996153748,1.35607001060821,0.149334835053001,0.00392444582627918,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_06,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P158,G006,"{G006}","G006","{G006}",1,1,0.0951986659224022,0.102713467017699,0.00751480109529701,0.926837236494715,1.82834273522271,0.684867384167152,0.0956848921705792,0.00746181733621877,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_07,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_low_margin,class margin below calibration threshold,G006_P049,G006,"{G006}","","{G006}",1,1,0.103962221632475,0.109266316177645,0.00530409454517061,0.951457185236311,2.38124763416714,0.657603862045578,0.104765008221714,0.00526526297320221,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_08,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G003_P020,G003,"{G003}","","{G003}",1,1,0.122131383316582,0.123272876921489,0.00114149360490674,0.990740107358535,3.0650735941957,1.14419226207121,0.123743655671056,0.0003202862055105,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_09,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_low_margin,class margin below calibration threshold,G006_P026,G006,"{G006}","","{G006}",1,1,0.133980769749188,0.136376007826137,0.00239523807694986,0.982436514192541,2.39943327355182,1.26783571529206,0.134957368175258,0.00229089518437395,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_10,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P158,G006,"{G006}","G006","{G006}",1,1,0.0785379894146107,0.0861207252782132,0.00758273586360253,0.911952252607971,2.11021157486039,0.322365847958046,0.0793455236278336,0.00764333237661409,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_11,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P065,G007,"{G004,G007}","","{G004,G007}",2,2,0.167615521038382,0.181714860603558,0.014099339565176,0.9224095403135,4.73002420000839,2.12540353844435,0.16776637247469,0.0142271503274606,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_12,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G006_P080,G006,"{G006}","","{G006}",1,1,0.155453695958159,0.156895704077776,0.00144200811961703,0.990809129357085,3.16120006904212,1.559061992498,0.15610016130184,0.00129286131664239,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_13,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G006_P025,G006,"{G006}","","{G006}",1,1,0.121937795692886,0.124811637069662,0.00287384137677588,0.976974571881075,2.58462969933619,0.813618687163951,0.122779638336583,0.00288982389546977,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_14,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P080,G007,"{G004,G007}","","{G004,G007}",2,2,0.12755880501042,0.130757545568632,0.00319874055821212,0.975536856819412,4.87073362556066,1.04563531415024,0.128381638437973,0.00384047294925097,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_15,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P049,G006,"{G006}","G006","{G006}",1,1,0.0887054459862085,0.0950747682181081,0.00636932223189952,0.933007228392912,2.19669304448581,0.372112534823829,0.089596448891302,0.00644312633154089,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_16,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_low_margin,class margin below calibration threshold,G006_P155,G006,"{G006}","","{G006}",1,1,0.0585632635133198,0.0626576469754787,0.00409438346215894,0.934654688442163,1.92473062176561,0.197966050377494,0.05931125225977,0.00538768799599237,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_17,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G003_P012,G003,"{G003}","","{G003}",1,1,0.0770420979718134,0.103631480202341,0.0265893822305281,0.743423695392988,2.98429917486911,0.368577001254328,0.0784274165294723,0.0261670887627602,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_18,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_low_margin,class margin below calibration threshold,G006_P026,G006,"{G006}","","{G006}",1,1,0.116713762745291,0.119403413562791,0.00268965081750021,0.977474255230875,2.27061840225808,0.984908319891014,0.118062037061202,0.00262799734097843,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_19,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P023,G006,"{G006}","G006","{G006}",1,1,0.0699179147306262,0.0770377021951032,0.00711978746447699,0.907580479914195,1.6869089815732,0.169074114681917,0.0713425430683079,0.00707581722227091,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_20,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G003_P022,G003,"{G003}","","{G003}",1,1,0.113900268587183,0.126661222035538,0.0127609534483554,0.899251300088718,2.96292723076163,1.04932479913865,0.115282514066942,0.0118958707661663,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P026,G004,"{G004,G007}","","{G004,G007}",2,2,0.422308740089741,0.423848614454278,0.00153987436453762,0.996366923677416,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G002_P155,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.0850637335458304,0.135657681833601,0.0505939482877702,0.627046934574215,0.502785874545739,0.328005610252817,0.0857501611993177,0.0526682015196649,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_03,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G003_P161,G003,"{G003}","G003","{G003}",1,1,0.0128382446991044,0.120713658688737,0.107875413989633,0.106352875378433,-0.237353346744881,-0.595410593129406,0.0163332202695762,0.105194663782608,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_04,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G007_P056,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.138526575779864,0.145775973554361,0.00724939777449746,0.950270283924776,1.49727161792353,1.24571626162947,0.139064406216691,0.00743502109012692,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_05,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P023,G007,"{G004,G007}","","{G004,G007}",2,2,0.128741771161691,0.130383108219728,0.00164133705803726,0.987411428662533,3.15219079501861,1.06987623673249,0.131149320562956,0.00170661331523211,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_06,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.204082553475587,0.204644588128862,0.000562034653275201,0.997253606071818,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_07,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.272096584419261,0.275561129579079,0.00346454515981798,0.987427308176238,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_08,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_model_mismatch,best full-band residual exceeds calibration threshold,G001_P002,G001,"{G001}","","{G001}",1,1,0.285849863406539,0.297592659069447,0.0117427956629083,0.960540707890485,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_09,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G002_P156,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.0642746184259729,0.121355986054588,0.0570813676286154,0.529636983844631,0.143214532327467,0.0019082601868927,0.0651322373492098,0.0592769081068099,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
