sample_id,replicate_id,split,grid_id,scenario_id,method_id,method_family,decision,decision_reason,best_template_id,best_topology_id,best_equivalence_class,accepted_topology_set,baseline_P0_equivalence_class,baseline_P0_equivalence_class_size,prior_conditioned_equivalence_class_size,best_distance,second_distance,margin,rho,subband_max_stat,subband_quantile_stat,neighborhood_score,neighborhood_margin,stability_value,stability_threshold,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,configuration_hash,calibration_hash
final04_final_replication_test_cont_G006_04,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P008,G007,"{G007}","","{G004,G007}",2,1,0.134142447459102,0.168704201602498,0.0345617541433956,0.795134004868323,2.28745445558511,1.33368486206149,0.134662829431712,0.0350559701205695,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G006_05,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P104,G007,"{G007}","G007","{G004,G007}",2,1,0.040445554916359,0.0864665698836213,0.0460210149672623,0.467759447036334,1.78101456685616,-0.392634279033495,0.0405920232923398,0.0462454418396831,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G006_06,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P007,G007,"{G007}","G007","{G004,G007}",2,1,0.116732834538599,0.152135376458991,0.0354025419203918,0.76729579440912,2.19405266117767,0.956233234710988,0.117032206923833,0.0364044311981466,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G006_01,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P185,G007,"{G007}","G007","{G004,G007}",2,1,0.0444914072839442,0.0868521161781633,0.0423607088942191,0.51226624337126,1.96342434472234,-0.287883103768849,0.0446923499465792,0.0436113803954929,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G006_02,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P185,G007,"{G007}","G007","{G004,G007}",2,1,0.0444914072839442,0.0868521161781633,0.0423607088942191,0.51226624337126,1.96342434472234,-0.287883103768849,0.0446923499465792,0.0436113803954929,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_01,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P115,G007,"{G007}","G007","{G004,G007}",2,1,0.0608222326221243,0.116703543426502,0.0558813108043774,0.521168688077651,0.237922820974499,-0.053810498882462,0.0611398444468875,0.0572478552977699,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_02,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P008,G007,"{G007}","G007","{G004,G007}",2,1,0.125358613166474,0.162285536650335,0.0369269234838604,0.772457088617843,1.19955941499342,0.869210671377364,0.125523480634637,0.0370298313433669,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_03,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P034,G007,"{G007}","G007","{G004,G007}",2,1,0.0168959508468607,0.100611672849116,0.0837157220022548,0.167932312108866,-0.486997505921056,-0.637891063202561,0.0178138735923342,0.0841547963279625,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_04,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P061,G007,"{G007}","G007","{G004,G007}",2,1,0.11026797215961,0.148085143779412,0.0378171716198015,0.744625486018512,1.26191232618369,0.823122277949681,0.110665836860846,0.0389168015548131,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_05,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P007,G007,"{G007}","G007","{G004,G007}",2,1,0.129540002742194,0.174175047537677,0.0446350447954832,0.743734562285269,1.63794735142775,0.999323286409373,0.130105639771491,0.0445875268574963,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G007_06,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P021,G007,"{G007}","G007","{G004,G007}",2,1,0.0851640674797238,0.128267340408693,0.0431032729289689,0.663957537497115,0.575016989306895,0.298251666980509,0.0854287647133641,0.0430798543760732,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G007_01,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P122,G007,"{G007}","G007","{G004,G007}",2,1,0,0.0875442255501667,0.0875442255501667,0,-0.722574354309137,-0.937791776478151,0.00478553406545825,0.0844677658546337,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G007_02,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P122,G007,"{G007}","G007","{G004,G007}",2,1,0,0.0875442255501667,0.0875442255501667,0,-0.722574354309137,-0.937791776478151,0.00478553406545825,0.0844677658546337,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_01,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P021,G007,"{G007}","","{G004,G007}",2,1,0.135306625478188,0.14941998887611,0.0141133633979222,0.905545680300313,2.60418840825536,1.09254377335319,0.135440062315076,0.0142338037614604,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_02,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G003_P011,G003,"{G003}","","{G003}",1,1,0.143595753388228,0.147276267209276,0.00368051382104739,0.975009457451875,3.3083041104069,1.39915462772911,0.143867417370776,0.00398744551872349,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_03,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P128,G007,"{G007}","","{G004,G007}",2,1,0.0619835107593306,0.071611111020317,0.00962760026098645,0.865557172278468,2.72465940645667,-0.168677784730114,0.0622337750283166,0.00983596062764915,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_04,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P075,G007,"{G007}","","{G004,G007}",2,1,0.0870308975499877,0.0945916329505187,0.00756073540053098,0.920069723234336,2.28026351834865,0.234438523196491,0.0872152008910667,0.00830622035653411,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_05,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P080,G007,"{G007}","","{G004,G007}",2,1,0.149676281460436,0.151186934894859,0.00151065343442267,0.990008042451133,5.43413557009128,1.36308412230291,0.14976374300143,0.0016727431445325,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_06,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P131,G007,"{G007}","","{G004,G007}",2,1,0.10012201130363,0.1040164969184,0.00389448561476954,0.962558961980932,2.92730821757663,0.515997900598095,0.100272885752535,0.00404248045191578,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_07,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P049,G007,"{G007}","","{G004,G007}",2,1,0.108416281959099,0.120668792390164,0.0122525104310647,0.898461647048339,3.03869546115715,0.72053749238967,0.108538576467968,0.0129005060119643,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_08,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G003_P020,G003,"{G003}","","{G003}",1,1,0.123040630028654,0.125371793011361,0.00233116298270745,0.981406001081299,2.85065010382684,1.15317099222952,0.123633628561765,0.00225052368036759,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_09,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P026,G007,"{G007}","","{G004,G007}",2,1,0.132907656419852,0.152406383134921,0.0194987267150689,0.872060957586801,2.7259729804185,1.16675849865546,0.13338166193344,0.0196626745127261,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_10,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P158,G007,"{G007}","","{G004,G007}",2,1,0.0823051512204387,0.0870923388356571,0.00478718761521846,0.945033194880701,2.88316452153326,0.0717597272966386,0.0826299947058387,0.00483860567405048,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_11,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P065,G007,"{G007}","","{G004,G007}",2,1,0.169668945443179,0.186521621747259,0.0168526763040807,0.909647599312502,4.66250031418272,2.01050584840168,0.169791928566749,0.0171874698909501,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_12,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P053,G007,"{G007}","","{G004,G007}",2,1,0.153583766980232,0.165915210088836,0.0123314431086044,0.925676234849551,2.97468186517479,1.46393813528268,0.153665122592671,0.0126529983403056,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_13,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P025,G007,"{G007}","","{G004,G007}",2,1,0.123870670644127,0.138829756893542,0.0149590862494147,0.89224870384396,2.78294638556502,0.935962725556227,0.124115860672521,0.0153109217072464,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_14,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P080,G007,"{G007}","","{G004,G007}",2,1,0.128790612317904,0.129665256719962,0.000874644402057895,0.993254597066505,4.68075208042722,0.996155294732962,0.129378838187702,0.00073645930848662,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_15,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P049,G007,"{G007}","","{G004,G007}",2,1,0.0936177627579465,0.102094797018904,0.0084770342609575,0.916968988534207,2.9044977087736,0.411857459316505,0.0937604198603417,0.00927814280982209,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_16,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_neighborhood_mismatch,top-K neighborhood score or margin fails,G005_P020,G005,"{G005}","","{G002,G005}",2,1,0.0620780811772854,0.0636310853985431,0.00155300422125769,0.975593623580263,1.19782592832764,0.371432355611823,0.0630362384045638,0.000838332618208773,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_17,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G003_P012,G003,"{G003}","","{G003}",1,1,0.0754200822336419,0.102785246707628,0.0273651644739858,0.733763693221852,2.44917834448298,0.313898198561515,0.0759001933319846,0.0275785527760175,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_18,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P026,G007,"{G007}","","{G004,G007}",2,1,0.115829565560963,0.1313712431211,0.0155416775601372,0.881696502280241,2.39163005905634,0.797285073991305,0.116401481160423,0.0162996747959539,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_19,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G007_P023,G007,"{G007}","","{G004,G007}",2,1,0.0735576881456083,0.0866085955227532,0.0130509073771449,0.849311638189935,2.53680080462762,-0.0417507720914712,0.074088586401292,0.0145738330097721,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_structure_out_20,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G003_P022,G003,"{G003}","","{G003}",1,1,0.115273585978925,0.128894191362716,0.0136206053837911,0.894327236621887,2.71024891837873,1.06918476328355,0.115773549951241,0.0134623354215539,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_01,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_model_mismatch,best full-band residual exceeds calibration threshold,G007_P026,G007,"{G007}","","{G004,G007}",2,1,0.427033306330413,0.456625136617173,0.0295918302867609,0.935194478107531,NaN,NaN,NaN,NaN,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_02,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G005_P182,G005,"{G005}","G005","{G002,G005}",2,1,0.0856951503426407,0.134862915822616,0.0491677654799757,0.635424125448385,0.512076313468436,0.255619792769069,0.0857518171315896,0.0506832386631848,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_03,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G003_P188,G003,"{G003}","G003","{G003}",1,1,0.012515496845056,0.120142146828771,0.107626649983715,0.10417240889485,-0.261672929640303,-0.726621003155227,0.0138095134120981,0.106692307975576,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_04,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P056,G007,"{G007}","G007","{G004,G007}",2,1,0.139352264394854,0.169120458202838,0.0297681938079838,0.823982301578767,1.4179017011751,1.11978489184066,0.139617559566071,0.0307071563666543,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_05,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P023,G007,"{G007}","G007","{G004,G007}",2,1,0.125584347475879,0.137271864833247,0.0116875173573678,0.914858610156712,2.21904714876874,0.937007876425228,0.127096992102919,0.0113702416556942,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_06,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_model_mismatch,best full-band residual exceeds calibration threshold,G007_P027,G007,"{G007}","","{G004,G007}",2,1,0.204246305788713,0.253496218440993,0.0492499126522792,0.805717367478012,NaN,NaN,NaN,NaN,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_07,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_model_mismatch,best full-band residual exceeds calibration threshold,G007_P027,G007,"{G007}","","{G004,G007}",2,1,0.27400578743919,0.315404462852872,0.041398675413682,0.868744167282559,NaN,NaN,NaN,NaN,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_08,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_model_mismatch,best full-band residual exceeds calibration threshold,G001_P002,G001,"{G001}","","{G001}",1,1,0.286924296089047,0.298571924437685,0.0116476283486379,0.960988869360254,NaN,NaN,NaN,NaN,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_09,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G005_P156,G005,"{G005}","G005","{G002,G005}",2,1,0.0643637758790245,0.119550608079738,0.0551868322007138,0.538380999581002,0.11408689811912,0.0176260380593409,0.0647828001085682,0.0567181573731342,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_10,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G003_P227,G003,"{G003}","G003","{G003}",1,1,0.0983199583169845,0.153332359736063,0.0550124014190788,0.641221190918767,0.839602689098927,0.774590088529601,0.098837773618165,0.0548571659426883,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_11,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P023,G007,"{G007}","G007","{G004,G007}",2,1,0.0446070570109303,0.115260337641504,0.0706532806305735,0.387011333849163,1.04325481084269,-0.227945858060843,0.0488703381619669,0.0684294578181645,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_12,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_model_mismatch,best full-band residual exceeds calibration threshold,G007_P027,G007,"{G007}","","{G004,G007}",2,1,0.247697947739262,0.287695793843418,0.0399978461041558,0.860971738339748,NaN,NaN,NaN,NaN,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_13,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,reject_model_mismatch,best full-band residual exceeds calibration threshold,G007_P027,G007,"{G007}","","{G004,G007}",2,1,0.269317781106747,0.3112742270143,0.0419564459075537,0.865210665493063,NaN,NaN,NaN,NaN,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_14,final04,final_replication_test,B_ofdm_active_subcarriers,P1_partial_consistent_prior,M2_M8_q750_K3_qs00,M2,unique_given_prior,prior removed members of a baseline observational class,G007_P002,G007,"{G007}","G007","{G004,G007}",2,1,0.163581501126175,0.186855451058898,0.0232739499327239,0.875444094342941,1.97087329853035,1.45592858070806,0.164233475893238,0.0244318456671462,NaN,0,4,4,243,972,e676638adcb9e1195dc62f1ae2f7d59918d691ca156f4b8615e6befb7f601470,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
