mode,scenario,input_mode,measurement_kind,feature,snr_db,noise_kind,true_id,predicted_id,count
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,toa,20,impulsive,T5,T2,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T2,T2,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T2,T2,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T2,T2,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T3,T3,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T3,T5,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T3,T3,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T3,T2,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T4,T4,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T4,T4,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T4,T2,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T5,T3,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T5,T5,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T5,T5,1
smoke,load_change_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T5,T2,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T2,T2,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T2,T2,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T2,T2,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T3,T3,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T3,T3,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T3,T2,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T4,T4,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T4,T4,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T4,T4,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T5,T5,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T5,T5,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T5,T5,1
smoke,load_change_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T5,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T2,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T2,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T2,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T3,T5,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T3,T5,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T3,T5,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T3,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T4,T4,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T4,T4,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T4,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T5,T3,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T5,T3,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T5,T3,1
smoke,load_time_varying_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T5,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T2,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T2,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T2,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T3,T3,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T3,T3,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T3,T2,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T4,T4,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T4,T4,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T4,T4,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T5,T5,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T5,T5,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T5,T5,1
smoke,load_time_varying_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T5,T2,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T2,T2,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T2,T2,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T2,T2,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T3,T3,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T3,T3,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T3,T2,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T4,T4,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T4,T5,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T4,T4,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T4,T2,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T5,T3,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T5,T3,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T5,T5,1
smoke,length_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T5,T2,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T2,T2,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T2,T3,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T2,T2,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T2,T2,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T3,T3,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T3,T3,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T3,T2,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T4,T4,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T4,T4,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T4,T4,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T5,T5,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T5,T5,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T5,T5,1
smoke,length_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T5,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T2,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T2,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T2,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T3,T3,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T3,T5,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T3,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T4,T4,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T4,T4,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T4,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T5,T3,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T5,T3,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T5,T5,1
smoke,rlgc_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T5,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T2,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T2,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T2,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T3,T3,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T3,T3,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T3,T2,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T4,T4,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T4,T4,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T4,T4,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T5,T5,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T5,T5,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T5,T5,1
smoke,rlgc_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T5,T2,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T2,T2,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T2,T3,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T2,T2,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T2,T2,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T3,T3,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T3,T5,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T3,T2,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T3,T2,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T4,T4,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T4,T3,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T4,T2,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T4,T2,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T5,T3,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T5,T3,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T5,T2,1
smoke,timing_offset_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T5,T2,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T2,T2,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T2,T5,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T2,T5,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T2,T2,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T3,T3,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T3,T5,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T3,T5,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T3,T2,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T4,T4,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T4,T5,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T4,T3,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T4,T4,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T5,T5,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T5,T3,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T5,T3,1
smoke,timing_offset_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T5,T2,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T2,T2,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T2,T2,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T2,T2,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T3,T3,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T3,T3,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T3,T2,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T4,T4,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T4,T4,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T4,T2,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T5,T3,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T5,T3,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T5,T5,1
smoke,sample_clock_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T5,T2,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T2,T2,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T2,T2,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T2,T2,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T3,T3,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T3,T3,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T3,T2,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T4,T4,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T4,T4,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T4,T4,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T5,T5,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T5,T5,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T5,T5,1
smoke,sample_clock_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T5,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T2,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T2,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T2,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T3,T3,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T3,T5,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T3,T3,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T3,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T4,T4,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T4,T4,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T4,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T5,T3,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T5,T3,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T5,T5,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T5,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T2,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T2,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T2,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T3,T3,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T3,T3,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T3,T2,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T4,T4,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T4,T4,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T4,T4,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T5,T5,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T5,T5,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T5,T5,1
smoke,pilot_phase_rotation_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T5,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T2,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T2,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T2,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T3,T3,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T3,T5,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T3,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T4,T4,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T4,T4,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T4,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T5,T3,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T5,T5,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T5,T3,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T5,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T2,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T2,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T2,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T3,T3,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T3,T3,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T3,T2,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T4,T4,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T4,T4,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T4,T4,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T4,T4,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,amplitude,20,white_awgn,T5,T5,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,white_awgn,T5,T5,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,cir,20,white_awgn,T5,T5,1
smoke,terminal_impedance_error_20,ofdm_dense_ls,three_view_complete,toa,20,white_awgn,T5,T2,1
smoke,coupler_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T2,T2,1
smoke,coupler_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T2,T2,1
smoke,coupler_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T2,T2,1
smoke,coupler_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T2,T2,1
smoke,coupler_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T3,T3,1
smoke,coupler_error_20,ofdm_dense_ls,siso_forward,amp_phase_joint_weighted,20,white_awgn,T3,T3,1
smoke,coupler_error_20,ofdm_dense_ls,siso_forward,cir,20,white_awgn,T3,T3,1
smoke,coupler_error_20,ofdm_dense_ls,siso_forward,toa,20,white_awgn,T3,T2,1
smoke,coupler_error_20,ofdm_dense_ls,siso_forward,amplitude,20,white_awgn,T4,T4,1
