scenario,feature,sample_count,strict_accuracy,group_accuracy,numeric_tie_rate,mean_distance_gap,group_intra_distance,group_inter_distance,intra_inter_ratio,d_intra_ge_inter,sample_d_intra_ge_inter_rate
branch_length_-2percent,phase,6,0.83333333333333337,1,0.33333333333333331,0.088749976634242181,0.041595719945724079,0.16999241735896017,0.24469161973201153,0,0
branch_length_-2percent,phase_masked,6,0.83333333333333337,1,0.33333333333333331,0.089807929142522072,0.03940660529547977,0.16886125521699577,0.23336676755624117,0,0
branch_length_-2percent,phase_weighted,6,0.83333333333333337,1,0.33333333333333331,0.079433645653578813,0.028404887911740367,0.14802339935441988,0.19189457907076646,0,0
branch_length_-2percent,complex,6,1,1,0.33333333333333331,0.0047735469477172771,0.002272762524726453,0.0093859875437435573,0.24214420849529195,0,0
branch_length_-2percent,cir,6,0.83333333333333337,1,0.33333333333333331,0.0031582853732130007,0.0015037104939468046,0.0062099791826160542,0.24214420849529195,0,0
branch_length_-2percent,amp_phase_joint,6,0.83333333333333337,1,0.33333333333333331,0.062830369690479101,0.029430894851468315,0.12033767262547419,0.24456925424397905,0,0
branch_length_+2percent,amplitude,6,0.83333333333333337,1,0.33333333333333331,0.0029526000255589609,0.0014697256846443964,0.0056283832135234184,0.26112750836031556,0,0
branch_length_+2percent,amplitude_raw_db,6,0.83333333333333337,1,0.33333333333333331,2.3818883277267564,1.1261716381044165,4.3487915419171737,0.25896197305606911,0,0
branch_length_+2percent,amplitude_db_standardized,6,0.83333333333333337,1,0.33333333333333331,0.28986181696694174,0.19047536142525878,0.5560447329821353,0.34255402511182209,0,0
branch_length_+2percent,phase,6,0.83333333333333337,1,0.33333333333333331,0.09120749210196312,0.041808727790421017,0.17375199897791335,0.24062300310994161,0,0
branch_length_+2percent,phase_masked,6,0.83333333333333337,1,0.33333333333333331,0.093721103117589702,0.03954107531502498,0.17399795751814387,0.22725022683614998,0,0
branch_length_+2percent,phase_weighted,6,0.83333333333333337,1,0.33333333333333331,0.087320135365893781,0.027184092888409884,0.15512245839801941,0.17524279313998395,0,0
branch_length_+2percent,complex,6,0.83333333333333337,1,0.33333333333333331,0.0047638881902221462,0.0022651811471092829,0.009356412929297132,0.24209931351110717,0,0
branch_length_+2percent,cir,6,0.83333333333333337,1,0.33333333333333331,0.003151894923332775,0.0014986944850336502,0.0061904119565580314,0.24209931351110733,0,0
branch_length_+2percent,amp_phase_joint,6,0.83333333333333337,1,0.33333333333333331,0.064565665692184748,0.029582672731642123,0.12299286518811232,0.24052348635342946,0,0
branch_length_-5percent,amplitude,6,1,1,0.33333333333333331,0.002379520520047368,0.0034792415866923931,0.006787838977763091,0.51256984705888897,0,0
branch_length_-5percent,amplitude_raw_db,6,0.83333333333333337,1,0.33333333333333331,1.6536919756902357,2.6919051739135891,4.918247951932206,0.54733010621313527,0,0
branch_length_-5percent,amplitude_db_standardized,6,1,1,0.33333333333333331,0.25281444651953722,0.45289178818630416,0.75917323250582236,0.59655921572923842,0,0
