sample_id,replicate_id,grid_id,topology_id,parameter_names,sensitivity_norms,singular_values,condition_number,effective_rank,low_sensitivity,experiment_scientific_hash
final03_test_out_joint_parameter_set_medium,final03,A_stage4a1_quick61,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[7.408678 0.83431062 0.15296044 0.1557373 0.30836524],[7.4118656 0.80565156 0.34913749 0.13995858 0.031817737],232.947603510986,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final03_test_out_joint_parameter_set_medium,final03,A_stage4a1_quick61,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[7.23322 0.8190416 0.14965164 0.13394978 0.34328313],[7.2363373 0.79121683 0.37119448 0.13676808 0.037282814],194.093110522737,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_01,final04,A_stage4a1_quick61,G001,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[10.373641 0 0 0.18939201 0.50166543],[10.373642 0.53463555 0.041147393 6.3804306e-18 7.4826854e-20],Inf,3,[false true true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_02,final04,A_stage4a1_quick61,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[7.2669574 0.9494927 0.16736715 0.14858806 0.35135095],[7.2820914 0.82554274 0.38846973 0.14464352 0.039210136],185.719617807447,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_02,final04,A_stage4a1_quick61,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[7.2582046 0.95140759 0.1674392 0.1492195 0.3500723],[7.2735824 0.82580897 0.38767498 0.14454862 0.037629073],193.296880722487,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_03,final04,A_stage4a1_quick61,G003,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[8.3032714 1.0602775 0.194924 0.17825846 0.31554457],[8.313818 0.97420794 0.37292106 0.17181995 0.024536336],338.836984417303,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_04,final04,A_stage4a1_quick61,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.8917716 1.1394178 0.20173432 0.10803271 0.29621644],[5.9339281 0.89433119 0.34577944 0.14108772 0.023599272],251.445385556877,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_04,final04,A_stage4a1_quick61,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.9187026 1.139279 0.20235708 0.11355182 0.28498163],[5.9603639 0.89619609 0.33790421 0.14117745 0.028959899],205.814386961244,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_05,final04,A_stage4a1_quick61,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.923478 0.94159135 0.16394217 0.14164533 0.35580076],[6.9314327 0.88116853 0.38910714 0.14417672 0.035605172],194.674883100039,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_05,final04,A_stage4a1_quick61,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.8627805 0.93303556 0.16165883 0.13097853 0.37681959],[6.8706992 0.8728659 0.40447768 0.14184715 0.038317711],179.308708421341,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_06,final04,A_stage4a1_quick61,G006,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.3054712 1.3289545 0.23437735 0.10977336 0.30280904],[6.3648308 1.0071015 0.36285948 0.1621518 0.02189407],290.71026095308,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_07,final04,A_stage4a1_quick61,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.1471272 1.3211352 0.23652244 0.11492342 0.29969575],[6.192486 1.0889011 0.36519461 0.1581648 0.023807891],260.102254540531,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_in_07,final04,A_stage4a1_quick61,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.1458019 1.3163157 0.2354973 0.1111016 0.30467908],[6.1907685 1.085344 0.36728283 0.15760329 0.029635234],208.898920721094,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_main_length_scale_near,final04,A_stage4a1_quick61,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.6662743 1.1202288 0.20334973 0.10190024 0.298714],[5.6983199 0.94382181 0.34602398 0.14369018 0.022661642],251.452201374243,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_main_length_scale_near,final04,A_stage4a1_quick61,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.6064057 1.1088961 0.20170728 0.09898955 0.30248574],[5.6384053 0.93268374 0.34738357 0.14290963 0.028394286],198.575351016724,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_branch_length_scale_medium,final04,A_stage4a1_quick61,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[7.3948863 0.99292423 0.16997788 0.16112131 0.32425399],[7.4035221 0.92636646 0.36867762 0.15077223 0.035847768],206.526722088535,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_branch_length_scale_medium,final04,A_stage4a1_quick61,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[7.3921162 1.0002586 0.17144017 0.15992395 0.32677882],[7.4011077 0.93142346 0.37039286 0.15132735 0.040190369],184.151272988639,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_branch_load_scale_far,final04,A_stage4a1_quick61,G006,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.8028525 1.6301359 0.29803225 0.1268062 0.30590708],[6.8976553 1.165553 0.40117972 0.19247698 0.021739599],317.285306220629,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_source_impedance_ohm_near,final04,A_stage4a1_quick61,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.3453608 1.3071605 0.23142361 0.097425188 0.34840751],[5.4019887 1.0488735 0.39858156 0.15772815 0.02496962],216.342444664045,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_source_impedance_ohm_near,final04,A_stage4a1_quick61,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.2771536 1.2837633 0.22885355 0.094685382 0.35110083],[5.3324772 1.0301873 0.39921412 0.15543357 0.02963761],179.922647398045,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_receiver_impedance_ohm_medium,final04,A_stage4a1_quick61,G001,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[11.283033 0 0 0.20527983 0.48959964],[11.283034 0.52947277 0.038700599 8.2191015e-18 4.488343e-19],Inf,3,[false true true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_joint_parameter_set_far,final04,A_stage4a1_quick61,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[4.5210782 0.90728485 0.16744597 0.095395344 0.28005549],[4.5410052 0.80187429 0.31512653 0.12399204 0.02177201],208.570790332758,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_joint_parameter_set_far,final04,A_stage4a1_quick61,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[4.5545141 0.92024441 0.16952299 0.091097212 0.28838086],[4.5750928 0.81203013 0.3216692 0.12497749 0.026286882],174.04471644273,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_01,final05,A_stage4a1_quick61,G001,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[10.123815 0 0 0.18640314 0.51401807],[10.123818 0.54511747 0.041898387 1.4035684e-17 1.4293695e-19],Inf,3,[false true true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_02,final05,A_stage4a1_quick61,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.793239 0.86514957 0.15240003 0.12869389 0.37685305],[6.7990477 0.8186292 0.40199993 0.13513723 0.036294394],187.330520705957,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_02,final05,A_stage4a1_quick61,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.8472168 0.87353353 0.15486202 0.14736118 0.34382222],[6.853187 0.82575751 0.37842877 0.13663987 0.037734073],181.618001065837,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_03,final05,A_stage4a1_quick61,G003,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[8.023067 1.0225231 0.18520676 0.13553089 0.38470766],[8.0327888 0.94317287 0.41539318 0.16431959 0.031686286],253.509949345366,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_04,final05,A_stage4a1_quick61,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.1544749 1.1553212 0.20517542 0.11393752 0.28135587],[6.192721 0.92880521 0.33616123 0.14328319 0.023700189],261.29416258687,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_04,final05,A_stage4a1_quick61,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.1862923 1.1533418 0.20475897 0.10966008 0.2869293],[6.223886 0.9294102 0.3385831 0.1437314 0.028852548],215.713568306781,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_05,final05,A_stage4a1_quick61,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[7.1529786 0.95915978 0.16844187 0.14715938 0.35247449],[7.1635762 0.87662033 0.38896676 0.14629449 0.037046768],193.365754847707,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_05,final05,A_stage4a1_quick61,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[7.1630651 0.96216019 0.16893507 0.14663748 0.35373439],[7.1736845 0.87961355 0.38996203 0.14629556 0.0384923],186.366741200456,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_06,final05,A_stage4a1_quick61,G006,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.5126075 1.3027184 0.22887173 0.11334633 0.28791919],[6.5701756 0.97164159 0.34934578 0.15960539 0.021145862],310.707393901722,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_07,final05,A_stage4a1_quick61,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.7673106 1.1915238 0.21499297 0.11055429 0.28867248],[5.8058873 0.98660281 0.34539394 0.14753979 0.024471764],237.248422281789,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_07,final05,A_stage4a1_quick61,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.8191291 1.1657934 0.21056928 0.11182792 0.28022074],[5.8543513 0.97366531 0.33645818 0.14544685 0.029904125],195.770690589954,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_main_length_scale_medium,final05,A_stage4a1_quick61,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.1015063 0.91218164 0.16825497 0.10209132 0.26843027],[5.1237486 0.77761996 0.30820647 0.12346563 0.022389644],228.844575199279,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_main_length_scale_medium,final05,A_stage4a1_quick61,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.2651659 0.91067976 0.16837432 0.10420416 0.25990694],[5.2857553 0.78238118 0.30121091 0.12358566 0.027169135],194.550002339856,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_branch_length_scale_far,final05,A_stage4a1_quick61,G006,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.6857699 1.250228 0.22389467 0.10551433 0.28739344],[5.7276396 1.0417291 0.34437798 0.15739434 0.021962544],260.791262056422,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_branch_load_scale_near,final05,A_stage4a1_quick61,G004,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.3694471 1.1690787 0.21131339 0.10432157 0.30749585],[5.4106699 0.9604668 0.3581719 0.14506962 0.024891701],217.368424468372,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_branch_load_scale_near,final05,A_stage4a1_quick61,G007,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[5.7083131 1.3000956 0.23578312 0.10857358 0.31562289],[5.7615249 1.0392571 0.37567759 0.15728368 0.031454914],183.167720576532,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_source_impedance_ohm_medium,final05,A_stage4a1_quick61,G001,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[11.337622 0 0 0.19932019 0.51172818],[11.337624 0.54757633 0.041324589 2.5992418e-18 4.9386493e-19],Inf,3,[false true true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_receiver_impedance_ohm_far,final05,A_stage4a1_quick61,G002,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[8.6228331 1.2325159 0.21061896 0.15937199 0.35733289],[8.6362294 1.1349782 0.40373697 0.18009111 0.041500258],208.10062108617,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_receiver_impedance_ohm_far,final05,A_stage4a1_quick61,G005,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[8.1282766 1.2296613 0.2103672 0.14980331 0.37514107],[8.1441982 1.1195246 0.41705867 0.1770796 0.042161081],193.168628273235,5,[false false true true true],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_joint_parameter_set_near,final05,A_stage4a1_quick61,G003,"main_length_scale,branch_length_scale,branch_load_scale,source_impedance_ohm,receiver_impedance_ohm",[6.8997904 0.8178807 0.15425167 0.12798457 0.36276781],[6.9034412 0.78670505 0.3887902 0.13850492 0.032623791],211.607568574662,5,[false false true true false],2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
