scenario_id,frequency_grid_id,trial_kind,truth_topology_id,coverage_status,truth_equivalence_class,truth_nonunique,best_template_id,best_topology_id,best_equivalence_class,best_distance,second_competing_class,second_distance,margin,decision,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,streaming_used,mismatch_threshold,margin_threshold,configuration_hash
P0_no_prior,smoke_3_frequency_points,library_in_grid,G003,covered,{G003},0,G003_P122,G003,{G003},0,"{G004,G007}",0.156070136735971,0.156070136735971,unique_topology,7,7,243,1701,1,0.0174640321964007,0.101060226666492,469228187dca5b9ecbca5afd65e4f562e98e89dfe08e511b5639e8b5a56a9886
