experiment_scientific_hash,source_tree_hash,canonical_configuration_text,runtime_environment_hash
2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda,e17bc56c8aaa4337815f80d7711371c08b28cab9a8734356da753f476abef6e7,"struct{calibration=struct{improvement_quantile=double[1 1][0.94999999999999996]|indeterminate_band=double[1 1][0.10000000000000001]|minimum_samples=double[1 1][8]|relative_improvement_quantile=double[1 1][0.94999999999999996]|sensitivity_floor_quantile=double[1 1][0.050000000000000003]}|etas=double[1 2][0.5,1]|generator=struct{allowed_branch_main_nodes=double[1 3][1,2,3]|branch_cable_type=double[1 1][1]|branch_edge_length_m=double[1 1][15]|branch_load_ohm=double[1 1][50]|fixed_siso_endpoint_protocol=logical[1 1][1]|main_cable_type=double[1 1][0]|main_edge_length_m=double[1 1][20]|main_path_segments=double[1 1][4]|max_branch_depth=double[1 1][1]|max_branches=double[1 1][2]|max_candidates=double[1 1][16]|max_nodes=double[1 1][8]|max_side_branches_per_node=double[1 1][1]|radial_only=logical[1 1][1]|receiver_node_id=char(RX)|source_node_id=char(TX)}|grids=struct{active_bin_1based=double[[0 0]]|frequency_hz=double[1 61][2000000,2466666.6666666665,2933333.3333333335,3400000,3866666.666666667,4333333.333333334,4800000,5266666.666666666,5733333.333333334,6200000,6666666.666666667,7133333.333333333,7600000,8066666.666666667,8533333.3333333321,9000000,9466666.6666666679,9933333.3333333321,10400000,10866666.666666666,11333333.333333334,11800000,12266666.666666666,12733333.333333334,13200000,13666666.666666666,14133333.333333334,14600000,15066666.666666666,15533333.333333334,16000000,16466666.666666666,16933333.333333336,17400000,17866666.666666664,18333333.333333336,18800000,19266666.666666668,19733333.333333332,20200000,20666666.666666668,21133333.333333332,21600000,22066666.666666668,22533333.333333332,23000000,23466666.666666668,23933333.333333332,24400000,24866666.666666668,25333333.333333332,25800000,26266666.666666668,26733333.333333332,27200000,27666666.666666668,28133333.333333332,28600000,29066666.666666668,29533333.333333332,30000000]|id=char(A_stage4a1_quick61)|nfft=double[1 1][4096]|sample_rate_hz=double[1 1][64000000]|source=char(stage4a1_config.frequency_hz)|subcarrier_spacing_hz=double[1 1][NaN]}|optimization=struct{algorithm=char(fminsearch_logistic_bounded)|boundary_fraction=double[1 1][0.050000000000000003]|finite_difference_step=double[1 1][0.001]|max_function_evaluations=double[1 1][180]|max_iterations=double[1 1][60]|multi_start_count=double[1 1][2]|tolerance_fun=double[1 1][9.9999999999999995e-08]|tolerance_x=double[1 1][1.0000000000000001e-05]}|parameter_search=struct{branch_length_scale=double[1 3][0.94999999999999996,1,1.05]|branch_load_scale=double[1 3][0.80000000000000004,1,1.2]|couple_line_scales=logical[1 1][0]|main_length_scale=double[1 3][0.94999999999999996,1,1.05]|nominal_receiver_impedance_ohm=double[1 1][50]|nominal_source_impedance_ohm=double[1 1][50]|receiver_impedance_ohm=double[1 3][45,50,55]|source_impedance_ohm=double[1 3][45,50,55]}|sample_design=struct{calibration_per_graph=double[1 1][2]|dimensions=cell[char(main_length_scale);char(branch_length_scale);char(branch_load_scale);char(source_impedance_ohm);char(receiver_impedance_ohm);char(joint_parameter_set)]|in_domain_per_replicate=double[1 1][7]|ood_per_dimension_per_replicate=double[1 1][1]|severities=cell[char(near);char(medium);char(far)]}|seeds=struct{development=double[[0 0]]|final=double[1 5][20261701,20261702,20261703,20261704,20261705]}|source_tree_hash=char(e17bc56c8aaa4337815f80d7711371c08b28cab9a8734356da753f476abef6e7)|stage=char(Stage 4A.6)|version=char(4a6_joint_parameter_domain_v1)}",4c805c66864e9d24185fd171b05d57d6b712856520099eea2a3e7407d769e135
