mode,scenario,measurement_kind,observation_mode,method,feature,snr_db,trial,true_id,predicted_id,true_class,predicted_class,strict_correct,class_correct,strict_unique_correct,unique_identification,physically_ambiguous_class,ambiguous,false_unique,best_distance,second_best_distance,distance_margin,objective,cfr_nmse,theta_estimation_rmse,theta_boundary_hit,theta_true_label,theta_hat_label,parameter_regularization,grid_size,view_count,frequency_count,edge_precision,edge_recall,edge_f1,seed,runtime_s
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,16,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0165265141563873,0.0191110916196226,0.00258457746323534,0.0165265141563873,0.00401490201430328,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,27,1,1793,1,1,1,20370937,3.317328
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,17,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.013376456769344,0.0929094693271328,0.0795330125577888,0.013376456769344,0.00408504737355609,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370938,3.338831
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,topology_only,amplitude,20,17,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00107857682629666,0.00729342313877905,0.00621484631248238,0.00107857682629666,0.00408504737355609,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370938,3.339379
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,17,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.013376456769344,0.013376456769344,0,0.013376456769344,0.00408504737355609,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370938,3.33988
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,18,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0130176163844459,0.0928774527356659,0.07985983635122,0.0130176163844459,0.0041120985821699,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370939,3.359968
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,topology_only,amplitude,20,18,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00104399017584032,0.00724077202124496,0.00619678184540464,0.00104399017584032,0.0041120985821699,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370939,3.360583
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,18,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0130176163844459,0.0130176163844459,0,0.0130176163844459,0.0041120985821699,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370939,3.361177
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,19,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0134110499206589,0.092684233536249,0.07927318361559,0.0134110499206589,0.00416409066498145,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370940,3.381385
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,topology_only,amplitude,20,19,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00107881242943599,0.00721187828790392,0.00613306585846793,0.00107881242943599,0.00416409066498145,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370940,3.381958
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,19,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0134110499206589,0.0134110499206589,0,0.0134110499206589,0.00416409066498145,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370940,3.3825
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,20,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0124765687386605,0.0924153203188248,0.0799387515801643,0.0124765687386605,0.00394996680246907,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370941,3.401187
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,topology_only,amplitude,20,20,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.00104605053151922,0.00728475413545875,0.00623870360393953,0.00104605053151922,0.00394996680246907,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370941,3.401724
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0124765687386605,0.0124765687386605,0,0.0124765687386605,0.00394996680246907,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20370941,3.402216
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,1,T3,T3,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.0124780230930777,0.0124780230930777,2.94902990916057e-17,0.0124780230930777,0.00405627876300575,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20371022,3.424071
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,topology_only,amplitude,20,1,T3,T5,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.00104694900007067,0.00104694900007067,2.16840434497101e-19,0.00104694900007067,0.00405627876300575,0,0,nominal_noise_20,nominal,0,27,1,1793,0.8,0.8,0.8,20371022,3.428325
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,1,T3,T3,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.0124780230930777,0.0124780230930777,0,0.0124780230930777,0.00405627876300575,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20371022,3.429103
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,2,T3,T5,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.0186381281142622,0.0186381281142623,7.63278329429795e-17,0.0186381281142622,0.00414738144916,0,0,nominal_noise_20,nominal,0,27,1,1793,0.8,0.8,0.8,20371023,3.45011
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,topology_only,amplitude,20,2,T3,T3,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.00106312337023408,0.00106312337023408,0,0.00106312337023408,0.00414738144916,0,0,nominal_noise_20,nominal,0,27,1,1793,1,1,1,20371023,3.451091
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,2,T3,T5,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.0186381281142623,0.0186381281142623,0,0.0186381281142623,0.00414738144916,0,0,nominal_noise_20,nominal,0,27,1,1793,0.8,0.8,0.8,20371023,3.451721
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nominal_nearest,amp_phase_joint_weighted,20,3,T3,T5,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.0118271498482218,0.0118271498482218,5.20417042793042e-18,0.0118271498482218,0.00409153375648547,0,0,nominal_noise_20,nominal,0,27,1,1793,0.8,0.8,0.8,20371024,3.473718
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,topology_only,amplitude,20,3,T3,T5,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.0010879949451508,0.0010879949451508,2.16840434497101e-19,0.0010879949451508,0.00409153375648547,0,0,nominal_noise_20,nominal,0,27,1,1793,0.8,0.8,0.8,20371024,3.474733
parameter_aware,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,3,T3,T5,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.0118271498482218,0.0118271498482218,0,0.0118271498482218,0.00409153375648547,0,0,nominal_noise_20,nominal,0,27,1,1793,0.8,0.8,0.8,20371024,3.475369
