mode,snr_db,pilot_spacing,measurement_kind,feature,true_id,predicted_id,count
audit,20,2,dual_receiver_complete,toa,T4,T4,50
audit,20,2,dual_receiver_complete,amplitude,T5,T5,50
audit,20,2,dual_receiver_complete,amp_phase_joint_weighted,T5,T5,50
audit,20,2,dual_receiver_complete,cir,T5,T5,50
audit,20,2,dual_receiver_complete,toa,T5,T2,50
audit,20,2,three_view_complete,amplitude,T2,T2,50
audit,20,2,three_view_complete,amp_phase_joint_weighted,T2,T2,50
audit,20,2,three_view_complete,cir,T2,T2,50
audit,20,2,three_view_complete,toa,T2,T2,50
audit,20,2,three_view_complete,amplitude,T3,T3,50
audit,20,2,three_view_complete,amp_phase_joint_weighted,T3,T3,50
audit,20,2,three_view_complete,cir,T3,T3,50
audit,20,2,three_view_complete,toa,T3,T2,50
audit,20,2,three_view_complete,amplitude,T4,T4,50
audit,20,2,three_view_complete,amp_phase_joint_weighted,T4,T4,50
audit,20,2,three_view_complete,cir,T4,T4,50
audit,20,2,three_view_complete,toa,T4,T4,50
audit,20,2,three_view_complete,amplitude,T5,T5,50
audit,20,2,three_view_complete,amp_phase_joint_weighted,T5,T5,50
audit,20,2,three_view_complete,cir,T5,T5,50
audit,20,2,three_view_complete,toa,T5,T2,50
audit,20,4,siso_forward,amplitude,T2,T2,50
audit,20,4,siso_forward,amp_phase_joint_weighted,T2,T2,50
audit,20,4,siso_forward,cir,T2,T2,50
audit,20,4,siso_forward,toa,T2,T2,50
audit,20,4,siso_forward,amplitude,T3,T5,22
audit,20,4,siso_forward,amp_phase_joint_weighted,T3,T3,29
audit,20,4,siso_forward,cir,T3,T5,25
audit,20,4,siso_forward,toa,T3,T2,50
audit,20,4,siso_forward,amp_phase_joint_weighted,T3,T5,21
audit,20,4,siso_forward,cir,T3,T3,25
audit,20,4,siso_forward,amplitude,T3,T3,28
audit,20,4,siso_forward,amplitude,T4,T4,50
audit,20,4,siso_forward,amp_phase_joint_weighted,T4,T4,50
audit,20,4,siso_forward,cir,T4,T4,50
audit,20,4,siso_forward,toa,T4,T2,50
audit,20,4,siso_forward,amplitude,T5,T3,23
audit,20,4,siso_forward,amp_phase_joint_weighted,T5,T5,25
audit,20,4,siso_forward,cir,T5,T3,16
audit,20,4,siso_forward,toa,T5,T2,50
audit,20,4,siso_forward,amplitude,T5,T5,27
audit,20,4,siso_forward,amp_phase_joint_weighted,T5,T3,25
audit,20,4,siso_forward,cir,T5,T5,34
audit,20,4,bidirectional_endpoint_fixed,amplitude,T2,T2,50
audit,20,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T2,T2,50
audit,20,4,bidirectional_endpoint_fixed,cir,T2,T2,50
audit,20,4,bidirectional_endpoint_fixed,toa,T2,T2,50
audit,20,4,bidirectional_endpoint_fixed,amplitude,T3,T3,32
audit,20,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T3,25
audit,20,4,bidirectional_endpoint_fixed,cir,T3,T3,28
audit,20,4,bidirectional_endpoint_fixed,toa,T3,T2,50
audit,20,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T5,25
audit,20,4,bidirectional_endpoint_fixed,cir,T3,T5,22
audit,20,4,bidirectional_endpoint_fixed,amplitude,T3,T5,18
audit,20,4,bidirectional_endpoint_fixed,amplitude,T4,T4,50
audit,20,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T4,T4,50
audit,20,4,bidirectional_endpoint_fixed,cir,T4,T4,50
audit,20,4,bidirectional_endpoint_fixed,toa,T4,T2,50
audit,20,4,bidirectional_endpoint_fixed,amplitude,T5,T5,17
audit,20,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T3,24
audit,20,4,bidirectional_endpoint_fixed,cir,T5,T5,24
audit,20,4,bidirectional_endpoint_fixed,toa,T5,T2,50
audit,20,4,bidirectional_endpoint_fixed,amplitude,T5,T3,33
audit,20,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T5,26
audit,20,4,bidirectional_endpoint_fixed,cir,T5,T3,26
audit,20,4,dual_receiver_complete,amplitude,T2,T2,50
audit,20,4,dual_receiver_complete,amp_phase_joint_weighted,T2,T2,50
audit,20,4,dual_receiver_complete,cir,T2,T2,50
audit,20,4,dual_receiver_complete,toa,T2,T2,50
audit,20,4,dual_receiver_complete,amplitude,T3,T3,50
audit,20,4,dual_receiver_complete,amp_phase_joint_weighted,T3,T3,50
audit,20,4,dual_receiver_complete,cir,T3,T3,50
audit,20,4,dual_receiver_complete,toa,T3,T2,50
audit,20,4,dual_receiver_complete,amplitude,T4,T4,50
audit,20,4,dual_receiver_complete,amp_phase_joint_weighted,T4,T4,50
audit,20,4,dual_receiver_complete,cir,T4,T4,50
audit,20,4,dual_receiver_complete,toa,T4,T4,50
audit,20,4,dual_receiver_complete,amplitude,T5,T5,50
audit,20,4,dual_receiver_complete,amp_phase_joint_weighted,T5,T5,50
audit,20,4,dual_receiver_complete,cir,T5,T5,50
audit,20,4,dual_receiver_complete,toa,T5,T2,50
audit,20,4,three_view_complete,amplitude,T2,T2,50
audit,20,4,three_view_complete,amp_phase_joint_weighted,T2,T2,50
audit,20,4,three_view_complete,cir,T2,T2,50
audit,20,4,three_view_complete,toa,T2,T2,50
audit,20,4,three_view_complete,amplitude,T3,T3,50
audit,20,4,three_view_complete,amp_phase_joint_weighted,T3,T3,50
audit,20,4,three_view_complete,cir,T3,T3,50
audit,20,4,three_view_complete,toa,T3,T2,50
audit,20,4,three_view_complete,amplitude,T4,T4,50
audit,20,4,three_view_complete,amp_phase_joint_weighted,T4,T4,50
audit,20,4,three_view_complete,cir,T4,T4,50
audit,20,4,three_view_complete,toa,T4,T4,50
audit,20,4,three_view_complete,amplitude,T5,T5,50
audit,20,4,three_view_complete,amp_phase_joint_weighted,T5,T5,50
audit,20,4,three_view_complete,cir,T5,T5,50
audit,20,4,three_view_complete,toa,T5,T2,50
audit,20,8,siso_forward,amplitude,T2,T2,50
audit,20,8,siso_forward,amp_phase_joint_weighted,T2,T2,50
audit,20,8,siso_forward,cir,T2,T2,50
audit,20,8,siso_forward,toa,T2,T2,50
audit,20,8,siso_forward,amplitude,T3,T3,50
audit,20,8,siso_forward,amp_phase_joint_weighted,T3,T3,15
audit,20,8,siso_forward,cir,T3,T3,48
audit,20,8,siso_forward,toa,T3,T2,50
audit,20,8,siso_forward,amp_phase_joint_weighted,T3,T5,35
audit,20,8,siso_forward,cir,T3,T5,2
audit,20,8,siso_forward,amplitude,T4,T4,50
audit,20,8,siso_forward,amp_phase_joint_weighted,T4,T4,50
audit,20,8,siso_forward,cir,T4,T4,50
audit,20,8,siso_forward,toa,T4,T2,50
audit,20,8,siso_forward,amplitude,T5,T3,48
audit,20,8,siso_forward,amp_phase_joint_weighted,T5,T3,27
audit,20,8,siso_forward,cir,T5,T3,47
audit,20,8,siso_forward,toa,T5,T2,50
audit,20,8,siso_forward,amp_phase_joint_weighted,T5,T5,23
audit,20,8,siso_forward,cir,T5,T5,3
audit,20,8,siso_forward,amplitude,T5,T5,2
audit,20,8,bidirectional_endpoint_fixed,amplitude,T2,T2,50
audit,20,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T2,T2,50
audit,20,8,bidirectional_endpoint_fixed,cir,T2,T2,50
audit,20,8,bidirectional_endpoint_fixed,toa,T2,T2,50
audit,20,8,bidirectional_endpoint_fixed,amplitude,T3,T3,50
audit,20,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T5,22
audit,20,8,bidirectional_endpoint_fixed,cir,T3,T3,49
audit,20,8,bidirectional_endpoint_fixed,toa,T3,T2,50
audit,20,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T3,28
audit,20,8,bidirectional_endpoint_fixed,cir,T3,T5,1
audit,20,8,bidirectional_endpoint_fixed,amplitude,T4,T4,50
audit,20,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T4,T4,50
audit,20,8,bidirectional_endpoint_fixed,cir,T4,T4,50
audit,20,8,bidirectional_endpoint_fixed,toa,T4,T2,50
audit,20,8,bidirectional_endpoint_fixed,amplitude,T5,T3,50
audit,20,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T3,18
audit,20,8,bidirectional_endpoint_fixed,cir,T5,T3,50
audit,20,8,bidirectional_endpoint_fixed,toa,T5,T2,50
audit,20,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T5,32
audit,20,8,dual_receiver_complete,amplitude,T2,T2,50
audit,20,8,dual_receiver_complete,amp_phase_joint_weighted,T2,T2,50
audit,20,8,dual_receiver_complete,cir,T2,T2,50
audit,20,8,dual_receiver_complete,toa,T2,T2,50
audit,20,8,dual_receiver_complete,amplitude,T3,T3,50
audit,20,8,dual_receiver_complete,amp_phase_joint_weighted,T3,T3,50
audit,20,8,dual_receiver_complete,cir,T3,T3,50
audit,20,8,dual_receiver_complete,toa,T3,T2,50
audit,20,8,dual_receiver_complete,amplitude,T4,T4,50
audit,20,8,dual_receiver_complete,amp_phase_joint_weighted,T4,T4,50
audit,20,8,dual_receiver_complete,cir,T4,T4,50
audit,20,8,dual_receiver_complete,toa,T4,T4,50
audit,20,8,dual_receiver_complete,amplitude,T5,T5,50
audit,20,8,dual_receiver_complete,amp_phase_joint_weighted,T5,T5,50
audit,20,8,dual_receiver_complete,cir,T5,T5,50
audit,20,8,dual_receiver_complete,toa,T5,T2,50
audit,20,8,three_view_complete,amplitude,T2,T2,50
audit,20,8,three_view_complete,amp_phase_joint_weighted,T2,T2,50
audit,20,8,three_view_complete,cir,T2,T2,50
audit,20,8,three_view_complete,toa,T2,T2,50
audit,20,8,three_view_complete,amplitude,T3,T3,50
audit,20,8,three_view_complete,amp_phase_joint_weighted,T3,T3,50
audit,20,8,three_view_complete,cir,T3,T3,50
audit,20,8,three_view_complete,toa,T3,T2,50
audit,20,8,three_view_complete,amplitude,T4,T4,50
audit,20,8,three_view_complete,amp_phase_joint_weighted,T4,T4,50
audit,20,8,three_view_complete,cir,T4,T4,50
audit,20,8,three_view_complete,toa,T4,T4,50
audit,20,8,three_view_complete,amplitude,T5,T5,50
audit,20,8,three_view_complete,amp_phase_joint_weighted,T5,T5,50
audit,20,8,three_view_complete,cir,T5,T5,50
audit,20,8,three_view_complete,toa,T5,T2,50
audit,30,1,siso_forward,amplitude,T2,T2,50
audit,30,1,siso_forward,amp_phase_joint_weighted,T2,T2,50
audit,30,1,siso_forward,cir,T2,T2,50
audit,30,1,siso_forward,toa,T2,T2,50
audit,30,1,siso_forward,amplitude,T3,T5,17
audit,30,1,siso_forward,amp_phase_joint_weighted,T3,T3,27
audit,30,1,siso_forward,cir,T3,T3,26
audit,30,1,siso_forward,toa,T3,T2,50
audit,30,1,siso_forward,amplitude,T3,T3,33
audit,30,1,siso_forward,amp_phase_joint_weighted,T3,T5,23
audit,30,1,siso_forward,cir,T3,T5,24
audit,30,1,siso_forward,amplitude,T4,T4,50
audit,30,1,siso_forward,amp_phase_joint_weighted,T4,T4,50
audit,30,1,siso_forward,cir,T4,T4,50
audit,30,1,siso_forward,toa,T4,T2,50
audit,30,1,siso_forward,amplitude,T5,T5,20
audit,30,1,siso_forward,amp_phase_joint_weighted,T5,T5,22
audit,30,1,siso_forward,cir,T5,T3,29
audit,30,1,siso_forward,toa,T5,T2,50
audit,30,1,siso_forward,amp_phase_joint_weighted,T5,T3,28
audit,30,1,siso_forward,amplitude,T5,T3,30
audit,30,1,siso_forward,cir,T5,T5,21
audit,30,1,bidirectional_endpoint_fixed,amplitude,T2,T2,50
audit,30,1,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T2,T2,50
audit,30,1,bidirectional_endpoint_fixed,cir,T2,T2,50
audit,30,1,bidirectional_endpoint_fixed,toa,T2,T2,50
audit,30,1,bidirectional_endpoint_fixed,amplitude,T3,T3,28
audit,30,1,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T5,22
audit,30,1,bidirectional_endpoint_fixed,cir,T3,T5,17
audit,30,1,bidirectional_endpoint_fixed,toa,T3,T2,50
audit,30,1,bidirectional_endpoint_fixed,cir,T3,T3,33
audit,30,1,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T3,28
audit,30,1,bidirectional_endpoint_fixed,amplitude,T3,T5,22
audit,30,1,bidirectional_endpoint_fixed,amplitude,T4,T4,50
audit,30,1,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T4,T4,50
audit,30,1,bidirectional_endpoint_fixed,cir,T4,T4,50
audit,30,1,bidirectional_endpoint_fixed,toa,T4,T2,50
audit,30,1,bidirectional_endpoint_fixed,amplitude,T5,T3,27
audit,30,1,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T3,25
audit,30,1,bidirectional_endpoint_fixed,cir,T5,T3,24
audit,30,1,bidirectional_endpoint_fixed,toa,T5,T2,50
audit,30,1,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T5,25
audit,30,1,bidirectional_endpoint_fixed,cir,T5,T5,26
audit,30,1,bidirectional_endpoint_fixed,amplitude,T5,T5,23
audit,30,1,dual_receiver_complete,amplitude,T2,T2,50
audit,30,1,dual_receiver_complete,amp_phase_joint_weighted,T2,T2,50
audit,30,1,dual_receiver_complete,cir,T2,T2,50
audit,30,1,dual_receiver_complete,toa,T2,T2,50
audit,30,1,dual_receiver_complete,amplitude,T3,T3,50
audit,30,1,dual_receiver_complete,amp_phase_joint_weighted,T3,T3,50
audit,30,1,dual_receiver_complete,cir,T3,T3,50
audit,30,1,dual_receiver_complete,toa,T3,T2,50
audit,30,1,dual_receiver_complete,amplitude,T4,T4,50
audit,30,1,dual_receiver_complete,amp_phase_joint_weighted,T4,T4,50
audit,30,1,dual_receiver_complete,cir,T4,T4,50
audit,30,1,dual_receiver_complete,toa,T4,T4,50
audit,30,1,dual_receiver_complete,amplitude,T5,T5,50
audit,30,1,dual_receiver_complete,amp_phase_joint_weighted,T5,T5,50
audit,30,1,dual_receiver_complete,cir,T5,T5,50
audit,30,1,dual_receiver_complete,toa,T5,T2,50
audit,30,1,three_view_complete,amplitude,T2,T2,50
audit,30,1,three_view_complete,amp_phase_joint_weighted,T2,T2,50
audit,30,1,three_view_complete,cir,T2,T2,50
audit,30,1,three_view_complete,toa,T2,T2,50
audit,30,1,three_view_complete,amplitude,T3,T3,50
audit,30,1,three_view_complete,amp_phase_joint_weighted,T3,T3,50
audit,30,1,three_view_complete,cir,T3,T3,50
audit,30,1,three_view_complete,toa,T3,T2,50
audit,30,1,three_view_complete,amplitude,T4,T4,50
audit,30,1,three_view_complete,amp_phase_joint_weighted,T4,T4,50
audit,30,1,three_view_complete,cir,T4,T4,50
audit,30,1,three_view_complete,toa,T4,T4,50
audit,30,1,three_view_complete,amplitude,T5,T5,50
audit,30,1,three_view_complete,amp_phase_joint_weighted,T5,T5,50
audit,30,1,three_view_complete,cir,T5,T5,50
audit,30,1,three_view_complete,toa,T5,T2,50
audit,30,2,siso_forward,amplitude,T2,T2,50
audit,30,2,siso_forward,amp_phase_joint_weighted,T2,T2,50
audit,30,2,siso_forward,cir,T2,T2,50
audit,30,2,siso_forward,toa,T2,T2,50
audit,30,2,siso_forward,amplitude,T3,T3,29
audit,30,2,siso_forward,amp_phase_joint_weighted,T3,T3,22
audit,30,2,siso_forward,cir,T3,T3,32
audit,30,2,siso_forward,toa,T3,T2,50
audit,30,2,siso_forward,amp_phase_joint_weighted,T3,T5,28
audit,30,2,siso_forward,cir,T3,T5,18
audit,30,2,siso_forward,amplitude,T3,T5,21
audit,30,2,siso_forward,amplitude,T4,T4,50
audit,30,2,siso_forward,amp_phase_joint_weighted,T4,T4,50
audit,30,2,siso_forward,cir,T4,T4,50
audit,30,2,siso_forward,toa,T4,T2,50
audit,30,2,siso_forward,amplitude,T5,T3,30
audit,30,2,siso_forward,amp_phase_joint_weighted,T5,T3,23
audit,30,2,siso_forward,cir,T5,T3,29
audit,30,2,siso_forward,toa,T5,T2,50
audit,30,2,siso_forward,amplitude,T5,T5,20
audit,30,2,siso_forward,cir,T5,T5,21
audit,30,2,siso_forward,amp_phase_joint_weighted,T5,T5,27
audit,30,2,bidirectional_endpoint_fixed,amplitude,T2,T2,50
audit,30,2,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T2,T2,50
audit,30,2,bidirectional_endpoint_fixed,cir,T2,T2,50
audit,30,2,bidirectional_endpoint_fixed,toa,T2,T2,50
audit,30,2,bidirectional_endpoint_fixed,amplitude,T3,T3,30
audit,30,2,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T5,26
audit,30,2,bidirectional_endpoint_fixed,cir,T3,T5,23
audit,30,2,bidirectional_endpoint_fixed,toa,T3,T2,50
audit,30,2,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T3,24
audit,30,2,bidirectional_endpoint_fixed,cir,T3,T3,27
audit,30,2,bidirectional_endpoint_fixed,amplitude,T3,T5,20
audit,30,2,bidirectional_endpoint_fixed,amplitude,T4,T4,50
audit,30,2,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T4,T4,50
audit,30,2,bidirectional_endpoint_fixed,cir,T4,T4,50
audit,30,2,bidirectional_endpoint_fixed,toa,T4,T2,50
audit,30,2,bidirectional_endpoint_fixed,amplitude,T5,T3,37
audit,30,2,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T3,30
audit,30,2,bidirectional_endpoint_fixed,cir,T5,T3,35
audit,30,2,bidirectional_endpoint_fixed,toa,T5,T2,50
audit,30,2,bidirectional_endpoint_fixed,cir,T5,T5,15
audit,30,2,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T5,20
audit,30,2,bidirectional_endpoint_fixed,amplitude,T5,T5,13
audit,30,2,dual_receiver_complete,amplitude,T2,T2,50
audit,30,2,dual_receiver_complete,amp_phase_joint_weighted,T2,T2,50
audit,30,2,dual_receiver_complete,cir,T2,T2,50
audit,30,2,dual_receiver_complete,toa,T2,T2,50
audit,30,2,dual_receiver_complete,amplitude,T3,T3,50
audit,30,2,dual_receiver_complete,amp_phase_joint_weighted,T3,T3,50
audit,30,2,dual_receiver_complete,cir,T3,T3,50
audit,30,2,dual_receiver_complete,toa,T3,T2,50
audit,30,2,dual_receiver_complete,amplitude,T4,T4,50
audit,30,2,dual_receiver_complete,amp_phase_joint_weighted,T4,T4,50
audit,30,2,dual_receiver_complete,cir,T4,T4,50
audit,30,2,dual_receiver_complete,toa,T4,T4,50
audit,30,2,dual_receiver_complete,amplitude,T5,T5,50
audit,30,2,dual_receiver_complete,amp_phase_joint_weighted,T5,T5,50
audit,30,2,dual_receiver_complete,cir,T5,T5,50
audit,30,2,dual_receiver_complete,toa,T5,T2,50
audit,30,2,three_view_complete,amplitude,T2,T2,50
audit,30,2,three_view_complete,amp_phase_joint_weighted,T2,T2,50
audit,30,2,three_view_complete,cir,T2,T2,50
audit,30,2,three_view_complete,toa,T2,T2,50
audit,30,2,three_view_complete,amplitude,T3,T3,50
audit,30,2,three_view_complete,amp_phase_joint_weighted,T3,T3,50
audit,30,2,three_view_complete,cir,T3,T3,50
audit,30,2,three_view_complete,toa,T3,T2,50
audit,30,2,three_view_complete,amplitude,T4,T4,50
audit,30,2,three_view_complete,amp_phase_joint_weighted,T4,T4,50
audit,30,2,three_view_complete,cir,T4,T4,50
audit,30,2,three_view_complete,toa,T4,T4,50
audit,30,2,three_view_complete,amplitude,T5,T5,50
audit,30,2,three_view_complete,amp_phase_joint_weighted,T5,T5,50
audit,30,2,three_view_complete,cir,T5,T5,50
audit,30,2,three_view_complete,toa,T5,T2,50
audit,30,4,siso_forward,amplitude,T2,T2,50
audit,30,4,siso_forward,amp_phase_joint_weighted,T2,T2,50
audit,30,4,siso_forward,cir,T2,T2,50
audit,30,4,siso_forward,toa,T2,T2,50
audit,30,4,siso_forward,amplitude,T3,T3,36
audit,30,4,siso_forward,amp_phase_joint_weighted,T3,T5,24
audit,30,4,siso_forward,cir,T3,T3,37
audit,30,4,siso_forward,toa,T3,T2,50
audit,30,4,siso_forward,amplitude,T3,T5,14
audit,30,4,siso_forward,amp_phase_joint_weighted,T3,T3,26
audit,30,4,siso_forward,cir,T3,T5,13
audit,30,4,siso_forward,amplitude,T4,T4,50
audit,30,4,siso_forward,amp_phase_joint_weighted,T4,T4,50
audit,30,4,siso_forward,cir,T4,T4,50
audit,30,4,siso_forward,toa,T4,T2,50
audit,30,4,siso_forward,amplitude,T5,T5,19
audit,30,4,siso_forward,amp_phase_joint_weighted,T5,T3,28
audit,30,4,siso_forward,cir,T5,T5,19
audit,30,4,siso_forward,toa,T5,T2,50
audit,30,4,siso_forward,amp_phase_joint_weighted,T5,T5,22
audit,30,4,siso_forward,cir,T5,T3,31
audit,30,4,siso_forward,amplitude,T5,T3,31
audit,30,4,bidirectional_endpoint_fixed,amplitude,T2,T2,50
audit,30,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T2,T2,50
audit,30,4,bidirectional_endpoint_fixed,cir,T2,T2,50
audit,30,4,bidirectional_endpoint_fixed,toa,T2,T2,50
audit,30,4,bidirectional_endpoint_fixed,amplitude,T3,T3,33
audit,30,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T3,23
audit,30,4,bidirectional_endpoint_fixed,cir,T3,T3,27
audit,30,4,bidirectional_endpoint_fixed,toa,T3,T2,50
audit,30,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T5,27
audit,30,4,bidirectional_endpoint_fixed,amplitude,T3,T5,17
audit,30,4,bidirectional_endpoint_fixed,cir,T3,T5,23
audit,30,4,bidirectional_endpoint_fixed,amplitude,T4,T4,50
audit,30,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T4,T4,50
audit,30,4,bidirectional_endpoint_fixed,cir,T4,T4,50
audit,30,4,bidirectional_endpoint_fixed,toa,T4,T2,50
audit,30,4,bidirectional_endpoint_fixed,amplitude,T5,T5,16
audit,30,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T5,25
audit,30,4,bidirectional_endpoint_fixed,cir,T5,T5,23
audit,30,4,bidirectional_endpoint_fixed,toa,T5,T2,50
audit,30,4,bidirectional_endpoint_fixed,amplitude,T5,T3,34
audit,30,4,bidirectional_endpoint_fixed,cir,T5,T3,27
audit,30,4,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T3,25
audit,30,4,dual_receiver_complete,amplitude,T2,T2,50
audit,30,4,dual_receiver_complete,amp_phase_joint_weighted,T2,T2,50
audit,30,4,dual_receiver_complete,cir,T2,T2,50
audit,30,4,dual_receiver_complete,toa,T2,T2,50
audit,30,4,dual_receiver_complete,amplitude,T3,T3,50
audit,30,4,dual_receiver_complete,amp_phase_joint_weighted,T3,T3,50
audit,30,4,dual_receiver_complete,cir,T3,T3,50
audit,30,4,dual_receiver_complete,toa,T3,T2,50
audit,30,4,dual_receiver_complete,amplitude,T4,T4,50
audit,30,4,dual_receiver_complete,amp_phase_joint_weighted,T4,T4,50
audit,30,4,dual_receiver_complete,cir,T4,T4,50
audit,30,4,dual_receiver_complete,toa,T4,T4,50
audit,30,4,dual_receiver_complete,amplitude,T5,T5,50
audit,30,4,dual_receiver_complete,amp_phase_joint_weighted,T5,T5,50
audit,30,4,dual_receiver_complete,cir,T5,T5,50
audit,30,4,dual_receiver_complete,toa,T5,T2,50
audit,30,4,three_view_complete,amplitude,T2,T2,50
audit,30,4,three_view_complete,amp_phase_joint_weighted,T2,T2,50
audit,30,4,three_view_complete,cir,T2,T2,50
audit,30,4,three_view_complete,toa,T2,T2,50
audit,30,4,three_view_complete,amplitude,T3,T3,50
audit,30,4,three_view_complete,amp_phase_joint_weighted,T3,T3,50
audit,30,4,three_view_complete,cir,T3,T3,50
audit,30,4,three_view_complete,toa,T3,T2,50
audit,30,4,three_view_complete,amplitude,T4,T4,50
audit,30,4,three_view_complete,amp_phase_joint_weighted,T4,T4,50
audit,30,4,three_view_complete,cir,T4,T4,50
audit,30,4,three_view_complete,toa,T4,T4,50
audit,30,4,three_view_complete,amplitude,T5,T5,50
audit,30,4,three_view_complete,amp_phase_joint_weighted,T5,T5,50
audit,30,4,three_view_complete,cir,T5,T5,50
audit,30,4,three_view_complete,toa,T5,T2,50
audit,30,8,siso_forward,amplitude,T2,T2,50
audit,30,8,siso_forward,amp_phase_joint_weighted,T2,T2,50
audit,30,8,siso_forward,cir,T2,T2,50
audit,30,8,siso_forward,toa,T2,T2,50
audit,30,8,siso_forward,amplitude,T3,T3,50
audit,30,8,siso_forward,amp_phase_joint_weighted,T3,T3,27
audit,30,8,siso_forward,cir,T3,T3,50
audit,30,8,siso_forward,toa,T3,T2,50
audit,30,8,siso_forward,amp_phase_joint_weighted,T3,T5,23
audit,30,8,siso_forward,amplitude,T4,T4,50
audit,30,8,siso_forward,amp_phase_joint_weighted,T4,T4,50
audit,30,8,siso_forward,cir,T4,T4,50
audit,30,8,siso_forward,toa,T4,T2,50
audit,30,8,siso_forward,amplitude,T5,T3,50
audit,30,8,siso_forward,amp_phase_joint_weighted,T5,T5,27
audit,30,8,siso_forward,cir,T5,T3,50
audit,30,8,siso_forward,toa,T5,T2,50
audit,30,8,siso_forward,amp_phase_joint_weighted,T5,T3,23
audit,30,8,bidirectional_endpoint_fixed,amplitude,T2,T2,50
audit,30,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T2,T2,50
audit,30,8,bidirectional_endpoint_fixed,cir,T2,T2,50
audit,30,8,bidirectional_endpoint_fixed,toa,T2,T2,50
audit,30,8,bidirectional_endpoint_fixed,amplitude,T3,T3,50
audit,30,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T5,26
audit,30,8,bidirectional_endpoint_fixed,cir,T3,T3,50
audit,30,8,bidirectional_endpoint_fixed,toa,T3,T2,50
audit,30,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T3,T3,24
audit,30,8,bidirectional_endpoint_fixed,amplitude,T4,T4,50
audit,30,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T4,T4,50
audit,30,8,bidirectional_endpoint_fixed,cir,T4,T4,50
audit,30,8,bidirectional_endpoint_fixed,toa,T4,T2,50
audit,30,8,bidirectional_endpoint_fixed,amplitude,T5,T3,50
audit,30,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T5,28
audit,30,8,bidirectional_endpoint_fixed,cir,T5,T3,50
audit,30,8,bidirectional_endpoint_fixed,toa,T5,T2,50
audit,30,8,bidirectional_endpoint_fixed,amp_phase_joint_weighted,T5,T3,22
audit,30,8,dual_receiver_complete,amplitude,T2,T2,50
audit,30,8,dual_receiver_complete,amp_phase_joint_weighted,T2,T2,50
audit,30,8,dual_receiver_complete,cir,T2,T2,50
audit,30,8,dual_receiver_complete,toa,T2,T2,50
audit,30,8,dual_receiver_complete,amplitude,T3,T3,50
audit,30,8,dual_receiver_complete,amp_phase_joint_weighted,T3,T3,50
audit,30,8,dual_receiver_complete,cir,T3,T3,50
audit,30,8,dual_receiver_complete,toa,T3,T2,50
audit,30,8,dual_receiver_complete,amplitude,T4,T4,50
audit,30,8,dual_receiver_complete,amp_phase_joint_weighted,T4,T4,50
audit,30,8,dual_receiver_complete,cir,T4,T4,50
audit,30,8,dual_receiver_complete,toa,T4,T4,50
audit,30,8,dual_receiver_complete,amplitude,T5,T5,50
audit,30,8,dual_receiver_complete,amp_phase_joint_weighted,T5,T5,50
audit,30,8,dual_receiver_complete,cir,T5,T5,50
audit,30,8,dual_receiver_complete,toa,T5,T2,50
audit,30,8,three_view_complete,amplitude,T2,T2,50
audit,30,8,three_view_complete,amp_phase_joint_weighted,T2,T2,50
audit,30,8,three_view_complete,cir,T2,T2,50
audit,30,8,three_view_complete,toa,T2,T2,50
