split,scenario,measurement_kind,observation_mode,method,feature,snr_db,trial,true_id,predicted_id,true_class,predicted_class,strict_correct,class_correct,strict_unique_correct,unique_identification,physically_ambiguous_class,ambiguous,false_unique,best_distance,second_best_distance,distance_margin,objective,cfr_nmse,theta_estimation_rmse,theta_boundary_hit,theta_true_label,theta_hat_label,parameter_regularization,lambda,grid_size,view_count,frequency_count,edge_precision,edge_recall,edge_f1,seed,runtime_s,trial_label
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20422922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0134047401333916,0.0135116525752811,0.000106912441889482,0.0134047401333916,0.00418855147366828,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0,27,1,1793,1,1,1,20422922,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20422922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.013488073466725,0.0135949859086144,0.000106912441889482,0.013488073466725,0.00418855147366828,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0.001,27,1,1793,1,1,1,20422922,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20422922,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0136136706932445,0.0136136706932445,0,0.0136136706932445,0.00418855147366828,0,0,nominal_noise_20,nominal,0,0.01,27,1,1793,1,1,1,20422922,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20422922,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0136136706932445,0.0136136706932445,0,0.0136136706932445,0.00418855147366828,0,0,nominal_noise_20,nominal,0,0.05,27,1,1793,1,1,1,20422922,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423022,T3,T3,"{T3,T5}","{T3,T5}",1,1,0,0,1,0,1,0.0131539541597549,0.0131550507504057,1.09659065080162e-06,0.0131539541597549,0.00405444690679703,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0,27,1,1793,1,1,1,20423022,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423022,T3,T3,"{T3,T5}","{T3,T5}",1,1,0,0,1,0,1,0.0132372874930883,0.0132383840837391,1.09659065080162e-06,0.0132372874930883,0.00405444690679703,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0.001,27,1,1793,1,1,1,20423022,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423022,T3,T5,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.0134808095440022,0.0134808095440022,0,0.0134808095440022,0.00405444690679703,0,0,nominal_noise_20,nominal,0,0.01,27,1,1793,0.8,0.8,0.8,20423022,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423022,T3,T5,"{T3,T5}","{T3,T5}",0,1,0,0,1,1,0,0.0134808095440022,0.0134808095440022,0,0.0134808095440022,0.00405444690679703,0,0,nominal_noise_20,nominal,0,0.05,27,1,1793,0.8,0.8,0.8,20423022,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0158869321814409,0.0158869321814409,0,0.0158869321814409,0.00406896469048857,0.00577350269189626,1,nominal_noise_20,kG_scale,0.0833333333333333,0,27,1,1793,1,1,1,20423122,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0159115102013924,0.0159115102013924,0,0.0159115102013924,0.00406896469048857,0,0,nominal_noise_20,nominal,0,0.001,27,1,1793,1,1,1,20423122,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0159115102013924,0.0159115102013924,0,0.0159115102013924,0.00406896469048857,0,0,nominal_noise_20,nominal,0,0.01,27,1,1793,1,1,1,20423122,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0159115102013924,0.0159115102013924,0,0.0159115102013924,0.00406896469048857,0,0,nominal_noise_20,nominal,0,0.05,27,1,1793,1,1,1,20423122,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423222,T5,T3,"{T3,T5}","{T3,T5}",0,1,0,0,1,0,1,0.012002898727631,0.0120042778788282,1.37915119713741e-06,0.012002898727631,0.00411663402506943,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0,27,1,1793,0.8,0.8,0.8,20423222,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423222,T5,T5,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.0120353742586445,0.0120353742586445,0,0.0120353742586445,0.00411663402506943,0,0,nominal_noise_20,nominal,0,0.001,27,1,1793,1,1,1,20423222,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423222,T5,T5,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.0120353742586445,0.0120353742586445,0,0.0120353742586445,0.00411663402506943,0,0,nominal_noise_20,nominal,0,0.01,27,1,1793,1,1,1,20423222,NaN,0
calibration,nominal_noise_20,siso_forward,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20423222,T5,T5,"{T3,T5}","{T3,T5}",1,1,0,0,1,1,0,0.0120353742586445,0.0120353742586445,0,0.0120353742586445,0.00411663402506943,0,0,nominal_noise_20,nominal,0,0.05,27,1,1793,1,1,1,20423222,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20432922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0186841295734597,0.0189458857348054,0.000261756161345612,0.0186841295734597,0.00407238768781368,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0,27,2,1793,1,1,1,20432922,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20432922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0187674629067931,0.0190292190681387,0.000261756161345612,0.0187674629067931,0.00407238768781368,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0.001,27,2,1793,1,1,1,20432922,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20432922,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0191894319213676,0.0191894319213676,0,0.0191894319213676,0.00407238768781368,0,0,nominal_noise_20,nominal,0,0.01,27,2,1793,1,1,1,20432922,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20432922,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0191894319213676,0.0191894319213676,0,0.0191894319213676,0.00407238768781368,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20432922,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433022,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0314666348083095,0.0325017729966676,0.00103513818835817,0.0314666348083095,0.00398545311318861,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333331,0,27,2,1793,1,1,1,20433022,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433022,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0315499681416428,0.032585106330001,0.00103513818835817,0.0315499681416428,0.00398545311318861,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333331,0.001,27,2,1793,1,1,1,20433022,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433022,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0322999681416428,0.033335106330001,0.00103513818835817,0.0322999681416428,0.00398545311318861,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333331,0.01,27,2,1793,1,1,1,20433022,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433022,T3,T3,"{T3}","{T3}",1,1,0,0,0,1,0,0.034035995768474,0.034035995768474,0,0.034035995768474,0.00398545311318861,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20433022,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433122,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.0197204879514114,0.0214620876614574,0.00174159971004603,0.0197204879514114,0.00414212231446023,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333331,0,27,2,1793,1,1,1,20433122,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433122,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.0198038212847447,0.0214948834709285,0.00169106218618376,0.0198038212847447,0.00414212231446023,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333331,0.001,27,2,1793,1,1,1,20433122,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433122,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.0205538212847447,0.0214948834709285,0.000941062186183759,0.0205538212847447,0.00414212231446023,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333331,0.01,27,2,1793,1,1,1,20433122,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0214948834709285,0.0214948834709285,0,0.0214948834709285,0.00414212231446023,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20433122,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433222,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.0205467568765439,0.0227582282955602,0.00221147141901635,0.0205467568765439,0.00404257537769317,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333331,0,27,2,1793,1,1,1,20433222,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433222,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.0206300902098772,0.0228415616288935,0.00221147141901635,0.0206300902098772,0.00404257537769317,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333331,0.001,27,2,1793,1,1,1,20433222,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433222,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.0213800902098772,0.023118127927859,0.00173803771798185,0.0213800902098772,0.00404257537769317,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333331,0.01,27,2,1793,1,1,1,20433222,NaN,0
calibration,nominal_noise_20,dual_receiver_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20433222,T5,T5,"{T5}","{T5}",1,1,0,0,0,1,0,0.023118127927859,0.023118127927859,0,0.023118127927859,0.00404257537769317,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20433222,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20442922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0141426302429851,0.0153102920089415,0.00116766176595642,0.0141426302429851,0.004140946596027,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0,27,2,1793,1,1,1,20442922,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20442922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0142259635763185,0.0153936253422749,0.00116766176595642,0.0142259635763185,0.004140946596027,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0.001,27,2,1793,1,1,1,20442922,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20442922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0149759635763185,0.0154658391618517,0.000489875585533223,0.0149759635763185,0.004140946596027,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0.01,27,2,1793,1,1,1,20442922,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20442922,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0154658391618517,0.0154658391618517,0,0.0154658391618517,0.004140946596027,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20442922,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443022,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0132571813195973,0.01335604633938,9.88650197826998e-05,0.0132571813195973,0.00411238617050728,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0,27,2,1793,1,1,1,20443022,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443022,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0133405146529307,0.0134393796727134,9.88650197826998e-05,0.0133405146529307,0.00411238617050728,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0.001,27,2,1793,1,1,1,20443022,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443022,T3,T3,"{T3}","{T3}",1,1,0,0,0,1,0,0.0134695579402277,0.0134695579402277,0,0.0134695579402277,0.00411238617050728,0,0,nominal_noise_20,nominal,0,0.01,27,2,1793,1,1,1,20443022,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443022,T3,T3,"{T3}","{T3}",1,1,0,0,0,1,0,0.0134695579402277,0.0134695579402277,0,0.0134695579402277,0.00411238617050728,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20443022,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0145915460381144,0.0145915460381144,0,0.0145915460381144,0.00392678265054456,0.00577350269189626,1,nominal_noise_20,kG_scale,0.0833333333333333,0,27,2,1793,1,1,1,20443122,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0146233829605318,0.0146233829605318,0,0.0146233829605318,0.00392678265054456,0,0,nominal_noise_20,nominal,0,0.001,27,2,1793,1,1,1,20443122,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0146233829605318,0.0146233829605318,0,0.0146233829605318,0.00392678265054456,0,0,nominal_noise_20,nominal,0,0.01,27,2,1793,1,1,1,20443122,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0146233829605318,0.0146233829605318,0,0.0146233829605318,0.00392678265054456,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20443122,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443222,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.0138562180631561,0.0138850726920197,2.88546288636435e-05,0.0138562180631561,0.00418154042311051,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0,27,2,1793,1,1,1,20443222,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443222,T5,T5,"{T5}","{T5}",1,1,0,0,0,1,0,0.0138990606583994,0.0138990606583994,0,0.0138990606583994,0.00418154042311051,0,0,nominal_noise_20,nominal,0,0.001,27,2,1793,1,1,1,20443222,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443222,T5,T5,"{T5}","{T5}",1,1,0,0,0,1,0,0.0138990606583994,0.0138990606583994,0,0.0138990606583994,0.00418154042311051,0,0,nominal_noise_20,nominal,0,0.01,27,2,1793,1,1,1,20443222,NaN,0
calibration,nominal_noise_20,dual_receiver_highz_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20443222,T5,T5,"{T5}","{T5}",1,1,0,0,0,1,0,0.0138990606583994,0.0138990606583994,0,0.0138990606583994,0.00418154042311051,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20443222,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20452922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0147193121113435,0.0147328905401907,1.35784288472062e-05,0.0147193121113435,0.0041825275193681,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0,27,2,1793,1,1,1,20452922,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20452922,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0147889901235878,0.0147889901235878,0,0.0147889901235878,0.0041825275193681,0,0,nominal_noise_20,nominal,0,0.001,27,2,1793,1,1,1,20452922,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20452922,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0147889901235878,0.0147889901235878,0,0.0147889901235878,0.0041825275193681,0,0,nominal_noise_20,nominal,0,0.01,27,2,1793,1,1,1,20452922,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20452922,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0147889901235878,0.0147889901235878,0,0.0147889901235878,0.0041825275193681,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20452922,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453022,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0128134237642178,0.012958181863948,0.000144758099730155,0.0128134237642178,0.00419885736289532,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0,27,2,1793,1,1,1,20453022,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453022,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0128967570975512,0.0130415151972813,0.000144758099730155,0.0128967570975512,0.00419885736289532,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0.001,27,2,1793,1,1,1,20453022,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453022,T3,T3,"{T3}","{T3}",1,1,0,0,0,1,0,0.0131143215947524,0.0131143215947524,0,0.0131143215947524,0.00419885736289532,0,0,nominal_noise_20,nominal,0,0.01,27,2,1793,1,1,1,20453022,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453022,T3,T3,"{T3}","{T3}",1,1,0,0,0,1,0,0.0131143215947524,0.0131143215947524,0,0.0131143215947524,0.00419885736289532,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20453022,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453122,T4,T4,"{T4}","{T4}",1,1,1,1,0,0,0,0.0158311091127218,0.0158311841233557,7.50106339091061e-08,0.0158311091127218,0.00399055673321258,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0,27,2,1793,1,1,1,20453122,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0158518066577094,0.0158518066577094,0,0.0158518066577094,0.00399055673321258,0,0,nominal_noise_20,nominal,0,0.001,27,2,1793,1,1,1,20453122,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0158518066577094,0.0158518066577094,0,0.0158518066577094,0.00399055673321258,0,0,nominal_noise_20,nominal,0,0.01,27,2,1793,1,1,1,20453122,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453122,T4,T4,"{T4}","{T4}",1,1,0,0,0,1,0,0.0158518066577094,0.0158518066577094,0,0.0158518066577094,0.00399055673321258,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20453122,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453222,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.0134369886784024,0.0134370482345207,5.95561182505783e-08,0.0134369886784024,0.00408488659436173,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0,27,2,1793,1,1,1,20453222,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453222,T5,T5,"{T5}","{T5}",1,1,1,1,0,0,0,0.0135203220117357,0.013520381567854,5.95561182505783e-08,0.0135203220117357,0.00408488659436173,0.00577350269189626,1,nominal_noise_20,source_impedance_ohm,0.0833333333333333,0.001,27,2,1793,1,1,1,20453222,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453222,T5,T5,"{T5}","{T5}",1,1,0,0,0,1,0,0.0135263264416924,0.0135263264416924,0,0.0135263264416924,0.00408488659436173,0,0,nominal_noise_20,nominal,0,0.01,27,2,1793,1,1,1,20453222,NaN,0
calibration,nominal_noise_20,dual_receiver_counterfactual,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20453222,T5,T5,"{T5}","{T5}",1,1,0,0,0,1,0,0.0135263264416924,0.0135263264416924,0,0.0135263264416924,0.00408488659436173,0,0,nominal_noise_20,nominal,0,0.05,27,2,1793,1,1,1,20453222,NaN,0
calibration,nominal_noise_20,three_view_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20462922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0152335609449019,0.0166087366582063,0.0013751757133044,0.0152335609449019,0.00411814968662264,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0,27,3,1793,1,1,1,20462922,NaN,0
calibration,nominal_noise_20,three_view_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20462922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0153168942782352,0.0166920699915396,0.0013751757133044,0.0153168942782352,0.00411814968662264,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0.001,27,3,1793,1,1,1,20462922,NaN,0
calibration,nominal_noise_20,three_view_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20462922,T2,T2,"{T2}","{T2}",1,1,1,1,0,0,0,0.0160668942782352,0.0167830474482063,0.000716153169971149,0.0160668942782352,0.00411814968662264,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0.01,27,3,1793,1,1,1,20462922,NaN,0
calibration,nominal_noise_20,three_view_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20462922,T2,T2,"{T2}","{T2}",1,1,0,0,0,1,0,0.0167830474482063,0.0167830474482063,0,0.0167830474482063,0.00411814968662264,0,0,nominal_noise_20,nominal,0,0.05,27,3,1793,1,1,1,20462922,NaN,0
calibration,nominal_noise_20,three_view_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20463022,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0353862105452933,0.0368305131684329,0.00144430262313956,0.0353862105452933,0.00414841255436034,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0,27,3,1793,1,1,1,20463022,NaN,0
calibration,nominal_noise_20,three_view_complete,ordinary_ofdm_cfr,nuisance_aware_joint,amp_phase_joint_weighted,20,20463022,T3,T3,"{T3}","{T3}",1,1,1,1,0,0,0,0.0354695438786267,0.0369138465017662,0.00144430262313956,0.0354695438786267,0.00414841255436034,0.0288675134594813,1,nominal_noise_20,branch_load_scale,0.0833333333333333,0.001,27,3,1793,1,1,1,20463022,NaN,0
