experiment,noise_mode,view_kind,snr_db,trial,true_id,method,predicted_id,correct,group_correct,nmse,amplitude_rmse_db,weighted_phase_rmse_deg,intra_distance,inter_distance,length_error_m,main_length_error_m,branch_length_error_m,load_relative_error,Zs_error_ohm,Zr_error_ohm
noise_only,fixed_received_snr,siso_forward,10,1,T3,single_feature,T3,1,1,0.10433150325811606,2.7280063635624465,17.148963395962088,0.00492969243376617,0.00492969243376617,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,1,T4,oracle,T4,1,1,0.10549204073520729,4.1016277353271233,19.936285900495871,0.078399542866007893,0.12833073252388494,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,1,T4,joint,T4,1,1,0.10549204073520729,4.1016277353271233,19.936285900495871,0.078176818795104297,0.12571870799826138,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,1,T4,single_feature,T4,1,1,0.10549204073520729,4.1016277353271233,19.936285900495871,0.0050824915311037068,0.0060868672481585295,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,1,T5,oracle,T3,0,1,0.10559676152332111,2.7859584442722269,17.436972753649041,0.068594422363146293,0.068594422363146237,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,1,T5,joint,T3,0,1,0.10559676152332111,2.7859584442722269,17.436972753649041,0.06673808268766955,0.066738082687669523,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,1,T5,single_feature,T3,0,1,0.10559676152332111,2.7859584442722269,17.436972753649041,0.0051177580248959464,0.0051177580248959464,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,2,T2,oracle,T2,1,1,0.10198808289253038,3.0531668326718648,17.687052972320927,0.069571834335870719,0.11383566382124009,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,2,T2,joint,T2,1,1,0.10198808289253038,3.0531668326718648,17.687052972320927,0.065549639084286265,0.11288708308590356,0,0,0,-0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,2,T2,single_feature,T2,1,1,0.10198808289253038,3.0531668326718648,17.687052972320927,0.005017616384513879,0.0084650661383589617,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,2,T3,oracle,T3,1,1,0.096806964195136333,2.8584719259051359,15.428333450252971,0.060703961949828196,0.060703961949828196,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,2,T3,joint,T3,1,1,0.096806964195136333,2.8584719259051359,15.428333450252971,0.060605858723806028,0.060646763629564858,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,2,T3,single_feature,T3,1,1,0.096806964195136333,2.8584719259051359,15.428333450252971,0.0048197366703793647,0.0048197366703793647,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,2,T4,oracle,T4,1,1,0.10284825678008919,3.8737031878154857,21.334485183803388,0.083884172797322062,0.13227602372423844,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,2,T4,joint,T4,1,1,0.10284825678008919,3.8737031878154857,21.334485183803388,0.075786936850711195,0.12631570423149774,0,0,0,-0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,2,T4,single_feature,T4,1,1,0.10284825678008919,3.8737031878154857,21.334485183803388,0.0049952756563589997,0.0060766422641065198,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,2,T5,oracle,T5,1,1,0.10083710154820619,2.7070417337421739,18.181517874518814,0.071508058897310503,0.071508058897310586,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,2,T5,joint,T5,1,1,0.10083710154820619,2.7070417337421739,18.181517874518814,0.067558453745446292,0.067558453745446279,0,0,0,0,0,5
noise_only,fixed_received_snr,siso_forward,10,2,T5,single_feature,T3,0,1,0.10083710154820619,2.7070417337421739,18.181517874518814,0.0049093289661163424,0.0049093289661163424,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,3,T2,oracle,T2,1,1,0.098329278503537995,2.8525492957367682,21.486440598297712,0.084482530701042682,0.12528637222383654,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,3,T2,joint,T2,1,1,0.098329278503537995,2.8525492957367682,21.486440598297712,0.076263663191441747,0.11211864920110634,0,0,0,0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,3,T2,single_feature,T2,1,1,0.098329278503537995,2.8525492957367682,21.486440598297712,0.0050606823958978791,0.0083994320722521783,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,3,T3,oracle,T5,0,1,0.10233758321462978,2.8861117708341717,16.78169759299907,0.06602035214841756,0.066020352148417533,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,3,T3,joint,T5,0,1,0.10233758321462978,2.8861117708341717,16.78169759299907,0.063595225704392827,0.063595225704392827,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,3,T3,single_feature,T5,0,1,0.10233758321462978,2.8861117708341717,16.78169759299907,0.0050232080971822331,0.0050232080971822322,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,3,T4,oracle,T4,1,1,0.09712868940677799,3.9771985914650072,19.902153891450755,0.078261406020178129,0.12407571907446714,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,3,T4,joint,T4,1,1,0.09712868940677799,3.9771985914650072,19.902153891450755,0.077981439788956289,0.1216408785616299,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,3,T4,single_feature,T4,1,1,0.09712868940677799,3.9771985914650072,19.902153891450755,0.0049516166556519726,0.0059465405709464032,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,3,T5,oracle,T5,1,1,0.099055926258529672,2.6758161033272141,15.763680912481821,0.062019889993801168,0.062019889993801175,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,3,T5,joint,T5,1,1,0.099055926258529672,2.6758161033272141,15.763680912481821,0.061280023963606454,0.061280023963606448,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,3,T5,single_feature,T3,0,1,0.099055926258529672,2.6758161033272141,15.763680912481821,0.0048349607837835824,0.0048349607837835816,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,4,T2,oracle,T2,1,1,0.097093134691184663,2.8446597430835534,18.259949667520086,0.071813832835826735,0.11317547527970639,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,4,T2,joint,T2,1,1,0.097093134691184663,2.8446597430835534,18.259949667520086,0.068259042072154483,0.10402380091080683,0,0,0,0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,4,T2,single_feature,T2,1,1,0.097093134691184663,2.8446597430835534,18.259949667520086,0.0048512469744266158,0.0083799412108645412,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,4,T3,oracle,T5,0,1,0.10450347454145704,2.8406189499555614,16.683599201860932,0.065634942935406795,0.065634942935406781,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,4,T3,joint,T5,0,1,0.10450347454145704,2.8406189499555614,16.683599201860932,0.065233153988357107,0.065233153988357093,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,4,T3,single_feature,T3,1,1,0.10450347454145704,2.8406189499555614,16.683599201860932,0.0050074057610114365,0.0050074057610114365,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,4,T4,oracle,T4,1,1,0.10137132286263387,4.0411019912671318,22.315442560921866,0.087732458453383913,0.13239468075416624,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,4,T4,joint,T4,1,1,0.10137132286263387,4.0411019912671318,22.315442560921866,0.0797141128890968,0.12629707946428945,0,0,0,-0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,4,T4,single_feature,T4,1,1,0.10137132286263387,4.0411019912671318,22.315442560921866,0.0049241273112876158,0.0060060334670222681,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,4,T5,oracle,T3,0,1,0.10413819990150502,2.8638097153522479,17.904810467051497,0.070428270355841774,0.070428270355841746,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,4,T5,joint,T3,0,1,0.10413819990150502,2.8638097153522479,17.904810467051497,0.067674539370309053,0.067674539370308998,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,4,T5,single_feature,T3,0,1,0.10413819990150502,2.8638097153522479,17.904810467051497,0.0050763191784550842,0.0050763191784550842,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,5,T2,oracle,T2,1,1,0.10197427790896786,3.0404414408412634,16.506205522335399,0.064937340578945124,0.11187208174337325,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,5,T2,joint,T2,1,1,0.10197427790896786,3.0404414408412634,16.506205522335399,0.064866020540280178,0.10785197652141384,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,5,T2,single_feature,T2,1,1,0.10197427790896786,3.0404414408412634,16.506205522335399,0.0049615518947384524,0.0085490625856586861,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,5,T3,oracle,T5,0,1,0.1015981410714344,2.8907360463788692,20.398137120532329,0.08020578957679543,0.080205789576795389,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,5,T3,joint,T5,0,1,0.1015981410714344,2.8907360463788692,20.398137120532329,0.074672263794929319,0.074672263794929319,0,0,0,0,0,5
noise_only,fixed_received_snr,siso_forward,10,5,T3,single_feature,T3,1,1,0.1015981410714344,2.8907360463788692,20.398137120532329,0.0048824850168576591,0.0048824850168576591,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,5,T4,oracle,T4,1,1,0.09768598911224434,3.829518470075191,19.415656153723312,0.076350787001780621,0.12630951891429201,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,5,T4,joint,T4,1,1,0.09768598911224434,3.829518470075191,19.415656153723312,0.075694963288129538,0.12220801485686764,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,5,T4,single_feature,T4,1,1,0.09768598911224434,3.829518470075191,19.415656153723312,0.0049071046744303352,0.0059857886821412199,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,5,T5,oracle,T5,1,1,0.10027089897931124,2.9217111659489805,20.770344378812666,0.081671376680978652,0.081671376680978694,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,5,T5,joint,T5,1,1,0.10027089897931124,2.9217111659489805,20.770344378812666,0.075999938302444656,0.075999938302444642,0,0,0,0,0,5
noise_only,fixed_received_snr,siso_forward,10,5,T5,single_feature,T5,1,1,0.10027089897931124,2.9217111659489805,20.770344378812666,0.005038881583179956,0.0050388815831799577,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,6,T2,oracle,T2,1,1,0.099675967029793561,2.9312887926820461,17.362133565019121,0.068295182451412348,0.11270286347762853,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,6,T2,joint,T2,1,1,0.099675967029793561,2.9312887926820461,17.362133565019121,0.064772855657464157,0.1117357313643725,0,0,0,-0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,6,T2,single_feature,T2,1,1,0.099675967029793561,2.9312887926820461,17.362133565019121,0.0049645290449700395,0.0085205638371922219,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,6,T3,oracle,T3,1,1,0.1001249469155403,2.7936124231676822,17.040082555206357,0.06702951994682646,0.067029519946826474,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,6,T3,joint,T3,1,1,0.1001249469155403,2.7936124231676822,17.040082555206357,0.065750539844107309,0.065750539844107322,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,6,T3,single_feature,T5,0,1,0.1001249469155403,2.7936124231676822,17.040082555206357,0.0049039244253146859,0.004903924425314685,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,6,T4,oracle,T4,1,1,0.1012859151115444,3.8492803034329008,19.898476279298094,0.078247032624198992,0.12802009286045507,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,6,T4,joint,T4,1,1,0.1012859151115444,3.8492803034329008,19.898476279298094,0.078110948055850823,0.12415698335132661,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,6,T4,single_feature,T4,1,1,0.1012859151115444,3.8492803034329008,19.898476279298094,0.0049534860567982432,0.0060099255438465851,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,6,T5,oracle,T5,1,1,0.10101695474929635,2.8503923138619558,19.270404628041863,0.075779238750276992,0.075779238750277061,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,6,T5,joint,T5,1,1,0.10101695474929635,2.8503923138619558,19.270404628041863,0.071053599619114088,0.071053599619114088,0,0,0,0,0,5
noise_only,fixed_received_snr,siso_forward,10,6,T5,single_feature,T3,0,1,0.10101695474929635,2.8503923138619558,19.270404628041863,0.0048592965774497893,0.0048592965774497893,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,7,T2,oracle,T2,1,1,0.10232363096183683,2.8531904278470144,16.865357895333357,0.066347078503780188,0.11119627589481301,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,7,T2,joint,T2,1,1,0.10232363096183683,2.8531904278470144,16.865357895333357,0.065880365437619687,0.10851284799592011,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,7,T2,single_feature,T2,1,1,0.10232363096183683,2.8531904278470144,16.865357895333357,0.0049847910238267571,0.0084030906379422444,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,7,T3,oracle,T3,1,1,0.10072217606956384,2.9379976123661877,16.475041549667164,0.064813003319091733,0.064813003319091733,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,7,T3,joint,T5,0,1,0.10072217606956384,2.9379976123661877,16.475041549667164,0.063655824582203563,0.063655824582203577,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,7,T3,single_feature,T3,1,1,0.10072217606956384,2.9379976123661877,16.475041549667164,0.0049065709516983606,0.0049065709516983606,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,7,T4,oracle,T4,1,1,0.097404825527196023,3.923652914508172,30.950581699607309,0.12163455999495343,0.15785414279725796,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,7,T4,joint,T4,1,1,0.097404825527196023,3.923652914508172,30.950581699607309,0.10441698826082826,0.14717284372516426,0,0,0,-0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,7,T4,single_feature,T4,1,1,0.097404825527196023,3.923652914508172,30.950581699607309,0.0048917329312347839,0.0059447221791373694,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,7,T5,oracle,T3,0,1,0.097376335012575144,2.7743911410500113,15.63660239031184,0.061526562068366465,0.061526562068366465,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,7,T5,joint,T3,0,1,0.097376335012575144,2.7743911410500113,15.63660239031184,0.061271653657750273,0.061246931233323997,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,7,T5,single_feature,T3,0,1,0.097376335012575144,2.7743911410500113,15.63660239031184,0.0049635141505611916,0.0049635141505611916,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,8,T2,oracle,T2,1,1,0.097790246255895538,3.1932673975476735,18.508520190067866,0.072790022748382768,0.11429430893766525,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,8,T2,joint,T2,1,1,0.097790246255895538,3.1932673975476735,18.508520190067866,0.068994378958522118,0.10570232515646395,0,0,0,0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,8,T2,single_feature,T2,1,1,0.097790246255895538,3.1932673975476735,18.508520190067866,0.0048755647113990974,0.0084698338173249347,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,8,T3,oracle,T5,0,1,0.095184760847162375,2.7585287327714689,31.077368160353586,0.12213300383399477,0.12213300383399475,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,8,T3,joint,T5,0,1,0.095184760847162375,2.7585287327714689,31.077368160353586,0.11234450038596866,0.11234450038596867,0.33541019662496874,0,0.75000000000000067,0,0,5
noise_only,fixed_received_snr,siso_forward,10,8,T3,single_feature,T3,1,1,0.095184760847162375,2.7585287327714689,31.077368160353586,0.004920619124405389,0.0049206191244053898,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,8,T4,oracle,T4,1,1,0.10023656208297108,3.9928792036540961,19.208888900679778,0.075543915244707036,0.12568831620638032,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,8,T4,joint,T4,1,1,0.10023656208297108,3.9928792036540961,19.208888900679778,0.075499356782851967,0.12201981041423521,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,8,T4,single_feature,T4,1,1,0.10023656208297108,3.9928792036540961,19.208888900679778,0.0050449034840929418,0.005928805657808651,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,8,T5,oracle,T3,0,1,0.10045502506893479,2.7499745909946158,19.320381134199138,0.075976279697773902,0.07597627969777386,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,8,T5,joint,T3,0,1,0.10045502506893479,2.7499745909946158,19.320381134199138,0.072576141543954559,0.072576141543954517,0,0,0,0,-5,0
noise_only,fixed_received_snr,siso_forward,10,8,T5,single_feature,T3,0,1,0.10045502506893479,2.7499745909946158,19.320381134199138,0.0048878591098954847,0.0048878591098954847,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,9,T2,oracle,T2,1,1,0.096679406182633418,2.8661587831963193,17.740402667369299,0.069776241260687308,0.11530805038201465,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,9,T2,joint,T2,1,1,0.096679406182633418,2.8661587831963193,17.740402667369299,0.066107350687837449,0.10657081684558535,0,0,0,0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,9,T2,single_feature,T2,1,1,0.096679406182633418,2.8661587831963193,17.740402667369299,0.0048794679469529737,0.0085411191472165651,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,9,T3,oracle,T3,1,1,0.10013756372755556,2.8154758027662763,16.14847825576188,0.063531562251916279,0.063531562251916307,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,9,T3,joint,T3,1,1,0.10013756372755556,2.8154758027662763,16.14847825576188,0.062289577892020991,0.062289577892020997,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,9,T3,single_feature,T3,1,1,0.10013756372755556,2.8154758027662763,16.14847825576188,0.0048947543215827095,0.0048947543215827095,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,9,T4,oracle,T4,1,1,0.096435698186462276,3.7928803784359673,19.079792729013239,0.075031307202054712,0.1230744874802614,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,9,T4,joint,T4,1,1,0.096435698186462276,3.7928803784359673,19.079792729013239,0.074879523288752775,0.11960882289525387,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,9,T4,single_feature,T4,1,1,0.096435698186462276,3.7928803784359673,19.079792729013239,0.0048619171871223206,0.0059238370324278455,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,9,T5,oracle,T5,1,1,0.10016298476357102,2.7907500995936116,17.472449665098832,0.068725709419222722,0.068725709419222764,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,9,T5,joint,T5,1,1,0.10016298476357102,2.7907500995936116,17.472449665098832,0.065482705698596891,0.065482705698596891,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,9,T5,single_feature,T3,0,1,0.10016298476357102,2.7907500995936116,17.472449665098832,0.0049013788056194111,0.0049013788056194111,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,10,T2,oracle,T2,1,1,0.098650207547689286,2.8568743011348698,16.834223629142837,0.066219085971639571,0.11405822165621304,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,10,T2,joint,T2,1,1,0.098650207547689286,2.8568743011348698,16.834223629142837,0.065247146791908753,0.10681784057048568,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,10,T2,single_feature,T2,1,1,0.098650207547689286,2.8568743011348698,16.834223629142837,0.004826620128387517,0.0083792238695720844,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,10,T3,oracle,T3,1,1,0.099250527274322209,2.6652754773798271,16.750937179108227,0.065894317594819313,0.065894317594819368,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,10,T3,joint,T3,1,1,0.099250527274322209,2.6652754773798271,16.750937179108227,0.064345183401865846,0.06434518340186586,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,10,T3,single_feature,T5,0,1,0.099250527274322209,2.6652754773798271,16.750937179108227,0.0048802396247638888,0.004880239624763888,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,10,T4,oracle,T4,1,1,0.10235887942727824,3.8844124049154516,27.342834547286841,0.10747140599436535,0.14847534188231074,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,10,T4,joint,T4,1,1,0.10235887942727824,3.8844124049154516,27.342834547286841,0.091933904989242518,0.1383833255560856,0,0,0,-0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,10,T4,single_feature,T4,1,1,0.10235887942727824,3.8844124049154516,27.342834547286841,0.0050187310099481103,0.0059479352736322563,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,10,T5,oracle,T5,1,1,0.10086740162533062,2.7805564855543143,15.998651972334459,0.062946711933892785,0.062946711933892813,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,10,T5,joint,T5,1,1,0.10086740162533062,2.7805564855543143,15.998651972334459,0.062352335376540328,0.062352335376540335,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,10,T5,single_feature,T5,1,1,0.10086740162533062,2.7805564855543143,15.998651972334459,0.0049672777190981395,0.0049672777190981404,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,11,T2,oracle,T2,1,1,0.10246503593475872,2.909279564984554,17.88498503784464,0.070345161945422202,0.11592540794132122,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,11,T2,joint,T2,1,1,0.10246503593475872,2.909279564984554,17.88498503784464,0.067877541056023158,0.11513499290528878,0,0,0,-0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,11,T2,single_feature,T2,1,1,0.10246503593475872,2.909279564984554,17.88498503784464,0.0049264323214787019,0.0084920731494788071,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,11,T3,oracle,T5,0,1,0.099906408110201531,2.8096399937745753,19.60721526156896,0.077101901154125616,0.077101901154125518,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,11,T3,joint,T5,0,1,0.099906408110201531,2.8096399937745753,19.60721526156896,0.071966454779578762,0.071966454779578776,0,0,0,0,0,5
noise_only,fixed_received_snr,siso_forward,10,11,T3,single_feature,T3,1,1,0.099906408110201531,2.8096399937745753,19.60721526156896,0.0048872300118585161,0.004887230011858517,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,11,T4,oracle,T4,1,1,0.096442624783140474,3.8000979441698393,32.418138358836252,0.12739828334222231,0.15755315955513405,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,11,T4,joint,T4,1,1,0.096442624783140474,3.8000979441698393,32.418138358836252,0.11201108065311964,0.14543843651790028,0,0,0,0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,11,T4,single_feature,T4,1,1,0.096442624783140474,3.8000979441698393,32.418138358836252,0.0049354153923382984,0.0060508722642995871,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,11,T5,oracle,T5,1,1,0.099585248152003966,2.9678823120273892,15.686218413229025,0.061723733325770511,0.061723733325770538,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,11,T5,joint,T5,1,1,0.099585248152003966,2.9678823120273892,15.686218413229025,0.061541794892355992,0.061536982606728775,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,11,T5,single_feature,T3,0,1,0.099585248152003966,2.9678823120273892,15.686218413229025,0.0050272088688098193,0.0050272088688098193,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,12,T2,oracle,T2,1,1,0.098907877971582611,3.010291948784956,16.349487890259088,0.064322577432433567,0.11211004591125072,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,12,T2,joint,T2,1,1,0.098907877971582611,3.010291948784956,16.349487890259088,0.06347586701265831,0.10958479964461749,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,12,T2,single_feature,T2,1,1,0.098907877971582611,3.010291948784956,16.349487890259088,0.0049608803716496156,0.0083757374434459426,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,12,T3,oracle,T3,1,1,0.10094717800753543,2.8425160859846961,17.452060833309559,0.068652212248044242,0.068652212248044284,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,12,T3,joint,T3,1,1,0.10094717800753543,2.8425160859846961,17.452060833309559,0.06577486983085036,0.06577486983085043,0,0,0,0,-5,0
noise_only,fixed_received_snr,siso_forward,10,12,T3,single_feature,T3,1,1,0.10094717800753543,2.8425160859846961,17.452060833309559,0.0050800792466599238,0.0050800792466599246,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,12,T4,oracle,T4,1,1,0.10047260729107498,4.0740684636261815,21.252631344775406,0.083562063602230285,0.13169997709674691,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,12,T4,joint,T4,1,1,0.10047260729107498,4.0740684636261815,21.252631344775406,0.076307453433289263,0.12558542045593579,0,0,0,-0.19999999999999996,0,0
noise_only,fixed_received_snr,siso_forward,10,12,T4,single_feature,T4,1,1,0.10047260729107498,4.0740684636261815,21.252631344775406,0.0049669835950460249,0.006037138158155971,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,10,12,T5,oracle,T3,0,1,0.099082011463195493,2.8196132037002521,15.637867277874356,0.061531630539417119,0.061531630539417119,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,12,T5,joint,T5,1,1,0.099082011463195493,2.8196132037002521,15.637867277874356,0.060894251235964598,0.060894251235964578,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,10,12,T5,single_feature,T3,0,1,0.099082011463195493,2.8196132037002521,15.637867277874356,0.0049661815658418118,0.0049661815658418118,NaN,NaN,NaN,NaN,NaN,NaN
