experiment,noise_mode,view_kind,snr_db,trial,true_id,method,predicted_id,correct,group_correct,nmse,amplitude_rmse_db,weighted_phase_rmse_deg,intra_distance,inter_distance,length_error_m,main_length_error_m,branch_length_error_m,load_relative_error,Zs_error_ohm,Zr_error_ohm
noise_only,fixed_received_snr,siso_forward,30,2,T5,joint,T5,1,1,0.0010022472924330586,0.27382939651876381,1.5356806116142014,0.0060442180596585043,0.0060442180596585217,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,2,T5,single_feature,T3,0,1,0.0010022472924330586,0.27382939651876381,1.5356806116142014,0.00052692099014534403,0.00052692099014534403,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,30,3,T2,oracle,T2,1,1,0.0010515675611744988,0.3259418052925373,1.6271050729539374,0.0064034415270909058,0.092367232582238529,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,3,T2,joint,T2,1,1,0.0010515675611744988,0.3259418052925373,1.6271050729539374,0.0064034415270909101,0.086037428887827866,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,3,T2,single_feature,T2,1,1,0.0010515675611744988,0.3259418052925373,1.6271050729539374,0.0005441152433330711,0.0071939853916636624,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,30,3,T3,oracle,T3,1,1,0.00099682108167969421,0.27870680087634969,1.5597404860444375,0.0061385773707237044,0.0061385773707237192,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,3,T3,joint,T3,1,1,0.00099682108167969421,0.27870680087634969,1.5597404860444375,0.0061385773707237036,0.00613857737072372,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,3,T3,single_feature,T5,0,1,0.00099682108167969421,0.27870680087634969,1.5597404860444375,0.00052739104632400853,0.00052739104632400842,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,30,3,T4,oracle,T4,1,1,0.00098489171271667853,0.58198590188475663,2.3250491940222169,0.0091408223345852725,0.09243996714282024,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,3,T4,joint,T4,1,1,0.00098489171271667853,0.58198590188475663,2.3250491940222169,0.0091169225956030091,0.088364675257589259,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,3,T4,single_feature,T4,1,1,0.00098489171271667853,0.58198590188475663,2.3250491940222169,0.00051178882290122015,0.0047326929827274239,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,30,3,T5,oracle,T5,1,1,0.0010257380267575066,0.27656300024771174,1.9647137813888491,0.0077274118007870946,0.0077274118007871579,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,3,T5,joint,T5,1,1,0.0010257380267575066,0.27656300024771174,1.9647137813888491,0.0061985712543410178,0.006194173789909968,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,3,T5,single_feature,T5,1,1,0.0010257380267575066,0.27656300024771174,1.9647137813888491,0.00053562103749858379,0.000535621037498584,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,30,4,T2,oracle,T2,1,1,0.0010209478770116145,0.32002632074921333,2.1270906803009666,0.0083644641194773033,0.092398516413364329,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,4,T2,joint,T2,1,1,0.0010209478770116145,0.32002632074921333,2.1270906803009666,0.0075502789297299359,0.087497549925635687,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,4,T2,single_feature,T2,1,1,0.0010209478770116145,0.32002632074921333,2.1270906803009666,0.00053197994273997671,0.0072268708792264805,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,30,4,T3,oracle,T3,1,1,0.0010381904610254305,0.27666048156981871,1.5375355596535825,0.0060521150321608255,0.006052115032160835,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,4,T3,joint,T3,1,1,0.0010381904610254305,0.27666048156981871,1.5375355596535825,0.006052115032160829,0.0060521150321608376,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,4,T3,single_feature,T3,1,1,0.0010381904610254305,0.27666048156981871,1.5375355596535825,0.0005410622579818307,0.00054106225798183102,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,30,4,T4,oracle,T4,1,1,0.00098324346194527518,0.59424389252052845,2.005774721605277,0.0078878651998901747,0.092416369420182581,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,4,T4,joint,T4,1,1,0.00098324346194527518,0.59424389252052845,2.005774721605277,0.0078878651998901782,0.088759870786929637,0,0,0,0,0,0
noise_only,fixed_received_snr,siso_forward,30,4,T4,single_feature,T4,1,1,0.00098324346194527518,0.59424389252052845,2.005774721605277,0.00051583608398259213,0.0047573213903469753,NaN,NaN,NaN,NaN,NaN,NaN
noise_only,fixed_received_snr,siso_forward,30,4,T5,oracle,T3,0,1,0.00098667861919326518,0.27734528133993175,1.567628134668388,0.0061694898690151908,0.0061694898690151613,0,0,0,0,0,0
