sample_id,replicate_id,grid_id,topology_id,category,outlier_dimension,outlier_severity,eta,in_distance,ext_distance,lambda,relative_improvement,extended_outside,boundary_hit,outward_decrease,minimum_boundary_distance,minimum_sensitivity,condition_number,effective_rank,optimization_converged,experiment_scientific_hash
final04_test_out_joint_parameter_set_far,final04,A_stage4a1_quick61,G004,parameter_out_of_domain,joint_parameter_set,far,0.5,0.260552920572681,0.140234247470264,0.0482221802554027,0.461782093393932,1,1,1,0,0.0953953439297705,208.570790332758,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final04_test_out_joint_parameter_set_far,final04,A_stage4a1_quick61,G007,parameter_out_of_domain,joint_parameter_set,far,0.5,0.260552920572681,0.140150384581125,0.0482456941207167,0.462103958483583,1,1,1,0,0.0910972115997714,174.04471644273,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_01,final05,A_stage4a1_quick61,G001,parameter_in_domain,,,0.5,0.0503429066534746,0.00372564878101394,0.00252052779148099,0.925994563492635,1,1,0,0,0,Inf,3,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_02,final05,A_stage4a1_quick61,G002,parameter_in_domain,,,0.5,0.00495909510546061,0.0024513487236561,1.8583513700033e-05,0.505686285092106,1,1,0,0.000256227907052264,0.128693892046759,187.330520705957,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_02,final05,A_stage4a1_quick61,G005,parameter_in_domain,,,0.5,0.00382708747691671,0.00220484906177164,9.78523917077744e-06,0.423883285789993,0,1,0,0.000255610274519369,0.14736118171309,181.618001065837,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_03,final05,A_stage4a1_quick61,G003,parameter_in_domain,,,0.5,0.0307874162025755,0.00482599687183969,0.000924574750623603,0.843247746386746,1,1,1,0,0.135530892142378,253.509949345366,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_04,final05,A_stage4a1_quick61,G004,parameter_in_domain,,,0.5,0.00772068816133612,0.00473796367758088,3.716072587452e-05,0.386328837668368,0,1,0,0.000851411207989927,0.113937521915767,261.29416258687,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_04,final05,A_stage4a1_quick61,G007,parameter_in_domain,,,0.5,0.00580585726619575,0.00419056081104791,1.61471786843475e-05,0.27821842336266,0,1,0,0.000422505173658938,0.109660077940673,215.713568306781,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_05,final05,A_stage4a1_quick61,G002,parameter_in_domain,,,0.5,0.0498412661487209,0.00526680412511704,0.00245641258561528,0.894328444420015,0,1,0,0,0.147159380786158,193.365754847707,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_05,final05,A_stage4a1_quick61,G005,parameter_in_domain,,,0.5,0.0498412661487209,0.00570259803475988,0.00245163218696159,0.885584808005689,0,1,0,0,0.146637482187042,186.366741200456,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_06,final05,A_stage4a1_quick61,G006,parameter_in_domain,,,0.5,0.0186925964384719,0.00328340463668448,0.00033863241560337,0.824347321234029,0,1,0,0.0197556523676023,0.113346333385556,310.707393901722,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_07,final05,A_stage4a1_quick61,G004,parameter_in_domain,,,0.5,0.0172242641088168,0.00557844014727515,0.000265556279613543,0.676128970578442,0,1,1,0,0.110554287346724,237.248422281789,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_in_07,final05,A_stage4a1_quick61,G007,parameter_in_domain,,,0.5,0.0145416362684283,0.00833507590481136,0.000141985695024302,0.426813066192924,0,1,0,0,0.11182791698291,195.770690589954,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_main_length_scale_medium,final05,A_stage4a1_quick61,G004,parameter_out_of_domain,main_length_scale,medium,0.5,0.195715018267491,0.105430697066045,0.0271887364916121,0.461305024009907,1,1,1,0,0.102091322855196,228.844575199279,5,1,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_main_length_scale_medium,final05,A_stage4a1_quick61,G007,parameter_out_of_domain,main_length_scale,medium,0.5,0.195695298345958,0.101085488583436,0.0280783737925613,0.483454689824908,1,1,1,1.60914106706045e-06,0.10420416406234,194.550002339856,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_branch_length_scale_far,final05,A_stage4a1_quick61,G006,parameter_out_of_domain,branch_length_scale,far,0.5,0.0883659789979493,0.0272497848944293,0.00706599546747335,0.691625836049943,1,1,1,0,0.105514334627798,260.791262056422,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_branch_load_scale_near,final05,A_stage4a1_quick61,G004,parameter_out_of_domain,branch_load_scale,near,0.5,0.0945199782290991,0.018183484690321,0.00860338716894622,0.80762284300304,1,1,1,0.0078585678945986,0.104321567520397,217.368424468372,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_branch_load_scale_near,final05,A_stage4a1_quick61,G007,parameter_out_of_domain,branch_load_scale,near,0.5,0.0863403287731768,0.00840882933679919,0.00738394396184484,0.90260832385996,1,1,1,3.85372007343676e-05,0.108573576031143,183.167720576532,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_source_impedance_ohm_medium,final05,A_stage4a1_quick61,G001,parameter_out_of_domain,source_impedance_ohm,medium,0.5,0.0334501867005032,0.00454057823248823,0.00109829813961318,0.864258508509784,1,1,1,0,0,Inf,3,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_receiver_impedance_ohm_far,final05,A_stage4a1_quick61,G002,parameter_out_of_domain,receiver_impedance_ohm,far,0.5,0.101829309795941,0.0222148603105857,0.00987570831489889,0.781842179271522,1,1,0,0.000123503827482996,0.159371985384747,208.10062108617,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_receiver_impedance_ohm_far,final05,A_stage4a1_quick61,G005,parameter_out_of_domain,receiver_impedance_ohm,far,0.5,0.103758939488235,0.0180399169669057,0.0104404789195503,0.826136262988912,1,1,1,0.000126833964633477,0.14980330677275,193.168628273235,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
final05_test_out_joint_parameter_set_near,final05,A_stage4a1_quick61,G003,parameter_out_of_domain,joint_parameter_set,near,0.5,0.0669435719391616,0.00541328054999371,0.00445213821766076,0.919136663997666,1,1,1,6.50168257010364e-07,0.127984569145211,211.607568574662,5,0,2b57ad667460add303b33479b5da8e8e496a2d188b509d1fcaa9a88f01c73cda
