grid_id,residual_threshold,margin_threshold,rho_threshold,robust_score_threshold,robust_margin_threshold,training_sample_count,calibration_sample_count,residual_calibration_count,margin_calibration_count,ratio_calibration_count,robust_calibration_count,residual_quantile,margin_quantile,rho_quantile,safety_factor,calibration_seed,test_seed,source,configuration_hash
A_stage4a1_quick61,0.133827337751763,0.018679137750332,0.91719276362627,0.499924565511436,0.0413954631620806,14,14,14,6,14,14,0.95,0.05,0.95,1.1,20261112,20261114,training class statistics + P0 calibration only,8b9c2264b70a7310da9cde1503099518ba5adc9cae80aa756b63f241b8b23902
