grid_id,scenario_id,cache_file,candidate_count,parameter_template_count,composite_template_count,frequency_count,view_count,estimated_memory_bytes,cache_file_bytes,cache_build_time_s,calibration_sample_count,test_sample_count,match_time_s,total_runtime_s,configuration_hash
A_stage4a1_quick61,P0_no_prior,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a3_1_cache/stage4a3_1_cache_A_stage4a1_quick61_P0_no_prior.mat,7,243,1701,5,1,136080,15758489,3.129012,7,11,3.720926,6.849938,3f0635f724644e37e6f359c231e744fcd3b5707f968998f7161e58c30031dae0
A_stage4a1_quick61,P1_partial_consistent_prior,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a3_1_cache/stage4a3_1_cache_A_stage4a1_quick61_P1_partial_consistent_prior.mat,4,243,972,5,1,77760,9119128,1.299172,7,11,2.201784,3.500956,f4504f99e28f7d12fe5bf004e51465b284645f42f8a2c566899a698e7e03ab83
A_stage4a1_quick61,P2_stale_or_inconsistent_prior,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a3_1_cache/stage4a3_1_cache_A_stage4a1_quick61_P2_stale_or_inconsistent_prior.mat,4,243,972,5,1,77760,9123968,1.110997,7,11,1.93716,3.048157,596ac5ff578aebe6c6e25f19ce04fcd87749cfe35ec61e12d1152f684373fb2f
B_ofdm_active_subcarriers,P0_no_prior,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a3_1_cache/stage4a3_1_cache_B_ofdm_active_subcarriers_P0_no_prior.mat,7,243,1701,5,1,136080,15786271,2.039033,7,11,3.646223,5.685256,f755618f214ade036f16b616dc8412ec49d122d8be76256dc4ab6aceb879199a
B_ofdm_active_subcarriers,P1_partial_consistent_prior,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a3_1_cache/stage4a3_1_cache_B_ofdm_active_subcarriers_P1_partial_consistent_prior.mat,4,243,972,5,1,77760,9134226,1.282821,7,11,2.068312,3.351133,e7c3871b86971ed633896bf88f123a263aa41f6dba38529841747371ba7cf5cd
B_ofdm_active_subcarriers,P2_stale_or_inconsistent_prior,/home/chidan/文档/PLC/Code_08_19_Matlab/第一版工作集/matlab_plc_cfr_publish/results/data/stage4a3_1_cache/stage4a3_1_cache_B_ofdm_active_subcarriers_P2_stale_or_inconsistent_prior.mat,4,243,972,5,1,77760,9139385,1.225976,7,11,1.813898,3.039874,251a9f9d6f0c8d00352ddcf857ca04cc34b2fbca5d92db63dabbdc27898e74a6
