grid_id,source,nfft,sample_rate_hz,frequency_count,frequency_min_hz,frequency_max_hz,frequency_spacing_hz,active_bin_count,active_bin_1based,frequency_array_hz,configuration_hash
A_stage4a1_quick61,stage4a1_config.frequency_hz,4096,64000000,61,2000000,30000000,466666.666666667,0,"zeros(1,0)",[2000000 2466666.6666666665 2933333.3333333335 3400000 3866666.666666667 4333333.333333334 4800000 5266666.666666666 5733333.333333334 6200000 6666666.666666667 7133333.333333333 7600000 8066666.666666667 8533333.3333333321 9000000 9466666.6666666679 9933333.3333333321 10400000 10866666.666666666 11333333.333333334 11800000 12266666.666666666 12733333.333333334 13200000 13666666.666666666 14133333.333333334 14600000 15066666.666666666 15533333.333333334 16000000 16466666.666666666 16933333.333333336 17400000 17866666.666666664 18333333.333333336 18800000 19266666.666666668 19733333.333333332 20200000 20666666.666666668 21133333.333333332 21600000 22066666.666666668 22533333.333333332 23000000 23466666.666666668 23933333.333333332 24400000 24866666.666666668 25333333.333333332 25800000 26266666.666666668 26733333.333333332 27200000 27666666.666666668 28133333.333333332 28600000 29066666.666666668 29533333.333333332 30000000],8b9c2264b70a7310da9cde1503099518ba5adc9cae80aa756b63f241b8b23902
