frequency_hz,H_true_real,H_true_imag,H_hat_real,H_hat_imag
2000000,-0.427945447694802,0.0314721516069162,-0.436459577662181,0.0545002509579457
2015625,-0.432981854590959,0.0555903421186157,-0.422843632952322,0.054631087745055
2031250,-0.435827846063697,0.0804928049493266,-0.436916160664117,0.0944516061320314
2046875,-0.436365010629083,0.105859797668286,-0.440853868812373,0.110305038523771
2062500,-0.434540006605757,0.131350533947929,-0.445240902428594,0.148306487328573
2078125,-0.430368448198245,0.156619859652184,-0.412756672391591,0.174724030009593
2093750,-0.423933710072635,0.181335421546949,-0.426063799356671,0.175795488421257
2109375,-0.415380800309403,0.205193573566052,-0.422238200859949,0.212515825326853
2125000,-0.404906105494837,0.227932478776354,-0.397511481028504,0.217844079080876
2140625,-0.392744299011044,0.249341326050822,-0.376205619887384,0.258889887173334
2156250,-0.37915393775381,0.269265176541063,-0.379698530002738,0.289365678489424
2171875,-0.364403236994651,0.287605553092419,-0.354679660433313,0.290928550850654
2187500,-0.34875725649278,0.304317371696417,-0.339649415951196,0.300238167908446
2203125,-0.332467342254465,0.319403120238359,-0.317702786349774,0.316909288530508
2218750,-0.315763245144282,0.332905302163824,-0.316767168222109,0.321658949156215
2234375,-0.298847959784238,0.344898110716048,-0.293053695945525,0.337217721372354
2250000,-0.281895043226212,0.355479136592032,-0.282194623832032,0.36514922202107
2265625,-0.265047998624971,0.364761696135498,-0.257516000055712,0.366025293560788
2281250,-0.248421235545779,0.372868146877832,-0.262148944625057,0.366023009141097
2296875,-0.232102122515478,0.379924364673362,-0.217824962566877,0.36015739281286
2312500,-0.216153701643863,0.386055407903529,-0.224842762211176,0.394430381083955
2328125,-0.200617714796453,0.391382292459977,-0.204547333630636,0.385423961902293
2343750,-0.185517676962168,0.396019741496286,-0.170838333675852,0.398463450944858
2359375,-0.17086181280643,0.400074747373876,-0.168597672636759,0.408552381696037
2375000,-0.156645740366663,0.403645780101475,-0.14447436336495,0.408086684161673
2390625,-0.142854839128845,0.406822488168955,-0.161385746384666,0.38471958662449
2406250,-0.129466278741991,0.409685757119715,-0.111108109638302,0.4244717711478
2421875,-0.116450711265313,0.412308013569799,-0.0991725034988492,0.40926645016595
2437500,-0.103773646548066,0.414753684478637,-0.10463388413832,0.446758575507572
2453125,-0.0913965395703352,0.417079741472821,-0.104757199729541,0.421086848234519
2468750,-0.0792776224935321,0.419336277052329,-0.0869324557093963,0.416870842848283
2484375,-0.067372514548682,0.421567073328835,-0.0625971734734202,0.411338954277824
2500000,-0.0556346410844062,0.42381013468937,-0.0584823141770982,0.423232001493323
2515625,-0.0440154900955426,0.426098163765658,-0.045645561605075,0.434038547482369
2531250,-0.0324647310530976,0.428458965708416,-0.0514308904939783,0.411211682562112
2546875,-0.0209302173280842,0.430915769402619,-0.0335735786098083,0.44436476634941
2562500,-0.0093578902587028,0.433487456257781,-0.0217536051369255,0.446152302972499
2578125,0.0023083998385291,0.436188687851718,-0.00124093225793385,0.447035153713126
2593750,0.0141271425170204,0.439029923219672,-0.00395714513184345,0.430381833289031
2609375,0.0261594740417275,0.44201731512882,0.0247683170070189,0.431859244988078
2625000,0.0384695307790257,0.445152472380071,0.0165943446279462,0.454300894937527
2640625,0.0511248370297088,0.448432072121409,0.0443447685340188,0.442892170106863
2656250,0.0641967132282111,0.451847302413839,0.0791041359820807,0.446474897700932
2671875,0.0777606868323241,0.455383110948737,0.0758571184770924,0.471399717808486
2687500,0.0918968825760008,0.459017231009002,0.0737660035955735,0.454116155015266
2703125,0.106690360491119,0.462718950729636,0.0816435305185641,0.467269829789822
2718750,0.122231358500284,0.46644758685245,0.12007572176373,0.472945790307839
2734375,0.138615380545084,0.470150620167522,0.140911280628266,0.459111353587388
2750000,0.15594305007854,0.473761447800732,0.15799692253475,0.47903471179027
2765625,0.17431962113639,0.477196709184057,0.171216444050674,0.462823112693943
2781250,0.193854003946364,0.480353150583047,0.199528449974876,0.471522988652584
2796875,0.214657118269201,0.483104011357553,0.234953866118392,0.490870384754204
2812500,0.236839335327474,0.485294949253382,0.220539640864421,0.535540511124255
2828125,0.26050670988743,0.486739579555914,0.293818779684919,0.472963314860862
2843750,0.285755642517899,0.487214793716497,0.27725703884391,0.48519203381246
2859375,0.312665558140996,0.486456158881919,0.291677595684446,0.473277924769111
2875000,0.34128915865147,0.484153893028941,0.354683178066775,0.489576473185688
2890625,0.371639834099441,0.479950170876965,0.36759636809565,0.472141122743391
2906250,0.403675943044655,0.473438844046955,0.410496978253818,0.477199138347137
2921875,0.437281958604149,0.464169035587601,0.435844802758091,0.449315997454538
2937500,0.472246994270655,0.451654438285905,0.459964127203026,0.451661423726234
2953125,0.508242039678152,0.435390396455754,0.499101203226631,0.421125011902223
2968750,0.544798377729771,0.414880798116815,0.530678581372615,0.407436149301933
2984375,0.581291048066132,0.389676194400297,0.578199342800236,0.3866747486994
3000000,0.616932618987712,0.359423116985095,0.622705252244467,0.350997028807266
3015625,0.650783442364258,0.323922096357325,0.639001667359795,0.345327305317145
3031250,0.681784279514768,0.283188496467452,0.688765987459652,0.282422462624463
3046875,0.708814937393754,0.237506590516369,0.706747470950961,0.233956568218647
3062500,0.730777923623298,0.18746454457973,0.755801194790782,0.185781951675014
3078125,0.746699560284659,0.133957789761089,0.759989711772956,0.146156977321938
3093750,0.755834149939828,0.0781520136291459,0.732897013393628,0.114530037565251
3109375,0.75775229453108,0.0214048086383815,0.772190051856451,0.0217858641601263
3125000,0.752394872876984,-0.0348449251492766,0.756633205262506,-0.0469148599336799
3140625,0.740080448381802,-0.0892018364786524,0.72234664450591,-0.103082408057315
3156250,0.721464423431636,-0.140431090988691,0.743797053548215,-0.128534014203382
3171875,0.697459402673608,-0.187547655447712,0.687005120099267,-0.1980348802324
3187500,0.66913399259476,-0.229865941350009,0.671690529355791,-0.240248684501737
3203125,0.637609359676633,-0.267007945360442,0.640039515506178,-0.274646051323636
3218750,0.603969581291254,-0.298876728714013,0.591179818776672,-0.296680130245875
3234375,0.569195390347875,-0.325607048576289,0.585773134880393,-0.342723094103311
3250000,0.534124072799976,-0.347505803173785,0.504798897445115,-0.347696281044827
3265625,0.499433014906474,-0.364992783014651,0.499672976743953,-0.363708542171428
3281250,0.46564148522263,-0.378548672655209,0.477806573326042,-0.391094839786642
3296875,0.433124451242259,-0.388673706183925,0.439346798274744,-0.396970930070634
3312500,0.40213286437845,-0.395857633098718,0.400198200516512,-0.396372612314889
3328125,0.372816149884528,-0.400559927707091,0.386869457385725,-0.418336770590556
3343750,0.345244054332094,-0.403198350770046,0.354510199021691,-0.40708645102772
3359375,0.319426221189888,-0.404143782220031,0.315149250308818,-0.400033445356798
3375000,0.295328769630828,-0.40371942245218,0.297959704967275,-0.393457172189081
3390625,0.272887747145035,-0.40220280283432,0.274641567681391,-0.385967728633782
3406250,0.252019671654801,-0.399829423321938,0.265582400976009,-0.40504713996166
3421875,0.23262954540435,-0.39679717687894,0.216267806074193,-0.398062167730272
3437500,0.214616774759283,-0.393270998643327,0.207689454770813,-0.370275755886358
3453125,0.197879415749789,-0.38938738835702,0.188053109638155,-0.403234383234905
3468750,0.182317117951155,-0.385258605163727,0.187456891764984,-0.357426556225619
3484375,0.167833079909302,-0.380976436309386,0.179117556877694,-0.376680753057809
3500000,0.154335269647512,-0.376615507537188,0.157455155952844,-0.376335872265664
3515625,0.141737109806073,-0.372236143379655,0.148929195146304,-0.354459539062511
3531250,0.129957781046487,-0.367886808256499,0.144730225215973,-0.363240138905376
3546875,0.118922259849356,-0.363606170343212,0.108175176649331,-0.368913937368612
3562500,0.108561177080293,-0.359424833889226,0.114813833651662,-0.371543824127294
3578125,0.0988105605978824,-0.355366784992463,0.0992655266938561,-0.332945640926386
3593750,0.0896115075475315,-0.35145059274214,0.0635694229053663,-0.335256718929467
3609375,0.0809098187180769,-0.347690403383661,0.0689393146733673,-0.361679199294042
3625000,0.0726556174759249,-0.344096760516323,0.0716941182473356,-0.370228631142761
3640625,0.0648029685424906,-0.3406772797624,0.0429317067653739,-0.327021827618398
3656250,0.0573095066110608,-0.337437202092365,0.0517437160148808,-0.358056628353022
3671875,0.0501360810126238,-0.334379846171214,0.0394391816203201,-0.349585253283781
