grid_id,selected_eta,selection_source,experiment_scientific_hash
B_ofdm_active_subcarriers,0.5,frozen from Stage 4A.6 development run,421e76a3c0ee9d63a4141910dbbe38234900fe0ef8b1ae6829cf6d3d1635345b
