frequency_hz,stable_L300_kG1_HV_mag_dB,stable_L300_kG1_HV_phase_deg,stable_L300_kG1_Hport_mag_dB,stable_L300_kG1_Hport_phase_deg,legacyABCD_L300_kG1_HV_mag_dB,legacyABCD_L300_kG1_HV_phase_deg,legacyABCD_L300_kG1_Hport_mag_dB,legacyABCD_L300_kG1_Hport_phase_deg,stable_L500_kG1_HV_mag_dB,stable_L500_kG1_HV_phase_deg,stable_L500_kG1_Hport_mag_dB,stable_L500_kG1_Hport_phase_deg,legacyABCD_L500_kG1_HV_mag_dB,legacyABCD_L500_kG1_HV_phase_deg,legacyABCD_L500_kG1_Hport_mag_dB,legacyABCD_L500_kG1_Hport_phase_deg,stable_L800_kG1_HV_mag_dB,stable_L800_kG1_HV_phase_deg,stable_L800_kG1_Hport_mag_dB,stable_L800_kG1_Hport_phase_deg,legacyABCD_L800_kG1_HV_mag_dB,legacyABCD_L800_kG1_HV_phase_deg,legacyABCD_L800_kG1_Hport_mag_dB,legacyABCD_L800_kG1_Hport_phase_deg,stable_L1200_kG1_HV_mag_dB,stable_L1200_kG1_HV_phase_deg,stable_L1200_kG1_Hport_mag_dB,stable_L1200_kG1_Hport_phase_deg,legacyABCD_L1200_kG1_HV_mag_dB,legacyABCD_L1200_kG1_HV_phase_deg,legacyABCD_L1200_kG1_Hport_mag_dB,legacyABCD_L1200_kG1_Hport_phase_deg,stable_L300_kG5_HV_mag_dB,stable_L300_kG5_HV_phase_deg,stable_L300_kG5_Hport_mag_dB,stable_L300_kG5_Hport_phase_deg,legacyABCD_L300_kG5_HV_mag_dB,legacyABCD_L300_kG5_HV_phase_deg,legacyABCD_L300_kG5_Hport_mag_dB,legacyABCD_L300_kG5_Hport_phase_deg,stable_L500_kG5_HV_mag_dB,stable_L500_kG5_HV_phase_deg,stable_L500_kG5_Hport_mag_dB,stable_L500_kG5_Hport_phase_deg,legacyABCD_L500_kG5_HV_mag_dB,legacyABCD_L500_kG5_HV_phase_deg,legacyABCD_L500_kG5_Hport_mag_dB,legacyABCD_L500_kG5_Hport_phase_deg,stable_L800_kG5_HV_mag_dB,stable_L800_kG5_HV_phase_deg,stable_L800_kG5_Hport_mag_dB,stable_L800_kG5_Hport_phase_deg,legacyABCD_L800_kG5_HV_mag_dB,legacyABCD_L800_kG5_HV_phase_deg,legacyABCD_L800_kG5_Hport_mag_dB,legacyABCD_L800_kG5_Hport_phase_deg,stable_L1200_kG5_HV_mag_dB,stable_L1200_kG5_HV_phase_deg,stable_L1200_kG5_Hport_mag_dB,stable_L1200_kG5_Hport_phase_deg,legacyABCD_L1200_kG5_HV_mag_dB,legacyABCD_L1200_kG5_HV_phase_deg,legacyABCD_L1200_kG5_Hport_mag_dB,legacyABCD_L1200_kG5_Hport_phase_deg
19139228.138739619,-31.05545552728605,-7258.6708296050547,-25.034855614006425,-7258.6708296050547,-31.05545552728605,-7258.6708296050547,-25.034855614006428,-7258.6708296050547,-42.582671980288119,-12443.14526839817,-36.562072067008494,-12443.14526839817,-42.582671980288112,-12443.14526839817,-36.562072067008494,-12443.14526839817,-57.888279549044618,-19682.522464172012,-51.867679635765001,-19682.522464172012,-57.888279549044618,-19682.522464172012,-51.867679635764993,-19682.522464172012,-78.567984179022844,-29695.948424852035,-72.547384265743219,-29695.948424852035,-78.567984179022844,-29695.948424852035,-72.547384265743219,-29695.948424852035,-83.064301652189982,-7253.6033362744665,-77.043701738910357,-7253.6033362744665,-83.064301652189982,-7253.6033362744665,-77.043701738910357,-7253.6033362744665,-128.01274346742272,-12446.801400708013,-121.9921435541431,-12446.801400708013,-128.01274346742272,-12446.801400708013,-121.9921435541431,-12446.801400708013,-195.43336937885357,-19696.612144878669,-189.41276946557394,-19696.612144878669,-195.43336937885357,-19696.612144878669,-189.41276946557394,-19696.612144878669,-285.32755095457054,-29723.026439591908,-279.30695104129092,-29723.026439591908,-285.32755095457054,-29723.026439591908,-279.30695104129092,-29723.026439591908
19152906.692721054,-31.213292790207376,-7265.1679028763738,-25.192692876927751,-7265.1679028763738,-31.213292790207365,-7265.1679028763738,-25.19269287692774,-7265.1679028763738,-42.709325424610768,-12452.605013858298,-36.688725511331143,-12452.605013858298,-42.709325424610768,-12452.605013858298,-36.688725511331143,-12452.605013858298,-58.007687115525059,-19698.186888557222,-51.987087202245441,-19698.186888557222,-58.007687115525066,-19698.186888557222,-51.987087202245441,-19698.186888557222,-78.709538602187706,-29719.60567269391,-72.688938688908081,-29719.60567269391,-78.709538602187692,-29719.60567269391,-72.688938688908067,-29719.60567269391,-83.121336513744595,-7259.5102165699955,-77.100736600464984,-7259.5102165699955,-83.121336513744595,-7259.5102165699955,-77.100736600464984,-7259.5102165699955,-128.101135910447,-12456.676428701619,-122.08053599716736,-12456.676428701619,-128.101135910447,-12456.676428701619,-122.08053599716736,-12456.676428701619,-195.56903494593007,-19712.440686857404,-189.54843503265045,-19712.440686857404,-195.56903494593007,-19712.440686857404,-189.54843503265045,-19712.440686857404,-285.52624624051219,-29746.792985326872,-279.50564632723257,-29746.792985326872,-285.52624624051219,-29746.792985326872,-279.50564632723257,-29746.792985326872
19166585.246702492,-31.383625263856153,-7271.5946311571133,-25.363025350576528,-7271.5946311571133,-31.383625263856153,-7271.5946311571133,-25.363025350576528,-7271.5946311571133,-42.827605466586974,-12462.024790420684,-36.807005553307356,-12462.024790420684,-42.827605466586974,-12462.024790420684,-36.807005553307356,-12462.024790420684,-58.124996089983874,-19713.838563487661,-52.104396176704249,-19713.838563487661,-58.124996089983874,-19713.838563487661,-52.104396176704249,-19713.838563487661,-78.851256696510404,-29743.231722057386,-72.830656783230779,-29743.231722057386,-78.851256696510404,-29743.231722057386,-72.830656783230779,-29743.231722057386,-83.178112673922016,-7265.4146798144229,-77.157512760642376,-7265.4146798144229,-83.178112673922016,-7265.4146798144229,-77.157512760642376,-7265.4146798144229,-128.18925707514961,-12466.549157210153,-122.16865716187,-12466.549157210153,-128.18925707514961,-12466.549157210153,-122.16865716187,-12466.549157210153,-195.70442918329178,-19728.266928260593,-189.68382927001215,-19728.266928260593,-195.70442918329178,-19728.266928260593,-189.68382927001215,-19728.266928260593,-285.72466976262569,-29770.557230631057,-279.70406984934607,-29770.557230631057,-285.72466976262569,-29770.557230631057,-279.70406984934607,-29770.557230631057
19180263.800683927,-31.565413034989085,-7277.9412382487699,-25.54481312170946,-7277.9412382487699,-31.565413034989088,-7277.9412382487699,-25.544813121709463,-7277.9412382487699,-42.937035642482535,-12471.414642989654,-36.916435729202909,-12471.414642989654,-42.937035642482535,-12471.414642989654,-36.916435729202909,-12471.414642989654,-58.240844473161502,-19729.481440983629,-52.220244559881877,-19729.481440983629,-58.240844473161516,-19729.481440983629,-52.220244559881891,-19729.481440983629,-78.992909582232897,-29766.827520738723,-72.972309668953272,-29766.827520738723,-78.992909582232897,-29766.827520738723,-72.972309668953272,-29766.827520738723,-83.234614472746983,-7271.3167845253947,-77.214014559467358,-7271.3167845253947,-83.234614472746983,-7271.3167845253947,-77.214014559467358,-7271.3167845253947,-128.27709331379901,-12476.419652533212,-122.25649340051937,-12476.419652533212,-128.27709331379901,-12476.419652533212,-122.25649340051937,-12476.419652533212,-195.83953840600407,-19744.090935100488,-189.81893849272444,-19744.090935100488,-195.83953840600407,-19744.090935100488,-189.81893849272444,-19744.090935100488,-285.92280783634493,-29794.319241516652,-279.9022079230653,-29794.319241516652,-285.92280783634493,-29794.319241516652,-279.9022079230653,-29794.319241516652
19193942.354665365,-31.757464540065023,-7284.1987386534074,-25.736864626785398,-7284.1987386534074,-31.75746454006503,-7284.1987386534074,-25.736864626785405,-7284.1987386534074,-43.037433731521361,-12480.785030568057,-37.016833818241736,-12480.785030568057,-43.037433731521361,-12480.785030568057,-37.016833818241736,-12480.785030568057,-58.35605279881478,-19745.117735609176,-52.335452885535155,-19745.117735609176,-58.35605279881478,-19745.117735609176,-52.335452885535155,-19745.117735609176,-79.134387815412353,-29790.393940902344,-73.113787902132728,-29790.393940902344,-79.134387815412353,-29790.393940902344,-73.113787902132728,-29790.393940902344,-83.290826506666647,-7277.2165947103686,-77.270226593387022,-7277.2165947103686,-83.290826506666647,-7277.2165947103686,-77.270226593387022,-7277.2165947103686,-128.3646313483255,-12486.287984954444,-122.34403143504588,-12486.287984954444,-128.3646313483255,-12486.287984954444,-122.34403143504588,-12486.287984954444,-195.97434929203146,-19759.912777422625,-189.95374937875184,-19759.912777422625,-195.97434929203146,-19759.912777422625,-189.95374937875184,-19759.912777422625,-286.1206471400119,-29818.079088029346,-280.10004722673227,-29818.079088029346,-286.1206471400119,-29818.079088029346,-280.10004722673227,-29818.079088029346
19207620.9086468,-31.958448755709014,-7290.359006408883,-25.937848842429389,-7290.359006408883,-31.958448755709014,-7290.359006408883,-25.937848842429389,-7290.359006408883,-43.12892514106651,-12490.146455371438,-37.108325227786885,-12490.146455371438,-43.12892514106651,-12490.146455371438,-37.108325227786885,-12490.146455371438,-58.47153822866936,-19760.747586584654,-52.450938315389735,-19760.747586584654,-58.47153822866936,-19760.747586584654,-52.450938315389735,-19760.747586584654,-79.275681944410294,-29813.931409724271,-73.255082031130669,-29813.931409724271,-79.275681944410294,-29813.931409724271,-73.255082031130669,-29813.931409724271,-83.346733685759759,-7283.1141798497392,-77.326133772480134,-7283.1141798497392,-83.346733685759759,-7283.1141798497392,-77.326133772480134,-7283.1141798497392,-128.45185830130393,-12496.154228652078,-122.4312583880243,-12496.154228652078,-128.45185830130393,-12496.154228652078,-122.4312583880243,-12496.154228652078,-196.10884891466543,-19775.732529223154,-190.0882490013858,-19775.732529223154,-196.10884891466543,-19775.732529223154,-190.0882490013858,-19775.732529223154,-286.31817474731076,-29841.836844165537,-280.29757483403114,-29841.836844165537,-286.31817474731076,-29841.836844165537,-280.29757483403114,-29841.836844165537
19221299.462628238,-32.166906818591777,-7296.4148463621304,-26.146306905312152,-7296.4148463621304,-32.166906818591777,-7296.4148463621304,-26.146306905312152,-7296.4148463621304,-43.211946004495907,-12499.509068370344,-37.191346091216289,-12499.509068370344,-43.211946004495907,-12499.509068370344,-37.191346091216289,-12499.509068370344,-58.588214587161325,-19776.368900136273,-52.5676146738817,-19776.368900136273,-58.588214587161325,-19776.368900136273,-52.5676146738817,-19776.368900136273,-79.416840241716059,-29837.439624471397,-73.396240328436434,-29837.439624471397,-79.416840241716045,-29837.439624471397,-73.396240328436434,-29837.439624471397,-83.402321291530342,-7289.0096148479406,-77.381721378250717,-7289.0096148479406,-83.402321291530356,-7289.0096148479406,-77.381721378250717,-7289.0096148479406,-128.53876172643479,-12506.018461597832,-122.51816181315517,-12506.018461597832,-128.53876172643479,-12506.018461597832,-122.51816181315517,-12506.018461597832,-196.24302477460193,-19791.550268352625,-190.22242486132231,-19791.550268352625,-196.24302477460191,-19791.550268352625,-190.22242486132231,-19791.550268352625,-286.51537815935035,-29865.592587776151,-280.49477824607072,-29865.592587776151,-286.51537815935035,-29865.592587776151,-280.49477824607072,-29865.592587776151
19234978.016609672,-32.381264052151693,-7302.3600698456057,-26.360664138872071,-7302.3600698456057,-32.381264052151693,-7302.3600698456057,-26.360664138872071,-7302.3600698456057,-43.287234987450859,-12508.88226178613,-37.266635074171234,-12508.88226178613,-43.287234987450859,-12508.88226178613,-37.266635074171234,-12508.88226178613,-58.706887210843874,-19791.977398301005,-52.686287297564249,-19791.977398301005,-58.706887210843874,-19791.977398301005,-52.686287297564249,-19791.977398301005,-79.557910803783528,-29860.917409502945,-73.537310890503903,-29860.917409502945,-79.557910803783528,-29860.917409502945,-73.537310890503903,-29860.917409502945,-83.457575034812749,-7294.9029799519385,-77.436975121533138,-7294.9029799519385,-83.457575034812749,-7294.9029799519385,-77.436975121533138,-7294.9029799519385,-128.62532963842571,-12515.880765444177,-122.60472972514607,-12515.880765444177,-128.62532963842571,-12515.880765444177,-122.60472972514607,-12515.880765444177,-196.37686483151572,-19807.366076406266,-190.35626491823609,-19807.366076406266,-196.37686483151572,-19807.366076406266,-190.35626491823609,-19807.366076406266,-286.71224533624189,-29889.346400456856,-280.69164542296227,-29889.346400456856,-286.71224533624189,-29889.346400456856,-280.69164542296227,-29889.346400456856
19248656.570591111,-32.599843315874935,-7308.189573470082,-26.57924340259531,-7308.189573470082,-32.599843315874935,-7308.189573470082,-26.579243402595317,-7308.189573470082,-43.355812866811398,-12518.274260980663,-37.335212953531773,-12518.274260980663,-43.355812866811405,-12518.274260980663,-37.33521295353178,-12518.274260980663,-58.828152695911655,-19807.566880353777,-52.807552782632037,-19807.566880353777,-58.828152695911662,-19807.566880353777,-52.807552782632037,-19807.566880353777,-79.698878374168174,-29884.362748030642,-73.678278460888563,-29884.362748030642,-79.698878374168189,-29884.362748030642,-73.678278460888563,-29884.362748030642,-83.512481113306507,-7300.7943606368381,-77.491881200026882,-7300.7943606368381,-83.512481113306507,-7300.7943606368381,-77.491881200026882,-7300.7943606368381,-128.71155054217527,-12525.741225400214,-122.69095062889565,-12525.741225400214,-128.71155054217527,-12525.741225400214,-122.69095062889565,-12525.741225400214,-196.51035753498218,-19823.180038600818,-190.48975762170255,-19823.180038600818,-196.51035753498218,-19823.180038600818,-190.48975762170258,-19823.180038600818,-286.90876472802199,-29913.098367424827,-280.88816481474237,-29913.098367424827,-286.90876472802199,-29913.098367424827,-280.88816481474237,-29913.098367424827
19262335.124572545,-32.820880348858083,-7313.8994172515486,-26.800280435578465,-7313.8994172515486,-32.82088034885809,-7313.8994172515486,-26.800280435578468,-7313.8994172515486,-43.418949108544368,-12527.691730876522,-37.39834919526475,-12527.691730876522,-43.418949108544368,-12527.691730876522,-37.39834919526475,-12527.691730876522,-58.952313696963536,-19823.129680305039,-52.931713783683911,-19823.129680305039,-58.952313696963529,-19823.129680305039,-52.931713783683904,-19823.129680305039,-79.839607550148699,-29907.772989637422,-73.819007636869074,-29907.772989637422,-79.839607550148699,-29907.772989637422,-73.819007636869074,-29907.772989637422,-83.567026268253315,-7306.6838474586821,-77.54642635497369,-7306.6838474586821,-83.567026268253315,-7306.6838474586821,-77.54642635497369,-7306.6838474586821,-128.79741346116091,-12535.599930096216,-122.77681354788129,-12535.599930096216,-128.79741346116091,-12535.599930096216,-122.77681354788129,-12535.599930096216,-196.64349185459105,-19838.992243637989,-190.62289194131142,-19838.992243637989,-196.64349185459105,-19838.992243637989,-190.62289194131142,-19838.992243637989,-287.10492530476574,-29936.84857738221,-281.08432539148612,-29936.84857738221,-287.10492530476574,-29936.84857738221,-281.08432539148612,-29936.84857738221
19276013.67855398,-33.042541431811514,-7319.486896878233,-27.021941518531889,-7319.486896878233,-33.042541431811514,-7319.486896878233,-27.021941518531889,-7319.486896878233,-43.478115014267985,-12537.139415289261,-37.457515100988367,-12537.139415289261,-43.478115014267985,-12537.139415289261,-37.457515100988367,-12537.139415289261,-59.079317716266345,-19838.657281721084,-53.05871780298672,-19838.657281721084,-59.079317716266345,-19838.657281721084,-53.05871780298672,-19838.657281721084,-79.979803129559642,-29931.145201532319,-73.959203216280017,-29931.145201532319,-79.979803129559642,-29931.145201532319,-73.959203216280017,-29931.145201532319,-83.62119783977073,-7312.5715358748712,-77.600597926491105,-7312.5715358748712,-83.62119783977073,-7312.5715358748712,-77.600597926491105,-7312.5715358748712,-128.88290796493166,-12545.456971437114,-122.86230805165204,-12545.456971437114,-128.88290796493166,-12545.456971437114,-122.86230805165204,-12545.456971437114,-196.7762573091004,-19854.802783554915,-190.75565739582078,-19854.802783554915,-196.7762573091004,-19854.802783554915,-190.75565739582078,-19854.802783554915,-287.30071658573831,-29960.597122366467,-281.28011667245869,-29960.597122366467,-287.30071658573831,-29960.597122366467,-281.28011667245869,-29960.597122366467
19289692.232535418,-33.262943323666335,-7324.9506046540246,-27.242343410386709,-7324.9506046540246,-33.262943323666335,-7324.9506046540246,-27.242343410386706,-7324.9506046540246,-43.534923606630649,-12546.61983079725,-37.514323693351031,-12546.61983079725,-43.534923606630656,-12546.61983079725,-37.514323693351031,-12546.61983079725,-59.208726417742241,-19854.141032954714,-53.188126504462616,-19854.141032954714,-59.208726417742234,-19854.141032954714,-53.188126504462609,-19854.141032954714,-80.118995344874463,-29954.476603952022,-74.098395431594838,-29954.476603952022,-80.118995344874463,-29954.476603952022,-74.098395431594838,-29954.476603952022,-83.674983820362996,-7318.4575260329384,-77.654383907083371,-7318.4575260329384,-83.674983820362996,-7318.4575260329384,-77.654383907083371,-7318.4575260329384,-128.96802419560566,-12555.31244444509,-122.94742428232603,-12555.31244444509,-128.96802419560566,-12555.31244444509,-122.94742428232603,-12555.31244444509,-196.90864399447793,-19870.61175356181,-190.88804408119836,-19870.61175356181,-196.90864399447793,-19870.61175356181,-190.88804408119836,-19870.61175356181,-287.49612866743161,-29984.344097588055,-281.47552875415198,-29984.344097588055,-287.49612866743161,-29984.344097588055,-281.47552875415198,-29984.344097588055
19303370.786516853,-33.480175110898294,-7330.2904743596901,-27.459575197618676,-7330.2904743596901,-33.480175110898294,-7330.2904743596901,-27.459575197618676,-7330.2904743596901,-43.591057317314551,-12556.133039180333,-37.570457404034933,-12556.133039180333,-43.591057317314551,-12556.133039180333,-37.570457404034926,-12556.133039180333,-59.339718738982256,-19869.572894697758,-53.319118825702631,-19869.572894697758,-59.339718738982256,-19869.572894697758,-53.319118825702631,-19869.572894697758,-80.256553181646964,-29977.765013734239,-74.235953268367354,-29977.765013734239,-80.256553181646964,-29977.765013734239,-74.235953268367354,-29977.765013734239,-83.728372906142397,-7324.3419225287635,-77.707772992862772,-7324.3419225287635,-83.728372906142397,-7324.3419225287635,-77.707772992862772,-7324.3419225287635,-129.05275289326954,-12565.166447091422,-123.0321529799899,-12565.166447091422,-129.05275289326954,-12565.166447091422,-123.0321529799899,-12565.166447091422,-197.04064261067964,-19886.419251867253,-191.02004269740002,-19886.419251867253,-197.04064261067964,-19886.419251867253,-191.02004269740002,-19886.419251867253,-287.69115225033738,-30008.089601255633,-281.67055233705776,-30008.089601255633,-287.69115225033738,-30008.089601255633,-281.67055233705776,-30008.089601255633
19317049.340498291,-33.692321385994632,-7335.5078066375754,-27.671721472715006,-7335.5078066375754,-33.692321385994632,-7335.5078066375754,-27.671721472715003,-7335.5078066375754,-43.648185703879186,-12565.676523005926,-37.627585790599561,-12565.676523005926,-43.648185703879186,-12565.676523005926,-37.627585790599561,-12565.676523005926,-59.471127464337272,-19884.946149213447,-53.450527551057647,-19884.946149213447,-59.471127464337272,-19884.946149213447,-53.450527551057647,-19884.946149213447,-80.391723798475255,-30001.009218265797,-74.37112388519563,-30001.009218265797,-80.391723798475255,-30001.009218265797,-74.37112388519563,-30001.009218265797,-83.781354545313164,-7330.2248341356417,-77.760754632033539,-7330.2248341356417,-83.781354545313164,-7330.2248341356417,-77.760754632033539,-7330.2248341356417,-129.1370854201767,-12575.019080118074,-123.11648550689709,-12575.019080118074,-129.1370854201767,-12575.019080118074,-123.11648550689709,-12575.019080118074,-197.17224448702129,-19902.225379491672,-191.15164457374166,-19902.225379491672,-197.17224448702129,-19902.225379491672,-191.15164457374166,-19902.225379491672,-287.88577866431308,-30031.833734389573,-281.86517875103345,-30031.833734389573,-287.88577866431308,-30031.833734389573,-281.86517875103345,-30031.833734389573
19330727.894479726,-33.897486064746097,-7340.6052731606578,-27.876886151466472,-7340.6052731606578,-33.89748606474609,-7340.6052731606578,-27.876886151466472,-7340.6052731606578,-43.707876748514742,-12575.245186626944,-37.68727683523511,-12575.245186626944,-43.707876748514735,-12575.245186626944,-37.68727683523511,-12575.245186626944,-59.601505514038735,-19900.256006609889,-53.58090560075911,-19900.256006609889,-59.601505514038735,-19900.256006609889,-53.58090560075911,-19900.256006609889,-80.523691291846276,-30024.20921498576,-74.503091378566651,-30024.20921498576,-80.523691291846276,-30024.20921498576,-74.503091378566651,-30024.20921498576,-83.833918983491458,-7336.1063735059188,-77.813319070211818,-7336.1063735059188,-83.833918983491444,-7336.1063735059188,-77.813319070211818,-7336.1063735059188,-129.22101378363712,-12584.870446849061,-123.20041387035749,-12584.870446849061,-129.22101378363712,-12584.870446849061,-123.20041387035749,-12584.870446849061,-197.30344160600066,-19918.030240069525,-191.28284169272104,-19918.030240069525,-197.30344160600069,-19918.030240069525,-191.28284169272106,-19918.030240069525,-288.07999989239607,-30055.576600624114,-282.05939997911651,-30055.576600624114,-288.07999989239607,-30055.576600624114,-282.05939997911645,-30055.576600624114
19344406.448461164,-34.093816153704324,-7345.586899453162,-28.073216240424696,-7345.586899453162,-34.093816153704317,-7345.586899453162,-28.073216240424696,-7345.586899453162,-43.771506596840183,-12584.831498969257,-37.750906683560551,-12584.831498969257,-43.771506596840169,-12584.831498969257,-37.750906683560544,-12584.831498969257,-59.729215461350961,-19915.500056454232,-53.708615548071336,-19915.500056454232,-59.729215461350961,-19915.500056454232,-53.708615548071336,-19915.500056454232,-80.651644600084481,-30047.366276572422,-74.631044686804856,-30047.366276572422,-80.651644600084481,-30047.366276572422,-74.631044686804856,-30047.366276572422,-83.886057305466153,-7341.9866568471889,-77.865457392186528,-7341.9866568471889,-83.886057305466153,-7341.9866568471889,-77.865457392186528,-7341.9866568471889,-129.30453065749214,-12594.720652992195,-123.28393074421251,-12594.720652992195,-129.30453065749217,-12594.720652992195,-123.28393074421254,-12594.720652992195,-197.43422662543722,-19933.833939640885,-191.41362671215759,-19933.833939640885,-197.43422662543722,-19933.833939640885,-191.41362671215759,-19933.833939640885,-288.27380859293811,-30079.318305998968,-282.25320867965848,-30079.318305998968,-288.27380859293811,-30079.318305998968,-282.25320867965848,-30079.318305998968
19358085.002442598,-34.279524864656999,-7350.4580275352973,-28.258924951377381,-7350.4580275352973,-34.279524864657006,-7350.4580275352973,-28.258924951377384,-7350.4580275352973,-43.840173631117523,-12594.425784908202,-37.819573717837898,-12594.425784908202,-43.840173631117523,-12594.425784908202,-37.819573717837898,-12594.425784908202,-59.852533992987404,-19930.678530298148,-53.831934079707779,-19930.678530298148,-59.852533992987404,-19930.678530298148,-53.831934079707779,-19930.678530298148,-80.774842826953432,-30070.482833810325,-74.754242913673806,-30070.482833810325,-80.774842826953432,-30070.482833810325,-74.754242913673806,-30070.482833810325,-83.937761473035707,-7347.8658035753133,-77.917161559756096,-7347.8658035753133,-83.937761473035707,-7347.8658035753133,-77.917161559756096,-7347.8658035753133,-129.38762940206459,-12604.569806431431,-123.36702948878496,-12604.569806431431,-129.38762940206459,-12604.569806431431,-123.36702948878496,-12604.569806431431,-197.56459289880166,-19949.636586433164,-191.54399298552204,-19949.636586433164,-197.56459289880166,-19949.636586433164,-191.54399298552204,-19949.636586433164,-288.46719811992847,-30103.058958741025,-282.44659820664884,-30103.058958741025,-288.46719811992847,-30103.058958741025,-282.44659820664884,-30103.058958741025
19371763.556424037,-34.452913608845293,-7355.2252604303922,-28.432313695565675,-7355.2252604303922,-34.452913608845293,-7355.2252604303922,-28.432313695565668,-7355.2252604303922,-43.914623279794384,-12604.016659460869,-37.894023366514759,-12604.016659460869,-43.914623279794384,-12604.016659460869,-37.894023366514759,-12604.016659460869,-59.969762248295083,-19945.794359458814,-53.949162335015458,-19945.794359458814,-59.969762248295083,-19945.794359458814,-53.949162335015458,-19945.794359458814,-80.892666900489701,-30093.562200895827,-74.872066987210076,-30093.562200895827,-80.892666900489701,-30093.562200895827,-74.872066987210076,-30093.562200895827,-83.989024358595614,-7353.7439359468053,-77.968424445315989,-7353.7439359468053,-83.989024358595614,-7353.7439359468053,-77.968424445315989,-7353.7439359468053,-129.47030408247491,-12614.418017010441,-123.44970416919529,-12614.418017010441,-129.47030408247491,-12614.418017010441,-123.44970416919529,-12614.418017010441,-197.69453449361893,-19965.4382906338,-191.67393458033931,-19965.4382906338,-197.69453449361893,-19965.4382906338,-191.67393458033931,-19965.4382906338,-288.66016254139225,-30126.798669037165,-282.63956262811263,-30126.798669037165,-288.66016254139225,-30126.798669037165,-282.63956262811263,-30126.798669037165
19385442.110405471,-34.612392555765595,-7359.8963909693557,-28.591792642485974,-7359.8963909693557,-34.612392555765595,-7359.8963909693557,-28.591792642485974,-7359.8963909693557,-43.995189738640114,-12613.591584998514,-37.974589825360489,-12613.591584998514,-43.995189738640114,-12613.591584998514,-37.974589825360489,-12613.591584998514,-60.079333103746251,-19960.853030266422,-54.058733190466626,-19960.853030266422,-60.079333103746251,-19960.853030266422,-54.058733190466626,-19960.853030266422,-81.004649091463676,-30116.608195783749,-74.984049178184051,-30116.608195783749,-81.004649091463676,-30116.608195783749,-74.984049178184051,-30116.608195783749,-84.039839774191137,-7359.6211786732347,-78.019239860911512,-7359.6211786732347,-84.039839774191137,-7359.6211786732347,-78.019239860911512,-7359.6211786732347,-129.55254948521463,-12624.265396307828,-123.531949571935,-12624.265396307828,-129.55254948521463,-12624.265396307828,-123.531949571935,-12624.265396307828,-197.82404620783566,-19981.239164154747,-191.80344629455604,-19981.239164154747,-197.82404620783566,-19981.239164154747,-191.80344629455604,-19981.239164154747,-288.85269665575504,-30150.537548798675,-282.83209674247541,-30150.537548798675,-288.85269665575504,-30150.537548798675,-282.83209674247541,-30150.537548798675
19399120.664386909,-34.756499581337714,-7364.4803173137716,-28.735899668058092,-7364.4803173137716,-34.756499581337714,-7364.4803173137716,-28.735899668058092,-7364.4803173137716,-44.081759734372703,-12623.137518382529,-38.061159821093078,-12623.137518382529,-44.081759734372703,-12623.137518382529,-38.061159821093078,-12623.137518382529,-60.179907298146716,-19975.862254359388,-54.159307384867091,-19975.862254359388,-60.179907298146716,-19975.862254359388,-54.159307384867091,-19975.862254359388,-81.110476008625042,-30139.624726404534,-75.089876095345417,-30139.624726404534,-81.110476008625042,-30139.624726404534,-75.089876095345417,-30139.624726404534,-84.09020249579541,-7365.4976585206368,-78.069602582515799,-7365.4976585206368,-84.09020249579541,-7365.4976585206368,-78.069602582515799,-7365.4976585206368,-129.63436113286969,-12634.112057404684,-123.61376121959005,-12634.112057404684,-129.63436113286969,-12634.112057404684,-123.61376121959006,-12634.112057404684,-197.95312358405624,-19997.039320389853,-191.93252367077662,-19997.039320389853,-197.95312358405624,-19997.039320389853,-191.93252367077662,-19997.039320389853,-289.04479600607715,-30174.275711418722,-283.02419609279752,-30174.275711418722,-289.04479600607715,-30174.275711418722,-283.02419609279752,-30174.275711418722
19412799.218368344,-34.883917538618348,-7368.9869473060717,-28.863317625338727,-7368.9869473060717,-34.883917538618341,-7368.9869473060717,-28.863317625338723,-7368.9869473060717,-44.173761680863144,-12632.641604669623,-38.153161767583519,-12632.641604669623,-44.173761680863144,-12632.641604669623,-38.153161767583519,-12632.641604669623,-60.270451579899742,-19990.831483782815,-54.249851666620117,-19990.831483782815,-60.270451579899742,-19990.831483782815,-54.249851666620117,-19990.831483782815,-81.209965555646576,-30162.615419134996,-75.189365642366951,-30162.615419134996,-81.20996555564659,-30162.615419134996,-75.189365642366951,-30162.615419134996,-84.140108282619423,-7371.3735038968871,-78.119508369339798,-7371.3735038968871,-84.140108282619423,-7371.3735038968871,-78.119508369339783,-7371.3735038968871,-129.71573529688939,-12643.958114645133,-123.69513538360977,-12643.958114645133,-129.71573529688936,-12643.958114645133,-123.69513538360977,-12643.958114645133,-198.08176292156259,-20012.838873965946,-192.06116300828296,-20012.838873965946,-198.08176292156259,-20012.838873965946,-192.06116300828296,-20012.838873965946,-289.23645689207387,-30198.013271523479,-283.21585697879425,-30198.013271523479,-289.23645689207387,-30198.013271523479,-283.21585697879425,-30198.013271523479
