frequency_hz,stable_L300_kG1_HV_mag_dB,stable_L300_kG1_HV_phase_deg,stable_L300_kG1_Hport_mag_dB,stable_L300_kG1_Hport_phase_deg,legacyABCD_L300_kG1_HV_mag_dB,legacyABCD_L300_kG1_HV_phase_deg,legacyABCD_L300_kG1_Hport_mag_dB,legacyABCD_L300_kG1_Hport_phase_deg,stable_L500_kG1_HV_mag_dB,stable_L500_kG1_HV_phase_deg,stable_L500_kG1_Hport_mag_dB,stable_L500_kG1_Hport_phase_deg,legacyABCD_L500_kG1_HV_mag_dB,legacyABCD_L500_kG1_HV_phase_deg,legacyABCD_L500_kG1_Hport_mag_dB,legacyABCD_L500_kG1_Hport_phase_deg,stable_L800_kG1_HV_mag_dB,stable_L800_kG1_HV_phase_deg,stable_L800_kG1_Hport_mag_dB,stable_L800_kG1_Hport_phase_deg,legacyABCD_L800_kG1_HV_mag_dB,legacyABCD_L800_kG1_HV_phase_deg,legacyABCD_L800_kG1_Hport_mag_dB,legacyABCD_L800_kG1_Hport_phase_deg,stable_L1200_kG1_HV_mag_dB,stable_L1200_kG1_HV_phase_deg,stable_L1200_kG1_Hport_mag_dB,stable_L1200_kG1_Hport_phase_deg,legacyABCD_L1200_kG1_HV_mag_dB,legacyABCD_L1200_kG1_HV_phase_deg,legacyABCD_L1200_kG1_Hport_mag_dB,legacyABCD_L1200_kG1_Hport_phase_deg,stable_L300_kG5_HV_mag_dB,stable_L300_kG5_HV_phase_deg,stable_L300_kG5_Hport_mag_dB,stable_L300_kG5_Hport_phase_deg,legacyABCD_L300_kG5_HV_mag_dB,legacyABCD_L300_kG5_HV_phase_deg,legacyABCD_L300_kG5_Hport_mag_dB,legacyABCD_L300_kG5_Hport_phase_deg,stable_L500_kG5_HV_mag_dB,stable_L500_kG5_HV_phase_deg,stable_L500_kG5_Hport_mag_dB,stable_L500_kG5_Hport_phase_deg,legacyABCD_L500_kG5_HV_mag_dB,legacyABCD_L500_kG5_HV_phase_deg,legacyABCD_L500_kG5_Hport_mag_dB,legacyABCD_L500_kG5_Hport_phase_deg,stable_L800_kG5_HV_mag_dB,stable_L800_kG5_HV_phase_deg,stable_L800_kG5_Hport_mag_dB,stable_L800_kG5_Hport_phase_deg,legacyABCD_L800_kG5_HV_mag_dB,legacyABCD_L800_kG5_HV_phase_deg,legacyABCD_L800_kG5_Hport_mag_dB,legacyABCD_L800_kG5_Hport_phase_deg,stable_L1200_kG5_HV_mag_dB,stable_L1200_kG5_HV_phase_deg,stable_L1200_kG5_Hport_mag_dB,stable_L1200_kG5_Hport_phase_deg,legacyABCD_L1200_kG5_HV_mag_dB,legacyABCD_L1200_kG5_HV_phase_deg,legacyABCD_L1200_kG5_Hport_mag_dB,legacyABCD_L1200_kG5_Hport_phase_deg
10480703.468490474,-23.127484926515613,-3453.7355556519051,-17.106885013235992,-3453.7355556519051,-23.127484926515613,-3453.7355556519051,-17.106885013235988,-3453.7355556519051,-28.813744153659265,-6143.5625453605726,-22.79314424037964,-6143.5625453605726,-28.813744153659265,-6143.5625453605726,-22.793144240379647,-6143.5625453605726,-38.008902135238039,-9613.3876927291894,-31.988302221958413,-9613.3876927291894,-38.008902135238039,-9613.3876927291894,-31.988302221958413,-9613.3876927291894,-50.153639919870649,-14609.046330938476,-44.133040006591031,-14609.046330938476,-50.153639919870649,-14609.046330938476,-44.133040006591031,-14609.046330938476,-52.515109781226755,-3476.9137848505079,-46.494509867947144,-3476.9137848505079,-52.515109781226755,-3476.9137848505079,-46.49450986794713,-3476.9137848505079,-77.436029130532418,-6158.1246077833493,-71.415429217252793,-6158.1246077833493,-77.436029130532418,-6158.1246077833493,-71.415429217252793,-6158.1246077833493,-114.84883654664048,-9639.3805746129037,-108.82823663336089,-9639.3805746129037,-114.84883654664048,-9639.3805746129037,-108.82823663336086,-9639.3805746129037,-164.73005735005296,-14641.077768774867,-158.70945743677333,-14641.077768774867,-164.73005735005296,-14641.077768774867,-158.70945743677333,-14641.077768774867
10494382.02247191,-22.992872875510621,-3460.355725955209,-16.972272962230999,-3460.355725955209,-22.992872875510621,-3460.355725955209,-16.972272962230996,-3460.355725955209,-28.921180479927663,-6154.0845918699497,-22.900580566648038,-6154.0845918699497,-28.921180479927663,-6154.0845918699497,-22.900580566648038,-6154.0845918699497,-37.931917884073009,-9629.9291670328712,-31.911317970793384,-9629.9291670328712,-37.931917884073009,-9629.9291670328712,-31.911317970793384,-9629.9291670328712,-50.113368230642379,-14633.224727592333,-44.092768317362754,-14633.224727592333,-50.113368230642379,-14633.224727592333,-44.092768317362754,-14633.224727592333,-52.528877599580298,-3482.9752421857847,-46.508277686300673,-3482.9752421857847,-52.528877599580312,-3482.9752421857847,-46.508277686300687,-3482.9752421857847,-77.487558507731848,-6168.1624511157079,-71.466958594452223,-6168.1624511157079,-77.487558507731848,-6168.1624511157079,-71.466958594452223,-6168.1624511157079,-114.94747100170912,-9655.3702332343801,-108.92687108842949,-9655.3702332343801,-114.94747100170912,-9655.3702332343801,-108.92687108842949,-9655.3702332343801,-164.89215778132603,-14665.005241605098,-158.87155786804641,-14665.005241605098,-164.89215778132603,-14665.005241605098,-158.87155786804641,-14665.005241605098
10508060.576453347,-22.871284547083015,-3466.9856735612798,-16.85068463380339,-3466.9856735612798,-22.871284547083015,-3466.9856735612798,-16.85068463380339,-3466.9856735612798,-29.031956387332059,-6164.4075015157987,-23.011356474052434,-6164.4075015157987,-29.031956387332066,-6164.4075015157987,-23.011356474052441,-6164.4075015157987,-37.871034875536211,-9646.5424683018973,-31.850434962256593,-9646.5424683018973,-37.871034875536211,-9646.5424683018973,-31.850434962256585,-9646.5424683018973,-50.078623002124452,-14657.471724117802,-44.058023088844827,-14657.471724117802,-50.078623002124452,-14657.471724117802,-44.058023088844827,-14657.471724117802,-52.54344245952776,-3489.0454224499726,-46.522842546248135,-3489.0454224499726,-52.54344245952776,-3489.0454224499726,-46.522842546248135,-3489.0454224499726,-77.539892408073015,-6178.2046987685753,-71.51929249479339,-6178.2046987685753,-77.539892408073015,-6178.2046987685753,-71.51929249479339,-6178.2046987685753,-115.04688564165791,-9671.3648900048775,-109.02628572837828,-9671.3648900048775,-115.04688564165791,-9671.3648900048775,-109.02628572837828,-9671.3648900048775,-165.05503497446801,-14688.937699377426,-159.03443506118839,-14688.937699377426,-165.05503497446801,-14688.937699377426,-159.03443506118839,-14688.937699377426
10521739.130434783,-22.760693791105059,-3473.6109013072055,-16.740093877825434,-3473.6109013072055,-22.760693791105055,-3473.6109013072055,-16.740093877825434,-3473.6109013072055,-29.139129787021936,-6174.5386715132754,-23.118529873742311,-6174.5386715132754,-29.139129787021936,-6174.5386715132754,-23.118529873742311,-6174.5386715132754,-37.828393454482161,-9663.2032340787118,-31.807793541202535,-9663.2032340787118,-37.828393454482161,-9663.2032340787118,-31.807793541202539,-9663.2032340787118,-50.052781427223856,-14681.772038888594,-44.032181513944238,-14681.772038888594,-50.052781427223856,-14681.772038888594,-44.032181513944238,-14681.772038888594,-52.558869564745677,-3495.1240168816425,-46.538269651466052,-3495.1240168816425,-52.558869564745677,-3495.1240168816425,-46.538269651466052,-3495.1240168816425,-77.593025745643175,-6188.2511245110982,-71.572425832363564,-6188.2511245110982,-77.593025745643175,-6188.2511245110982,-71.57242583236355,-6188.2511245110982,-115.14709134126917,-9687.3643226295389,-109.12649142798955,-9687.3643226295389,-115.14709134126917,-9687.3643226295389,-109.12649142798955,-9687.3643226295389,-165.21869940482046,-14712.87492471093,-159.1980994915408,-14712.87492471093,-165.21869940482046,-14712.87492471093,-159.1980994915408,-14712.87492471093
10535417.68441622,-22.658676333290089,-3480.2218923601336,-16.638076420010464,-3480.2218923601336,-22.658676333290089,-3480.2218923601336,-16.638076420010464,-3480.2218923601336,-29.236467688684911,-6184.49627246816,-23.215867775405286,-6184.49627246816,-29.236467688684911,-6184.49627246816,-23.215867775405286,-6184.49627246816,-37.805388929936647,-9679.8829029877525,-31.784789016657022,-9679.8829029877525,-37.80538892993664,-9679.8829029877525,-31.784789016657019,-9679.8829029877525,-50.038066382248573,-14706.103338121342,-44.017466468968948,-14706.103338121342,-50.038066382248573,-14706.103338121342,-44.017466468968948,-14706.103338121342,-52.575220350050728,-3501.2106892253496,-46.554620436771103,-3501.2106892253496,-52.575220350050728,-3501.2106892253496,-46.554620436771103,-3501.2106892253496,-77.646952645054441,-6198.3015238102689,-71.626352731774816,-6198.3015238102689,-77.646952645054441,-6198.3015238102689,-71.626352731774816,-6198.3015238102689,-115.24809762423916,-9703.3683126879969,-109.22749771095954,-9703.3683126879969,-115.24809762423916,-9703.3683126879969,-109.22749771095954,-9703.3683126879969,-165.38316041718335,-14736.816704494726,-159.36256050390372,-14736.816704494726,-165.38316041718335,-14736.816704494726,-159.36256050390372,-14736.816704494726
10549096.238397656,-22.562641054440867,-3486.8145086684381,-16.542041141161242,-3486.8145086684381,-22.562641054440867,-3486.8145086684381,-16.542041141161242,-3486.8145086684381,-29.318810793495139,-6194.3070597353526,-23.298210880215514,-6194.3070597353526,-29.318810793495128,-6194.3070597353526,-23.298210880215503,-6194.3070597353526,-37.802318868497075,-9696.5491852092218,-31.78171895521745,-9696.5491852092218,-37.802318868497075,-9696.5491852092218,-31.78171895521745,-9696.5491852092218,-50.035234012080551,-14730.439379217672,-44.014634098800926,-14730.439379217672,-50.035234012080551,-14730.439379217672,-44.014634098800926,-14730.439379217672,-52.592552210344536,-3507.3050782365126,-46.571952297064918,-3507.3050782365126,-52.592552210344536,-3507.3050782365126,-46.571952297064918,-3507.3050782365126,-77.701666945171581,-6208.3557128404391,-71.681067031891956,-6208.3557128404391,-77.701666945171581,-6208.3557128404391,-71.681067031891956,-6208.3557128404391,-115.34991273771755,-9719.3766461123996,-109.32931282443792,-9719.3766461123996,-115.34991273771755,-9719.3766461123996,-109.32931282443792,-9719.3766461123996,-165.54842630227472,-14760.762829960569,-159.52782638899512,-14760.762829960569,-165.54842630227472,-14760.762829960569,-159.52782638899512,-14760.762829960569
10562774.792379091,-22.470058889324072,-3493.3899447651902,-16.449458976044447,-3493.3899447651902,-22.470058889324072,-3493.3899447651902,-16.449458976044447,-3493.3899447651902,-29.382301176000496,-6204.0038671368402,-23.361701262720874,-6204.0038671368402,-29.382301176000496,-6204.0038671368402,-23.361701262720874,-6204.0038671368402,-37.818011434749231,-9713.1682404689618,-31.797411521469606,-9713.1682404689618,-37.818011434749231,-9713.1682404689618,-31.797411521469613,-9713.1682404689618,-50.043414799226184,-14754.753937753341,-44.022814885946566,-14754.753937753341,-50.043414799226184,-14754.753937753341,-44.022814885946559,-14754.753937753341,-52.610918266273458,-3513.4068002344957,-46.590318352993833,-3513.4068002344957,-52.610918266273458,-3513.4068002344957,-46.590318352993833,-3513.4068002344957,-77.757162654362972,-6218.4135270384022,-71.736562741083347,-6218.4135270384022,-77.757162654362972,-6218.4135270384022,-71.736562741083347,-6218.4135270384022,-115.45254374020362,-9735.389113614925,-109.43194382692403,-9735.389113614925,-115.45254374020365,-9735.389113614925,-109.43194382692403,-9735.389113614925,-165.7145043704416,-14784.713096727453,-159.69390445716195,-14784.713096727453,-165.7145043704416,-14784.713096727453,-159.69390445716195,-14784.713096727453
10576453.346360527,-22.378671578047246,-3499.9543015504801,-16.358071664767621,-3499.9543015504801,-22.378671578047239,-3499.9543015504801,-16.358071664767614,-3499.9543015504801,-29.424492445715064,-6213.623077877508,-23.403892532435439,-6213.623077877508,-29.42449244571506,-6213.623077877508,-23.403892532435435,-6213.623077877508,-37.849622009990526,-9729.7085109318286,-31.829022096710897,-9729.7085109318286,-37.849622009990526,-9729.7085109318286,-31.829022096710897,-9729.7085109318286,-50.060200984766361,-14779.0252720849,-44.039601071486736,-14779.0252720849,-50.060200984766354,-14779.0252720849,-44.039601071486736,-14779.0252720849,-52.630367164015304,-3519.5154516913312,-46.609767250735679,-3519.5154516913312,-52.630367164015304,-3519.5154516913312,-46.609767250735679,-3519.5154516913312,-77.813434348444517,-6228.474819277707,-71.792834435164892,-6228.474819277707,-77.813434348444517,-6228.474819277707,-71.792834435164892,-6228.474819277707,-115.55599660080077,-9751.4055110399386,-109.53539668752114,-9751.4055110399386,-115.55599660080077,-9751.4055110399386,-109.53539668752114,-9751.4055110399386,-165.88140102255727,-14808.667304819421,-159.86080110927765,-14808.667304819421,-165.88140102255727,-14808.667304819421,-159.86080110927765,-14808.667304819421
10590131.900341963,-22.28666948379999,-3506.5178643243239,-16.266069570520369,-3506.5178643243239,-22.28666948379999,-3506.5178643243239,-16.266069570520369,-3506.5178643243239,-29.444367955872753,-6223.2022262940764,-23.423768042593128,-6223.2022262940764,-29.444367955872753,-6223.2022262940764,-23.423768042593132,-6223.2022262940764,-37.892746768022405,-9746.1453344919919,-31.872146854742777,-9746.1453344919919,-37.892746768022405,-9746.1453344919919,-31.872146854742777,-9746.1453344919919,-50.082053307992638,-14803.240248154427,-44.061453394713013,-14803.240248154427,-50.082053307992638,-14803.240248154427,-44.061453394713013,-14803.240248154427,-52.650942907048098,-3525.6306118487778,-46.630342993768473,-3525.6306118487778,-52.650942907048098,-3525.6306118487778,-46.630342993768473,-3525.6306118487778,-77.870477504870266,-6238.5394577420302,-71.849877591590641,-6238.5394577420302,-77.870477504870252,-6238.5394577420302,-71.849877591590626,-6238.5394577420302,-115.66027630689211,-9767.4256396210076,-109.63967639361249,-9767.4256396210076,-115.66027630689211,-9767.4256396210076,-109.63967639361249,-9767.4256396210076,-166.04912181797295,-14832.625258657554,-160.02852190469332,-14832.625258657554,-166.04912181797295,-14832.625258657554,-160.02852190469332,-14832.625258657554
10603810.4543234,-22.192833761660488,-3513.0941652585325,-16.172233848380863,-3513.0941652585325,-22.192833761660488,-3513.0941652585325,-16.172233848380866,-3513.0941652585325,-29.442287861368115,-6232.7777799777559,-23.421687948088493,-6232.7777799777559,-29.442287861368118,-6232.7777799777559,-23.421687948088493,-6232.7777799777559,-37.941889637296342,-9762.464999577549,-31.921289724016717,-9762.464999577549,-37.941889637296342,-9762.464999577549,-31.92128972401672,-9762.464999577549,-50.104992794295207,-14827.396873656153,-44.084392881015582,-14827.396873656153,-50.104992794295207,-14827.396873656153,-44.084392881015582,-14827.396873656153,-52.672684718364877,-3531.7518453603057,-46.652084805085252,-3531.7518453603057,-52.672684718364877,-3531.7518453603057,-46.652084805085252,-3531.7518453603057,-77.928288769137239,-6248.6073235803651,-71.907688855857629,-6248.6073235803651,-77.928288769137254,-6248.6073235803651,-71.907688855857629,-6248.6073235803651,-115.76538697663639,-9783.4493061294979,-109.74478706335677,-9783.4493061294979,-115.76538697663639,-9783.4493061294979,-109.74478706335677,-9783.4493061294979,-166.21767153934829,-14856.586767027884,-160.19707162606866,-14856.586767027884,-166.21767153934829,-14856.586767027884,-160.19707162606866,-14856.586767027884
10617489.008304836,-22.096641954194926,-3519.6988918565385,-16.076042040915304,-3519.6988918565385,-22.096641954194926,-3519.6988918565385,-16.076042040915301,-3519.6988918565385,-29.419876052668258,-6242.3831028542909,-23.399276139388636,-6242.3831028542909,-29.419876052668261,-6242.3831028542909,-23.399276139388636,-6242.3831028542909,-37.991190224521773,-9778.6670226888473,-31.970590311242152,-9778.6670226888473,-37.991190224521773,-9778.6670226888473,-31.970590311242152,-9778.6670226888473,-50.125411514085073,-14851.504284837492,-44.104811600805448,-14851.504284837492,-50.125411514085066,-14851.504284837492,-44.104811600805441,-14851.504284837492,-52.695626932306766,-3537.8787049567272,-46.675027019027141,-3537.8787049567272,-52.695626932306766,-3537.8787049567272,-46.675027019027141,-3537.8787049567272,-77.986866151717507,-6258.6783084264925,-71.966266238437882,-6258.6783084264925,-77.986866151717493,-6258.6783084264925,-71.966266238437882,-6258.6783084264925,-115.87133197231933,-9799.4763229083364,-109.8507320590397,-9799.4763229083364,-115.87133197231933,-9799.4763229083364,-109.8507320590397,-9799.4763229083364,-166.38705425417598,-14880.55164302686,-160.36645434089635,-14880.55164302686,-166.38705425417598,-14880.55164302686,-160.36645434089635,-14880.55164302686
10631167.562286273,-21.998337174213894,-3526.3486804597496,-15.977737260934269,-3526.3486804597496,-21.998337174213894,-3526.3486804597496,-15.977737260934271,-3526.3486804597496,-29.379848260188691,-6252.0466047672662,-23.359248346909069,-6252.0466047672662,-29.379848260188691,-6252.0466047672662,-23.359248346909066,-6252.0466047672662,-38.035236623601172,-9794.7640235335239,-32.014636710321547,-9794.7640235335239,-38.035236623601165,-9794.7640235335239,-32.014636710321547,-9794.7640235335239,-50.140767947317229,-14875.580105171559,-44.120168034037604,-14875.580105171559,-50.140767947317229,-14875.580105171559,-44.120168034037604,-14875.580105171559,-52.719798915921402,-3544.0107341346948,-46.699199002641777,-3544.0107341346948,-52.719798915921402,-3544.0107341346948,-46.699199002641777,-3544.0107341346948,-78.046209156015195,-6268.7523118623376,-72.02560924273557,-6268.7523118623376,-78.046209156015195,-6268.7523118623376,-72.02560924273557,-6268.7523118623376,-115.97811401054489,-9815.5065077920717,-109.95751409726526,-9815.5065077920717,-115.97811401054489,-9815.5065077920717,-109.95751409726526,-9815.5065077920717,-166.55727337283736,-14904.519703986885,-160.53667345955773,-14904.519703986885,-166.55727337283736,-14904.519703986885,-160.53667345955773,-14904.519703986885
10644846.116267709,-21.898959739710481,-3533.059817062534,-15.878359826430856,-3533.059817062534,-21.898959739710481,-3533.059817062534,-15.878359826430859,-3533.059817062534,-29.325776800963581,-6261.7901300912272,-23.305176887683956,-6261.7901300912272,-29.325776800963581,-6261.7901300912272,-23.305176887683956,-6261.7901300912272,-38.069776236459212,-9810.7793031201418,-32.049176323179587,-9810.7793031201418,-38.069776236459205,-9810.7793031201418,-32.049176323179587,-9810.7793031201418,-50.149972156657448,-14899.646063403927,-44.129372243377823,-14899.646063403927,-50.149972156657448,-14899.646063403927,-44.129372243377823,-14899.646063403927,-52.745225020441922,-3550.1474698660531,-46.724625107162296,-3550.1474698660531,-52.745225020441922,-3550.1474698660531,-46.724625107162296,-3550.1474698660531,-78.106318839801517,-6278.8292388993905,-72.085718926521892,-6278.8292388993905,-78.106318839801517,-6278.8292388993905,-72.085718926521892,-6278.8292388993905,-116.08573526549436,-9831.539683921008,-110.06513535221474,-9831.539683921008,-116.08573526549436,-9831.539683921008,-110.06513535221474,-9831.539683921008,-166.72833170307871,-14928.490771384395,-160.70773178979908,-14928.490771384395,-166.72833170307871,-14928.490771384395,-160.70773178979908,-14928.490771384395
10658524.670249145,-21.800337298820189,-3539.8468638343629,-15.779737385540562,-3539.8468638343629,-21.800337298820189,-3539.8468638343629,-15.779737385540562,-3539.8468638343629,-29.26178835567093,-6271.6277072384664,-23.241188442391305,-6271.6277072384664,-29.261788355670934,-6271.6277072384664,-23.241188442391309,-6271.6277072384664,-38.092185104420849,-9826.742787221443,-32.071585191141224,-9826.742787221443,-38.092185104420849,-9826.742787221443,-32.071585191141224,-9826.742787221443,-50.153389527237131,-14923.723307790067,-44.132789613957506,-14923.723307790067,-50.153389527237131,-14923.723307790067,-44.132789613957506,-14923.723307790067,-52.771924564057656,-3556.2884453233105,-46.751324650778031,-3556.2884453233105,-52.771924564057656,-3556.2884453233105,-46.751324650778031,-3556.2884453233105,-78.167197814250997,-6288.9089975451889,-72.146597900971372,-6288.9089975451889,-78.167197814250997,-6288.9089975451889,-72.146597900971372,-6288.9089975451889,-116.19419746197968,-9847.5756794633289,-110.17359754870006,-9847.5756794633289,-116.19419746197968,-9847.5756794633289,-110.17359754870006,-9847.5756794633289,-166.90023150087174,-14952.464670733472,-160.87963158759212,-14952.464670733472,-166.90023150087174,-14952.464670733472,-160.87963158759212,-14952.464670733472
10672203.224230582,-21.705026356152647,-3546.7212433135342,-15.684426442873026,-3546.7212433135342,-21.705026356152651,-3546.7212433135342,-15.684426442873027,-3546.7212433135342,-29.192200335924362,-6281.564844722232,-23.171600422644737,-6281.564844722232,-29.192200335924365,-6281.564844722232,-23.17160042264474,-6281.564844722232,-38.101627477053832,-9842.6862613023986,-32.081027563774207,-9842.6862613023986,-38.101627477053832,-9842.6862613023986,-32.081027563774207,-9842.6862613023986,-50.152533462579285,-14947.828752350302,-44.131933549299667,-14947.828752350302,-50.152533462579285,-14947.828752350302,-44.13193354929966,-14947.828752350302,-52.799911847552409,-3562.4331926125492,-46.779311934272783,-3562.4331926125492,-52.799911847552409,-3562.4331926125492,-46.779311934272783,-3562.4331926125492,-78.228850186059759,-6298.9914965132421,-72.208250272780134,-6298.9914965132421,-78.228850186059759,-6298.9914965132421,-72.208250272780134,-6298.9914965132421,-116.3035019557243,-9863.6143272637582,-110.28290204244468,-9863.6143272637582,-116.3035019557243,-9863.6143272637582,-110.28290204244468,-9863.6143272637582,-167.07297451770893,-14976.441231467661,-161.0523746044293,-14976.441231467661,-167.07297451770893,-14976.441231467661,-161.0523746044293,-14976.441231467661
10685881.778212018,-21.616196245927647,-3553.6898442304569,-15.595596332648023,-3553.6898442304569,-21.61619624592765,-3553.6898442304569,-15.595596332648025,-3553.6898442304569,-29.121118071636872,-6291.5985830938653,-23.100518158357247,-6291.5985830938653,-29.121118071636872,-6291.5985830938653,-23.100518158357247,-6291.5985830938653,-38.098905595617374,-9858.6388422311047,-32.078305682337756,-9858.6388422311047,-38.098905595617374,-9858.6388422311047,-32.078305682337749,-9858.6388422311047,-50.149609912745028,-14971.973150466043,-44.129009999465403,-14971.973150466043,-50.149609912745021,-14971.973150466043,-44.129009999465396,-14971.973150466043,-52.829196204573599,-3568.5812455002942,-46.808596291293973,-3568.5812455002942,-52.829196204573599,-3568.5812455002942,-46.808596291293973,-3568.5812455002942,-78.291281449156571,-6309.0766431254515,-72.270681535876946,-6309.0766431254515,-78.291281449156571,-6309.0766431254515,-72.270681535876946,-6309.0766431254515,-116.41364979914842,-9879.6554644407133,-110.39304988586879,-9879.6554644407133,-116.41364979914842,-9879.6554644407133,-110.39304988586879,-9879.6554644407133,-167.24656204446134,-15000.420286812756,-161.22596213118172,-15000.420286812756,-167.24656204446134,-15000.420286812756,-161.22596213118172,-15000.420286812756
10699560.332193455,-21.537447762841623,-3560.7537591981973,-15.516847849561998,-3560.7537591981973,-21.537447762841623,-3560.7537591981973,-15.516847849562001,-3560.7537591981973,-29.052035075228115,-6301.7184631021619,-23.03143516194849,-6301.7184631021619,-29.052035075228115,-6301.7184631021619,-23.031435161948494,-6301.7184631021619,-38.086055615077136,-9874.6235018926563,-32.065455701797518,-9874.6235018926563,-38.086055615077143,-9874.6235018926563,-32.065455701797518,-9874.6235018926563,-50.147081486584682,-14996.160769367132,-44.126481573305057,-14996.160769367132,-50.147081486584675,-14996.160769367132,-44.12648157330505,-14996.160769367132,-52.859782088240877,-3574.732142115593,-46.839182174961252,-3574.732142115593,-52.859782088240877,-3574.732142115593,-46.839182174961252,-3574.732142115593,-78.354498333232343,-6319.1643414462442,-72.333898419952732,-6319.1643414462442,-78.354498333232343,-6319.1643414462442,-72.333898419952732,-6319.1643414462442,-116.5246417918537,-9895.6989319552104,-110.50404187857407,-9895.6989319552104,-116.5246417918537,-9895.6989319552104,-110.50404187857407,-9895.6989319552104,-167.42099495199756,-15024.401673652646,-161.40039503871793,-15024.401673652646,-167.42099495199756,-15024.401673652646,-161.40039503871793,-15024.401673652646
10713238.886174889,-21.472564465918872,-3567.9073137075761,-15.451964552639248,-3567.9073137075761,-21.472564465918875,-3567.9073137075761,-15.45196455263925,-3567.9073137075761,-28.987494497260293,-6311.9084354209126,-22.966894583980668,-6311.9084354209126,-28.987494497260293,-6311.9084354209126,-22.966894583980668,-6311.9084354209126,-38.065789925445692,-9890.6552257907933,-32.045190012166067,-9890.6552257907933,-38.065789925445685,-9890.6552257907933,-32.045190012166067,-9890.6552257907933,-50.147343286052426,-15020.389972821098,-44.1267433727728,-15020.389972821098,-50.147343286052426,-15020.389972821098,-44.1267433727728,-15020.389972821098,-52.891669195492298,-3580.8854276033921,-46.871069282212673,-3580.8854276033921,-52.891669195492298,-3580.8854276033921,-46.871069282212673,-3580.8854276033921,-78.418508616733774,-6329.2544906779931,-72.397908703454149,-6329.2544906779931,-78.418508616733774,-6329.2544906779949,-72.397908703454149,-6329.2544906779949,-116.63647851592111,-9911.7445741750689,-110.61587860264149,-9911.7445741750689,-116.63647851592111,-9911.7445741750689,-110.61587860264149,-9911.7445741750689,-167.59627372880192,-15048.385232390048,-161.57567381552229,-15048.385232390048,-167.59627372880192,-15048.385232390048,-161.57567381552229,-15048.385232390048
10726917.440156326,-21.425205796923855,-3575.1375786471986,-15.404605883644232,-3575.1375786471986,-21.425205796923859,-3575.1375786471986,-15.404605883644235,-3575.1375786471986,-28.928872978129604,-6322.1495390209466,-22.908273064849986,-6322.1495390209466,-28.928872978129601,-6322.1495390209466,-22.908273064849979,-6322.1495390209466,-38.040916973853761,-9906.741051614039,-32.020317060574136,-9906.741051614039,-38.040916973853768,-9906.741051614039,-32.020317060574143,-9906.741051614039,-50.152498866600617,-15044.653999066097,-44.131898953320992,-15044.653999066097,-50.152498866600617,-15044.653999066097,-44.131898953320992,-15044.653999066097,-52.924852630010612,-3587.0406567005798,-46.904252716730994,-3587.0406567005798,-52.924852630010612,-3587.0406567005798,-46.904252716730987,-3587.0406567005798,-78.483320912127937,-6339.3469838380988,-72.462720998848312,-6339.3469838380988,-78.483320912127937,-6339.3469838380988,-72.462720998848312,-6339.3469838380988,-116.74916035699439,-9927.792238456097,-110.72856044371477,-9927.792238456097,-116.74916035699439,-9927.792238456097,-110.72856044371477,-9927.792238456097,-167.77239851584628,-15072.370806803276,-161.75179860256665,-15072.370806803276,-167.77239851584628,-15072.370806803276,-161.75179860256665,-15072.370806803276
10740595.994137762,-21.398566356661686,-3582.42455097334,-15.377966443382062,-3582.42455097334,-21.398566356661689,-3582.42455097334,-15.377966443382064,-3582.42455097334,-28.876333151754423,-6332.4229749777833,-22.855733238474798,-6332.4229749777833,-28.87633315175442,-6332.4229749777833,-22.855733238474798,-6332.4229749777833,-38.01387689720751,-9922.8817956413732,-31.993276983927892,-9922.8817956413732,-38.013876897207517,-9922.8817956413732,-31.993276983927892,-9922.8817956413732,-50.164163272729525,-15068.941693967388,-44.1435633594499,-15068.941693967388,-50.164163272729525,-15068.941693967388,-44.1435633594499,-15068.941693967388,-52.959323103798667,-3593.1973962022553,-46.938723190519042,-3593.1973962022553,-52.959323103798667,-3593.1973962022553,-46.938723190519042,-3593.1973962022553,-78.548944431187849,-6349.4417067292907,-72.528344517908224,-6349.4417067292907,-78.548944431187849,-6349.4417067292907,-72.528344517908238,-6349.4417067292907,-116.86268751286309,-9943.8417747591175,-110.84208759958346,-9943.8417747591175,-116.86268751286309,-9943.8417747591175,-110.84208759958346,-9943.8417747591175,-167.94936913895529,-15096.35824389962,-161.92876922567567,-15096.35824389962,-167.94936913895529,-15096.35824389962,-161.92876922567567,-15096.35824389962
