stage_name,status,canonical_result_version,canonical_formal_dir,canonical_paired_dir,selected_for_execution,deterministic_development_winner,statistically_distinguishable_winner,scientifically_unique_winner,cluster_bootstrap_unit,paired_row_count,runtime_s,source_formal_experiment_hash,source_tree_hash,stage4b_started
Stage 4A.7.2-R.2.1.2,completed,final_source_v3,results/data/stage4a7_2_r2_1_1/final_source_v3/formal,results/data/stage4a7_2_r2_1_1/final_source_v3/paired,margin,1,0,0,candidate_id,1044,5.036803,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,b9e51a09f4cc1cf8d560ee58ae23b966c32aecff139d1d48f5d306777bd58f3b,0
