stage_name,mode,status,selected_method,scientifically_unique_winner,source_tree_hash,data_provenance_hash,candidate_library_hash,configuration_hash,template_cache_hash,experiment_hash,runtime_environment_hash,parameter_calibration_hash,parameter_calibration_sample_count,parameter_calibration_status,final_reserved_status,stage4b_started
Stage 4A.7.2-R.2.1,smoke,smoke_completed,absolute,0,4b07b296f9ac6d6a968e74233685fcf9fe60c22f5021e9fb4065cc571c17aecb,27f59375b489154db5f46e51842ccf996be83ebf5aeaa584c4bf02b78a40f95c,13c62d03d47b73a54513ffac92365f6afa059d3d871bb59d3daa2a93f6957d5d,8eae6eb9bcb5ff62776770452de04bb85d71c47cc6ddd8bc34ba63221a31cf1d,bd18b8bc80d56fb3534b8adeeafb609bd9db0c0e6e0a5602bfff71bd567a415b,e590721fa903bfa54f58ba8e45327446e68a14b23b74aca145191a37c7e491f8,fb08c862e1ceea61e9961453a3bea1c2d432e111a074b96e30609422c7f8dee7,5b73de0674a615146b5535ebe0853a6b7f50e165723543f14f9fcd975ff7f18e,870,calibrated,manifest_only_not_materialized,0
