stage_name,mode,status,engineering_candidate_count,forward_compatible_candidate_count,profile_scored_candidate_count,development_count,calibration_count,pilot_count,selected_method,scientifically_unique_winner,experiment_hash,source_tree_hash,final_reserved_status,stage4b_started,elapsed_s
Stage 4A.7.2-R.2.1,smoke,smoke_completed,204,87,87,174,870,87,absolute,0,e590721fa903bfa54f58ba8e45327446e68a14b23b74aca145191a37c7e491f8,4b07b296f9ac6d6a968e74233685fcf9fe60c22f5021e9fb4065cc571c17aecb,manifest_only_not_materialized,0,1559.99105
