stage_name,mode,frozen_topology_experiment_hash,frozen_topology_calibration_hash,domain_calibration_hash,experiment_hash,source_formal_dir,noise_snr_db,worker_count,use_parallel,final_reserved_status,stage4b_started,stage,git_head_at_run,git_branch_at_run,git_dirty_at_run,canonical_eligible,source_inventory_count,source_inventory_tracked_only,source_tree_hash,configuration_hash,matlab_version,platform,computer_arch,run_command,start_time_utc,runtime_environment_hash,end_time_utc,runtime_s,canonical_domain_calibration_hash,canonical_execution_method
Stage 4A.7.3,formal,36ab4a9a2ffceeeb1e7241d89cf281540d0e78acce35f27e068187e3fe0832c8,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,c2d0af7d0e3c27645cb195528b00ed9cf9844838d9e6eb543da1588eb888cc96,stage4a7_2_r2_1_1/final_source_v3/formal,20,1,0,manifest_only_not_materialized,0,Stage 4A.7.3,54868370cc6c426f417681146caace79de782e91,(detached),0,1,411,1,5d45c12526dc205642d9cf9cb3e8be34605f529179904872fda52e75396dc353,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,24.1.0.2537033 (R2024a),GLNXA64,glnxa64,"run_stage4_freeze_r1_1(pwd,'formal')",2026-09-09T14:35:43.307Z,8313f3a14914316354fa22dbe4ec3d546eb572e0092c5305b62000dfdd90c16f,2026-09-09T14:40:02.187Z,259.009806,0829042b4eaa7f045282fbc9fe08c209fd5c7d2b1197539791792966f906954c,profile_relative_distance
