stage_name,status,candidate_count,category_count,replicate_count,scenario_count,target_parameter,master_seed,noise_snr_db,selected_method,source_tree_hash,data_provenance_hash,candidate_library_hash,configuration_hash,template_cache_hash,formal_experiment_hash,experiment_hash,parameter_calibration_hash,final_reserved_status,stage4b_started
Stage 4A.7.2-R.2.1.1,paired_completed,87,6,2,1044,main_length_scale,20262961,20,margin,cdc5275e6191b2ef37c312a4e65236f13c24cf4df255521a301e02a97304d4d3,27f59375b489154db5f46e51842ccf996be83ebf5aeaa584c4bf02b78a40f95c,13c62d03d47b73a54513ffac92365f6afa059d3d871bb59d3daa2a93f6957d5d,0230905141c669655e4ecde62ac645f12d30934624be78d6af0530bc10b80af7,1bf0d991586cb1c02e4ec18604cfd6a869908f37c292b015a8f67786ab10c9e9,54e2139394ed86ed852eba9edd72bbc603d5b9a1b23ebbe035079e8135b586ad,de05941146c716efe7ff064e27b897c3591f4cdac901f8e8a1c750632ec275b5,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,manifest_only_not_materialized,0
