stage_name,status,scenario_count,candidate_count,category_count,replicate_count,selected_method,formal_experiment_hash,experiment_hash,parameter_calibration_hash,final_reserved_status,stage4b_started,elapsed_s
Stage 4A.7.2-R.2.1.1,paired_completed,1044,87,6,2,margin,54e2139394ed86ed852eba9edd72bbc603d5b9a1b23ebbe035079e8135b586ad,de05941146c716efe7ff064e27b897c3591f4cdac901f8e8a1c750632ec275b5,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,manifest_only_not_materialized,0,77.271208
