split,scenario,scheme,flow,budget,truth_id,candidate_id,signature,rank,distance,fit_main_scale,fit_load_scale,generated,truth_candidate,in_candidate_set,decision_state
T,G002,H50,A,0,G002,G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,5.91234768188299,0.998290347062893,1.1999994404762,0,0,0,LOW_CONFIDENCE
T,G002,H50,A,0,G002,G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.843679884077862,0.997985383597648,1.13219773111189,0,1,1,LOW_CONFIDENCE
T,G002,H50,A,0,G002,G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,3.82955843139145,0.998261324699098,1.1999994404762,0,0,0,LOW_CONFIDENCE
T,G002,H50,A,0,G002,G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,5.8847074129881,1.00121018950054,1.1999994404762,0,0,0,UNIQUE_CONFIDENT
T,G002,H50,A,0,G002,G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.792196541251999,1.00128565650204,1.09923337886079,0,1,1,UNIQUE_CONFIDENT
T,G002,H50,A,0,G002,G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,3.88161364712897,1.00125073552792,1.1999994404762,0,0,0,UNIQUE_CONFIDENT
T,G002,H50,A,0,G002,G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,6.06442409265676,0.990085939249689,1.1999994404762,0,0,0,LOW_CONFIDENCE
T,G002,H50,A,0,G002,G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.889862850937848,0.98990774440814,0.964669846232962,0,1,1,LOW_CONFIDENCE
T,G002,H50,A,0,G002,G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,3.88738621284735,0.989844504595925,1.1999994404762,0,0,0,LOW_CONFIDENCE
T,G002,H50,A,0,G002,G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,6.09837518253821,1.01704608914141,1.1999994404762,0,0,0,UNIQUE_CONFIDENT
T,G002,H50,A,0,G002,G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.831238806685056,1.01662351374403,0.807133582687594,0,1,1,UNIQUE_CONFIDENT
T,G002,H50,A,0,G002,G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,4.01769322600637,1.01708883494939,1.04936053245755,0,0,0,UNIQUE_CONFIDENT
T,G002,H50,A,0,G002,G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,5.93480596633743,0.995197805437289,1.1999994404762,0,0,0,LOW_CONFIDENCE
T,G002,H50,A,0,G002,G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.954095449519296,0.994745274605383,1.10538602090752,0,1,1,LOW_CONFIDENCE
T,G002,H50,A,0,G002,G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,3.91202653949358,0.994952536038057,1.1999994404762,0,0,0,LOW_CONFIDENCE
T,G002,H50,A,0,G002,G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,5.8700555236223,1.01328091357558,1.1999994404762,0,0,0,LOW_CONFIDENCE
