scheme,flow,truth_id,best_candidate,candidate_set,set_size,state,reason,noise_seed,correct_unique,false_unique,distance_1,distance_2,margin,fit_statistic,fit_threshold
H50,B,T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209100028,0,0,1.10786995825866,1.10787016771081,2.09452146293643e-07,1.04433661907502,1.19784377785704
H50,C_control,T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209100028,0,0,1.10786995825866,1.10787016771081,2.09452146293643e-07,1.04433661907502,1.19784377785704
H50,A,T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209100029,0,0,0.971152584729399,0.971152774677778,1.89948378470639e-07,0.971152584729399,1.11179756541896
H50,B,T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209100029,0,0,0.888344720983123,0.888344854909932,1.33926808754126e-07,1.12306533289508,1.19784377785704
H50,C_control,T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209100029,0,0,0.888344720983123,0.888344854909932,1.33926808754126e-07,1.12306533289508,1.19784377785704
H50,A,T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209100030,0,0,0.935405605062921,0.935405756509069,1.51446148066725e-07,0.935405605062921,1.11179756541896
H50,B,T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209100030,0,0,0.961277691840336,0.961277711329188,1.94888520876901e-08,0.885833205361332,1.19784377785704
H50,C_control,T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209100030,0,0,0.961277691840336,0.961277711329188,1.94888520876901e-08,0.885833205361332,1.19784377785704
H50,A,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200001,0,0,0.959143140534715,0.959143140534717,1.77635683940025e-15,0.959143140534715,1.11179756541896
H50,B,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200001,0,0,0.931087946608672,0.931087946608672,1.11022302462516e-16,1.02886701042446,1.19784377785704
H50,C_control,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200001,0,0,0.931087946608672,0.931087946608672,1.11022302462516e-16,1.02886701042446,1.19784377785704
H50,A,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200002,0,0,1.02749521906569,1.02749521906569,1.55431223447522e-15,1.02749521906569,1.11179756541896
H50,B,T4_NEAR_T3,T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200002,0,0,0.946626679994202,0.946626679994205,2.44249065417534e-15,1.1929550537428,1.19784377785704
H50,C_control,T4_NEAR_T3,T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200002,0,0,0.946626679994202,0.946626679994205,2.44249065417534e-15,1.1929550537428,1.19784377785704
H50,A,T4_NEAR_T3,T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200003,0,0,1.05817594177727,1.05817594177727,2.22044604925031e-16,1.05817594177727,1.11179756541896
H50,B,T4_NEAR_T3,T5,T3;T5,2,REJECTED,fit_quality_gate,209200003,0,0,0.946821181184307,0.946821181184308,1.4432899320127e-15,1.2572858956298,1.19784377785704
H50,C_control,T4_NEAR_T3,T5,T3;T5,2,REJECTED,fit_quality_gate,209200003,0,0,0.946821181184307,0.946821181184308,1.4432899320127e-15,1.2572858956298,1.19784377785704
H50,A,T4_NEAR_T3,T4_NEAR_T3,T5,1,REJECTED,fit_quality_gate,209200004,0,0,1.15600189030047,1.1560018907461,4.45632419854292e-10,1.15600189030047,1.11179756541896
H50,B,T4_NEAR_T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200004,0,0,1.19900273900886,1.19900282165976,8.26508945728222e-08,1.0942523459719,1.19784377785704
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200004,0,0,1.19900273900886,1.19900282165976,8.26508945728222e-08,1.0942523459719,1.19784377785704
H50,A,T4_NEAR_T3,T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200005,0,0,0.949607373568154,0.949607373568154,1.11022302462516e-16,0.949607373568154,1.11179756541896
H50,B,T4_NEAR_T3,T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200005,0,0,0.929088726509811,0.929088726509818,7.21644966006352e-15,0.992738988388506,1.19784377785704
H50,C_control,T4_NEAR_T3,T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200005,0,0,0.929088726509811,0.929088726509818,7.21644966006352e-15,0.992738988388506,1.19784377785704
H50,A,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200006,0,0,1.05250943249532,1.05250943249532,2.22044604925031e-16,1.05250943249532,1.11179756541896
H50,B,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200006,0,0,0.983839061872772,0.983839061872773,1.22124532708767e-15,1.19773304425424,1.19784377785704
H50,C_control,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200006,0,0,0.983839061872772,0.983839061872773,1.22124532708767e-15,1.19773304425424,1.19784377785704
H50,A,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200007,0,0,1.04884069998327,1.04884069998327,1.11022302462516e-15,1.04884069998327,1.11179756541896
H50,B,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200007,0,0,1.0417290237916,1.0417290237916,1.11022302462516e-15,1.08318400264337,1.19784377785704
H50,C_control,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200007,0,0,1.0417290237916,1.0417290237916,1.11022302462516e-15,1.08318400264337,1.19784377785704
H50,A,T4_NEAR_T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200008,0,0,0.898421527746675,0.898421624889646,9.71429702234516e-08,0.898421527746675,1.11179756541896
H50,B,T4_NEAR_T3,T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200008,0,0,0.92852248119964,0.928522481199641,1.11022302462516e-16,0.834901736730721,1.19784377785704
H50,C_control,T4_NEAR_T3,T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200008,0,0,0.92852248119964,0.928522481199641,1.11022302462516e-16,0.834901736730721,1.19784377785704
H50,A,T4_NEAR_T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200009,0,0,0.900740829456779,0.900741011020391,1.81563611478808e-07,0.900740829456779,1.11179756541896
H50,B,T4_NEAR_T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200009,0,0,0.930764767619178,0.930764943150995,1.75531816304364e-07,0.883564179233975,1.19784377785704
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200009,0,0,0.930764767619178,0.930764943150995,1.75531816304364e-07,0.883564179233975,1.19784377785704
H50,A,T4_NEAR_T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200010,0,0,1.05357109660759,1.05357117126145,7.46538537654828e-08,1.05357109660759,1.11179756541896
H50,B,T4_NEAR_T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200010,0,0,1.08093118523285,1.08093122447949,3.92466412701964e-08,1.0085251295861,1.19784377785704
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200010,0,0,1.08093118523285,1.08093122447949,3.92466412701964e-08,1.0085251295861,1.19784377785704
H50,A,T4_NEAR_T3,T5,T3;T4_NEAR_T3;T5,3,MULTIPLE_AMBIGUOUS,multiple_candidates,209200011,0,0,1.03623252085105,1.03623252085105,2.22044604925031e-16,1.03623252085105,1.11179756541896
