scheme,flow,truth_id,candidate_id,rank,distance,in_candidate_set,state
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,1.05250950645445,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,1,1.05250943249532,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,0.983839061872773,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,0.983839086709968,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,1,0.983839061872772,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,2,0.983839061872773,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,0.983839086709968,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,1,0.983839061872772,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,1.04884069998327,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,1.04884072703911,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,1,1.04884069998327,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,1.0417290237916,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,1.04172912558442,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,1,1.0417290237916,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,2,1.0417290237916,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,1.04172912558442,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,1,1.0417290237916,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,3,0.898421624889646,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,0.898421527746675,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,0.898421624889646,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,1,0.92852248119964,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,0.928522497711155,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,0.928522481199641,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,1,0.92852248119964,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,0.928522497711155,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,0.928522481199641,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,0.900741011020391,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,0.900740829456779,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,3,0.900741011020391,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,3,0.930764943151001,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,0.930764767619178,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,0.930764943150995,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,3,0.930764943151001,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,0.930764767619178,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,0.930764943150995,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,3,1.05357117126145,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.05357109660759,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,1.05357117126145,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,3,1.08093122447949,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,1.08093118523285,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,1.08093122447949,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,3,1.08093122447949,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,1.08093118523285,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,1.08093122447949,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,1.03623252085105,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,1.03623258376165,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,1,1.03623252085105,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,0.903177121662293,1,REJECTED
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,0.903177111174552,1,REJECTED
H50,B,T4_NEAR_T3,T5,3,0.903177121662295,1,REJECTED
H50,C_control,T4_NEAR_T3,T3,2,0.903177121662293,1,REJECTED
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,0.903177111174552,1,REJECTED
H50,C_control,T4_NEAR_T3,T5,3,0.903177121662295,1,REJECTED
H50,A,T4_NEAR_T3,T3,1,0.964889599705722,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,0.964889756616093,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,0.964889599705723,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,1,0.92289042565393,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,0.922890447934175,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,0.922890425653931,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,1,0.92289042565393,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,0.922890447934175,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,0.922890425653931,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,3,0.961563085868183,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,0.961563048011977,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,0.961563085868183,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,0.938757871115359,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,0.938757736794446,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,3,0.93875787111536,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,2,0.938757871115359,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,0.938757736794446,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,3,0.93875787111536,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,1,1.05547340085453,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,1.05547352249425,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,1.05547340085453,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,1.05933798406209,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,1.05933805235959,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,1,1.05933798406209,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,2,1.05933798406209,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,1.05933805235959,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,1,1.05933798406209,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,3,1.01498559297355,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.01498544700126,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,1.01498559297355,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,1,0.988277504175532,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,0.988277516489429,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,0.988277504175535,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,1,0.988277504175532,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,0.988277516489429,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,0.988277504175535,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,0.930467200890023,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,0.930467462227639,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,1,0.930467200890022,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,1,0.915386971920078,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,0.915387266561535,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,0.915386971920078,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,1,0.915386971920078,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,0.915387266561535,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,0.915386971920078,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,1.07349763466216,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.07349755897182,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,3,1.07349763466216,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,3,1.05959383428537,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,1.05959366910269,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,1.05959383428537,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,3,1.05959383428537,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,1.05959366910269,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,1.05959383428537,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,3,0.90591846633398,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,0.905918295283611,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,0.905918466333978,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,0.894386133884452,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,0.894385942453106,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,0.894386133884452,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,2,0.894386133884452,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,0.894385942453106,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,0.894386133884452,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,1.08789963000923,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.08789959713499,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,3,1.08789963000923,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,1,1.04870062389664,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,1.04870078256047,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,1.04870062389664,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,1,1.04870062389664,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,1.04870078256047,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,1.04870062389664,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,1.03960636171418,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.03960615078598,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,3,1.03960636171418,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,1.08546900316537,0,LOW_CONFIDENCE
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,1.08546867664289,1,LOW_CONFIDENCE
H50,B,T4_NEAR_T3,T5,2,1.08546900316537,0,LOW_CONFIDENCE
H50,C_control,T4_NEAR_T3,T3,2,1.08546900316537,0,LOW_CONFIDENCE
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,1.08546867664289,1,LOW_CONFIDENCE
H50,C_control,T4_NEAR_T3,T5,2,1.08546900316537,0,LOW_CONFIDENCE
H50,A,T4_NEAR_T3,T3,2,1.08364271670488,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,1.08364285199742,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,1,1.08364271670488,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,1,0.976495961280184,1,REJECTED
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,0.976496174469772,1,REJECTED
H50,B,T4_NEAR_T3,T5,2,0.976495961280184,1,REJECTED
H50,C_control,T4_NEAR_T3,T3,1,0.976495961280184,1,REJECTED
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,0.976496174469772,1,REJECTED
H50,C_control,T4_NEAR_T3,T5,2,0.976495961280184,1,REJECTED
H50,A,T4_NEAR_T3,T3,3,1.03807899427662,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.03807899263887,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,1.03807899427661,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,3,1.05374161798684,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,1.05374156147348,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,1.05374161798683,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,3,1.05374161798684,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,1.05374156147348,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,1.05374161798683,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,0.952270600364241,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,0.952270553291935,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,0.952270600364241,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,3,0.90012746307206,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,0.900127425481678,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,0.900127463072059,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,3,0.90012746307206,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,0.900127425481678,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,0.900127463072059,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,0.952706185581611,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,0.952706353569545,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,1,0.952706185581611,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,0.886103291575331,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,0.886103437396773,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,1,0.886103291575327,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,2,0.886103291575331,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,0.886103437396773,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,1,0.886103291575327,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,1,1.13571549014977,1,REJECTED
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,1.13571557979867,0,REJECTED
H50,A,T4_NEAR_T3,T5,2,1.13571549014977,1,REJECTED
H50,B,T4_NEAR_T3,T3,2,1.078961685653,1,REJECTED
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,1.07896179807206,1,REJECTED
H50,B,T4_NEAR_T3,T5,1,1.078961685653,1,REJECTED
H50,C_control,T4_NEAR_T3,T3,2,1.078961685653,1,REJECTED
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,1.07896179807206,1,REJECTED
H50,C_control,T4_NEAR_T3,T5,1,1.078961685653,1,REJECTED
H50,A,T4_NEAR_T3,T3,1,1.0445257442789,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,1.0445258279572,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,1.0445257442789,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,0.999635240352179,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,0.999635337928493,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,1,0.999635240352179,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,2,0.999635240352179,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,0.999635337928493,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,1,0.999635240352179,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,1.05375861783717,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.05375856173613,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,3,1.05375861783717,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,3,1.05982155693042,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,1.05982149293392,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,1.05982155693042,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,3,1.05982155693042,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,1.05982149293392,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,1.05982155693042,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,1.07051348807868,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.07051343404437,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,3,1.07051348807869,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,2,1.1139998016807,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,1.1139997296589,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,3,1.1139998016807,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,2,1.1139998016807,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,1.1139997296589,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,3,1.1139998016807,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,2,1.15610161535289,0,REJECTED
H50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.15610152630239,0,REJECTED
H50,A,T4_NEAR_T3,T5,2,1.15610161535289,1,REJECTED
H50,B,T4_NEAR_T3,T3,2,1.16644845677863,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,1,1.16644834844074,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,1.16644845677863,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,2,1.16644845677863,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,1.16644834844074,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,1.16644845677863,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T3,1,0.950422154438659,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T4_NEAR_T3,3,0.950422219454471,1,MULTIPLE_AMBIGUOUS
H50,A,T4_NEAR_T3,T5,2,0.950422154438661,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T3,1,0.940475634207731,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T4_NEAR_T3,3,0.940475673957225,1,MULTIPLE_AMBIGUOUS
H50,B,T4_NEAR_T3,T5,2,0.940475634207731,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T3,1,0.940475634207731,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T4_NEAR_T3,3,0.940475673957225,1,MULTIPLE_AMBIGUOUS
H50,C_control,T4_NEAR_T3,T5,2,0.940475634207731,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T3,1,1.04963623658823,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T4_NEAR_T3,3,1.04963629678942,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T5,2,1.04963623658823,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T3,2,1.04899233335942,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T4_NEAR_T3,3,1.04899243132848,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T5,1,1.04899233335942,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T3,2,1.04899233335942,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T4_NEAR_T3,3,1.04899243132848,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T5,1,1.04899233335942,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T3,1,0.920241976781063,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T4_NEAR_T3,3,0.920242188268286,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T5,2,0.920241976781063,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T3,1,0.933665268074957,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T4_NEAR_T3,3,0.933665459066429,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T5,2,0.933665268074958,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T3,1,0.933665268074957,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T4_NEAR_T3,3,0.933665459066429,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T5,2,0.933665268074958,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T3,2,1.03915026286164,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T4_NEAR_T3,3,1.03915033224252,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T5,1,1.03915026286164,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T3,1,1.08757939868443,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T4_NEAR_T3,3,1.08757953146389,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T5,1,1.08757939868443,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T3,1,1.08757939868443,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T4_NEAR_T3,3,1.08757953146389,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T5,1,1.08757939868443,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T3,2,0.890424003164551,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T4_NEAR_T3,1,0.890423972373649,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T5,3,0.890424003164553,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T3,3,0.890135175226441,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T4_NEAR_T3,1,0.890135143986774,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T5,2,0.89013517522644,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T3,3,0.890135175226441,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T4_NEAR_T3,1,0.890135143986774,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T5,2,0.89013517522644,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T3,1,1.00662256041557,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T4_NEAR_T3,3,1.00662258978682,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T5,2,1.00662256041558,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T3,2,0.952062324883471,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T4_NEAR_T3,3,0.952062421664802,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T5,1,0.952062324883468,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T3,2,0.952062324883471,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T4_NEAR_T3,3,0.952062421664802,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T5,1,0.952062324883468,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T3,2,0.980062961658477,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T4_NEAR_T3,1,0.980062931885192,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T5,2,0.980062961658477,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T3,2,0.973781390393256,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T4_NEAR_T3,1,0.973781190359439,1,MULTIPLE_AMBIGUOUS
H50,B,T5,T5,3,0.973781390393256,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T3,2,0.973781390393256,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T4_NEAR_T3,1,0.973781190359439,1,MULTIPLE_AMBIGUOUS
H50,C_control,T5,T5,3,0.973781390393256,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T3,2,0.96050154098196,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T4_NEAR_T3,1,0.960501437947157,1,MULTIPLE_AMBIGUOUS
H50,A,T5,T5,3,0.960501540981963,1,MULTIPLE_AMBIGUOUS
