main_scale,load_scale,max_complex_h_difference,relative_rms_h_difference,max_complex_zin_difference,relative_rms_zin_difference
0.98,0.8,3.10316769155909e-16,4.0666530609306e-16,1177.76220718601,0.726984459710937
1,1,2.28878339926112e-16,3.40287656250209e-16,1067.6487179611,0.722419641456432
1.02,1.2,3.92523114670944e-16,4.46173192552468e-16,894.453109322556,0.706230462754299
