scenario,sample,method,candidate_count,candidate_library_hash,truth_signature,truth_in_library,best_is_truth,correct_unique,false_unique,library_outside,parameter_outside,is_nonunique_control,decision_state,candidate_set_size,truth_in_candidate_set,distance,margin,top1_confidence,normalized_entropy,domain_relative_distance,domain_threshold,scoring_time_s,length_error_percent,load_error_percent,best_main_scale,best_branch_load_scale
parameter_replay,length_-10_load_+15.83_r07,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.0100525540292567,0.114989307957273,0.845832895242084,0.353345378330337,0.0337237331527352,0.411592377117292,0.000328,-10,15.8258781612457,0.9,1.1
parameter_replay,length_-10_load_+02.97_r08,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.364100301417107,5.55111512312578e-17,0.239121159794332,0.895455768618237,1.2171881661081,0.325221880007119,0.000419,-10,2.97479340076297,NaN,NaN
parameter_replay,length_-10_load_+02.97_r08,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00815573458547147,0.116268837061582,0.849931405471456,0.34599632475436,0.0272646399487106,0.411592377117292,0.000327,-10,2.97479340076297,0.9,1.1
parameter_replay,length_-10_load_+04.17_r09,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.363629551081184,5.55111512312578e-17,0.239978111257867,0.89379769706372,1.2140130910598,0.325221880007119,0.000411,-10,4.17315414838561,NaN,NaN
parameter_replay,length_-10_load_+04.17_r09,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.0100585322263035,0.114656273973771,0.84351008233808,0.357139708247512,0.0335814010804996,0.411592377117292,0.000304,-10,4.17315414838561,0.9,1
parameter_replay,length_-10_load_-15.85_r10,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.366639063973459,0,0.238379160073177,0.897305008111124,1.21131567759708,0.325221880007119,0.000408,-10,-15.8486342716074,NaN,NaN
parameter_replay,length_-10_load_-15.85_r10,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.0096247220736583,0.118992790754827,0.853445607252606,0.339696118451135,0.0317985121770355,0.411592377117292,0.000308,-10,-15.8486342716074,0.9,0.9
parameter_replay,length_-05_load_+10.69_r01,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.251564093206717,0,0.186294245630359,0.957990264265279,0.862543642544835,0.325221880007119,0.000437,-5,10.6946093911544,NaN,NaN
parameter_replay,length_-05_load_+10.69_r01,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00957843543237929,0.115320784839145,0.844964214531013,0.35572915714153,0.032841803782132,0.411592377117292,0.000341,-5,10.6946093911544,0.95,1.1
parameter_replay,length_-05_load_-14.83_r02,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.253680754938416,0,0.186282034817685,0.956836118564586,0.845767430844135,0.325221880007119,0.000589,-5,-14.8347662352057,NaN,NaN
parameter_replay,length_-05_load_-14.83_r02,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.0104347822477903,0.117414196340799,0.850720905358091,0.3454161346821,0.0347893910015918,0.411592377117292,0.000372,-5,-14.8347662352057,0.95,0.9
parameter_replay,length_-05_load_+03.28_r03,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.253344219679627,0,0.186211036062148,0.957812936139859,0.860726878117538,0.325221880007119,0.000477,-5,3.27979061123541,NaN,NaN
parameter_replay,length_-05_load_+03.28_r03,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.0101681414075782,0.114803479285686,0.844224001992098,0.356907265074916,0.0345458547310455,0.411592377117292,0.000363,-5,3.27979061123541,0.95,1
parameter_replay,length_-05_load_-03.30_r04,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.252505930547687,0,0.186973910456556,0.956799768514071,0.854917008071194,0.325221880007119,0.000421,-5,-3.29742122972355,NaN,NaN
parameter_replay,length_-05_load_-03.30_r04,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00931096715763162,0.11564839461083,0.844221798000472,0.356654356861363,0.0315244246635557,0.411592377117292,0.000334,-5,-3.29742122972355,0.95,1
parameter_replay,length_-05_load_-06.05_r05,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.25442974752578,0,0.187454879469203,0.956678110745091,0.856205279427322,0.325221880007119,0.000414,-5,-6.04927084802199,NaN,NaN
parameter_replay,length_-05_load_-06.05_r05,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00908396743256891,0.117502489912874,0.850655346370035,0.34552458196779,0.0305693062605555,0.411592377117292,0.000333,-5,-6.04927084802199,0.95,0.9
parameter_replay,length_-05_load_-06.74_r06,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.254163293801045,5.55111512312578e-17,0.186725678439851,0.957324169077433,0.853591891964402,0.325221880007119,0.000407,-5,-6.7416582881835,NaN,NaN
parameter_replay,length_-05_load_-06.74_r06,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00909310079286114,0.116670350815424,0.848270662111198,0.349566838397427,0.0305386233925547,0.411592377117292,0.000343,-5,-6.7416582881835,0.95,0.9
