historical_pilot_decision_count,isolated_profile_file_count,unique_profile_sample_count,profile_decision_id_matches,compatibility_hash_matches,calibration_hash_matches,member_count_mismatches,profile_reliable_count,profile_in_domain_count,profile_out_suspected_count,profile_indeterminate_count,frozen_compatibility_hash,frozen_source_tree_hash,calibration_hash,calibration_status,calibration_sample_count,calibration_reliable_evidence_count,matlab_version,aggregation_kind
139,88,88,88,88,88,0,88,7,12,69,a6c12facc0071f4fc59858c331eb2300d3cdbab4674021ee777808a9a37d2194,59e8fe95438713dcd4b8735e350162b395f75e017b5b17d0fa3491cd85a87e1d,63628f4134c27404d0846c5f9baad3bfffb10acab8d63675ac36230f04763283,calibrated,12,12,24.1.0.2537033 (R2024a),offline_profile_closure
